broad_context,n_cities,cities,mean_hi_minus_lst,mean_hi_only_pct,mean_lst_only_pct,mean_both_pct,mean_priority_pct,mean_corr,mean_ready_pct
Coastal / water-influenced,7,"San Francisco, Miami, Boston, Seattle, Los Angeles, Houston, New York",22.70500749902422,35.35594869928658,12.650941200262357,12.700951193318359,39.951711294068936,0.16732675924123447,91.67289441981316
Great Lakes,1,Chicago,11.009174311926609,17.545871559633028,6.536697247706422,18.46330275229358,28.55504587155963,0.631142924321808,100.0
Inland Sun Belt,2,"Atlanta, Dallas",9.957354160216525,25.497618025108114,15.540263864891589,9.599308877725289,31.51547534631019,-0.0799030751608101,100.0
Inland desert,2,"Phoenix, Las Vegas",2.1084337349397577,13.6627295207029,11.554295785763141,13.500289367075288,29.064292102909455,0.5207430355994408,100.0
