city,ready_pct,n_total,n_ready,coupled_pct,lst_only_pct,hi_only_pct,not_hotspot_pct,mechanism
Dallas,100.0,449,449,12.47216035634744,12.694877505567929,18.70824053452116,56.12472160356347,Moderate HI-dominant
New York,88.25021132713441,2366,2088,5.795019157088123,19.204980842911876,19.54022988505747,55.45977011494253,Mixed / transitional
Los Angeles,97.47292418772562,1108,1080,7.222222222222222,17.77777777777778,25.925925925925927,49.074074074074076,Moderate HI-dominant
Atlanta,100.0,224,224,7.142857142857143,18.303571428571427,32.142857142857146,42.410714285714285,Moderate HI-dominant
Chicago,100.0,872,872,18.46330275229358,6.536697247706422,17.545871559633028,57.45412844036697,Coupled LST-HI
Seattle,94.47236180904522,199,188,3.1914893617021276,21.80851063829787,32.97872340425532,42.02127659574468,Moderate HI-dominant
San Francisco,73.13432835820896,268,196,25.510204081632654,0.0,54.59183673469388,19.897959183673468,Strong HI-dominant
Boston,92.5233644859813,214,198,13.131313131313131,11.11111111111111,45.95959595959596,29.7979797979798,Strong HI-dominant
Miami,96.89922480620154,129,125,23.2,2.4,52.0,22.4,Strong HI-dominant
