city,city_label,city_context,n_total,n_analysis_ready,ready_pct,mean_lst_c,mean_hi_c,mean_hi_minus_lst,q75_lst_c,q75_hi_c,lst_hi_corr,priority_n,priority_pct,output_gpkg,output_csv
new_york,New York,Coastal / megacity / dense urban core,2365,2088,88.28752642706131,32.04032824703527,22.6927328517768,-9.34759539525847,33.461953775316275,22.880559719472675,0.05330204070877784,575,27.538314176245212,data/processed/new_york/new_york_master_lst_hi_hotcompare.gpkg,city_intake/new_york/working/new_york_heat_master_template.csv
chicago,Chicago,Great Lakes / large grid city,872,872,100.0,33.529735183630024,21.349919987413738,-12.179815196216285,34.83932926087561,21.492472543578238,0.631142924321808,249,28.55504587155963,data/processed/chicago/chicago_master_lst_hi_hotcompare.gpkg,city_intake/chicago/working/chicago_heat_master_template.csv
atlanta,Atlanta,Inland / humid / sprawling Sun Belt,223,223,100.0,33.10507557125028,25.56934602618884,-7.535729545061443,34.39689905366018,25.57905931610986,-0.26854762563597706,75,33.63228699551569,data/processed/atlanta/atlanta_master_lst_hi_hotcompare.gpkg,city_intake/atlanta/working/atlanta_heat_master_template.csv
dallas,Dallas,Inland / large Sun Belt / car-oriented,449,449,100.0,39.23019107225657,33.1097880895593,-6.120402982697264,40.462154686398904,33.21039030375678,0.10874147531435681,132,29.398663697104677,data/processed/dallas/dallas_master_lst_hi_hotcompare.gpkg,city_intake/dallas/working/dallas_heat_master_template.csv
seattle,Seattle,Coastal / Pacific Northwest / water-constrained,199,188,94.47236180904522,28.00460691266975,18.96271613181368,-9.041890780856072,29.788480731225317,19.2244379817576,-0.06372132152729884,72,38.297872340425535,data/processed/seattle/seattle_master_lst_hi_hotcompare.gpkg,city_intake/seattle/working/seattle_heat_master_template.csv
san_francisco,San Francisco,Coastal / compact / bay-influenced,260,188,72.3076923076923,27.964185991305197,16.245935362499566,-11.718250628805631,29.713333333333367,16.363990885969546,0.2762610770023599,101,53.723404255319146,data/processed/san_francisco/san_francisco_master_lst_hi_hotcompare.gpkg,city_intake/san_francisco/working/san_francisco_heat_master_template.csv
