GEOID,city,area_km2,total_population_clean,median_household_income_clean,poverty_rate,inequity_group
48201422302,Houston,0.6948454649534042,1950,84861.0,0.11487179487179487,High income + Low poverty
48201423402,Houston,1.5351232620094235,4333,60246.0,0.15089514066496162,High income + Low poverty
48201423401,Houston,2.274116691827633,5085,72581.0,0.13904272151898733,High income + Low poverty
48201522402,Houston,2.8969089875278367,3768,67569.0,0.22594594594594594,High income + High poverty
48201522401,Houston,2.7336853706680024,5337,78017.0,0.14352632565111487,High income + Low poverty
48201552002,Houston,1.671360058736576,1457,69756.0,0.11736444749485243,High income + Low poverty
48201333100,Houston,1.2479060967590738,3883,37688.0,0.2170827858081472,Low income + High poverty
48201511600,Houston,1.9504299173118838,3492,89554.0,0.02663230240549828,High income + Low poverty
48201520100,Houston,2.95313342729006,3047,143646.0,0.05677715786019035,High income + Low poverty
48201450801,Houston,0.9217170224941539,1914,80234.0,0.1400208986415883,High income + Low poverty
48201451902,Houston,2.059236527712663,2593,130469.0,0.06980331662167373,High income + Low poverty
48201453403,Houston,0.6843965620514417,4112,33427.0,0.4171641791044776,Low income + High poverty
48201453601,Houston,1.2014994681136781,1604,31694.0,0.3266832917705736,Low income + High poverty
48201453501,Houston,1.534410382717113,6415,67928.0,0.2141855027279813,High income + High poverty
48201453502,Houston,1.309113847610634,3454,53990.0,0.29604880883207435,Low income + High poverty
48201410402,Houston,0.7271055542430024,2996,168015.0,0.04372496662216288,High income + Low poverty
48201421401,Houston,0.2858035173010081,3571,40025.0,0.30131615793895267,Low income + High poverty
48201431302,Houston,1.367634352862034,4936,124694.0,0.058895455471775014,High income + Low poverty
48201452202,Houston,1.49838997861585,3464,63073.0,0.10912240184757506,High income + Low poverty
48201451700,Houston,1.7584306873674982,4644,44661.0,0.21059431524547803,Low income + High poverty
48201251000,Houston,9.434342986783232,3147,90594.0,0.1379091197966317,High income + Low poverty
48201421602,Houston,0.8456002196631488,2928,44146.0,0.31113387978142076,Low income + High poverty
48201350300,Houston,2.282292372298355,6260,110893.0,0.04281150159744409,High income + Low poverty
48201350500,Houston,5.856876560877589,6586,79971.0,0.1535862386730149,High income + Low poverty
48201240101,Houston,1.6435724100913636,2295,37238.0,0.38793483047115807,Low income + High poverty
48201333906,Houston,1.9817664203668877,5719,104850.0,0.09529638048609897,High income + Low poverty
48201423303,Houston,0.45322682859368213,1191,49329.0,0.25356842989084805,Low income + High poverty
48201422403,Houston,0.904140155649048,2449,63627.0,0.07192480588475685,High income + Low poverty
48201413204,Houston,0.2340973911704484,1040,68194.0,0.2625,High income + High poverty
48201541703,Houston,10.586104114688732,3361,67530.0,0.16750966974114848,High income + Low poverty
48201330902,Houston,5.527055882458768,3131,49613.0,0.339188757585436,Low income + High poverty
48201411901,Houston,0.9695783922873904,2173,250001.0,0.02132591562355123,High income + Low poverty
48201422501,Houston,0.86114255432094,3372,50305.0,0.27669039145907476,Low income + High poverty
48201330901,Houston,4.489811516486965,10543,75263.0,0.03784501565019444,High income + Low poverty
48201330102,Houston,1.420511781561367,2435,41938.0,0.31877362452750946,Low income + High poverty
48201251505,Houston,2.6045411415509827,4197,152857.0,0.015725518227305217,High income + Low poverty
48201410705,Houston,0.47917898174042795,1051,,0.05699481865284974,Missing
48201540504,Houston,1.1086360717007613,3201,54947.0,0.28865979381443296,Low income + High poverty
48201421802,Houston,0.8617508227456896,2270,104583.0,0.10969162995594714,High income + Low poverty
48201454504,Houston,7.218141045771323,5407,161875.0,0.11799519141853153,High income + Low poverty
48201423304,Houston,1.5935111518301737,3486,52958.0,0.1769936890418818,Low income + Low poverty
48201331603,Houston,2.1647583799321675,4975,46563.0,0.3348314606741573,Low income + High poverty
48201451604,Houston,2.0414110154786465,3568,138571.0,0.04413012729844413,High income + Low poverty
48201334101,Houston,15.697806348977805,8807,68670.0,0.19961394345407063,High income + High poverty
48201241502,Houston,1.3803176190702766,2281,29821.0,0.3248575186321789,Low income + High poverty
48201521401,Houston,0.5898722902994439,3673,53895.0,0.4230873945004084,Low income + High poverty
48201530101,Houston,0.887387608662475,3174,40149.0,0.23944549464398235,Low income + High poverty
48201541802,Houston,3.5418049853955584,4088,55898.0,0.14579256360078277,Low income + Low poverty
48201522001,Houston,1.1441040899898585,1748,69327.0,0.12643020594965676,High income + Low poverty
48201452701,Houston,1.4294715497914754,3839,70337.0,0.08361552487626986,High income + Low poverty
48201522102,Houston,1.4093958882524467,5542,91333.0,0.08266276517922458,High income + Low poverty
48201220701,Houston,2.0494960958610924,3088,43889.0,0.4406614785992218,Low income + High poverty
48201430102,Houston,2.91614522142253,2774,131125.0,0.1566044639590194,High income + Low poverty
48201320202,Houston,2.019727222379025,3290,32563.0,0.23334356770033773,Low income + High poverty
