city,city_label,GEOID,lst_c,hi_c,hi_minus_lst,analysis_ready,lst_pct_city,hi_pct_city,lst_z_city,hi_z_city,hi_minus_lst_pct,hi_minus_lst_z,lst_hot_q75,hi_hot_q75,mismatch_class,priority_flag
boston,Boston,25025091300,33.21751893939397,20.903050732267108,-12.314468207126861,True,0.8324607329842932,0.643979057591623,0.8772005904962545,0.37835432380681705,-0.18848167539267024,-0.4988462666894375,True,True,Both LST and HI hotspot,False
boston,Boston,25025110501,31.27482037570276,20.90463058179746,-10.3701897939053,True,0.2670157068062827,0.9057591623036649,-0.35974063215264884,0.42426386412889944,0.6387434554973822,0.7840044962815482,False,True,HI-only hotspot,True
boston,Boston,25025030500,31.982275449101827,20.875672484135297,-11.10660296496653,True,0.4973821989528796,0.21465968586387435,0.09070513427481115,-0.4172421949804968,-0.28272251308900526,-0.5079473292553079,False,False,Neither hotspot,False
boston,Boston,25025010500,32.23039215686278,20.899427140602604,-11.330965016260173,True,0.5916230366492147,0.38219895287958117,0.2486842410665082,0.2730547845555853,-0.2094240837696335,0.024370543489077107,False,False,Neither hotspot,False
boston,Boston,25025140201,30.653996813371847,20.912908459345953,-9.741088354025894,True,0.16753926701570682,0.9319371727748691,-0.7550269985458794,0.6648143379511219,0.7643979057591623,1.4198413364970013,False,True,HI-only hotspot,True
boston,Boston,25025082100,31.261236559139814,20.903050732267108,-10.358185826872706,True,0.2617801047120419,0.643979057591623,-0.3683896232939628,0.37835432380681705,0.3821989528795811,0.7467439471007798,False,True,HI-only hotspot,True
boston,Boston,25025050500,30.863260073260108,,,False,,,,,,,False,False,Missing,False
boston,Boston,25025101101,31.188623188405828,20.903050732267108,-10.28557245613872,True,0.2513089005235602,0.643979057591623,-0.4146234926420186,0.37835432380681705,0.3926701570680628,0.7929778164488357,False,True,HI-only hotspot,True
boston,Boston,25025120600,30.415318352059955,20.903050732267108,-9.512267619792848,True,0.13089005235602094,0.643979057591623,-0.9069966521364698,0.37835432380681705,0.5130890052356021,1.2853509759432868,False,True,HI-only hotspot,True
boston,Boston,25025091700,32.165416666666694,20.903050732267108,-11.262365934399586,True,0.5706806282722513,0.643979057591623,0.20731350873187,0.37835432380681705,0.0732984293193717,0.17104081507494706,False,True,HI-only hotspot,True
boston,Boston,25025030100,32.32640000000003,20.875672484135297,-11.450727515864731,True,0.6230366492146597,0.21465968586387435,0.309813672617862,-0.4172421949804968,-0.4083769633507854,-0.7270558675983588,False,False,Neither hotspot,False
boston,Boston,25025060501,32.63608333333335,20.76870616138848,-11.867377171944874,True,0.7172774869109948,0.01832460732984293,0.5069930436879063,-3.525623476176072,-0.6989528795811518,-4.0326165198639785,False,False,Neither hotspot,False
boston,Boston,25025050101,30.42394117647062,,,False,,,,,,,False,False,Missing,False
boston,Boston,25025110607,31.085076726342734,20.903560994227217,-10.181515732115518,True,0.24607329842931938,0.900523560209424,-0.4805528600586145,0.39318224987344447,0.6544502617801047,0.8737351099320589,False,True,HI-only hotspot,True
boston,Boston,25025120104,29.022777777777797,20.903050732267108,-8.11972704551069,True,0.031413612565445025,0.643979057591623,-1.7936451897603272,0.37835432380681705,0.6125654450261779,2.1719995135671444,False,True,HI-only hotspot,True
boston,Boston,25025120201,29.32325396825399,20.903050732267108,-8.420203235986882,True,0.041884816753926704,0.643979057591623,-1.6023281252547996,0.37835432380681705,0.6020942408376962,1.9806824490616166,False,True,HI-only hotspot,True
boston,Boston,25025980300,30.21075158946416,20.903050732267108,-9.307700857197052,True,0.10471204188481675,0.643979057591623,-1.037246947353547,0.37835432380681705,0.5392670157068062,1.415601271160364,False,True,HI-only hotspot,True
boston,Boston,25025000704,34.076666666666696,20.875672484135297,-13.2009941825314,True,0.9738219895287958,0.21465968586387435,1.4242310254133168,-0.4172421949804968,-0.7591623036649215,-1.8414732203938136,True,False,LST-only hotspot,False
boston,Boston,25025000703,34.2485964912281,20.875672484135297,-13.372924007092802,True,0.9790575916230366,0.21465968586387435,1.5337009613969603,-0.4172421949804968,-0.7643979057591623,-1.950943156377457,True,False,LST-only hotspot,False
boston,Boston,25025010802,31.771515151515185,20.875672484135297,-10.895842667379888,True,0.43455497382198954,0.21465968586387435,-0.04348866452397436,-0.4172421949804968,-0.2198952879581152,-0.37375353045652243,False,False,Neither hotspot,False
boston,Boston,25025010204,32.888944444444476,20.889970013715246,-11.99897443072923,True,0.7853403141361257,0.34554973821989526,0.6679929732620903,-0.0017640129470300081,-0.43979057591623044,-0.6697569862091203,True,False,LST-only hotspot,False
boston,Boston,25025010404,32.610000000000035,20.903050732267108,-11.706949267732927,True,0.7015706806282722,0.643979057591623,0.4903854490630504,0.37835432380681705,-0.05759162303664922,-0.11203112525623338,False,True,HI-only hotspot,True
boston,Boston,25025010405,32.71313492063496,20.903050732267108,-11.81008418836785,True,0.7382198952879581,0.643979057591623,0.55605278274634,0.37835432380681705,-0.09424083769633507,-0.1776984589395229,False,True,HI-only hotspot,True
boston,Boston,25025081001,32.4010125448029,20.903050732267108,-11.497961812535795,True,0.6492146596858639,0.643979057591623,0.35732044187086276,0.37835432380681705,-0.005235602094240899,0.02103388193595429,False,True,HI-only hotspot,True
boston,Boston,25025020101,31.67333333333336,20.875672484135297,-10.797660849198063,True,0.418848167539267,0.21465968586387435,-0.10600229401519497,-0.4172421949804968,-0.20418848167539266,-0.31123990096530185,False,False,Neither hotspot,False
boston,Boston,25025020301,32.10518518518522,20.875672484135297,-11.229512701049924,True,0.5287958115183246,0.21465968586387435,0.16896334791016748,-0.4172421949804968,-0.3141361256544502,-0.5862055428906643,False,False,Neither hotspot,False
boston,Boston,25025020302,31.67333333333336,20.875672484135297,-10.797660849198063,True,0.418848167539267,0.21465968586387435,-0.10600229401519497,-0.4172421949804968,-0.20418848167539266,-0.31123990096530185,False,False,Neither hotspot,False
boston,Boston,25025040100,33.66033898305088,20.875672484135297,-12.78466649891558,True,0.9267015706806283,0.21465968586387435,1.1591498215564164,-0.4172421949804968,-0.712041884816754,-1.5763920165369132,True,False,LST-only hotspot,False
boston,Boston,25025050901,30.523284313725526,,,False,,,,,,,False,False,Missing,False
boston,Boston,25025051000,32.43896447467879,,,False,,,,,,,False,False,Missing,False
boston,Boston,25025060301,,20.76870616138848,,False,,,,,,,False,False,Missing,False
boston,Boston,25025080100,33.6790028089888,20.903050732267108,-12.77595207672169,True,0.9319371727748691,0.643979057591623,1.1710333201631655,0.37835432380681705,-0.2879581151832461,-0.7926789963563485,True,True,Both LST and HI hotspot,False
boston,Boston,25025061101,32.565819209039574,20.903050732267108,-11.662768476772467,True,0.6910994764397905,0.643979057591623,0.46225496983708536,0.37835432380681705,-0.04712041884816753,-0.08390064603026831,False,True,HI-only hotspot,True
boston,Boston,25025100700,31.518686317321716,20.843504994519595,-10.675181322802121,True,0.3507853403141361,0.07853403141361257,-0.20446804296854265,-1.352011382299092,-0.2722513089005235,-1.1475433393305494,False,False,Neither hotspot,False
boston,Boston,25025120103,28.97218181818185,20.903050732267108,-8.06913108591474,True,0.02617801047120419,0.643979057591623,-1.8258602895670593,0.37835432380681705,0.6178010471204188,2.2042146133738765,False,True,HI-only hotspot,True
boston,Boston,25025130406,30.302669631093572,20.945338692211426,-9.357330938882146,True,0.11518324607329843,0.9581151832460733,-0.9787215451519061,1.6072186965869535,0.8429319371727748,2.5859402417388595,False,True,HI-only hotspot,True
boston,Boston,25025130404,30.547039647815083,20.9529288388681,-9.594110808946983,True,0.14659685863874344,0.9842931937172775,-0.8231280048509801,1.8277840968296108,0.837696335078534,2.650912101680591,False,True,HI-only hotspot,True
boston,Boston,25025010408,33.27833333333336,20.903050732267108,-12.37528260106625,True,0.8664921465968587,0.643979057591623,0.9159218991953821,0.37835432380681705,-0.2225130890052357,-0.5375675753885651,True,True,Both LST and HI hotspot,False
boston,Boston,25025010701,32.06685714285717,20.875672484135297,-11.19118465872187,True,0.5235602094240838,0.21465968586387435,0.14455938919774544,-0.4172421949804968,-0.3089005235602094,-0.5618015841782422,False,False,Neither hotspot,False
boston,Boston,25025110403,31.234317955676207,20.903050732267108,-10.3312672234091,True,0.25654450261780104,0.643979057591623,-0.38552904517988273,0.37835432380681705,0.38743455497382195,0.7638833689866997,False,True,HI-only hotspot,True
boston,Boston,25025040801,32.18648367117119,20.875672484135297,-11.310811187035892,True,0.5759162303664922,0.21465968586387435,0.22072714211605668,-0.4172421949804968,-0.36125654450261785,-0.6379693370965535,False,False,Neither hotspot,False
boston,Boston,25025071201,33.40261072261075,20.903050732267108,-12.499559990343645,True,0.8900523560209425,0.643979057591623,0.9950509152524659,0.37835432380681705,-0.24607329842931946,-0.6166965914456488,True,True,Both LST and HI hotspot,False
boston,Boston,25025120301,30.597800000000024,20.903050732267108,-9.694749267732917,True,0.16230366492146597,0.643979057591623,-0.7908082341633286,0.37835432380681705,0.481675392670157,1.1691625579701457,False,True,HI-only hotspot,True
boston,Boston,25025120105,28.829110934182623,20.903050732267108,-7.926060201915515,True,0.020942408376963352,0.643979057591623,-1.9169553660174226,0.37835432380681705,0.6230366492146596,2.2953096898242396,False,True,HI-only hotspot,True
boston,Boston,25025140105,29.6680160845997,20.903050732267108,-8.764965352332592,True,0.06282722513089005,0.643979057591623,-1.3828136407712104,0.37835432380681705,0.581151832460733,1.7611679645780274,False,True,HI-only hotspot,True
boston,Boston,25025981300,30.726902381833924,20.76870616138848,-9.958196220445444,True,0.17801047120418848,0.01832460732984293,-0.7086070831370535,-3.525623476176072,-0.15968586387434555,-2.8170163930390184,False,False,Neither hotspot,False
boston,Boston,25025010300,33.22808823529414,20.903050732267108,-12.32503750302703,True,0.837696335078534,0.643979057591623,0.8839301974654656,0.37835432380681705,-0.19371727748691103,-0.5055758736586486,True,True,Both LST and HI hotspot,False
boston,Boston,25025981100,30.905548399687774,20.903050732267108,-10.002497667420666,True,0.20418848167539266,0.643979057591623,-0.594860860292456,0.37835432380681705,0.43979057591623033,0.9732151840992731,False,True,HI-only hotspot,True
boston,Boston,25025981800,30.572864164432552,20.903050732267108,-9.669813432165444,True,0.15706806282722513,0.643979057591623,-0.8066852021660206,0.37835432380681705,0.48691099476439786,1.1850395259728377,False,True,HI-only hotspot,True
boston,Boston,25025981700,31.596002824858786,20.875672484135297,-10.72033034072349,True,0.39790575916230364,0.21465968586387435,-0.15523962578058018,-0.4172421949804968,-0.1832460732984293,-0.2620025691999166,False,False,Neither hotspot,False
boston,Boston,25025981501,32.223778901734136,20.872038808747387,-11.351740092986748,True,0.581151832460733,0.10471204188481675,0.24447349626162798,-0.5228347615722654,-0.47643979057591623,-0.7673082578338933,False,False,Neither hotspot,False
boston,Boston,25025990101,30.393981906218198,20.76880716830325,-9.625174737914946,True,0.1256544502617801,0.03664921465968586,-0.92058184229399,-3.5226882719446335,-0.08900523560209424,-2.6021064296506435,False,False,Neither hotspot,False
boston,Boston,25025981201,32.43176535087722,20.79106637645968,-11.640698974417543,True,0.6596858638743456,0.05235602094240838,0.376901149993267,-2.8758481806811167,-0.6073298429319371,-3.2527493306743835,False,False,Neither hotspot,False
boston,Boston,25025010600,32.24138888888892,20.882637126203917,-11.358751762685003,True,0.5968586387434555,0.32460732984293195,0.25568600212804676,-0.21485360686787836,-0.2722513089005235,-0.4705396089959251,False,False,Neither hotspot,False
boston,Boston,25025120500,31.0085416666667,20.903050732267108,-10.105490934399594,True,0.23036649214659685,0.643979057591623,-0.5292837193182739,0.37835432380681705,0.4136125654450261,0.907638043125091,False,True,HI-only hotspot,True
boston,Boston,25025070600,32.45411347517734,20.903050732267108,-11.55106274291023,True,0.6649214659685864,0.643979057591623,0.39113048886875973,0.37835432380681705,-0.020942408376963373,-0.01277616506194268,False,True,HI-only hotspot,True
boston,Boston,25025100603,31.43619209039552,20.782881607716202,-10.653310482679316,True,0.31413612565445026,0.04712041884816754,-0.2569931808477232,-3.1136929649068343,-0.2670157068062827,-2.8566997840591113,False,False,Neither hotspot,False
boston,Boston,25025010103,32.475841584158445,20.875672484135297,-11.600169100023148,True,0.675392670157068,0.21465968586387435,0.40496505599680366,-0.4172421949804968,-0.4607329842931937,-0.8222072509773004,False,False,Neither hotspot,False
boston,Boston,25025070402,33.18781250000002,20.898601766945685,-12.289210733054336,True,0.8272251308900523,0.3769633507853403,0.8582861175300122,0.24906988950377532,-0.450261780104712,-0.6092162280262369,True,False,LST-only hotspot,False
boston,Boston,25025140107,29.728719766472093,20.903050732267108,-8.825669034204985,True,0.06806282722513089,0.643979057591623,-1.3441628238725454,0.37835432380681705,0.5759162303664921,1.7225171476793624,False,True,HI-only hotspot,True
boston,Boston,25025981202,31.919628339140562,20.76870616138848,-11.150922177752083,True,0.4816753926701571,0.01832460732984293,0.050816911655409115,-3.525623476176072,-0.46335078534031415,-3.576440387831481,False,False,Neither hotspot,False
boston,Boston,25025051101,31.10021822149485,,,False,,,,,,,False,False,Missing,False
boston,Boston,25025981600,30.293234126984157,,,False,,,,,,,False,False,Missing,False
boston,Boston,25025090901,31.383817097415548,20.779879887786503,-10.603937209629045,True,0.29842931937172773,0.041884816753926704,-0.2903410141470791,-3.200921260703759,-0.25654450261780104,-2.91058024655668,False,False,Neither hotspot,False
boston,Boston,25025092101,32.31234584450406,20.88447116395411,-11.427874680549948,True,0.6178010471204188,0.3298429319371728,0.30086521061382787,-0.16155749959494556,-0.28795811518324604,-0.46242271020877346,False,False,Neither hotspot,False
boston,Boston,25025110301,31.503368544600967,20.903050732267108,-10.60031781233386,True,0.34554973821989526,0.643979057591623,-0.21422106635136798,0.37835432380681705,0.29842931937172773,0.5925753901581851,False,True,HI-only hotspot,True
boston,Boston,25025981000,29.630448073701874,20.903050732267108,-8.727397341434767,True,0.05759162303664921,0.643979057591623,-1.4067336776729464,0.37835432380681705,0.5863874345549738,1.7850880014797634,False,True,HI-only hotspot,True
boston,Boston,25025980101,18.83000000000004,20.76870616138848,1.9387061613884384,True,0.005235602094240838,0.01832460732984293,-8.283518216009707,-3.525623476176072,0.013089005235602092,4.757894739833635,False,False,Neither hotspot,False
boston,Boston,25025091001,31.8793360995851,20.86852511702382,-11.010810982561278,True,0.4607329842931937,0.09424083769633508,0.0251623232439677,-0.6249406702447919,-0.36649214659685864,-0.6501029934887597,False,False,Neither hotspot,False
