NAME,total_population,median_household_income,state,county,tract,GEOID,city
Census Tract 4208; Harris County; Texas,2667,250001,48,201,420800,48201420800,Houston
Census Tract 4209; Harris County; Texas,6018,218587,48,201,420900,48201420900,Houston
Census Tract 4210; Harris County; Texas,2795,158884,48,201,421000,48201421000,Houston
Census Tract 4211.01; Harris County; Texas,2646,57959,48,201,421101,48201421101,Houston
Census Tract 4211.03; Harris County; Texas,1411,39907,48,201,421103,48201421103,Houston
Census Tract 4211.04; Harris County; Texas,4370,42959,48,201,421104,48201421104,Houston
Census Tract 4212.03; Harris County; Texas,2268,40934,48,201,421203,48201421203,Houston
Census Tract 4212.04; Harris County; Texas,3472,41965,48,201,421204,48201421204,Houston
Census Tract 4212.05; Harris County; Texas,2828,33906,48,201,421205,48201421205,Houston
Census Tract 4212.06; Harris County; Texas,2204,29875,48,201,421206,48201421206,Houston
Census Tract 4213.01; Harris County; Texas,3742,40929,48,201,421301,48201421301,Houston
Census Tract 4213.02; Harris County; Texas,5485,54679,48,201,421302,48201421302,Houston
Census Tract 4214.01; Harris County; Texas,3571,40025,48,201,421401,48201421401,Houston
Census Tract 4214.02; Harris County; Texas,3896,34836,48,201,421402,48201421402,Houston
Census Tract 4214.03; Harris County; Texas,4633,32215,48,201,421403,48201421403,Houston
Census Tract 4215.01; Harris County; Texas,4121,35490,48,201,421501,48201421501,Houston
Census Tract 4215.02; Harris County; Texas,2709,47316,48,201,421502,48201421502,Houston
Census Tract 4216.01; Harris County; Texas,3245,34648,48,201,421601,48201421601,Houston
Census Tract 4216.02; Harris County; Texas,2928,44146,48,201,421602,48201421602,Houston
Census Tract 4217; Harris County; Texas,4881,79402,48,201,421700,48201421700,Houston
Census Tract 4218.01; Harris County; Texas,2011,41588,48,201,421801,48201421801,Houston
Census Tract 4218.02; Harris County; Texas,2270,104583,48,201,421802,48201421802,Houston
Census Tract 4219; Harris County; Texas,2954,180200,48,201,421900,48201421900,Houston
Census Tract 4220; Harris County; Texas,2184,125281,48,201,422000,48201422000,Houston
Census Tract 4221; Harris County; Texas,5227,99199,48,201,422100,48201422100,Houston
Census Tract 4222; Harris County; Texas,5231,30518,48,201,422200,48201422200,Houston
Census Tract 4223.02; Harris County; Texas,1950,84861,48,201,422302,48201422302,Houston
Census Tract 4223.03; Harris County; Texas,2912,25714,48,201,422303,48201422303,Houston
Census Tract 4223.04; Harris County; Texas,4580,52882,48,201,422304,48201422304,Houston
Census Tract 4224.03; Harris County; Texas,2449,63627,48,201,422403,48201422403,Houston
Census Tract 4224.04; Harris County; Texas,2424,48239,48,201,422404,48201422404,Houston
Census Tract 4224.05; Harris County; Texas,1649,16366,48,201,422405,48201422405,Houston
Census Tract 4224.06; Harris County; Texas,2657,60750,48,201,422406,48201422406,Houston
Census Tract 4225.01; Harris County; Texas,3372,50305,48,201,422501,48201422501,Houston
Census Tract 4225.02; Harris County; Texas,3786,50633,48,201,422502,48201422502,Houston
Census Tract 4226.01; Harris County; Texas,3150,45357,48,201,422601,48201422601,Houston
Census Tract 4226.02; Harris County; Texas,2330,68359,48,201,422602,48201422602,Houston
Census Tract 4227.01; Harris County; Texas,4698,60909,48,201,422701,48201422701,Houston
Census Tract 4227.02; Harris County; Texas,3150,77222,48,201,422702,48201422702,Houston
Census Tract 4228; Harris County; Texas,4845,52615,48,201,422800,48201422800,Houston
Census Tract 4229; Harris County; Texas,3370,44722,48,201,422900,48201422900,Houston
Census Tract 4230.01; Harris County; Texas,3179,37079,48,201,423001,48201423001,Houston
Census Tract 4230.02; Harris County; Texas,2923,32520,48,201,423002,48201423002,Houston
Census Tract 4231; Harris County; Texas,2913,34753,48,201,423100,48201423100,Houston
Census Tract 4232.01; Harris County; Texas,2723,72107,48,201,423201,48201423201,Houston
Census Tract 4232.03; Harris County; Texas,2152,56719,48,201,423203,48201423203,Houston
Census Tract 4232.04; Harris County; Texas,4084,28960,48,201,423204,48201423204,Houston
Census Tract 4233.01; Harris County; Texas,4897,61979,48,201,423301,48201423301,Houston
Census Tract 4233.03; Harris County; Texas,1191,49329,48,201,423303,48201423303,Houston
Census Tract 4233.04; Harris County; Texas,3486,52958,48,201,423304,48201423304,Houston
Census Tract 4234.01; Harris County; Texas,5085,72581,48,201,423401,48201423401,Houston
Census Tract 4234.02; Harris County; Texas,4333,60246,48,201,423402,48201423402,Houston
Census Tract 4235; Harris County; Texas,2010,95156,48,201,423500,48201423500,Houston
Census Tract 4236; Harris County; Texas,6919,61413,48,201,423600,48201423600,Houston
Census Tract 4301.01; Harris County; Texas,2976,70469,48,201,430101,48201430101,Houston
Census Tract 4301.02; Harris County; Texas,2774,131125,48,201,430102,48201430102,Houston
Census Tract 4302; Harris County; Texas,1437,78250,48,201,430200,48201430200,Houston
Census Tract 4303; Harris County; Texas,4358,250001,48,201,430300,48201430300,Houston
Census Tract 4304; Harris County; Texas,3072,250001,48,201,430400,48201430400,Houston
Census Tract 4305; Harris County; Texas,2047,184609,48,201,430500,48201430500,Houston
Census Tract 4306; Harris County; Texas,3815,250001,48,201,430600,48201430600,Houston
Census Tract 4307; Harris County; Texas,3878,87697,48,201,430700,48201430700,Houston
Census Tract 4308; Harris County; Texas,6846,159196,48,201,430800,48201430800,Houston
Census Tract 4309; Harris County; Texas,5486,84699,48,201,430900,48201430900,Houston
Census Tract 4310.01; Harris County; Texas,2365,126333,48,201,431001,48201431001,Houston
Census Tract 4310.02; Harris County; Texas,3018,103021,48,201,431002,48201431002,Houston
Census Tract 4311.01; Harris County; Texas,4838,60174,48,201,431101,48201431101,Houston
Census Tract 4311.02; Harris County; Texas,4087,60174,48,201,431102,48201431102,Houston
Census Tract 4312.03; Harris County; Texas,2063,48357,48,201,431203,48201431203,Houston
Census Tract 4312.04; Harris County; Texas,3114,77373,48,201,431204,48201431204,Houston
Census Tract 4312.05; Harris County; Texas,3045,43694,48,201,431205,48201431205,Houston
Census Tract 4312.06; Harris County; Texas,1948,69989,48,201,431206,48201431206,Houston
Census Tract 4313.02; Harris County; Texas,4936,124694,48,201,431302,48201431302,Houston
Census Tract 4313.03; Harris County; Texas,1309,50571,48,201,431303,48201431303,Houston
Census Tract 4313.04; Harris County; Texas,2842,57190,48,201,431304,48201431304,Houston
Census Tract 4314.01; Harris County; Texas,2534,81404,48,201,431401,48201431401,Houston
Census Tract 4314.03; Harris County; Texas,1800,98105,48,201,431403,48201431403,Houston
Census Tract 4314.04; Harris County; Texas,2015,71473,48,201,431404,48201431404,Houston
Census Tract 4315.03; Harris County; Texas,2477,109912,48,201,431503,48201431503,Houston
Census Tract 4315.04; Harris County; Texas,2506,140878,48,201,431504,48201431504,Houston
Census Tract 4315.05; Harris County; Texas,1311,113627,48,201,431505,48201431505,Houston
Census Tract 4315.06; Harris County; Texas,2919,88125,48,201,431506,48201431506,Houston
Census Tract 4316; Harris County; Texas,3528,120714,48,201,431600,48201431600,Houston
Census Tract 4317.01; Harris County; Texas,2039,106190,48,201,431701,48201431701,Houston
Census Tract 4317.02; Harris County; Texas,2731,171793,48,201,431702,48201431702,Houston
Census Tract 4318.01; Harris County; Texas,3577,81667,48,201,431801,48201431801,Houston
Census Tract 4318.03; Harris County; Texas,2481,89167,48,201,431803,48201431803,Houston
Census Tract 4318.04; Harris County; Texas,2306,133456,48,201,431804,48201431804,Houston
Census Tract 4319.01; Harris County; Texas,2859,53125,48,201,431901,48201431901,Houston
Census Tract 4319.02; Harris County; Texas,2834,114429,48,201,431902,48201431902,Houston
Census Tract 4320.03; Harris County; Texas,1663,56011,48,201,432003,48201432003,Houston
Census Tract 4320.04; Harris County; Texas,1952,124092,48,201,432004,48201432004,Houston
Census Tract 4320.05; Harris County; Texas,3538,40167,48,201,432005,48201432005,Houston
Census Tract 4320.06; Harris County; Texas,2207,29534,48,201,432006,48201432006,Houston
Census Tract 4321.01; Harris County; Texas,3041,64946,48,201,432101,48201432101,Houston
Census Tract 4321.02; Harris County; Texas,4568,58101,48,201,432102,48201432102,Houston
Census Tract 4322; Harris County; Texas,3238,49620,48,201,432200,48201432200,Houston
Census Tract 4323.01; Harris County; Texas,3691,45104,48,201,432301,48201432301,Houston
Census Tract 4323.02; Harris County; Texas,2064,51750,48,201,432302,48201432302,Houston
Census Tract 4323.03; Harris County; Texas,2703,57194,48,201,432303,48201432303,Houston
Census Tract 4324.01; Harris County; Texas,4147,41337,48,201,432401,48201432401,Houston
Census Tract 4324.02; Harris County; Texas,2890,40625,48,201,432402,48201432402,Houston
Census Tract 4325.01; Harris County; Texas,3332,38631,48,201,432501,48201432501,Houston
Census Tract 4325.02; Harris County; Texas,1922,39637,48,201,432502,48201432502,Houston
Census Tract 4326; Harris County; Texas,2004,78266,48,201,432600,48201432600,Houston
Census Tract 4327.03; Harris County; Texas,1917,77074,48,201,432703,48201432703,Houston
Census Tract 4327.04; Harris County; Texas,1646,46067,48,201,432704,48201432704,Houston
Census Tract 4327.05; Harris County; Texas,5388,35152,48,201,432705,48201432705,Houston
Census Tract 4327.06; Harris County; Texas,1856,31531,48,201,432706,48201432706,Houston
Census Tract 4328.03; Harris County; Texas,2669,42341,48,201,432803,48201432803,Houston
Census Tract 4328.04; Harris County; Texas,2164,60167,48,201,432804,48201432804,Houston
Census Tract 4328.05; Harris County; Texas,2290,37874,48,201,432805,48201432805,Houston
Census Tract 4328.06; Harris County; Texas,4497,34708,48,201,432806,48201432806,Houston
Census Tract 4329.01; Harris County; Texas,3543,42958,48,201,432901,48201432901,Houston
Census Tract 4329.03; Harris County; Texas,1891,45729,48,201,432903,48201432903,Houston
Census Tract 4329.04; Harris County; Texas,3823,60337,48,201,432904,48201432904,Houston
Census Tract 4330.03; Harris County; Texas,5315,45483,48,201,433003,48201433003,Houston
Census Tract 4330.04; Harris County; Texas,2314,35472,48,201,433004,48201433004,Houston
Census Tract 4330.05; Harris County; Texas,2135,46855,48,201,433005,48201433005,Houston
Census Tract 4330.06; Harris County; Texas,2468,38202,48,201,433006,48201433006,Houston
Census Tract 4330.07; Harris County; Texas,1611,40120,48,201,433007,48201433007,Houston
Census Tract 4331; Harris County; Texas,3158,45122,48,201,433100,48201433100,Houston
Census Tract 4332.01; Harris County; Texas,3911,42609,48,201,433201,48201433201,Houston
Census Tract 4332.02; Harris County; Texas,3524,56701,48,201,433202,48201433202,Houston
Census Tract 4333; Harris County; Texas,4576,87917,48,201,433300,48201433300,Houston
Census Tract 4334; Harris County; Texas,4413,46483,48,201,433400,48201433400,Houston
Census Tract 4335.03; Harris County; Texas,2555,45335,48,201,433503,48201433503,Houston
Census Tract 4335.04; Harris County; Texas,3073,33177,48,201,433504,48201433504,Houston
Census Tract 4335.05; Harris County; Texas,2135,32468,48,201,433505,48201433505,Houston
Census Tract 4335.06; Harris County; Texas,1816,37888,48,201,433506,48201433506,Houston
Census Tract 4335.07; Harris County; Texas,2997,35020,48,201,433507,48201433507,Houston
Census Tract 4336.01; Harris County; Texas,2682,44250,48,201,433601,48201433601,Houston
Census Tract 4336.02; Harris County; Texas,4320,47318,48,201,433602,48201433602,Houston
Census Tract 4401.01; Harris County; Texas,2227,35570,48,201,440101,48201440101,Houston
Census Tract 4401.02; Harris County; Texas,4610,69420,48,201,440102,48201440102,Houston
Census Tract 4501; Harris County; Texas,1957,148922,48,201,450100,48201450100,Houston
Census Tract 4502; Harris County; Texas,5955,162115,48,201,450200,48201450200,Houston
Census Tract 4503.01; Harris County; Texas,2595,63125,48,201,450301,48201450301,Houston
Census Tract 4503.02; Harris County; Texas,5203,84639,48,201,450302,48201450302,Houston
Census Tract 4504.01; Harris County; Texas,1894,61343,48,201,450401,48201450401,Houston
Census Tract 4504.02; Harris County; Texas,2169,115074,48,201,450402,48201450402,Houston
Census Tract 4505; Harris County; Texas,3228,143371,48,201,450500,48201450500,Houston
Census Tract 4506; Harris County; Texas,5274,74020,48,201,450600,48201450600,Houston
Census Tract 4507; Harris County; Texas,6479,250001,48,201,450700,48201450700,Houston
Census Tract 4508.01; Harris County; Texas,1914,80234,48,201,450801,48201450801,Houston
Census Tract 4508.03; Harris County; Texas,4747,79386,48,201,450803,48201450803,Houston
Census Tract 4508.04; Harris County; Texas,2550,63644,48,201,450804,48201450804,Houston
Census Tract 4509; Harris County; Texas,2955,72027,48,201,450900,48201450900,Houston
Census Tract 4510.03; Harris County; Texas,4133,48219,48,201,451003,48201451003,Houston
Census Tract 4510.04; Harris County; Texas,2114,65536,48,201,451004,48201451004,Houston
Census Tract 4510.05; Harris County; Texas,2185,37009,48,201,451005,48201451005,Houston
Census Tract 4510.06; Harris County; Texas,2479,101542,48,201,451006,48201451006,Houston
Census Tract 4511; Harris County; Texas,4364,80714,48,201,451100,48201451100,Houston
Census Tract 4512; Harris County; Texas,2536,161648,48,201,451200,48201451200,Houston
Census Tract 4513.01; Harris County; Texas,4258,75609,48,201,451301,48201451301,Houston
Census Tract 4513.02; Harris County; Texas,3311,132791,48,201,451302,48201451302,Houston
Census Tract 4514.01; Harris County; Texas,3352,57846,48,201,451401,48201451401,Houston
Census Tract 4514.04; Harris County; Texas,4099,52192,48,201,451404,48201451404,Houston
Census Tract 4514.05; Harris County; Texas,3176,62990,48,201,451405,48201451405,Houston
Census Tract 4514.06; Harris County; Texas,2395,44021,48,201,451406,48201451406,Houston
Census Tract 4514.07; Harris County; Texas,1573,38808,48,201,451407,48201451407,Houston
Census Tract 4515.01; Harris County; Texas,3452,70229,48,201,451501,48201451501,Houston
Census Tract 4515.02; Harris County; Texas,2564,54324,48,201,451502,48201451502,Houston
Census Tract 4516.03; Harris County; Texas,3721,109728,48,201,451603,48201451603,Houston
Census Tract 4516.04; Harris County; Texas,3568,138571,48,201,451604,48201451604,Houston
Census Tract 4516.05; Harris County; Texas,3507,82999,48,201,451605,48201451605,Houston
Census Tract 4516.06; Harris County; Texas,6578,101179,48,201,451606,48201451606,Houston
Census Tract 4517; Harris County; Texas,4644,44661,48,201,451700,48201451700,Houston
Census Tract 4518; Harris County; Texas,5517,75759,48,201,451800,48201451800,Houston
Census Tract 4519.02; Harris County; Texas,2593,130469,48,201,451902,48201451902,Houston
Census Tract 4519.03; Harris County; Texas,3867,33163,48,201,451903,48201451903,Houston
Census Tract 4519.04; Harris County; Texas,3663,53843,48,201,451904,48201451904,Houston
Census Tract 4520.01; Harris County; Texas,5826,37188,48,201,452001,48201452001,Houston
Census Tract 4520.02; Harris County; Texas,3526,54176,48,201,452002,48201452002,Houston
Census Tract 4521.01; Harris County; Texas,6716,65179,48,201,452101,48201452101,Houston
Census Tract 4521.02; Harris County; Texas,1821,69167,48,201,452102,48201452102,Houston
Census Tract 4521.03; Harris County; Texas,2385,83644,48,201,452103,48201452103,Houston
Census Tract 4522.02; Harris County; Texas,3464,63073,48,201,452202,48201452202,Houston
Census Tract 4522.03; Harris County; Texas,2789,47336,48,201,452203,48201452203,Houston
Census Tract 4522.04; Harris County; Texas,2521,50143,48,201,452204,48201452204,Houston
Census Tract 4523; Harris County; Texas,2357,72418,48,201,452300,48201452300,Houston
Census Tract 4524.01; Harris County; Texas,3010,45617,48,201,452401,48201452401,Houston
Census Tract 4524.02; Harris County; Texas,4005,64816,48,201,452402,48201452402,Houston
Census Tract 4525.01; Harris County; Texas,2611,40883,48,201,452501,48201452501,Houston
Census Tract 4525.02; Harris County; Texas,4733,37807,48,201,452502,48201452502,Houston
Census Tract 4526.01; Harris County; Texas,5457,33120,48,201,452601,48201452601,Houston
Census Tract 4526.02; Harris County; Texas,3157,68257,48,201,452602,48201452602,Houston
Census Tract 4527.01; Harris County; Texas,3839,70337,48,201,452701,48201452701,Houston
Census Tract 4527.02; Harris County; Texas,4372,50755,48,201,452702,48201452702,Houston
Census Tract 4527.03; Harris County; Texas,4220,48893,48,201,452703,48201452703,Houston
Census Tract 4528.01; Harris County; Texas,5272,54282,48,201,452801,48201452801,Houston
Census Tract 4528.02; Harris County; Texas,6467,51723,48,201,452802,48201452802,Houston
Census Tract 4529; Harris County; Texas,4572,59920,48,201,452900,48201452900,Houston
Census Tract 4530.01; Harris County; Texas,3372,71115,48,201,453001,48201453001,Houston
Census Tract 4530.02; Harris County; Texas,5404,59506,48,201,453002,48201453002,Houston
Census Tract 4531; Harris County; Texas,4157,33322,48,201,453100,48201453100,Houston
Census Tract 4532.01; Harris County; Texas,3728,32667,48,201,453201,48201453201,Houston
Census Tract 4532.02; Harris County; Texas,4863,42319,48,201,453202,48201453202,Houston
Census Tract 4533; Harris County; Texas,4589,37017,48,201,453300,48201453300,Houston
Census Tract 4534.01; Harris County; Texas,2953,72572,48,201,453401,48201453401,Houston
Census Tract 4534.03; Harris County; Texas,4112,33427,48,201,453403,48201453403,Houston
Census Tract 4534.04; Harris County; Texas,4353,34312,48,201,453404,48201453404,Houston
Census Tract 4534.05; Harris County; Texas,3389,46071,48,201,453405,48201453405,Houston
Census Tract 4535.01; Harris County; Texas,6415,67928,48,201,453501,48201453501,Houston
Census Tract 4535.02; Harris County; Texas,3454,53990,48,201,453502,48201453502,Houston
Census Tract 4536.01; Harris County; Texas,1604,31694,48,201,453601,48201453601,Houston
Census Tract 4536.03; Harris County; Texas,3472,38989,48,201,453603,48201453603,Houston
Census Tract 4536.04; Harris County; Texas,3754,95076,48,201,453604,48201453604,Houston
Census Tract 4537.01; Harris County; Texas,4468,59650,48,201,453701,48201453701,Houston
Census Tract 4537.02; Harris County; Texas,4226,52858,48,201,453702,48201453702,Houston
Census Tract 4538; Harris County; Texas,3561,60947,48,201,453800,48201453800,Houston
Census Tract 4539.01; Harris County; Texas,5837,80993,48,201,453901,48201453901,Houston
Census Tract 4539.02; Harris County; Texas,3818,48561,48,201,453902,48201453902,Houston
Census Tract 4540; Harris County; Texas,4553,67054,48,201,454000,48201454000,Houston
Census Tract 4541; Harris County; Texas,4011,62295,48,201,454100,48201454100,Houston
Census Tract 4542; Harris County; Texas,4389,75139,48,201,454200,48201454200,Houston
Census Tract 4543.02; Harris County; Texas,5808,71463,48,201,454302,48201454302,Houston
Census Tract 4543.03; Harris County; Texas,4035,66580,48,201,454303,48201454303,Houston
Census Tract 4543.04; Harris County; Texas,6202,63035,48,201,454304,48201454304,Houston
Census Tract 4543.05; Harris County; Texas,3277,67071,48,201,454305,48201454305,Houston
Census Tract 4544; Harris County; Texas,1045,56071,48,201,454400,48201454400,Houston
Census Tract 4545.02; Harris County; Texas,2158,191750,48,201,454502,48201454502,Houston
Census Tract 4545.03; Harris County; Texas,2731,127465,48,201,454503,48201454503,Houston
Census Tract 4545.04; Harris County; Texas,5407,161875,48,201,454504,48201454504,Houston
Census Tract 4545.05; Harris County; Texas,2580,161003,48,201,454505,48201454505,Houston
Census Tract 4546; Harris County; Texas,5830,45802,48,201,454600,48201454600,Houston
Census Tract 4547; Harris County; Texas,7421,136792,48,201,454700,48201454700,Houston
Census Tract 4548.01; Harris County; Texas,4193,70700,48,201,454801,48201454801,Houston
Census Tract 4548.02; Harris County; Texas,4328,90875,48,201,454802,48201454802,Houston
Census Tract 4549.01; Harris County; Texas,2498,133350,48,201,454901,48201454901,Houston
Census Tract 4549.02; Harris County; Texas,8800,101032,48,201,454902,48201454902,Houston
Census Tract 4550; Harris County; Texas,3592,76250,48,201,455000,48201455000,Houston
Census Tract 4551.02; Harris County; Texas,2855,109375,48,201,455102,48201455102,Houston
Census Tract 4551.03; Harris County; Texas,3888,107668,48,201,455103,48201455103,Houston
Census Tract 4551.04; Harris County; Texas,3335,72133,48,201,455104,48201455104,Houston
Census Tract 4552; Harris County; Texas,4261,100607,48,201,455200,48201455200,Houston
Census Tract 4553; Harris County; Texas,14134,70573,48,201,455300,48201455300,Houston
Census Tract 5101; Harris County; Texas,2857,145909,48,201,510100,48201510100,Houston
Census Tract 5102.01; Harris County; Texas,2296,112727,48,201,510201,48201510201,Houston
Census Tract 5102.02; Harris County; Texas,5921,111424,48,201,510202,48201510202,Houston
Census Tract 5103.01; Harris County; Texas,3324,127371,48,201,510301,48201510301,Houston
Census Tract 5103.02; Harris County; Texas,3315,129962,48,201,510302,48201510302,Houston
Census Tract 5104; Harris County; Texas,3580,161810,48,201,510400,48201510400,Houston
Census Tract 5105; Harris County; Texas,5021,137431,48,201,510500,48201510500,Houston
Census Tract 5106.01; Harris County; Texas,3310,125652,48,201,510601,48201510601,Houston
Census Tract 5106.02; Harris County; Texas,4408,169063,48,201,510602,48201510602,Houston
Census Tract 5107.01; Harris County; Texas,2413,80780,48,201,510701,48201510701,Houston
Census Tract 5107.02; Harris County; Texas,2139,246705,48,201,510702,48201510702,Houston
Census Tract 5108.01; Harris County; Texas,4384,128250,48,201,510801,48201510801,Houston
Census Tract 5108.02; Harris County; Texas,2718,224205,48,201,510802,48201510802,Houston
Census Tract 5108.03; Harris County; Texas,2392,110542,48,201,510803,48201510803,Houston
Census Tract 5109.01; Harris County; Texas,6334,218958,48,201,510901,48201510901,Houston
Census Tract 5109.02; Harris County; Texas,5172,126250,48,201,510902,48201510902,Houston
Census Tract 5110.01; Harris County; Texas,3012,81806,48,201,511001,48201511001,Houston
Census Tract 5110.03; Harris County; Texas,2086,76078,48,201,511003,48201511003,Houston
Census Tract 5110.04; Harris County; Texas,1889,78295,48,201,511004,48201511004,Houston
Census Tract 5111; Harris County; Texas,4364,156173,48,201,511100,48201511100,Houston
Census Tract 5112.01; Harris County; Texas,2989,190216,48,201,511201,48201511201,Houston
Census Tract 5112.02; Harris County; Texas,3527,163828,48,201,511202,48201511202,Houston
Census Tract 5113.01; Harris County; Texas,4839,158375,48,201,511301,48201511301,Houston
Census Tract 5113.02; Harris County; Texas,4566,185947,48,201,511302,48201511302,Houston
Census Tract 5114; Harris County; Texas,2757,144917,48,201,511400,48201511400,Houston
Census Tract 5115.01; Harris County; Texas,3377,126071,48,201,511501,48201511501,Houston
Census Tract 5115.02; Harris County; Texas,5378,202175,48,201,511502,48201511502,Houston
Census Tract 5116; Harris County; Texas,3492,89554,48,201,511600,48201511600,Houston
Census Tract 5201; Harris County; Texas,3047,143646,48,201,520100,48201520100,Houston
Census Tract 5202; Harris County; Texas,3030,109363,48,201,520200,48201520200,Houston
Census Tract 5203.01; Harris County; Texas,2438,62917,48,201,520301,48201520301,Houston
Census Tract 5203.02; Harris County; Texas,2513,83234,48,201,520302,48201520302,Houston
Census Tract 5204; Harris County; Texas,3644,40969,48,201,520400,48201520400,Houston
Census Tract 5205.01; Harris County; Texas,4040,43578,48,201,520501,48201520501,Houston
Census Tract 5205.02; Harris County; Texas,4848,50121,48,201,520502,48201520502,Houston
Census Tract 5206.01; Harris County; Texas,2634,42604,48,201,520601,48201520601,Houston
Census Tract 5206.03; Harris County; Texas,2141,41534,48,201,520603,48201520603,Houston
Census Tract 5206.04; Harris County; Texas,3217,78283,48,201,520604,48201520604,Houston
Census Tract 5207; Harris County; Texas,4670,135250,48,201,520700,48201520700,Houston
Census Tract 5210; Harris County; Texas,2221,49483,48,201,521000,48201521000,Houston
Census Tract 5211; Harris County; Texas,2480,34722,48,201,521100,48201521100,Houston
Census Tract 5212.01; Harris County; Texas,1842,58606,48,201,521201,48201521201,Houston
Census Tract 5212.02; Harris County; Texas,3306,56289,48,201,521202,48201521202,Houston
Census Tract 5213; Harris County; Texas,7064,48631,48,201,521300,48201521300,Houston
Census Tract 5214.01; Harris County; Texas,3673,53895,48,201,521401,48201521401,Houston
Census Tract 5214.02; Harris County; Texas,3413,51042,48,201,521402,48201521402,Houston
Census Tract 5215.01; Harris County; Texas,2810,60493,48,201,521501,48201521501,Houston
Census Tract 5215.02; Harris County; Texas,2869,89096,48,201,521502,48201521502,Houston
Census Tract 5216; Harris County; Texas,3196,95921,48,201,521600,48201521600,Houston
Census Tract 5217.01; Harris County; Texas,4673,33479,48,201,521701,48201521701,Houston
Census Tract 5217.02; Harris County; Texas,2925,35281,48,201,521702,48201521702,Houston
Census Tract 5218; Harris County; Texas,4734,69402,48,201,521800,48201521800,Houston
Census Tract 5219; Harris County; Texas,6394,83783,48,201,521900,48201521900,Houston
Census Tract 5220.01; Harris County; Texas,1748,69327,48,201,522001,48201522001,Houston
Census Tract 5220.02; Harris County; Texas,3303,86923,48,201,522002,48201522002,Houston
Census Tract 5221.01; Harris County; Texas,3442,54286,48,201,522101,48201522101,Houston
Census Tract 5221.02; Harris County; Texas,5542,91333,48,201,522102,48201522102,Houston
Census Tract 5222.01; Harris County; Texas,5317,72365,48,201,522201,48201522201,Houston
Census Tract 5222.02; Harris County; Texas,4483,66201,48,201,522202,48201522202,Houston
Census Tract 5223.01; Harris County; Texas,3816,59215,48,201,522301,48201522301,Houston
Census Tract 5223.02; Harris County; Texas,3436,59387,48,201,522302,48201522302,Houston
Census Tract 5224.01; Harris County; Texas,5337,78017,48,201,522401,48201522401,Houston
Census Tract 5224.02; Harris County; Texas,3768,67569,48,201,522402,48201522402,Houston
Census Tract 5225; Harris County; Texas,5317,234297,48,201,522500,48201522500,Houston
Census Tract 5301.01; Harris County; Texas,3174,40149,48,201,530101,48201530101,Houston
Census Tract 5301.02; Harris County; Texas,2862,67860,48,201,530102,48201530102,Houston
Census Tract 5302; Harris County; Texas,3820,140917,48,201,530200,48201530200,Houston
Census Tract 5303; Harris County; Texas,2237,95114,48,201,530300,48201530300,Houston
Census Tract 5304; Harris County; Texas,3341,61077,48,201,530400,48201530400,Houston
Census Tract 5305.01; Harris County; Texas,1692,47561,48,201,530501,48201530501,Houston
Census Tract 5305.02; Harris County; Texas,2205,46731,48,201,530502,48201530502,Houston
Census Tract 5306; Harris County; Texas,3142,68125,48,201,530600,48201530600,Houston
Census Tract 5307.01; Harris County; Texas,1532,19840,48,201,530701,48201530701,Houston
Census Tract 5307.02; Harris County; Texas,4417,36686,48,201,530702,48201530702,Houston
Census Tract 5308; Harris County; Texas,4077,36767,48,201,530800,48201530800,Houston
Census Tract 5309; Harris County; Texas,4467,87176,48,201,530900,48201530900,Houston
Census Tract 5310; Harris County; Texas,4871,160625,48,201,531000,48201531000,Houston
Census Tract 5311; Harris County; Texas,3387,176091,48,201,531100,48201531100,Houston
Census Tract 5312; Harris County; Texas,3599,94375,48,201,531200,48201531200,Houston
Census Tract 5313; Harris County; Texas,4848,59738,48,201,531300,48201531300,Houston
Census Tract 5314; Harris County; Texas,2119,98777,48,201,531400,48201531400,Houston
Census Tract 5315; Harris County; Texas,2542,57500,48,201,531500,48201531500,Houston
Census Tract 5316; Harris County; Texas,2699,147340,48,201,531600,48201531600,Houston
Census Tract 5317; Harris County; Texas,3968,195208,48,201,531700,48201531700,Houston
Census Tract 5318; Harris County; Texas,2913,25000,48,201,531800,48201531800,Houston
Census Tract 5319; Harris County; Texas,6106,40659,48,201,531900,48201531900,Houston
Census Tract 5320.03; Harris County; Texas,3909,34683,48,201,532003,48201532003,Houston
Census Tract 5320.04; Harris County; Texas,5055,35485,48,201,532004,48201532004,Houston
Census Tract 5321.01; Harris County; Texas,4116,66760,48,201,532101,48201532101,Houston
Census Tract 5321.02; Harris County; Texas,3081,37383,48,201,532102,48201532102,Houston
Census Tract 5322; Harris County; Texas,3800,29375,48,201,532200,48201532200,Houston
Census Tract 5323.01; Harris County; Texas,4735,61156,48,201,532301,48201532301,Houston
Census Tract 5323.02; Harris County; Texas,4132,62978,48,201,532302,48201532302,Houston
Census Tract 5324; Harris County; Texas,6299,55947,48,201,532400,48201532400,Houston
Census Tract 5325.02; Harris County; Texas,5786,56857,48,201,532502,48201532502,Houston
Census Tract 5325.03; Harris County; Texas,5737,92286,48,201,532503,48201532503,Houston
Census Tract 5325.04; Harris County; Texas,4714,105797,48,201,532504,48201532504,Houston
Census Tract 5326; Harris County; Texas,6984,52657,48,201,532600,48201532600,Houston
Census Tract 5327; Harris County; Texas,5701,60117,48,201,532700,48201532700,Houston
