NAME,total_population,median_household_income,state,county,tract,GEOID,city
Census Tract 2517.02; Harris County; Texas,3594,75219,48,201,251702,48201251702,Houston
Census Tract 2518; Harris County; Texas,1731,76563,48,201,251800,48201251800,Houston
Census Tract 2519.02; Harris County; Texas,7653,106906,48,201,251902,48201251902,Houston
Census Tract 2519.03; Harris County; Texas,4174,103611,48,201,251903,48201251903,Houston
Census Tract 2519.04; Harris County; Texas,7100,107078,48,201,251904,48201251904,Houston
Census Tract 2520.01; Harris County; Texas,8216,96832,48,201,252001,48201252001,Houston
Census Tract 2520.02; Harris County; Texas,5859,117734,48,201,252002,48201252002,Houston
Census Tract 2520.03; Harris County; Texas,10107,164646,48,201,252003,48201252003,Houston
Census Tract 2521; Harris County; Texas,3147,67303,48,201,252100,48201252100,Houston
Census Tract 2522.01; Harris County; Texas,5321,71328,48,201,252201,48201252201,Houston
Census Tract 2522.02; Harris County; Texas,6995,74068,48,201,252202,48201252202,Houston
Census Tract 2523.03; Harris County; Texas,5189,89946,48,201,252303,48201252303,Houston
Census Tract 2523.04; Harris County; Texas,3750,65582,48,201,252304,48201252304,Houston
Census Tract 2523.05; Harris County; Texas,6164,107054,48,201,252305,48201252305,Houston
Census Tract 2523.06; Harris County; Texas,11000,67518,48,201,252306,48201252306,Houston
Census Tract 2524; Harris County; Texas,6446,62831,48,201,252400,48201252400,Houston
Census Tract 2525; Harris County; Texas,4777,54158,48,201,252500,48201252500,Houston
Census Tract 2526.01; Harris County; Texas,3261,41048,48,201,252601,48201252601,Houston
Census Tract 2526.02; Harris County; Texas,4096,43734,48,201,252602,48201252602,Houston
Census Tract 2527; Harris County; Texas,4797,70625,48,201,252700,48201252700,Houston
Census Tract 2528; Harris County; Texas,6294,62273,48,201,252800,48201252800,Houston
Census Tract 2529.01; Harris County; Texas,2249,46875,48,201,252901,48201252901,Houston
Census Tract 2529.02; Harris County; Texas,6365,71474,48,201,252902,48201252902,Houston
Census Tract 2530; Harris County; Texas,4902,53970,48,201,253000,48201253000,Houston
Census Tract 2531.01; Harris County; Texas,5876,90766,48,201,253101,48201253101,Houston
Census Tract 2531.02; Harris County; Texas,6367,97754,48,201,253102,48201253102,Houston
Census Tract 2532.01; Harris County; Texas,6565,129611,48,201,253201,48201253201,Houston
Census Tract 2532.02; Harris County; Texas,5496,70826,48,201,253202,48201253202,Houston
Census Tract 2533; Harris County; Texas,3732,96205,48,201,253300,48201253300,Houston
Census Tract 2535.01; Harris County; Texas,8833,66080,48,201,253501,48201253501,Houston
Census Tract 2535.02; Harris County; Texas,3448,66489,48,201,253502,48201253502,Houston
Census Tract 2536.01; Harris County; Texas,4150,91433,48,201,253601,48201253601,Houston
Census Tract 2536.02; Harris County; Texas,3853,41701,48,201,253602,48201253602,Houston
Census Tract 2537; Harris County; Texas,6185,64875,48,201,253700,48201253700,Houston
Census Tract 2538; Harris County; Texas,8019,48804,48,201,253800,48201253800,Houston
Census Tract 2539; Harris County; Texas,3756,64621,48,201,253900,48201253900,Houston
Census Tract 2540; Harris County; Texas,3569,52636,48,201,254000,48201254000,Houston
Census Tract 2541; Harris County; Texas,5829,59539,48,201,254100,48201254100,Houston
Census Tract 2542; Harris County; Texas,2620,54375,48,201,254200,48201254200,Houston
Census Tract 2543; Harris County; Texas,5562,51477,48,201,254300,48201254300,Houston
Census Tract 2544; Harris County; Texas,2508,47704,48,201,254400,48201254400,Houston
Census Tract 2546; Harris County; Texas,3506,59743,48,201,254600,48201254600,Houston
Census Tract 2547; Harris County; Texas,2404,61250,48,201,254700,48201254700,Houston
Census Tract 2548; Harris County; Texas,2459,44167,48,201,254800,48201254800,Houston
Census Tract 3101.01; Harris County; Texas,2917,93898,48,201,310101,48201310101,Houston
Census Tract 3101.02; Harris County; Texas,2281,86250,48,201,310102,48201310102,Houston
Census Tract 3102; Harris County; Texas,2054,132488,48,201,310200,48201310200,Houston
Census Tract 3103; Harris County; Texas,4071,37468,48,201,310300,48201310300,Houston
Census Tract 3104; Harris County; Texas,2922,54230,48,201,310400,48201310400,Houston
Census Tract 3105; Harris County; Texas,3544,40360,48,201,310500,48201310500,Houston
Census Tract 3106; Harris County; Texas,4736,48750,48,201,310600,48201310600,Houston
Census Tract 3107; Harris County; Texas,3664,57935,48,201,310700,48201310700,Houston
Census Tract 3108; Harris County; Texas,3126,52654,48,201,310800,48201310800,Houston
Census Tract 3109; Harris County; Texas,4520,44330,48,201,310900,48201310900,Houston
Census Tract 3110.01; Harris County; Texas,2829,59896,48,201,311001,48201311001,Houston
Census Tract 3110.02; Harris County; Texas,3316,65046,48,201,311002,48201311002,Houston
Census Tract 3111; Harris County; Texas,4832,44006,48,201,311100,48201311100,Houston
Census Tract 3112; Harris County; Texas,4421,64258,48,201,311200,48201311200,Houston
Census Tract 3113; Harris County; Texas,3999,65702,48,201,311300,48201311300,Houston
Census Tract 3114; Harris County; Texas,1516,42417,48,201,311400,48201311400,Houston
Census Tract 3115.01; Harris County; Texas,2253,59875,48,201,311501,48201311501,Houston
Census Tract 3115.02; Harris County; Texas,3154,50667,48,201,311502,48201311502,Houston
Census Tract 3116; Harris County; Texas,3859,43958,48,201,311600,48201311600,Houston
Census Tract 3117.01; Harris County; Texas,3529,63183,48,201,311701,48201311701,Houston
Census Tract 3117.02; Harris County; Texas,2189,29265,48,201,311702,48201311702,Houston
Census Tract 3118; Harris County; Texas,3972,45316,48,201,311800,48201311800,Houston
Census Tract 3119; Harris County; Texas,1497,54375,48,201,311900,48201311900,Houston
Census Tract 3120; Harris County; Texas,3412,62235,48,201,312000,48201312000,Houston
Census Tract 3122; Harris County; Texas,1589,-666666666,48,201,312200,48201312200,Houston
Census Tract 3123; Harris County; Texas,2575,77194,48,201,312300,48201312300,Houston
Census Tract 3124; Harris County; Texas,1786,-666666666,48,201,312400,48201312400,Houston
Census Tract 3125.01; Harris County; Texas,2951,158958,48,201,312501,48201312501,Houston
Census Tract 3125.02; Harris County; Texas,2195,98147,48,201,312502,48201312502,Houston
Census Tract 3126.01; Harris County; Texas,3664,82060,48,201,312601,48201312601,Houston
Census Tract 3126.02; Harris County; Texas,2479,160592,48,201,312602,48201312602,Houston
Census Tract 3126.03; Harris County; Texas,3727,75635,48,201,312603,48201312603,Houston
Census Tract 3127; Harris County; Texas,2100,90000,48,201,312700,48201312700,Houston
Census Tract 3128; Harris County; Texas,3629,14000,48,201,312800,48201312800,Houston
Census Tract 3129.01; Harris County; Texas,2118,25764,48,201,312901,48201312901,Houston
Census Tract 3129.02; Harris County; Texas,2294,36830,48,201,312902,48201312902,Houston
Census Tract 3130; Harris County; Texas,2575,62927,48,201,313000,48201313000,Houston
Census Tract 3131.01; Harris County; Texas,2520,99375,48,201,313101,48201313101,Houston
Census Tract 3131.02; Harris County; Texas,1764,74635,48,201,313102,48201313102,Houston
Census Tract 3132.01; Harris County; Texas,1588,70526,48,201,313201,48201313201,Houston
Census Tract 3132.02; Harris County; Texas,2445,83250,48,201,313202,48201313202,Houston
Census Tract 3133; Harris County; Texas,2508,33350,48,201,313300,48201313300,Houston
Census Tract 3134; Harris County; Texas,3598,39382,48,201,313400,48201313400,Houston
Census Tract 3135; Harris County; Texas,1870,28625,48,201,313500,48201313500,Houston
Census Tract 3136; Harris County; Texas,4373,28961,48,201,313600,48201313600,Houston
Census Tract 3137; Harris County; Texas,2100,47964,48,201,313700,48201313700,Houston
Census Tract 3138.01; Harris County; Texas,1686,19821,48,201,313801,48201313801,Houston
Census Tract 3138.02; Harris County; Texas,1995,45461,48,201,313802,48201313802,Houston
Census Tract 3139.01; Harris County; Texas,3125,63950,48,201,313901,48201313901,Houston
Census Tract 3139.02; Harris County; Texas,2897,62550,48,201,313902,48201313902,Houston
Census Tract 3140.01; Harris County; Texas,2936,67969,48,201,314001,48201314001,Houston
Census Tract 3140.03; Harris County; Texas,2638,53149,48,201,314003,48201314003,Houston
Census Tract 3140.04; Harris County; Texas,2065,44737,48,201,314004,48201314004,Houston
Census Tract 3140.05; Harris County; Texas,2517,45451,48,201,314005,48201314005,Houston
Census Tract 3143.01; Harris County; Texas,2037,50266,48,201,314301,48201314301,Houston
Census Tract 3143.02; Harris County; Texas,1429,41815,48,201,314302,48201314302,Houston
Census Tract 3144.01; Harris County; Texas,1439,47284,48,201,314401,48201314401,Houston
Census Tract 3144.02; Harris County; Texas,2248,77813,48,201,314402,48201314402,Houston
Census Tract 3201; Harris County; Texas,2441,55893,48,201,320100,48201320100,Houston
Census Tract 3202.01; Harris County; Texas,3010,41863,48,201,320201,48201320201,Houston
Census Tract 3202.02; Harris County; Texas,3290,32563,48,201,320202,48201320202,Houston
Census Tract 3205; Harris County; Texas,4073,68433,48,201,320500,48201320500,Houston
Census Tract 3206.01; Harris County; Texas,2135,47632,48,201,320601,48201320601,Houston
Census Tract 3206.02; Harris County; Texas,4704,47667,48,201,320602,48201320602,Houston
Census Tract 3207; Harris County; Texas,3850,50321,48,201,320700,48201320700,Houston
Census Tract 3208; Harris County; Texas,4891,41387,48,201,320800,48201320800,Houston
Census Tract 3209.01; Harris County; Texas,3641,58357,48,201,320901,48201320901,Houston
Census Tract 3209.02; Harris County; Texas,3459,91707,48,201,320902,48201320902,Houston
Census Tract 3210.01; Harris County; Texas,2836,42107,48,201,321001,48201321001,Houston
Census Tract 3210.02; Harris County; Texas,5077,59496,48,201,321002,48201321002,Houston
Census Tract 3211.01; Harris County; Texas,3620,76731,48,201,321101,48201321101,Houston
Census Tract 3211.02; Harris County; Texas,3770,71534,48,201,321102,48201321102,Houston
Census Tract 3212; Harris County; Texas,4998,38256,48,201,321200,48201321200,Houston
Census Tract 3213.01; Harris County; Texas,4000,31681,48,201,321301,48201321301,Houston
Census Tract 3213.02; Harris County; Texas,2166,66156,48,201,321302,48201321302,Houston
Census Tract 3214.01; Harris County; Texas,3577,51946,48,201,321401,48201321401,Houston
Census Tract 3214.02; Harris County; Texas,4913,74254,48,201,321402,48201321402,Houston
Census Tract 3215; Harris County; Texas,2636,41267,48,201,321500,48201321500,Houston
Census Tract 3216; Harris County; Texas,6653,80821,48,201,321600,48201321600,Houston
Census Tract 3217; Harris County; Texas,3243,73970,48,201,321700,48201321700,Houston
Census Tract 3218; Harris County; Texas,3923,72984,48,201,321800,48201321800,Houston
Census Tract 3219; Harris County; Texas,5886,63944,48,201,321900,48201321900,Houston
Census Tract 3220; Harris County; Texas,4350,46510,48,201,322000,48201322000,Houston
Census Tract 3221; Harris County; Texas,3804,55257,48,201,322100,48201322100,Houston
Census Tract 3222; Harris County; Texas,1433,55857,48,201,322200,48201322200,Houston
Census Tract 3226; Harris County; Texas,4884,71265,48,201,322600,48201322600,Houston
Census Tract 3227.01; Harris County; Texas,2368,68744,48,201,322701,48201322701,Houston
Census Tract 3227.02; Harris County; Texas,4326,83750,48,201,322702,48201322702,Houston
Census Tract 3228; Harris County; Texas,5849,63244,48,201,322800,48201322800,Houston
Census Tract 3229; Harris County; Texas,3550,53981,48,201,322900,48201322900,Houston
Census Tract 3230; Harris County; Texas,7013,43546,48,201,323000,48201323000,Houston
Census Tract 3231; Harris County; Texas,3739,46859,48,201,323100,48201323100,Houston
Census Tract 3232; Harris County; Texas,5561,72629,48,201,323200,48201323200,Houston
Census Tract 3233; Harris County; Texas,2870,27404,48,201,323300,48201323300,Houston
Census Tract 3234; Harris County; Texas,7918,60362,48,201,323400,48201323400,Houston
Census Tract 3235; Harris County; Texas,5463,41327,48,201,323500,48201323500,Houston
Census Tract 3236.01; Harris County; Texas,4245,47472,48,201,323601,48201323601,Houston
Census Tract 3236.02; Harris County; Texas,4556,81146,48,201,323602,48201323602,Houston
Census Tract 3237.01; Harris County; Texas,4504,54020,48,201,323701,48201323701,Houston
Census Tract 3237.02; Harris County; Texas,2873,62931,48,201,323702,48201323702,Houston
Census Tract 3238.01; Harris County; Texas,3920,82097,48,201,323801,48201323801,Houston
Census Tract 3238.02; Harris County; Texas,5068,50250,48,201,323802,48201323802,Houston
Census Tract 3239; Harris County; Texas,2967,24008,48,201,323900,48201323900,Houston
Census Tract 3240; Harris County; Texas,5962,82500,48,201,324000,48201324000,Houston
Census Tract 3241.01; Harris County; Texas,5300,51384,48,201,324101,48201324101,Houston
Census Tract 3241.02; Harris County; Texas,0,-666666666,48,201,324102,48201324102,Houston
Census Tract 3242; Harris County; Texas,890,42895,48,201,324200,48201324200,Houston
Census Tract 3301.01; Harris County; Texas,5296,71056,48,201,330101,48201330101,Houston
Census Tract 3301.02; Harris County; Texas,2435,41938,48,201,330102,48201330102,Houston
Census Tract 3302; Harris County; Texas,5682,53903,48,201,330200,48201330200,Houston
Census Tract 3303.01; Harris County; Texas,8266,69421,48,201,330301,48201330301,Houston
Census Tract 3303.02; Harris County; Texas,5073,58808,48,201,330302,48201330302,Houston
Census Tract 3303.03; Harris County; Texas,4858,57679,48,201,330303,48201330303,Houston
Census Tract 3304; Harris County; Texas,4601,46906,48,201,330400,48201330400,Houston
Census Tract 3305; Harris County; Texas,4623,64954,48,201,330500,48201330500,Houston
Census Tract 3306; Harris County; Texas,7838,62102,48,201,330600,48201330600,Houston
Census Tract 3307; Harris County; Texas,8944,66130,48,201,330700,48201330700,Houston
Census Tract 3308.01; Harris County; Texas,5741,71756,48,201,330801,48201330801,Houston
Census Tract 3308.02; Harris County; Texas,11447,95125,48,201,330802,48201330802,Houston
Census Tract 3309.01; Harris County; Texas,10543,75263,48,201,330901,48201330901,Houston
Census Tract 3309.02; Harris County; Texas,3131,49613,48,201,330902,48201330902,Houston
Census Tract 3311; Harris County; Texas,3979,53974,48,201,331100,48201331100,Houston
Census Tract 3312; Harris County; Texas,5051,29650,48,201,331200,48201331200,Houston
Census Tract 3313; Harris County; Texas,4823,49222,48,201,331300,48201331300,Houston
Census Tract 3314; Harris County; Texas,3281,21580,48,201,331400,48201331400,Houston
Census Tract 3315.01; Harris County; Texas,4601,73125,48,201,331501,48201331501,Houston
Census Tract 3315.02; Harris County; Texas,5526,54703,48,201,331502,48201331502,Houston
Census Tract 3316.02; Harris County; Texas,3199,61250,48,201,331602,48201331602,Houston
Census Tract 3316.03; Harris County; Texas,4975,46563,48,201,331603,48201331603,Houston
Census Tract 3316.04; Harris County; Texas,2481,36205,48,201,331604,48201331604,Houston
Census Tract 3317; Harris County; Texas,4034,39167,48,201,331700,48201331700,Houston
Census Tract 3318; Harris County; Texas,3806,41375,48,201,331800,48201331800,Houston
Census Tract 3319; Harris County; Texas,3314,52926,48,201,331900,48201331900,Houston
Census Tract 3320; Harris County; Texas,6092,28750,48,201,332000,48201332000,Houston
Census Tract 3321; Harris County; Texas,3447,44077,48,201,332100,48201332100,Houston
Census Tract 3322; Harris County; Texas,4882,28274,48,201,332200,48201332200,Houston
Census Tract 3323; Harris County; Texas,2789,42847,48,201,332300,48201332300,Houston
Census Tract 3324; Harris County; Texas,3619,48137,48,201,332400,48201332400,Houston
Census Tract 3325; Harris County; Texas,3701,85595,48,201,332500,48201332500,Houston
Census Tract 3326; Harris County; Texas,6605,45724,48,201,332600,48201332600,Houston
Census Tract 3327; Harris County; Texas,2425,44868,48,201,332700,48201332700,Houston
Census Tract 3328; Harris County; Texas,4549,40847,48,201,332800,48201332800,Houston
Census Tract 3329; Harris County; Texas,4814,49125,48,201,332900,48201332900,Houston
Census Tract 3330; Harris County; Texas,3657,64013,48,201,333000,48201333000,Houston
Census Tract 3331; Harris County; Texas,3883,37688,48,201,333100,48201333100,Houston
Census Tract 3332.01; Harris County; Texas,4533,43493,48,201,333201,48201333201,Houston
Census Tract 3332.03; Harris County; Texas,2362,38695,48,201,333203,48201333203,Houston
Census Tract 3332.04; Harris County; Texas,2211,29920,48,201,333204,48201333204,Houston
Census Tract 3332.05; Harris County; Texas,1494,32950,48,201,333205,48201333205,Houston
Census Tract 3333.01; Harris County; Texas,5047,40564,48,201,333301,48201333301,Houston
Census Tract 3333.02; Harris County; Texas,3248,53830,48,201,333302,48201333302,Houston
Census Tract 3335.01; Harris County; Texas,3064,38661,48,201,333501,48201333501,Houston
Census Tract 3335.02; Harris County; Texas,2539,86250,48,201,333502,48201333502,Houston
Census Tract 3336; Harris County; Texas,3669,81758,48,201,333600,48201333600,Houston
Census Tract 3337; Harris County; Texas,3709,67862,48,201,333700,48201333700,Houston
Census Tract 3338.01; Harris County; Texas,4346,50702,48,201,333801,48201333801,Houston
Census Tract 3338.02; Harris County; Texas,6175,87636,48,201,333802,48201333802,Houston
Census Tract 3339.03; Harris County; Texas,4058,96379,48,201,333903,48201333903,Houston
Census Tract 3339.04; Harris County; Texas,6791,73669,48,201,333904,48201333904,Houston
Census Tract 3339.05; Harris County; Texas,3356,64645,48,201,333905,48201333905,Houston
Census Tract 3339.06; Harris County; Texas,5719,104850,48,201,333906,48201333906,Houston
Census Tract 3340.01; Harris County; Texas,3286,44479,48,201,334001,48201334001,Houston
Census Tract 3340.02; Harris County; Texas,2396,73857,48,201,334002,48201334002,Houston
Census Tract 3340.03; Harris County; Texas,5045,69449,48,201,334003,48201334003,Houston
Census Tract 3341.01; Harris County; Texas,8807,68670,48,201,334101,48201334101,Houston
Census Tract 3341.02; Harris County; Texas,6368,70990,48,201,334102,48201334102,Houston
Census Tract 3401.01; Harris County; Texas,1563,56619,48,201,340101,48201340101,Houston
Census Tract 3401.02; Harris County; Texas,5639,85278,48,201,340102,48201340102,Houston
Census Tract 3402.01; Harris County; Texas,0,-666666666,48,201,340201,48201340201,Houston
Census Tract 3402.02; Harris County; Texas,8530,167647,48,201,340202,48201340202,Houston
Census Tract 3402.03; Harris County; Texas,4530,133547,48,201,340203,48201340203,Houston
Census Tract 3403.01; Harris County; Texas,3420,204773,48,201,340301,48201340301,Houston
Census Tract 3403.02; Harris County; Texas,6673,144127,48,201,340302,48201340302,Houston
Census Tract 3404; Harris County; Texas,1062,150144,48,201,340400,48201340400,Houston
Census Tract 3405.01; Harris County; Texas,3468,79375,48,201,340501,48201340501,Houston
Census Tract 3405.02; Harris County; Texas,2187,54105,48,201,340502,48201340502,Houston
Census Tract 3406; Harris County; Texas,2443,111058,48,201,340600,48201340600,Houston
Census Tract 3407.01; Harris County; Texas,4113,72762,48,201,340701,48201340701,Houston
Census Tract 3407.02; Harris County; Texas,3747,102868,48,201,340702,48201340702,Houston
Census Tract 3408; Harris County; Texas,5707,142524,48,201,340800,48201340800,Houston
Census Tract 3409; Harris County; Texas,4989,42523,48,201,340900,48201340900,Houston
Census Tract 3410.01; Harris County; Texas,4337,59684,48,201,341001,48201341001,Houston
Census Tract 3410.02; Harris County; Texas,3912,91188,48,201,341002,48201341002,Houston
Census Tract 3411.01; Harris County; Texas,1989,61769,48,201,341101,48201341101,Houston
Census Tract 3411.02; Harris County; Texas,2221,58750,48,201,341102,48201341102,Houston
Census Tract 3412.01; Harris County; Texas,4850,64833,48,201,341201,48201341201,Houston
Census Tract 3412.03; Harris County; Texas,2516,73692,48,201,341203,48201341203,Houston
Census Tract 3412.04; Harris County; Texas,3606,74013,48,201,341204,48201341204,Houston
Census Tract 3413.02; Harris County; Texas,3751,74803,48,201,341302,48201341302,Houston
Census Tract 3413.03; Harris County; Texas,3045,58424,48,201,341303,48201341303,Houston
Census Tract 3413.04; Harris County; Texas,1725,82955,48,201,341304,48201341304,Houston
Census Tract 3414; Harris County; Texas,6084,143359,48,201,341400,48201341400,Houston
Census Tract 3415.01; Harris County; Texas,6549,93045,48,201,341501,48201341501,Houston
Census Tract 3415.02; Harris County; Texas,4573,106548,48,201,341502,48201341502,Houston
Census Tract 3416; Harris County; Texas,6813,115793,48,201,341600,48201341600,Houston
Census Tract 3417; Harris County; Texas,2977,75208,48,201,341700,48201341700,Houston
Census Tract 3418; Harris County; Texas,2224,101438,48,201,341800,48201341800,Houston
Census Tract 3420.01; Harris County; Texas,6608,142332,48,201,342001,48201342001,Houston
Census Tract 3420.02; Harris County; Texas,4069,98906,48,201,342002,48201342002,Houston
Census Tract 3421; Harris County; Texas,4267,86905,48,201,342100,48201342100,Houston
Census Tract 3422; Harris County; Texas,3747,49786,48,201,342200,48201342200,Houston
Census Tract 3423; Harris County; Texas,7491,59891,48,201,342300,48201342300,Houston
Census Tract 3424; Harris County; Texas,3849,76488,48,201,342400,48201342400,Houston
Census Tract 3425; Harris County; Texas,6060,93443,48,201,342500,48201342500,Houston
Census Tract 3427; Harris County; Texas,4756,82689,48,201,342700,48201342700,Houston
Census Tract 3428.01; Harris County; Texas,5362,123994,48,201,342801,48201342801,Houston
Census Tract 3428.02; Harris County; Texas,3345,126806,48,201,342802,48201342802,Houston
Census Tract 3429; Harris County; Texas,6976,97842,48,201,342900,48201342900,Houston
Census Tract 3430; Harris County; Texas,8211,54201,48,201,343000,48201343000,Houston
Census Tract 3431; Harris County; Texas,4048,99435,48,201,343100,48201343100,Houston
Census Tract 3432; Harris County; Texas,5264,137852,48,201,343200,48201343200,Houston
Census Tract 3433.01; Harris County; Texas,4658,94470,48,201,343301,48201343301,Houston
Census Tract 3433.02; Harris County; Texas,4932,97945,48,201,343302,48201343302,Houston
Census Tract 3436.01; Harris County; Texas,1,-666666666,48,201,343601,48201343601,Houston
Census Tract 3436.02; Harris County; Texas,2589,73611,48,201,343602,48201343602,Houston
Census Tract 3437; Harris County; Texas,3850,63679,48,201,343700,48201343700,Houston
Census Tract 3501.01; Harris County; Texas,4568,-666666666,48,201,350101,48201350101,Houston
Census Tract 3501.02; Harris County; Texas,4822,128750,48,201,350102,48201350102,Houston
Census Tract 3501.03; Harris County; Texas,7965,127753,48,201,350103,48201350103,Houston
Census Tract 3501.04; Harris County; Texas,5346,94000,48,201,350104,48201350104,Houston
Census Tract 3502.01; Harris County; Texas,4031,74619,48,201,350201,48201350201,Houston
Census Tract 3502.02; Harris County; Texas,4708,81964,48,201,350202,48201350202,Houston
Census Tract 3503; Harris County; Texas,6260,110893,48,201,350300,48201350300,Houston
Census Tract 3504; Harris County; Texas,6267,85260,48,201,350400,48201350400,Houston
Census Tract 3505; Harris County; Texas,6586,79971,48,201,350500,48201350500,Houston
Census Tract 3506.01; Harris County; Texas,4120,90972,48,201,350601,48201350601,Houston
Census Tract 3506.03; Harris County; Texas,4465,107473,48,201,350603,48201350603,Houston
Census Tract 3506.04; Harris County; Texas,3644,105726,48,201,350604,48201350604,Houston
Census Tract 3507; Harris County; Texas,2087,102386,48,201,350700,48201350700,Houston
Census Tract 3508.01; Harris County; Texas,4797,68309,48,201,350801,48201350801,Houston
Census Tract 3508.03; Harris County; Texas,3096,56845,48,201,350803,48201350803,Houston
Census Tract 3508.04; Harris County; Texas,6453,149980,48,201,350804,48201350804,Houston
Census Tract 4101.01; Harris County; Texas,2065,75750,48,201,410101,48201410101,Houston
Census Tract 4101.02; Harris County; Texas,3912,62276,48,201,410102,48201410102,Houston
Census Tract 4102.01; Harris County; Texas,1806,97844,48,201,410201,48201410201,Houston
Census Tract 4102.02; Harris County; Texas,4303,133117,48,201,410202,48201410202,Houston
Census Tract 4103; Harris County; Texas,3917,102889,48,201,410300,48201410300,Houston
Census Tract 4104.01; Harris County; Texas,3568,135917,48,201,410401,48201410401,Houston
Census Tract 4104.02; Harris County; Texas,2996,168015,48,201,410402,48201410402,Houston
Census Tract 4105.01; Harris County; Texas,1815,130480,48,201,410501,48201410501,Houston
Census Tract 4105.02; Harris County; Texas,3029,142597,48,201,410502,48201410502,Houston
Census Tract 4106.01; Harris County; Texas,3630,96138,48,201,410601,48201410601,Houston
Census Tract 4106.02; Harris County; Texas,2447,95199,48,201,410602,48201410602,Houston
Census Tract 4107.03; Harris County; Texas,2279,80227,48,201,410703,48201410703,Houston
Census Tract 4107.04; Harris County; Texas,1935,71190,48,201,410704,48201410704,Houston
Census Tract 4107.05; Harris County; Texas,1051,-666666666,48,201,410705,48201410705,Houston
Census Tract 4107.06; Harris County; Texas,1566,69277,48,201,410706,48201410706,Houston
Census Tract 4108.01; Harris County; Texas,2536,95298,48,201,410801,48201410801,Houston
Census Tract 4108.02; Harris County; Texas,1433,112143,48,201,410802,48201410802,Houston
Census Tract 4109; Harris County; Texas,3514,105463,48,201,410900,48201410900,Houston
Census Tract 4110.01; Harris County; Texas,2597,122569,48,201,411001,48201411001,Houston
Census Tract 4110.02; Harris County; Texas,1946,97951,48,201,411002,48201411002,Houston
Census Tract 4110.03; Harris County; Texas,1532,102895,48,201,411003,48201411003,Houston
Census Tract 4111; Harris County; Texas,3462,169844,48,201,411100,48201411100,Houston
Census Tract 4112; Harris County; Texas,1738,250001,48,201,411200,48201411200,Houston
Census Tract 4113.01; Harris County; Texas,2252,118206,48,201,411301,48201411301,Houston
Census Tract 4113.02; Harris County; Texas,2333,90183,48,201,411302,48201411302,Houston
Census Tract 4114; Harris County; Texas,2860,250001,48,201,411400,48201411400,Houston
Census Tract 4115.03; Harris County; Texas,3316,118942,48,201,411503,48201411503,Houston
Census Tract 4115.04; Harris County; Texas,2910,117228,48,201,411504,48201411504,Houston
Census Tract 4115.05; Harris County; Texas,2991,99617,48,201,411505,48201411505,Houston
Census Tract 4115.06; Harris County; Texas,2846,127710,48,201,411506,48201411506,Houston
Census Tract 4115.07; Harris County; Texas,2017,82560,48,201,411507,48201411507,Houston
Census Tract 4116; Harris County; Texas,2800,124281,48,201,411600,48201411600,Houston
Census Tract 4117; Harris County; Texas,3607,87431,48,201,411700,48201411700,Houston
Census Tract 4118.01; Harris County; Texas,3653,119267,48,201,411801,48201411801,Houston
Census Tract 4118.02; Harris County; Texas,2188,84500,48,201,411802,48201411802,Houston
Census Tract 4119.01; Harris County; Texas,2173,250001,48,201,411901,48201411901,Houston
Census Tract 4119.02; Harris County; Texas,2221,113289,48,201,411902,48201411902,Houston
Census Tract 4120; Harris County; Texas,3840,217955,48,201,412000,48201412000,Houston
Census Tract 4122.01; Harris County; Texas,2264,155855,48,201,412201,48201412201,Houston
Census Tract 4122.02; Harris County; Texas,3475,155917,48,201,412202,48201412202,Houston
Census Tract 4123; Harris County; Texas,6750,250001,48,201,412300,48201412300,Houston
Census Tract 4124; Harris County; Texas,4495,250001,48,201,412400,48201412400,Houston
Census Tract 4125; Harris County; Texas,1631,193021,48,201,412500,48201412500,Houston
Census Tract 4126; Harris County; Texas,3751,250001,48,201,412600,48201412600,Houston
Census Tract 4127; Harris County; Texas,3145,157500,48,201,412700,48201412700,Houston
Census Tract 4128; Harris County; Texas,5167,250001,48,201,412800,48201412800,Houston
Census Tract 4129.01; Harris County; Texas,2202,87873,48,201,412901,48201412901,Houston
Census Tract 4129.02; Harris County; Texas,3086,70991,48,201,412902,48201412902,Houston
Census Tract 4130; Harris County; Texas,3061,101518,48,201,413000,48201413000,Houston
Census Tract 4131; Harris County; Texas,3200,250001,48,201,413100,48201413100,Houston
Census Tract 4132.03; Harris County; Texas,1919,61852,48,201,413203,48201413203,Houston
Census Tract 4132.04; Harris County; Texas,1040,68194,48,201,413204,48201413204,Houston
Census Tract 4132.05; Harris County; Texas,1541,63046,48,201,413205,48201413205,Houston
Census Tract 4132.06; Harris County; Texas,2725,74625,48,201,413206,48201413206,Houston
Census Tract 4133.01; Harris County; Texas,4830,75250,48,201,413301,48201413301,Houston
Census Tract 4133.02; Harris County; Texas,3749,128056,48,201,413302,48201413302,Houston
Census Tract 4201; Harris County; Texas,2843,55140,48,201,420100,48201420100,Houston
Census Tract 4202; Harris County; Texas,2522,64477,48,201,420200,48201420200,Houston
Census Tract 4203; Harris County; Texas,3666,100013,48,201,420300,48201420300,Houston
Census Tract 4204; Harris County; Texas,3196,94038,48,201,420400,48201420400,Houston
Census Tract 4205; Harris County; Texas,3577,49547,48,201,420500,48201420500,Houston
Census Tract 4206; Harris County; Texas,2311,92279,48,201,420600,48201420600,Houston
Census Tract 4207; Harris County; Texas,2549,205833,48,201,420700,48201420700,Houston
