city,tract_count,min_area_km2,median_area_km2,max_area_km2,mean_area_km2
Houston,1115,0.12963256115845825,1.9883610141185262,135.0409900399588,4.130009260150124
Phoenix,1009,0.32087363074686365,2.5836349346368612,3455.720613854467,23.67589945847676
