city,n,slope_c_per_pct_poverty,intercept,corr,median_lst_c,median_poverty_pct
Houston,645,0.042869652313251225,47.41766639184741,0.1986605829924376,48.513372297601364,18.77047901388672
Phoenix,368,0.06610927799217374,56.09898852648471,0.4008241579185254,57.217788757501324,12.944531541960242
