city,high_poverty_flag,tract_count,median_lst_c,mean_lst_c,hotspot_top20_share,median_income,median_poverty_rate
Houston,False,328,48.29771773619998,47.8226154242721,14.02439024390244,84141.5,0.08802624384909787
Houston,True,326,48.905368377132774,48.73524852789557,26.07361963190184,44404.5,0.2870926242459101
Phoenix,False,188,56.373524538743084,56.38398149654379,8.51063829787234,96740.5,0.06585994842293195
Phoenix,True,185,58.09567453330392,57.806391323343895,31.891891891891895,60071.0,0.21116225546605294
