city,tract_count,median_lst_c,mean_lst_c,sd_lst_c,cv_lst,p10_lst_c,p25_lst_c,p50_lst_c,p75_lst_c,p90_lst_c,p95_lst_c,iqr_lst_c,p90_minus_p10_c,p95_minus_p50_c,hotspot_cut_top20_c,hotspot_tract_count,hotspot_area_share_pct,hotspot_population_share_pct
Houston,654,48.531293320761506,48.27753651262264,2.7921951482231293,0.05783632202304031,45.23596919980263,47.15677071152193,48.531293320761506,49.98399777678361,51.37980062135533,51.82146097165019,2.827227065261681,6.143831421552697,3.2901676508886837,50.31463115561765,131,7.153203384898231,17.259310014697636
Phoenix,373,57.21703991853516,57.089466263187276,1.7391725690452353,0.030463983688821025,54.725651850375954,55.907968977889205,57.21703991853516,58.38869617599201,59.25954848995354,59.562389701465385,2.480727198102805,4.533896639577584,2.345349782930228,58.60717741783293,75,34.181578709739,19.47039938517986
