city,tract_rows,hotspot_cut_top20_c,hotspot_top20_count,hotspot_top20_share,hotspot_top10_count,median_lst_city,max_lst_city
Houston,654,50.31463115561765,131,0.20030581039755352,66,48.531293320761506,53.48108138000002
Phoenix,373,58.60717741783293,75,0.20107238605898123,38,57.21703991853516,60.4662311385487
