city,tract_rows,valid_both_n,missing_hi_n,median_lst_c,median_hi_c,lst_hotspot_threshold_top20_c,hi_hotspot_threshold_top20_c,lst_hotspot_n,hi_hotspot_n,overlap_n,lst_only_n,hi_only_n,neither_n,missing_group_n,jaccard_index,overlap_share_pct,lst_only_share_pct,hi_only_share_pct,median_hi_minus_lst_z
Houston,654,549,105,48.531293320761506,34.182124562548104,50.31463115561765,34.19809785111112,131,146,38,45,108,358,105,0.19895287958115182,6.9216757741347905,8.19672131147541,19.672131147540984,0.0590550404267669
Phoenix,373,332,41,57.21703991853516,33.3082424010499,58.60717741783293,33.694000437113615,75,73,29,37,44,222,41,0.2636363636363636,8.734939759036145,11.144578313253012,13.253012048192772,0.009019807966167026
