city,n_valid,median_lst_c,median_hi_c,mean_gap_z,sd_gap_z,min_gap_z,max_gap_z,fullcity_fig,focus_fig
Phoenix,332,57.179,33.308,-0.0,1.191,-4.283,3.587,/Users/yufeizhou/Desktop/heat-exposure-compare/figures/pilot/rq1_gap_hexbin_phoenix_fullcity.png,/Users/yufeizhou/Desktop/heat-exposure-compare/figures/pilot/rq1_gap_hexbin_phoenix_focus.png
