city,inequity_group,tract_count,share_tracts,hotspot_count,share_hotspots,overrep_ratio,share_tracts_pct,share_hotspots_pct
Houston,High income + Low poverty,269,0.4170542635658915,30,0.22900763358778625,0.5491075229149521,41.70542635658915,22.900763358778626
Houston,High income + High poverty,53,0.08217054263565891,8,0.061068702290076333,0.7431945844735705,8.217054263565892,6.106870229007633
Houston,Low income + Low poverty,52,0.08062015503875969,16,0.12213740458015267,1.5149735760422782,8.062015503875969,12.213740458015266
Houston,Low income + High poverty,271,0.4201550387596899,77,0.5877862595419847,1.3989746767696685,42.01550387596899,58.778625954198475
Phoenix,High income + Low poverty,147,0.39945652173913043,11,0.1506849315068493,0.37722486254775883,39.94565217391305,15.068493150684931
Phoenix,High income + High poverty,37,0.10054347826086957,13,0.1780821917808219,1.771195853387634,10.054347826086957,17.80821917808219
Phoenix,Low income + Low poverty,37,0.10054347826086957,4,0.0547945205479452,0.5449833395038874,10.054347826086957,5.47945205479452
Phoenix,Low income + High poverty,147,0.39945652173913043,45,0.6164383561643836,1.543192619513559,39.94565217391305,61.64383561643836
