NAME,poverty_universe,below_poverty_count,state,county,tract,GEOID,city
Census Tract 2520.02; Harris County; Texas,5754,360,48,201,252002,48201252002,Houston
Census Tract 2520.03; Harris County; Texas,10107,47,48,201,252003,48201252003,Houston
Census Tract 2521; Harris County; Texas,3138,594,48,201,252100,48201252100,Houston
Census Tract 2522.01; Harris County; Texas,5321,635,48,201,252201,48201252201,Houston
Census Tract 2522.02; Harris County; Texas,6981,432,48,201,252202,48201252202,Houston
Census Tract 2523.03; Harris County; Texas,5189,585,48,201,252303,48201252303,Houston
Census Tract 2523.04; Harris County; Texas,3750,511,48,201,252304,48201252304,Houston
Census Tract 2523.05; Harris County; Texas,6125,470,48,201,252305,48201252305,Houston
Census Tract 2523.06; Harris County; Texas,11000,3472,48,201,252306,48201252306,Houston
Census Tract 2524; Harris County; Texas,6446,1021,48,201,252400,48201252400,Houston
Census Tract 2525; Harris County; Texas,4777,1366,48,201,252500,48201252500,Houston
Census Tract 2526.01; Harris County; Texas,3261,758,48,201,252601,48201252601,Houston
Census Tract 2526.02; Harris County; Texas,4096,796,48,201,252602,48201252602,Houston
Census Tract 2527; Harris County; Texas,4797,969,48,201,252700,48201252700,Houston
Census Tract 2528; Harris County; Texas,6294,1159,48,201,252800,48201252800,Houston
Census Tract 2529.01; Harris County; Texas,2228,465,48,201,252901,48201252901,Houston
Census Tract 2529.02; Harris County; Texas,6365,552,48,201,252902,48201252902,Houston
Census Tract 2530; Harris County; Texas,4902,1374,48,201,253000,48201253000,Houston
Census Tract 2531.01; Harris County; Texas,5876,477,48,201,253101,48201253101,Houston
Census Tract 2531.02; Harris County; Texas,6367,221,48,201,253102,48201253102,Houston
Census Tract 2532.01; Harris County; Texas,6473,189,48,201,253201,48201253201,Houston
Census Tract 2532.02; Harris County; Texas,5496,526,48,201,253202,48201253202,Houston
Census Tract 2533; Harris County; Texas,3649,319,48,201,253300,48201253300,Houston
Census Tract 2535.01; Harris County; Texas,8735,1487,48,201,253501,48201253501,Houston
Census Tract 2535.02; Harris County; Texas,3448,561,48,201,253502,48201253502,Houston
Census Tract 2536.01; Harris County; Texas,4150,134,48,201,253601,48201253601,Houston
Census Tract 2536.02; Harris County; Texas,3853,1214,48,201,253602,48201253602,Houston
Census Tract 2537; Harris County; Texas,5917,711,48,201,253700,48201253700,Houston
Census Tract 2538; Harris County; Texas,8019,2071,48,201,253800,48201253800,Houston
Census Tract 2539; Harris County; Texas,3747,488,48,201,253900,48201253900,Houston
Census Tract 2540; Harris County; Texas,3541,1045,48,201,254000,48201254000,Houston
Census Tract 2541; Harris County; Texas,5751,1435,48,201,254100,48201254100,Houston
Census Tract 2542; Harris County; Texas,2602,539,48,201,254200,48201254200,Houston
Census Tract 2543; Harris County; Texas,5558,1348,48,201,254300,48201254300,Houston
Census Tract 2544; Harris County; Texas,2508,579,48,201,254400,48201254400,Houston
Census Tract 2546; Harris County; Texas,3506,641,48,201,254600,48201254600,Houston
Census Tract 2547; Harris County; Texas,2404,153,48,201,254700,48201254700,Houston
Census Tract 2548; Harris County; Texas,2355,820,48,201,254800,48201254800,Houston
Census Tract 3101.01; Harris County; Texas,2913,452,48,201,310101,48201310101,Houston
Census Tract 3101.02; Harris County; Texas,2281,695,48,201,310102,48201310102,Houston
Census Tract 3102; Harris County; Texas,2054,167,48,201,310200,48201310200,Houston
Census Tract 3103; Harris County; Texas,4071,967,48,201,310300,48201310300,Houston
Census Tract 3104; Harris County; Texas,2922,538,48,201,310400,48201310400,Houston
Census Tract 3105; Harris County; Texas,3544,888,48,201,310500,48201310500,Houston
Census Tract 3106; Harris County; Texas,4719,931,48,201,310600,48201310600,Houston
Census Tract 3107; Harris County; Texas,3628,771,48,201,310700,48201310700,Houston
Census Tract 3108; Harris County; Texas,3126,503,48,201,310800,48201310800,Houston
Census Tract 3109; Harris County; Texas,4484,946,48,201,310900,48201310900,Houston
Census Tract 3110.01; Harris County; Texas,2829,463,48,201,311001,48201311001,Houston
Census Tract 3110.02; Harris County; Texas,3316,611,48,201,311002,48201311002,Houston
Census Tract 3111; Harris County; Texas,4832,925,48,201,311100,48201311100,Houston
Census Tract 3112; Harris County; Texas,4399,451,48,201,311200,48201311200,Houston
Census Tract 3113; Harris County; Texas,3999,449,48,201,311300,48201311300,Houston
Census Tract 3114; Harris County; Texas,1516,313,48,201,311400,48201311400,Houston
Census Tract 3115.01; Harris County; Texas,2253,417,48,201,311501,48201311501,Houston
Census Tract 3115.02; Harris County; Texas,3154,658,48,201,311502,48201311502,Houston
Census Tract 3116; Harris County; Texas,3859,1388,48,201,311600,48201311600,Houston
Census Tract 3117.01; Harris County; Texas,3512,605,48,201,311701,48201311701,Houston
Census Tract 3117.02; Harris County; Texas,2189,1128,48,201,311702,48201311702,Houston
Census Tract 3118; Harris County; Texas,3972,1116,48,201,311800,48201311800,Houston
Census Tract 3119; Harris County; Texas,1497,189,48,201,311900,48201311900,Houston
Census Tract 3120; Harris County; Texas,1421,171,48,201,312000,48201312000,Houston
Census Tract 3122; Harris County; Texas,1589,669,48,201,312200,48201312200,Houston
Census Tract 3123; Harris County; Texas,2546,890,48,201,312300,48201312300,Houston
Census Tract 3124; Harris County; Texas,1786,891,48,201,312400,48201312400,Houston
Census Tract 3125.01; Harris County; Texas,2943,357,48,201,312501,48201312501,Houston
Census Tract 3125.02; Harris County; Texas,2195,606,48,201,312502,48201312502,Houston
Census Tract 3126.01; Harris County; Texas,3640,1061,48,201,312601,48201312601,Houston
Census Tract 3126.02; Harris County; Texas,2479,253,48,201,312602,48201312602,Houston
Census Tract 3126.03; Harris County; Texas,3727,1378,48,201,312603,48201312603,Houston
Census Tract 3127; Harris County; Texas,2044,301,48,201,312700,48201312700,Houston
Census Tract 3128; Harris County; Texas,1709,1029,48,201,312800,48201312800,Houston
Census Tract 3129.01; Harris County; Texas,1579,710,48,201,312901,48201312901,Houston
Census Tract 3129.02; Harris County; Texas,2294,729,48,201,312902,48201312902,Houston
Census Tract 3130; Harris County; Texas,2575,531,48,201,313000,48201313000,Houston
Census Tract 3131.01; Harris County; Texas,2333,309,48,201,313101,48201313101,Houston
Census Tract 3131.02; Harris County; Texas,1686,234,48,201,313102,48201313102,Houston
Census Tract 3132.01; Harris County; Texas,1566,306,48,201,313201,48201313201,Houston
Census Tract 3132.02; Harris County; Texas,2350,119,48,201,313202,48201313202,Houston
Census Tract 3133; Harris County; Texas,2499,928,48,201,313300,48201313300,Houston
Census Tract 3134; Harris County; Texas,3598,953,48,201,313400,48201313400,Houston
Census Tract 3135; Harris County; Texas,1863,710,48,201,313500,48201313500,Houston
Census Tract 3136; Harris County; Texas,4373,1938,48,201,313600,48201313600,Houston
Census Tract 3137; Harris County; Texas,2100,454,48,201,313700,48201313700,Houston
Census Tract 3138.01; Harris County; Texas,1686,654,48,201,313801,48201313801,Houston
Census Tract 3138.02; Harris County; Texas,1932,663,48,201,313802,48201313802,Houston
Census Tract 3139.01; Harris County; Texas,3125,414,48,201,313901,48201313901,Houston
Census Tract 3139.02; Harris County; Texas,2897,171,48,201,313902,48201313902,Houston
Census Tract 3140.01; Harris County; Texas,2604,335,48,201,314001,48201314001,Houston
Census Tract 3140.03; Harris County; Texas,2633,979,48,201,314003,48201314003,Houston
Census Tract 3140.04; Harris County; Texas,2065,612,48,201,314004,48201314004,Houston
Census Tract 3140.05; Harris County; Texas,2450,502,48,201,314005,48201314005,Houston
Census Tract 3143.01; Harris County; Texas,2037,402,48,201,314301,48201314301,Houston
Census Tract 3143.02; Harris County; Texas,1429,209,48,201,314302,48201314302,Houston
Census Tract 3144.01; Harris County; Texas,1439,455,48,201,314401,48201314401,Houston
Census Tract 3144.02; Harris County; Texas,2248,218,48,201,314402,48201314402,Houston
Census Tract 3201; Harris County; Texas,2439,397,48,201,320100,48201320100,Houston
Census Tract 3202.01; Harris County; Texas,3010,1233,48,201,320201,48201320201,Houston
Census Tract 3202.02; Harris County; Texas,3257,760,48,201,320202,48201320202,Houston
Census Tract 3205; Harris County; Texas,4073,615,48,201,320500,48201320500,Houston
Census Tract 3206.01; Harris County; Texas,2135,459,48,201,320601,48201320601,Houston
Census Tract 3206.02; Harris County; Texas,4704,1412,48,201,320602,48201320602,Houston
Census Tract 3207; Harris County; Texas,3837,725,48,201,320700,48201320700,Houston
Census Tract 3208; Harris County; Texas,4887,1203,48,201,320800,48201320800,Houston
Census Tract 3209.01; Harris County; Texas,3628,1544,48,201,320901,48201320901,Houston
Census Tract 3209.02; Harris County; Texas,3459,315,48,201,320902,48201320902,Houston
Census Tract 3210.01; Harris County; Texas,2757,1033,48,201,321001,48201321001,Houston
Census Tract 3210.02; Harris County; Texas,5077,401,48,201,321002,48201321002,Houston
Census Tract 3211.01; Harris County; Texas,3620,164,48,201,321101,48201321101,Houston
Census Tract 3211.02; Harris County; Texas,3770,281,48,201,321102,48201321102,Houston
Census Tract 3212; Harris County; Texas,4998,1809,48,201,321200,48201321200,Houston
Census Tract 3213.01; Harris County; Texas,3968,1621,48,201,321301,48201321301,Houston
Census Tract 3213.02; Harris County; Texas,2166,458,48,201,321302,48201321302,Houston
Census Tract 3214.01; Harris County; Texas,3577,1078,48,201,321401,48201321401,Houston
Census Tract 3214.02; Harris County; Texas,4908,451,48,201,321402,48201321402,Houston
Census Tract 3215; Harris County; Texas,2636,1032,48,201,321500,48201321500,Houston
Census Tract 3216; Harris County; Texas,6653,1257,48,201,321600,48201321600,Houston
Census Tract 3217; Harris County; Texas,3236,355,48,201,321700,48201321700,Houston
Census Tract 3218; Harris County; Texas,3895,908,48,201,321800,48201321800,Houston
Census Tract 3219; Harris County; Texas,5864,939,48,201,321900,48201321900,Houston
Census Tract 3220; Harris County; Texas,4350,1543,48,201,322000,48201322000,Houston
Census Tract 3221; Harris County; Texas,3804,700,48,201,322100,48201322100,Houston
Census Tract 3222; Harris County; Texas,1433,293,48,201,322200,48201322200,Houston
Census Tract 3226; Harris County; Texas,4884,545,48,201,322600,48201322600,Houston
Census Tract 3227.01; Harris County; Texas,2368,69,48,201,322701,48201322701,Houston
Census Tract 3227.02; Harris County; Texas,4326,429,48,201,322702,48201322702,Houston
Census Tract 3228; Harris County; Texas,5839,1115,48,201,322800,48201322800,Houston
Census Tract 3229; Harris County; Texas,3550,402,48,201,322900,48201322900,Houston
Census Tract 3230; Harris County; Texas,6985,2004,48,201,323000,48201323000,Houston
Census Tract 3231; Harris County; Texas,3695,951,48,201,323100,48201323100,Houston
Census Tract 3232; Harris County; Texas,5561,1020,48,201,323200,48201323200,Houston
Census Tract 3233; Harris County; Texas,2760,1275,48,201,323300,48201323300,Houston
Census Tract 3234; Harris County; Texas,7918,2068,48,201,323400,48201323400,Houston
Census Tract 3235; Harris County; Texas,5457,2333,48,201,323500,48201323500,Houston
Census Tract 3236.01; Harris County; Texas,4245,577,48,201,323601,48201323601,Houston
Census Tract 3236.02; Harris County; Texas,4556,111,48,201,323602,48201323602,Houston
Census Tract 3237.01; Harris County; Texas,4062,321,48,201,323701,48201323701,Houston
Census Tract 3237.02; Harris County; Texas,2873,52,48,201,323702,48201323702,Houston
Census Tract 3238.01; Harris County; Texas,3920,678,48,201,323801,48201323801,Houston
Census Tract 3238.02; Harris County; Texas,5036,1567,48,201,323802,48201323802,Houston
Census Tract 3239; Harris County; Texas,2918,1241,48,201,323900,48201323900,Houston
Census Tract 3240; Harris County; Texas,5940,697,48,201,324000,48201324000,Houston
Census Tract 3241.01; Harris County; Texas,5300,1022,48,201,324101,48201324101,Houston
Census Tract 3241.02; Harris County; Texas,0,0,48,201,324102,48201324102,Houston
Census Tract 3242; Harris County; Texas,875,120,48,201,324200,48201324200,Houston
Census Tract 3301.01; Harris County; Texas,5296,1423,48,201,330101,48201330101,Houston
Census Tract 3301.02; Harris County; Texas,2381,759,48,201,330102,48201330102,Houston
Census Tract 3302; Harris County; Texas,5647,1589,48,201,330200,48201330200,Houston
Census Tract 3303.01; Harris County; Texas,8266,1791,48,201,330301,48201330301,Houston
Census Tract 3303.02; Harris County; Texas,5036,981,48,201,330302,48201330302,Houston
Census Tract 3303.03; Harris County; Texas,4858,425,48,201,330303,48201330303,Houston
Census Tract 3304; Harris County; Texas,4601,1321,48,201,330400,48201330400,Houston
Census Tract 3305; Harris County; Texas,4623,447,48,201,330500,48201330500,Houston
Census Tract 3306; Harris County; Texas,7810,905,48,201,330600,48201330600,Houston
Census Tract 3307; Harris County; Texas,8944,1532,48,201,330700,48201330700,Houston
Census Tract 3308.01; Harris County; Texas,5725,1232,48,201,330801,48201330801,Houston
Census Tract 3308.02; Harris County; Texas,11444,1592,48,201,330802,48201330802,Houston
Census Tract 3309.01; Harris County; Texas,10543,399,48,201,330901,48201330901,Houston
Census Tract 3309.02; Harris County; Texas,3131,1062,48,201,330902,48201330902,Houston
Census Tract 3311; Harris County; Texas,3972,1034,48,201,331100,48201331100,Houston
Census Tract 3312; Harris County; Texas,5037,2017,48,201,331200,48201331200,Houston
Census Tract 3313; Harris County; Texas,4823,1372,48,201,331300,48201331300,Houston
Census Tract 3314; Harris County; Texas,3281,2543,48,201,331400,48201331400,Houston
Census Tract 3315.01; Harris County; Texas,4601,495,48,201,331501,48201331501,Houston
Census Tract 3315.02; Harris County; Texas,5494,424,48,201,331502,48201331502,Houston
Census Tract 3316.02; Harris County; Texas,3199,780,48,201,331602,48201331602,Houston
Census Tract 3316.03; Harris County; Texas,4895,1639,48,201,331603,48201331603,Houston
Census Tract 3316.04; Harris County; Texas,2417,410,48,201,331604,48201331604,Houston
Census Tract 3317; Harris County; Texas,4034,1481,48,201,331700,48201331700,Houston
Census Tract 3318; Harris County; Texas,3806,1219,48,201,331800,48201331800,Houston
Census Tract 3319; Harris County; Texas,3314,631,48,201,331900,48201331900,Houston
Census Tract 3320; Harris County; Texas,5926,3034,48,201,332000,48201332000,Houston
Census Tract 3321; Harris County; Texas,3447,1378,48,201,332100,48201332100,Houston
Census Tract 3322; Harris County; Texas,4871,1902,48,201,332200,48201332200,Houston
Census Tract 3323; Harris County; Texas,2789,591,48,201,332300,48201332300,Houston
Census Tract 3324; Harris County; Texas,3565,712,48,201,332400,48201332400,Houston
Census Tract 3325; Harris County; Texas,3701,182,48,201,332500,48201332500,Houston
Census Tract 3326; Harris County; Texas,6409,1203,48,201,332600,48201332600,Houston
Census Tract 3327; Harris County; Texas,2425,615,48,201,332700,48201332700,Houston
Census Tract 3328; Harris County; Texas,4402,1559,48,201,332800,48201332800,Houston
Census Tract 3329; Harris County; Texas,4665,1096,48,201,332900,48201332900,Houston
Census Tract 3330; Harris County; Texas,3657,940,48,201,333000,48201333000,Houston
Census Tract 3331; Harris County; Texas,3805,826,48,201,333100,48201333100,Houston
Census Tract 3332.01; Harris County; Texas,4533,952,48,201,333201,48201333201,Houston
Census Tract 3332.03; Harris County; Texas,2270,215,48,201,333203,48201333203,Houston
Census Tract 3332.04; Harris County; Texas,2211,729,48,201,333204,48201333204,Houston
Census Tract 3332.05; Harris County; Texas,1494,451,48,201,333205,48201333205,Houston
Census Tract 3333.01; Harris County; Texas,5047,1836,48,201,333301,48201333301,Houston
Census Tract 3333.02; Harris County; Texas,3215,746,48,201,333302,48201333302,Houston
Census Tract 3335.01; Harris County; Texas,3064,959,48,201,333501,48201333501,Houston
Census Tract 3335.02; Harris County; Texas,2539,658,48,201,333502,48201333502,Houston
Census Tract 3336; Harris County; Texas,3622,202,48,201,333600,48201333600,Houston
Census Tract 3337; Harris County; Texas,3699,410,48,201,333700,48201333700,Houston
Census Tract 3338.01; Harris County; Texas,4346,1005,48,201,333801,48201333801,Houston
Census Tract 3338.02; Harris County; Texas,6175,306,48,201,333802,48201333802,Houston
Census Tract 3339.03; Harris County; Texas,4058,771,48,201,333903,48201333903,Houston
Census Tract 3339.04; Harris County; Texas,6791,896,48,201,333904,48201333904,Houston
Census Tract 3339.05; Harris County; Texas,3356,235,48,201,333905,48201333905,Houston
Census Tract 3339.06; Harris County; Texas,5719,545,48,201,333906,48201333906,Houston
Census Tract 3340.01; Harris County; Texas,3286,755,48,201,334001,48201334001,Houston
Census Tract 3340.02; Harris County; Texas,2396,177,48,201,334002,48201334002,Houston
Census Tract 3340.03; Harris County; Texas,5045,777,48,201,334003,48201334003,Houston
Census Tract 3341.01; Harris County; Texas,8807,1758,48,201,334101,48201334101,Houston
Census Tract 3341.02; Harris County; Texas,6325,1527,48,201,334102,48201334102,Houston
Census Tract 3401.01; Harris County; Texas,1563,183,48,201,340101,48201340101,Houston
Census Tract 3401.02; Harris County; Texas,5606,1044,48,201,340102,48201340102,Houston
Census Tract 3402.01; Harris County; Texas,0,0,48,201,340201,48201340201,Houston
Census Tract 3402.02; Harris County; Texas,8530,500,48,201,340202,48201340202,Houston
Census Tract 3402.03; Harris County; Texas,4530,81,48,201,340203,48201340203,Houston
Census Tract 3403.01; Harris County; Texas,3420,16,48,201,340301,48201340301,Houston
Census Tract 3403.02; Harris County; Texas,6673,330,48,201,340302,48201340302,Houston
Census Tract 3404; Harris County; Texas,1062,74,48,201,340400,48201340400,Houston
Census Tract 3405.01; Harris County; Texas,3453,596,48,201,340501,48201340501,Houston
Census Tract 3405.02; Harris County; Texas,2187,709,48,201,340502,48201340502,Houston
Census Tract 3406; Harris County; Texas,2443,53,48,201,340600,48201340600,Houston
Census Tract 3407.01; Harris County; Texas,4113,352,48,201,340701,48201340701,Houston
Census Tract 3407.02; Harris County; Texas,3747,441,48,201,340702,48201340702,Houston
Census Tract 3408; Harris County; Texas,5707,243,48,201,340800,48201340800,Houston
Census Tract 3409; Harris County; Texas,4989,1167,48,201,340900,48201340900,Houston
Census Tract 3410.01; Harris County; Texas,4337,536,48,201,341001,48201341001,Houston
Census Tract 3410.02; Harris County; Texas,3912,249,48,201,341002,48201341002,Houston
Census Tract 3411.01; Harris County; Texas,1771,121,48,201,341101,48201341101,Houston
Census Tract 3411.02; Harris County; Texas,2116,174,48,201,341102,48201341102,Houston
Census Tract 3412.01; Harris County; Texas,4641,515,48,201,341201,48201341201,Houston
Census Tract 3412.03; Harris County; Texas,2516,128,48,201,341203,48201341203,Houston
Census Tract 3412.04; Harris County; Texas,3606,657,48,201,341204,48201341204,Houston
Census Tract 3413.02; Harris County; Texas,3740,138,48,201,341302,48201341302,Houston
Census Tract 3413.03; Harris County; Texas,3045,501,48,201,341303,48201341303,Houston
Census Tract 3413.04; Harris County; Texas,1568,127,48,201,341304,48201341304,Houston
Census Tract 3414; Harris County; Texas,6031,251,48,201,341400,48201341400,Houston
Census Tract 3415.01; Harris County; Texas,6549,570,48,201,341501,48201341501,Houston
Census Tract 3415.02; Harris County; Texas,4573,157,48,201,341502,48201341502,Houston
Census Tract 3416; Harris County; Texas,6813,349,48,201,341600,48201341600,Houston
Census Tract 3417; Harris County; Texas,2921,269,48,201,341700,48201341700,Houston
Census Tract 3418; Harris County; Texas,2224,212,48,201,341800,48201341800,Houston
Census Tract 3420.01; Harris County; Texas,6608,786,48,201,342001,48201342001,Houston
Census Tract 3420.02; Harris County; Texas,4030,303,48,201,342002,48201342002,Houston
Census Tract 3421; Harris County; Texas,4250,521,48,201,342100,48201342100,Houston
Census Tract 3422; Harris County; Texas,3584,807,48,201,342200,48201342200,Houston
Census Tract 3423; Harris County; Texas,7491,1418,48,201,342300,48201342300,Houston
Census Tract 3424; Harris County; Texas,3821,279,48,201,342400,48201342400,Houston
Census Tract 3425; Harris County; Texas,5976,276,48,201,342500,48201342500,Houston
Census Tract 3427; Harris County; Texas,4699,564,48,201,342700,48201342700,Houston
Census Tract 3428.01; Harris County; Texas,5344,101,48,201,342801,48201342801,Houston
Census Tract 3428.02; Harris County; Texas,3345,148,48,201,342802,48201342802,Houston
Census Tract 3429; Harris County; Texas,6962,257,48,201,342900,48201342900,Houston
Census Tract 3430; Harris County; Texas,8189,1272,48,201,343000,48201343000,Houston
Census Tract 3431; Harris County; Texas,4014,243,48,201,343100,48201343100,Houston
Census Tract 3432; Harris County; Texas,5264,144,48,201,343200,48201343200,Houston
Census Tract 3433.01; Harris County; Texas,4658,858,48,201,343301,48201343301,Houston
Census Tract 3433.02; Harris County; Texas,4932,415,48,201,343302,48201343302,Houston
Census Tract 3436.01; Harris County; Texas,1,0,48,201,343601,48201343601,Houston
Census Tract 3436.02; Harris County; Texas,2550,367,48,201,343602,48201343602,Houston
Census Tract 3437; Harris County; Texas,3828,814,48,201,343700,48201343700,Houston
Census Tract 3501.01; Harris County; Texas,4521,720,48,201,350101,48201350101,Houston
Census Tract 3501.02; Harris County; Texas,4724,115,48,201,350102,48201350102,Houston
Census Tract 3501.03; Harris County; Texas,7965,740,48,201,350103,48201350103,Houston
Census Tract 3501.04; Harris County; Texas,5319,908,48,201,350104,48201350104,Houston
Census Tract 3502.01; Harris County; Texas,4031,369,48,201,350201,48201350201,Houston
Census Tract 3502.02; Harris County; Texas,4708,616,48,201,350202,48201350202,Houston
Census Tract 3503; Harris County; Texas,6260,268,48,201,350300,48201350300,Houston
Census Tract 3504; Harris County; Texas,6267,544,48,201,350400,48201350400,Houston
Census Tract 3505; Harris County; Texas,6511,1000,48,201,350500,48201350500,Houston
Census Tract 3506.01; Harris County; Texas,4120,333,48,201,350601,48201350601,Houston
Census Tract 3506.03; Harris County; Texas,4465,125,48,201,350603,48201350603,Houston
Census Tract 3506.04; Harris County; Texas,3619,60,48,201,350604,48201350604,Houston
Census Tract 3507; Harris County; Texas,2087,84,48,201,350700,48201350700,Houston
Census Tract 3508.01; Harris County; Texas,4797,382,48,201,350801,48201350801,Houston
Census Tract 3508.03; Harris County; Texas,3082,143,48,201,350803,48201350803,Houston
Census Tract 3508.04; Harris County; Texas,6442,64,48,201,350804,48201350804,Houston
Census Tract 4101.01; Harris County; Texas,2033,384,48,201,410101,48201410101,Houston
Census Tract 4101.02; Harris County; Texas,3912,1038,48,201,410102,48201410102,Houston
Census Tract 4102.01; Harris County; Texas,1806,130,48,201,410201,48201410201,Houston
Census Tract 4102.02; Harris County; Texas,4303,240,48,201,410202,48201410202,Houston
Census Tract 4103; Harris County; Texas,3846,383,48,201,410300,48201410300,Houston
Census Tract 4104.01; Harris County; Texas,3568,163,48,201,410401,48201410401,Houston
Census Tract 4104.02; Harris County; Texas,2996,131,48,201,410402,48201410402,Houston
Census Tract 4105.01; Harris County; Texas,1815,113,48,201,410501,48201410501,Houston
Census Tract 4105.02; Harris County; Texas,3029,169,48,201,410502,48201410502,Houston
Census Tract 4106.01; Harris County; Texas,3624,539,48,201,410601,48201410601,Houston
Census Tract 4106.02; Harris County; Texas,2447,271,48,201,410602,48201410602,Houston
Census Tract 4107.03; Harris County; Texas,2271,306,48,201,410703,48201410703,Houston
Census Tract 4107.04; Harris County; Texas,1935,286,48,201,410704,48201410704,Houston
Census Tract 4107.05; Harris County; Texas,579,33,48,201,410705,48201410705,Houston
Census Tract 4107.06; Harris County; Texas,1558,294,48,201,410706,48201410706,Houston
Census Tract 4108.01; Harris County; Texas,2536,544,48,201,410801,48201410801,Houston
Census Tract 4108.02; Harris County; Texas,1433,129,48,201,410802,48201410802,Houston
Census Tract 4109; Harris County; Texas,3514,358,48,201,410900,48201410900,Houston
Census Tract 4110.01; Harris County; Texas,2597,127,48,201,411001,48201411001,Houston
Census Tract 4110.02; Harris County; Texas,1946,136,48,201,411002,48201411002,Houston
Census Tract 4110.03; Harris County; Texas,1532,195,48,201,411003,48201411003,Houston
Census Tract 4111; Harris County; Texas,3462,244,48,201,411100,48201411100,Houston
Census Tract 4112; Harris County; Texas,1738,93,48,201,411200,48201411200,Houston
Census Tract 4113.01; Harris County; Texas,2252,112,48,201,411301,48201411301,Houston
Census Tract 4113.02; Harris County; Texas,2333,137,48,201,411302,48201411302,Houston
Census Tract 4114; Harris County; Texas,2824,78,48,201,411400,48201411400,Houston
Census Tract 4115.03; Harris County; Texas,3316,213,48,201,411503,48201411503,Houston
Census Tract 4115.04; Harris County; Texas,2910,399,48,201,411504,48201411504,Houston
Census Tract 4115.05; Harris County; Texas,2991,330,48,201,411505,48201411505,Houston
Census Tract 4115.06; Harris County; Texas,2846,144,48,201,411506,48201411506,Houston
Census Tract 4115.07; Harris County; Texas,2017,332,48,201,411507,48201411507,Houston
Census Tract 4116; Harris County; Texas,2800,107,48,201,411600,48201411600,Houston
Census Tract 4117; Harris County; Texas,3607,78,48,201,411700,48201411700,Houston
Census Tract 4118.01; Harris County; Texas,3619,114,48,201,411801,48201411801,Houston
Census Tract 4118.02; Harris County; Texas,2188,176,48,201,411802,48201411802,Houston
Census Tract 4119.01; Harris County; Texas,2157,46,48,201,411901,48201411901,Houston
Census Tract 4119.02; Harris County; Texas,1886,167,48,201,411902,48201411902,Houston
Census Tract 4120; Harris County; Texas,3824,274,48,201,412000,48201412000,Houston
Census Tract 4122.01; Harris County; Texas,2263,354,48,201,412201,48201412201,Houston
Census Tract 4122.02; Harris County; Texas,3362,277,48,201,412202,48201412202,Houston
Census Tract 4123; Harris County; Texas,6750,120,48,201,412300,48201412300,Houston
Census Tract 4124; Harris County; Texas,4495,53,48,201,412400,48201412400,Houston
Census Tract 4125; Harris County; Texas,1631,50,48,201,412500,48201412500,Houston
Census Tract 4126; Harris County; Texas,3751,118,48,201,412600,48201412600,Houston
Census Tract 4127; Harris County; Texas,3130,159,48,201,412700,48201412700,Houston
Census Tract 4128; Harris County; Texas,5167,100,48,201,412800,48201412800,Houston
Census Tract 4129.01; Harris County; Texas,2196,315,48,201,412901,48201412901,Houston
Census Tract 4129.02; Harris County; Texas,2953,609,48,201,412902,48201412902,Houston
Census Tract 4130; Harris County; Texas,3061,207,48,201,413000,48201413000,Houston
Census Tract 4131; Harris County; Texas,3192,91,48,201,413100,48201413100,Houston
Census Tract 4132.03; Harris County; Texas,1919,402,48,201,413203,48201413203,Houston
Census Tract 4132.04; Harris County; Texas,1040,273,48,201,413204,48201413204,Houston
Census Tract 4132.05; Harris County; Texas,1541,224,48,201,413205,48201413205,Houston
Census Tract 4132.06; Harris County; Texas,2725,314,48,201,413206,48201413206,Houston
Census Tract 4133.01; Harris County; Texas,4769,90,48,201,413301,48201413301,Houston
Census Tract 4133.02; Harris County; Texas,3749,172,48,201,413302,48201413302,Houston
Census Tract 4201; Harris County; Texas,2843,279,48,201,420100,48201420100,Houston
Census Tract 4202; Harris County; Texas,2522,724,48,201,420200,48201420200,Houston
Census Tract 4203; Harris County; Texas,3666,207,48,201,420300,48201420300,Houston
Census Tract 4204; Harris County; Texas,3187,34,48,201,420400,48201420400,Houston
Census Tract 4205; Harris County; Texas,3500,646,48,201,420500,48201420500,Houston
Census Tract 4206; Harris County; Texas,2311,198,48,201,420600,48201420600,Houston
Census Tract 4207; Harris County; Texas,2549,12,48,201,420700,48201420700,Houston
Census Tract 4208; Harris County; Texas,2640,42,48,201,420800,48201420800,Houston
Census Tract 4209; Harris County; Texas,6005,128,48,201,420900,48201420900,Houston
Census Tract 4210; Harris County; Texas,2795,57,48,201,421000,48201421000,Houston
Census Tract 4211.01; Harris County; Texas,2646,762,48,201,421101,48201421101,Houston
Census Tract 4211.03; Harris County; Texas,1396,271,48,201,421103,48201421103,Houston
Census Tract 4211.04; Harris County; Texas,4370,1450,48,201,421104,48201421104,Houston
Census Tract 4212.03; Harris County; Texas,2268,929,48,201,421203,48201421203,Houston
Census Tract 4212.04; Harris County; Texas,3472,1086,48,201,421204,48201421204,Houston
Census Tract 4212.05; Harris County; Texas,2798,1083,48,201,421205,48201421205,Houston
Census Tract 4212.06; Harris County; Texas,2184,871,48,201,421206,48201421206,Houston
Census Tract 4213.01; Harris County; Texas,3742,1550,48,201,421301,48201421301,Houston
Census Tract 4213.02; Harris County; Texas,4817,1214,48,201,421302,48201421302,Houston
Census Tract 4214.01; Harris County; Texas,3571,1076,48,201,421401,48201421401,Houston
