GEOID,total_population,lst_c,hi_c,quadrant,city,lst_median_city,hi_median_city
48201230800,2373,44.15599012481021,34.07099544825302,Low LST + Low HI,Houston,48.352145765360696,34.182124562548104
48201210400,3908,48.59561049781493,34.171944709656074,High LST + Low HI,Houston,48.352145765360696,34.182124562548104
48201220800,3782,47.348991539919,34.06312454115072,Low LST + Low HI,Houston,48.352145765360696,34.182124562548104
48201433007,1611,51.48845879687502,34.182124562548104,High LST + High HI,Houston,48.352145765360696,34.182124562548104
48201451502,2564,46.566200318715275,34.20131872067585,Low LST + High HI,Houston,48.352145765360696,34.182124562548104
48201451603,3721,48.72109855456377,34.20131872067585,High LST + High HI,Houston,48.352145765360696,34.182124562548104
48201452402,4005,50.026823507747366,34.182124562548104,High LST + High HI,Houston,48.352145765360696,34.182124562548104
48201452501,2611,50.0952159116206,34.182124562548104,High LST + High HI,Houston,48.352145765360696,34.182124562548104
48201310200,2054,50.34500895915617,34.171944709656074,High LST + Low HI,Houston,48.352145765360696,34.182124562548104
48201310300,4071,49.90633883333334,34.171944709656074,High LST + Low HI,Houston,48.352145765360696,34.182124562548104
48201533100,6397,46.689955005087135,34.06943130034954,Low LST + Low HI,Houston,48.352145765360696,34.182124562548104
48201533200,4363,46.2150871384125,34.06943130034954,Low LST + Low HI,Houston,48.352145765360696,34.182124562548104
48201533500,3917,47.90631115769114,34.06943130034954,Low LST + Low HI,Houston,48.352145765360696,34.182124562548104
48201431102,4087,48.02483241715934,34.182124562548104,Low LST + High HI,Houston,48.352145765360696,34.182124562548104
48201431101,4838,50.28019064516874,34.182124562548104,High LST + High HI,Houston,48.352145765360696,34.182124562548104
48201433003,5315,52.10336731644862,34.182124562548104,High LST + High HI,Houston,48.352145765360696,34.182124562548104
48201432901,3543,50.7770474138668,34.182124562548104,High LST + High HI,Houston,48.352145765360696,34.182124562548104
48201433202,3524,49.909303886562505,34.19907681151132,High LST + High HI,Houston,48.352145765360696,34.182124562548104
48201433201,3911,49.83546146000002,34.19907681151132,High LST + High HI,Houston,48.352145765360696,34.182124562548104
48201320500,4073,47.55625271808812,34.177767329799366,Low LST + Low HI,Houston,48.352145765360696,34.182124562548104
48201521502,2869,46.664182292000014,34.075192871938214,Low LST + Low HI,Houston,48.352145765360696,34.182124562548104
48201333905,3356,47.69510887091637,34.175943089573586,Low LST + Low HI,Houston,48.352145765360696,34.182124562548104
48201311702,2189,51.59295354341102,34.171944709656074,High LST + Low HI,Houston,48.352145765360696,34.182124562548104
48201221502,2920,50.96698533939294,34.06943130034954,High LST + Low HI,Houston,48.352145765360696,34.182124562548104
