ALAND,AWATER,COUNTYFP,GEOID,NAME,NAMELSAD,STATEFP,TRACTCE,area_km2,below_poverty_count,below_poverty_count_clean,city,high_poverty_flag,inequity_group,low_income_flag,hi_summer_mean_c,hi_summer_median_c,median_household_income,median_household_income_clean,poverty_rate,poverty_universe,poverty_universe_clean,total_population,total_population_clean
1306661,0,013,04013110802,1108.02,Census Tract 1108.02,04,110802,1.3059087736868704,443,443,Phoenix,True,High income + High poverty,False,33.55384219869438,33.55384219869438,85220,85220.0,0.1797160243407708,2465,2465,2465,2465
1328206,0,013,04013110901,1109.01,Census Tract 1109.01,04,110901,1.3274312382577351,511,511,Phoenix,True,Low income + High poverty,True,33.55384219869438,33.55384219869438,60462,60462.0,0.13718120805369127,3725,3725,3743,3743
3298988,0,013,04013116731,1167.31,Census Tract 1167.31,04,116731,3.2972062775616564,110,110,Phoenix,False,High income + Low poverty,False,33.40755035978331,33.18975435846057,161167,161167.0,0.031455533314269375,3497,3497,3497,3497
1924567,9252,013,04013117000,1170,Census Tract 1170,04,117000,1.9327745738367628,1079,1079,Phoenix,True,Low income + High poverty,True,33.806902767508106,33.806902767508106,50968,50968.0,0.1729721064443732,6238,6238,6417,6417
1408301,0,013,04013619700,6197,Census Tract 6197,04,619700,1.4074675371853345,347,347,Phoenix,False,High income + Low poverty,False,,,94716,94716.0,0.1098448876226654,3159,3159,3193,3193
1416462,0,013,04013619800,6198,Census Tract 6198,04,619800,1.4156254792018368,236,236,Phoenix,False,High income + Low poverty,False,32.58828848276658,32.58828848276658,82069,82069.0,0.049074651694739034,4809,4809,4809,4809
3438345,0,013,04013619900,6199,Census Tract 6199,04,619900,3.4362738117417257,155,155,Phoenix,False,High income + Low poverty,False,32.58828848276658,32.58828848276658,150083,150083.0,0.02362444749276025,6561,6561,6600,6600
2918635,2146,013,04013082012,820.12,Census Tract 820.12,04,082012,2.919489651226898,867,867,Phoenix,False,High income + Low poverty,False,33.76687879227254,33.694000437113615,84773,84773.0,0.1271074622489371,6821,6821,6824,6824
1283745,0,013,04013105601,1056.01,Census Tract 1056.01,04,105601,1.2830615789718745,563,563,Phoenix,True,High income + High poverty,False,33.30751880031277,33.30751880031277,92292,92292.0,0.1374847374847375,4095,4095,4095,4095
1290174,0,013,04013105702,1057.02,Census Tract 1057.02,04,105702,1.2894983814949141,447,447,Phoenix,False,Low income + Low poverty,True,33.30751880031277,33.30751880031277,72320,72320.0,0.10532516493873705,4244,4244,4244,4244
2604619,0,013,04013105800,1058,Census Tract 1058,04,105800,2.603261398034085,637,637,Phoenix,False,High income + Low poverty,False,33.30751880031277,33.30751880031277,86890,86890.0,0.09446833753522171,6743,6743,6751,6751
2568620,0,013,04013105400,1054,Census Tract 1054,04,105400,2.567215103307962,44,44,Phoenix,False,High income + Low poverty,False,33.3082424010499,33.3082424010499,137955,137955.0,0.011783610069630423,3734,3734,3734,3734
2602568,0,013,04013105900,1059,Census Tract 1059,04,105900,2.601185170620502,649,649,Phoenix,False,Low income + Low poverty,True,33.30751880031277,33.30751880031277,70638,70638.0,0.12289339140314334,5281,5281,5286,5286
2554739,0,013,04013106100,1061,Census Tract 1061,04,106100,2.55333830449687,562,562,Phoenix,False,High income + Low poverty,False,33.3082424010499,33.3082424010499,76716,76716.0,0.09845830413454801,5708,5708,5803,5803
2594013,0,013,04013106200,1062,Census Tract 1062,04,106200,2.592574342180492,139,139,Phoenix,False,High income + Low poverty,False,33.3082424010499,33.3082424010499,221833,221833.0,0.04125853368952211,3369,3369,3369,3369
2633115,31512,013,04013106300,1063,Census Tract 1063,04,106300,2.663128996524274,433,433,Phoenix,False,High income + Low poverty,False,33.3082424010499,33.3082424010499,105491,105491.0,0.08002217704675661,5411,5411,5501,5501
1169245,9172,013,04013110002,1100.02,Census Tract 1100.02,04,110002,1.1778151624475568,1019,1019,Phoenix,True,Low income + High poverty,True,33.806902767508106,33.806902767508106,65107,65107.0,0.2023029581099861,5037,5037,5037,5037
2573751,16769,013,04013110100,1101,Census Tract 1101,04,110100,2.589167367091904,1845,1845,Phoenix,True,Low income + High poverty,True,33.806902767508106,33.806902767508106,57056,57056.0,0.27036928487690504,6824,6824,6855,6855
2497051,0,013,04013110400,1104,Census Tract 1104,04,110400,2.4956870594467815,828,828,Phoenix,True,Low income + High poverty,True,33.55384219869438,33.55384219869438,62672,62672.0,0.155668358714044,5319,5319,5329,5329
2599369,7245,013,04013110600,1106,Census Tract 1106,04,110600,2.605148983756767,442,442,Phoenix,False,Low income + Low poverty,True,33.55384219869438,33.55384219869438,71450,71450.0,0.09038854805725971,4890,4890,4964,4964
886374,12289,013,04013110701,1107.01,Census Tract 1107.01,04,110701,0.8981542795058265,401,401,Phoenix,True,Low income + High poverty,True,33.55384219869438,33.55384219869438,64962,64962.0,0.17933810375670842,2236,2236,2311,2311
1703281,8860,013,04013110702,1107.02,Census Tract 1107.02,04,110702,1.7111624657090985,539,539,Phoenix,False,Low income + Low poverty,True,33.55384219869438,33.55384219869438,66078,66078.0,0.12485522353486217,4317,4317,4367,4367
1290278,0,013,04013105602,1056.02,Census Tract 1056.02,04,105602,1.2895973388209712,2171,2171,Phoenix,True,Low income + High poverty,True,33.30751880031277,33.30751880031277,49003,49003.0,0.332363747703613,6532,6532,6553,6553
2590519,0,013,04013112100,1121,Census Tract 1121,04,112100,2.5891454345095912,508,508,Phoenix,True,Low income + High poverty,True,33.806902767508106,33.806902767508106,64375,64375.0,0.12959183673469388,3920,3920,3920,3920
2616810,30363,013,04013082002,820.02,Census Tract 820.02,04,082002,2.645981947368619,1158,1158,Phoenix,True,High income + High poverty,False,33.94039544329091,33.94039544329091,80189,80189.0,0.17314593301435408,6688,6688,6737,6737
1288070,0,013,04013115802,1158.02,Census Tract 1158.02,04,115802,1.287357060169896,607,607,Phoenix,True,Low income + High poverty,True,33.60664598643398,33.55384219869438,52546,52546.0,0.17069741282339707,3556,3556,3583,3583
3802548,0,013,04013116712,1167.12,Census Tract 1167.12,04,116712,3.8002969643656788,396,396,Phoenix,False,High income + Low poverty,False,33.807164090384,33.807164090384,84087,84087.0,0.05799648506151142,6828,6828,6922,6922
644173,0,013,04013113502,1135.02,Census Tract 1135.02,04,113502,0.6437983215393192,873,873,Phoenix,True,Low income + High poverty,True,33.55384219869438,33.55384219869438,41313,41313.0,0.3158465991316932,2764,2764,2775,2775
2416247,169147,013,04013116713,1167.13,Census Tract 1167.13,04,116713,2.583886610724496,355,355,Phoenix,False,High income + Low poverty,False,33.705269107226194,33.67979536143674,150739,150739.0,0.061653351858284126,5758,5758,5758,5758
2708606,0,013,04013116714,1167.14,Census Tract 1167.14,04,116714,2.7070485366412176,36,36,Phoenix,False,High income + Low poverty,False,33.67979536143674,33.67979536143674,117019,117019.0,0.01005586592178771,3580,3580,3580,3580
921582,0,013,04013116715,1167.15,Census Tract 1167.15,04,116715,0.9210312950832827,138,138,Phoenix,False,High income + Low poverty,False,33.87067866933084,33.87067866933084,106875,106875.0,0.07854297097324986,1757,1757,1764,1764
1073881,0,013,04013116717,1167.17,Census Tract 1167.17,04,116717,1.0732402976405628,335,335,Phoenix,False,Low income + Low poverty,True,33.87067866933084,33.87067866933084,61893,61893.0,0.0987326849395815,3393,3393,3438,3438
959470,34195,013,04013116718,1167.18,Census Tract 1167.18,04,116718,0.9930754342149364,338,338,Phoenix,False,High income + Low poverty,False,,,75750,75750.0,0.12832194381169323,2634,2634,2634,2634
3376895,0,013,04013116719,1167.19,Census Tract 1167.19,04,116719,3.3748975963089065,357,357,Phoenix,False,High income + Low poverty,False,33.87067866933084,33.87067866933084,109236,109236.0,0.052912405513561585,6747,6747,6749,6749
1770155,0,013,04013116720,1167.20,Census Tract 1167.20,04,116720,1.7691163981304543,580,580,Phoenix,True,High income + High poverty,False,33.809069668901685,33.87067866933084,92863,92863.0,0.14070839398350315,4122,4122,4122,4122
969156,0,013,04013619200,6192,Census Tract 6192,04,619200,0.9686126946247069,1586,1586,Phoenix,True,Low income + High poverty,True,32.705018891501915,32.705018891501915,52708,52708.0,0.2498818339372932,6347,6347,6347,6347
1309953,0,013,04013619300,6193,Census Tract 6193,04,619300,1.3092056907603415,842,842,Phoenix,True,Low income + High poverty,True,,,58487,58487.0,0.18744434550311664,4492,4492,4492,4492
1295293,0,013,04013619400,6194,Census Tract 6194,04,619400,1.2945511625065094,130,130,Phoenix,False,High income + Low poverty,False,32.705018891501915,32.705018891501915,83400,83400.0,0.027938964109176876,4653,4653,4653,4653
2588572,0,013,04013619500,6195,Census Tract 6195,04,619500,2.5870739113106502,563,563,Phoenix,False,High income + Low poverty,False,32.705018891501915,32.705018891501915,79708,79708.0,0.09571574294457667,5882,5882,5882,5882
416981,0,013,04013111203,1112.03,Census Tract 1112.03,04,111203,0.4167317870009184,272,272,Phoenix,False,Low income + Low poverty,True,,,50833,50833.0,0.12477064220183487,2180,2180,2180,2180
6537308,85288,013,04013111204,1112.04,Census Tract 1112.04,04,111204,6.618585930266597,376,376,Phoenix,False,High income + Low poverty,False,33.684223247532515,33.684223247532515,87733,87733.0,0.1038961038961039,3619,3619,3619,3619
2621012,0,013,04013111300,1113,Census Tract 1113,04,111300,2.61945836519515,275,275,Phoenix,False,Low income + Low poverty,True,33.684223247532515,33.684223247532515,75101,75101.0,0.04563557915698639,6026,6026,6026,6026
1316507,0,013,04013111402,1114.02,Census Tract 1114.02,04,111402,1.3157320094698133,843,843,Phoenix,True,Low income + High poverty,True,33.61903272311345,33.61903272311345,62734,62734.0,0.2377997179125529,3545,3545,3545,3545
5398151,0,013,04013611400,6114,Census Tract 6114,04,611400,5.395467090425074,161,161,Phoenix,False,High income + Low poverty,False,32.2870620408866,32.30897859005257,144810,144810.0,0.023613963039014373,6818,6818,6818,6818
12272745,553130,013,04013614300,6143,Census Tract 6143,04,614300,12.819296312042894,73,73,Phoenix,False,High income + Low poverty,False,32.62849711203191,32.62849711203191,152670,152670.0,0.024662162162162164,2960,2960,2960,2960
2401280,0,013,04013614400,6144,Census Tract 6144,04,614400,2.4000222855764823,470,470,Phoenix,False,Low income + Low poverty,True,32.62849711203191,32.62849711203191,59104,59104.0,0.12085368989457444,3889,3889,3889,3889
1286367,0,013,04013082007,820.07,Census Tract 820.07,04,082007,1.2857656737911725,481,481,Phoenix,False,High income + Low poverty,False,33.694000437113615,33.694000437113615,83189,83189.0,0.1190004948045522,4042,4042,4042,4042
1300324,0,013,04013082008,820.08,Census Tract 820.08,04,082008,1.2997097738076118,378,378,Phoenix,False,High income + Low poverty,False,33.694000437113615,33.694000437113615,80250,80250.0,0.07201371689845684,5249,5249,5249,5249
1303676,0,013,04013082009,820.09,Census Tract 820.09,04,082009,1.3030694489222063,575,575,Phoenix,False,Low income + Low poverty,True,34.18679044946821,34.18679044946821,67154,67154.0,0.1189245087900724,4835,4835,4927,4927
1305221,0,013,04013105701,1057.01,Census Tract 1057.01,04,105701,1.3045435929416462,504,504,Phoenix,True,Low income + High poverty,True,33.30751880031277,33.30751880031277,66688,66688.0,0.14412353445810694,3497,3497,3500,3500
2563939,0,013,04013104000,1040,Census Tract 1040,04,104000,2.5625788926714046,2061,2061,Phoenix,True,Low income + High poverty,True,32.62849711203191,32.62849711203191,42662,42662.0,0.2771278741427995,7437,7437,7438,7438
1093756,0,013,04013109604,1096.04,Census Tract 1096.04,04,109604,1.093220726355584,977,977,Phoenix,True,Low income + High poverty,True,33.694000437113615,33.694000437113615,65571,65571.0,0.22705089472461074,4303,4303,4332,4332
2586580,0,013,04013116500,1165,Census Tract 1165,04,116500,2.585148222596234,1133,1133,Phoenix,True,Low income + High poverty,True,33.68585166804336,33.68585166804336,54946,54946.0,0.23569794050343248,4807,4807,4807,4807
1304314,0,013,04013112401,1124.01,Census Tract 1124.01,04,112401,1.303655865831157,528,528,Phoenix,False,Low income + Low poverty,True,,,56846,56846.0,0.08568646543330087,6162,6162,6162,6162
1504393,10484,013,04013108902,1089.02,Census Tract 1089.02,04,108902,1.5140468952765098,1286,1286,Phoenix,True,Low income + High poverty,True,33.3082424010499,33.3082424010499,49615,49615.0,0.248166730991895,5182,5182,5212,5212
2569544,0,013,04013109300,1093,Census Tract 1093,04,109300,2.568221768551466,994,994,Phoenix,True,High income + High poverty,False,33.30751880031277,33.30751880031277,80733,80733.0,0.22626906442066924,4393,4393,4473,4473
2479942,24992,013,04013109500,1095,Census Tract 1095,04,109500,2.503695656517412,489,489,Phoenix,False,High income + Low poverty,False,33.38481512767294,33.30751880031277,81058,81058.0,0.08248987854251012,5928,5928,5950,5950
1231152,0,013,04013109601,1096.01,Census Tract 1096.01,04,109601,1.2305625160129834,1041,1041,Phoenix,True,Low income + High poverty,True,33.694000437113615,33.694000437113615,47483,47483.0,0.2328338179378215,4471,4471,4480,4480
1474284,0,013,04013109602,1096.02,Census Tract 1096.02,04,109602,1.4735640996870545,1191,1191,Phoenix,True,Low income + High poverty,True,33.694000437113615,33.694000437113615,63937,63937.0,0.14880059970014992,8004,8004,8004,8004
1331560,0,013,04013109603,1096.03,Census Tract 1096.03,04,109603,1.3309157104372231,242,242,Phoenix,False,High income + Low poverty,False,33.694000437113615,33.694000437113615,75924,75924.0,0.06217882836587873,3892,3892,3892,3892
1304040,0,013,04013113100,1131,Census Tract 1131,04,113100,1.3033225277662668,1885,1885,Phoenix,True,Low income + High poverty,True,33.55384219869438,33.55384219869438,38623,38623.0,0.37617242067451606,5011,5011,6609,6609
1384436,9061,013,04013110001,1100.01,Census Tract 1100.01,04,110001,1.3927795311047544,809,809,Phoenix,True,Low income + High poverty,True,33.806902767508106,33.806902767508106,72250,72250.0,0.1752979414951246,4615,4615,4619,4619
2335896,0,013,04013103210,1032.10,Census Tract 1032.10,04,103210,2.3345114977286117,491,491,Phoenix,False,High income + Low poverty,False,32.58828848276658,32.58828848276658,76329,76329.0,0.06321617097978628,7767,7767,7951,7951
2713637,0,013,04013103211,1032.11,Census Tract 1032.11,04,103211,2.712023248932179,233,233,Phoenix,False,High income + Low poverty,False,32.58828848276658,32.58828848276658,113295,113295.0,0.04928087986463621,4728,4728,4744,4744
2606845,0,013,04013103212,1032.12,Census Tract 1032.12,04,103212,2.6052766634334286,165,165,Phoenix,False,High income + Low poverty,False,32.58828848276658,32.58828848276658,125129,125129.0,0.0383008356545961,4308,4308,4343,4343
2598233,0,013,04013103214,1032.14,Census Tract 1032.14,04,103214,2.5966569856047266,69,69,Phoenix,False,High income + Low poverty,False,32.58828848276658,32.58828848276658,126000,126000.0,0.018167456556082148,3798,3798,3814,3814
2710637,0,013,04013103215,1032.15,Census Tract 1032.15,04,103215,2.7090281885025997,102,102,Phoenix,False,High income + Low poverty,False,32.58828848276658,32.58828848276658,146154,146154.0,0.03488372093023256,2924,2924,3064,3064
1302034,0,013,04013109802,1098.02,Census Tract 1098.02,04,109802,1.301384221978311,857,857,Phoenix,True,Low income + High poverty,True,33.806902767508106,33.806902767508106,73023,73023.0,0.19824196160074023,4323,4323,4342,4342
2582501,188,013,04013104203,1042.03,Census Tract 1042.03,04,104203,2.581341129059733,459,459,Phoenix,False,High income + Low poverty,False,33.30751880031277,33.30751880031277,86296,86296.0,0.062287963088614465,7369,7369,7374,7374
2588062,0,013,04013115700,1157,Census Tract 1157,04,115700,2.586653368592706,1048,1048,Phoenix,True,High income + High poverty,False,33.619846933368876,33.619846933368876,79757,79757.0,0.13615694426399896,7697,7697,7697,7697
1292929,0,013,04013107202,1072.02,Census Tract 1072.02,04,107202,1.2922440397482333,910,910,Phoenix,True,High income + High poverty,False,33.30751880031277,33.30751880031277,86602,86602.0,0.17836142689141513,5102,5102,5132,5132
1308540,0,013,04013112519,1125.19,Census Tract 1125.19,04,112519,1.3079024806698065,1896,1896,Phoenix,True,Low income + High poverty,True,34.18679044946821,34.18679044946821,47379,47379.0,0.4166117336849044,4551,4551,4611,4611
576659,0,013,04013112521,1125.21,Census Tract 1125.21,04,112521,0.5763740935802194,412,412,Phoenix,False,Low income + Low poverty,True,,,48700,48700.0,0.12665232093452197,3253,3253,3253,3253
3049221,0,013,04013112524,1125.24,Census Tract 1125.24,04,112524,3.0477580625302787,1495,1495,Phoenix,True,Low income + High poverty,True,34.18679044946821,34.18679044946821,46148,46148.0,0.2867280398925969,5214,5214,5214,5214
1300671,0,013,04013109401,1094.01,Census Tract 1094.01,04,109401,1.3000151577998997,761,761,Phoenix,True,Low income + High poverty,True,,,41265,41265.0,0.23604218362282878,3224,3224,3224,3224
2609661,0,013,04013112515,1125.15,Census Tract 1125.15,04,112515,2.608371231022783,546,546,Phoenix,False,Low income + Low poverty,True,33.88288030390012,33.806902767508106,68338,68338.0,0.11458551941238194,4765,4765,4765,4765
2049882,0,013,04013112522,1125.22,Census Tract 1125.22,04,112522,2.0488661347338604,553,553,Phoenix,False,Low income + Low poverty,True,33.88288030390012,33.806902767508106,70191,70191.0,0.08409367396593674,6576,6576,6576,6576
1286557,0,013,04013107002,1070.02,Census Tract 1070.02,04,107002,1.2858830006835746,1314,1314,Phoenix,True,Low income + High poverty,True,33.30751880031277,33.30751880031277,65395,65395.0,0.3486335898116211,3769,3769,3810,3810
1306783,0,013,04013107001,1070.01,Census Tract 1070.01,04,107001,1.3061054115579562,1616,1616,Phoenix,True,Low income + High poverty,True,33.30751880031277,33.30751880031277,54136,54136.0,0.35376532399299476,4568,4568,4754,4754
18064663,47736,013,04013113800,1138,Census Tract 1138,04,113800,18.101764595288536,801,801,Phoenix,True,Low income + High poverty,True,33.61903272311345,33.61903272311345,68227,68227.0,0.3078401229823213,2602,2602,2610,2610
2567737,0,013,04013112523,1125.23,Census Tract 1125.23,04,112523,2.566511645779643,755,755,Phoenix,True,Low income + High poverty,True,34.18679044946821,34.18679044946821,57813,57813.0,0.18010496183206107,4192,4192,4192,4192
1454221,0,013,04013116202,1162.02,Census Tract 1162.02,04,116202,1.4533598098121099,441,441,Phoenix,False,High income + Low poverty,False,,,89825,89825.0,0.0912854481473815,4831,4831,4898,4898
7259540,6817,013,04013115200,1152,Census Tract 1152,04,115200,7.262105431115384,775,775,Phoenix,True,Low income + High poverty,True,33.62404737883799,33.684223247532515,61250,61250.0,0.21861777150916784,3545,3545,3545,3545
4150361,0,013,04013115300,1153,Census Tract 1153,04,115300,4.148014514901481,931,931,Phoenix,True,Low income + High poverty,True,33.55384219869438,33.55384219869438,36106,36106.0,0.37106416899163014,2509,2509,2567,2567
2598847,0,013,04013115500,1155,Census Tract 1155,04,115500,2.5974911449912987,931,931,Phoenix,True,Low income + High poverty,True,33.7492427356863,33.749242735686295,45206,45206.0,0.2518258047065188,3697,3697,3712,3712
2552654,0,013,04013115600,1156,Census Tract 1156,04,115600,2.551281878055877,1010,1010,Phoenix,True,Low income + High poverty,True,33.7492427356863,33.749242735686295,60838,60838.0,0.19661280903250924,5137,5137,5137,5137
2569302,0,013,04013115900,1159,Census Tract 1159,04,115900,2.567857174048384,985,985,Phoenix,True,Low income + High poverty,True,33.619846933368876,33.619846933368876,60324,60324.0,0.16863550761855847,5841,5841,5849,5849
2480173,0,013,04013116000,1160,Census Tract 1160,04,116000,2.4787621794570125,953,953,Phoenix,True,Low income + High poverty,True,33.619846933368876,33.619846933368876,61130,61130.0,0.14766036566470406,6454,6454,6454,6454
2417088,0,013,04013116100,1161,Census Tract 1161,04,116100,2.4156928892922016,1419,1419,Phoenix,True,Low income + High poverty,True,33.619846933368876,33.619846933368876,45588,45588.0,0.3005719127303537,4721,4721,4721,4721
9370856,0,013,04013116619,1166.19,Census Tract 1166.19,04,116619,9.366142727470333,368,368,Phoenix,False,High income + Low poverty,False,33.69158270386449,33.69158270386449,122500,122500.0,0.06600896860986546,5575,5575,5575,5575
2575241,0,013,04013107300,1073,Census Tract 1073,04,107300,2.5738554763995514,1274,1274,Phoenix,True,Low income + High poverty,True,33.30751880031277,33.30751880031277,70274,70274.0,0.1951593137254902,6528,6528,6528,6528
1293228,0,013,04013109703,1097.03,Census Tract 1097.03,04,109703,1.292599498782872,623,623,Phoenix,True,Low income + High poverty,True,34.18679044946821,34.18679044946821,53681,53681.0,0.2069767441860465,3010,3010,3010,3010
5996205,0,013,04013105101,1051.01,Census Tract 1051.01,04,105101,5.992673732357656,98,98,Phoenix,False,High income + Low poverty,False,33.31155903644264,33.3145440082961,181520,181520.0,0.02299389957766307,4262,4262,4279,4279
4041966,10199,013,04013105200,1052,Census Tract 1052,04,105200,4.049882010521559,177,177,Phoenix,False,High income + Low poverty,False,33.3082424010499,33.3082424010499,83476,83476.0,0.030143051771117167,5872,5872,5887,5887
2628235,26003,013,04013105300,1053,Census Tract 1053,04,105300,2.6527649019994928,399,399,Phoenix,False,High income + Low poverty,False,33.3082424010499,33.3082424010499,90054,90054.0,0.08645720476706392,4615,4615,4683,4683
1452097,16185,013,04013108100,1081,Census Tract 1081,04,108100,1.4674085108792212,51,51,Phoenix,False,High income + Low poverty,False,33.3145440082961,33.3145440082961,102278,102278.0,0.023676880222841225,2154,2154,2154,2154
2597094,0,013,04013109200,1092,Census Tract 1092,04,109200,2.595737554272294,685,685,Phoenix,True,Low income + High poverty,True,33.30751880031277,33.30751880031277,44080,44080.0,0.14540437274464021,4711,4711,4711,4711
2493575,96080,013,04013106400,1064,Census Tract 1064,04,106400,2.588180460235146,309,309,Phoenix,False,High income + Low poverty,False,33.3082424010499,33.3082424010499,90146,90146.0,0.09498924070089149,3253,3253,3253,3253
3794205,0,013,04013116729,1167.29,Census Tract 1167.29,04,116729,3.7920269346445252,47,47,Phoenix,False,High income + Low poverty,False,33.68585166804336,33.68585166804336,162552,162552.0,0.012391247034010018,3793,3793,3793,3793
2604856,0,013,04013106900,1069,Census Tract 1069,04,106900,2.6034738923514134,1739,1739,Phoenix,True,Low income + High poverty,True,33.30751880031277,33.30751880031277,59475,59475.0,0.22948007389812616,7578,7578,7578,7578
1264266,0,013,04013112504,1125.04,Census Tract 1125.04,04,112504,1.2636414498934467,681,681,Phoenix,True,Low income + High poverty,True,,,68409,68409.0,0.1836569579288026,3708,3708,3720,3720
2568486,0,013,04013092719,927.19,Census Tract 927.19,04,092719,2.5673246257505973,501,501,Phoenix,False,Low income + Low poverty,True,33.694000437113615,33.694000437113615,75721,75721.0,0.09340044742729306,5364,5364,5391,5391
2865638,0,013,04013103219,1032.19,Census Tract 1032.19,04,103219,2.863873677432666,213,213,Phoenix,False,High income + Low poverty,False,32.58828848276658,32.58828848276658,104868,104868.0,0.055890842298609286,3811,3811,3811,3811
2171942,0,013,04013103220,1032.20,Census Tract 1032.20,04,103220,2.1706047226627576,199,199,Phoenix,False,High income + Low poverty,False,32.58828848276658,32.58828848276658,98611,98611.0,0.07056737588652483,2820,2820,2820,2820
2572816,0,013,04013103701,1037.01,Census Tract 1037.01,04,103701,2.5713546976992725,1248,1248,Phoenix,True,Low income + High poverty,True,32.705018891501915,32.705018891501915,52516,52516.0,0.2531440162271805,4930,4930,4947,4947
4717269,0,013,04013103702,1037.02,Census Tract 1037.02,04,103702,4.714604200317111,290,290,Phoenix,False,High income + Low poverty,False,33.1985653993139,33.3082424010499,88526,88526.0,0.08152937868990723,3557,3557,3557,3557
2713807,14525,013,04013618100,6181,Census Tract 6181,04,618100,2.726931847913981,144,144,Phoenix,False,High income + Low poverty,False,32.62849711203191,32.62849711203191,99583,99583.0,0.031992890468784715,4501,4501,4501,4501
1305205,0,013,04013618200,6182,Census Tract 6182,04,618200,1.3045185901993501,569,569,Phoenix,True,High income + High poverty,False,,,85101,85101.0,0.14253507014028055,3992,3992,3992,3992
1507496,0,013,04013618500,6185,Census Tract 6185,04,618500,1.506692842907603,356,356,Phoenix,False,Low income + Low poverty,True,32.62849711203191,32.62849711203191,54077,54077.0,0.08458066048942742,4209,4209,4210,4210
2295575,0,013,04013618600,6186,Census Tract 6186,04,618600,2.2943314673740183,512,512,Phoenix,False,Low income + Low poverty,True,32.62849711203191,32.62849711203191,62305,62305.0,0.10620203277328355,4821,4821,4879,4879
1258100,0,013,04013618800,6188,Census Tract 6188,04,618800,1.2574114881401122,669,669,Phoenix,False,Low income + Low poverty,True,32.705018891501915,32.705018891501915,48750,48750.0,0.11352452061768199,5893,5893,5919,5919
1289396,0,013,04013619000,6190,Census Tract 6190,04,619000,1.2886715161875433,239,239,Phoenix,False,Low income + Low poverty,True,,,52772,52772.0,0.08587854832914121,2783,2783,2783,2783
10290010,0,013,04013112510,1125.10,Census Tract 1125.10,04,112510,10.285049615373394,594,594,Phoenix,False,High income + Low poverty,False,34.18679044946821,34.18679044946821,90929,90929.0,0.1291304347826087,4600,4600,4600,4600
1100779,0,013,04013617300,6173,Census Tract 6173,04,617300,1.1001282564871049,191,191,Phoenix,False,High income + Low poverty,False,32.58828848276658,32.58828848276658,91875,91875.0,0.06474576271186441,2950,2950,2950,2950
648711,0,013,04013113201,1132.01,Census Tract 1132.01,04,113201,0.6483463885544472,457,457,Phoenix,True,Low income + High poverty,True,33.55384219869438,33.55384219869438,61724,61724.0,0.21699905033238368,2106,2106,2106,2106
1325311,0,013,04013111401,1114.01,Census Tract 1114.01,04,111401,1.3245387082439253,707,707,Phoenix,True,High income + High poverty,False,33.55384219869438,33.55384219869438,81150,81150.0,0.16358167515039335,4322,4322,4322,4322
1268294,0,013,04013112502,1125.02,Census Tract 1125.02,04,112502,1.267669981212597,780,780,Phoenix,True,High income + High poverty,False,33.88288030390012,33.806902767508106,77646,77646.0,0.14212827988338192,5488,5488,5499,5499
2572127,0,013,04013082212,822.12,Census Tract 822.12,04,082212,2.570967391888443,505,505,Phoenix,False,High income + Low poverty,False,34.18679044946821,34.18679044946821,105372,105372.0,0.07417743830787309,6808,6808,6824,6824
1825722,12092,013,04013619602,6196.02,Census Tract 6196.02,04,619602,1.8367401774204457,269,269,Phoenix,True,High income + High poverty,False,32.705018891501915,32.705018891501915,80268,80268.0,0.14509169363538296,1854,1854,1901,1901
753064,0,013,04013619601,6196.01,Census Tract 6196.01,04,619601,0.75262254889764,0,0,Phoenix,False,Missing,False,32.58828848276658,32.58828848276658,-666666666,,,0,0,0,0
1256090,0,013,04013113701,1137.01,Census Tract 1137.01,04,113701,1.2553448369829046,2322,2322,Phoenix,True,Low income + High poverty,True,,,50372,50372.0,0.38153138350312193,6086,6086,6136,6136
323855,0,013,04013107402,1074.02,Census Tract 1074.02,04,107402,0.32367911063169286,317,317,Phoenix,True,Low income + High poverty,True,,,38125,38125.0,0.22971014492753622,1380,1380,1380,1380
3066987,0,013,04013617002,6170.02,Census Tract 6170.02,04,617002,3.065212655502782,902,902,Phoenix,True,Low income + High poverty,True,32.705018891501915,32.705018891501915,75738,75738.0,0.14645234616009092,6159,6159,6159,6159
2569082,0,013,04013082213,822.13,Census Tract 822.13,04,082213,2.5679202787067132,342,342,Phoenix,False,High income + Low poverty,False,34.18679044946821,34.18679044946821,108438,108438.0,0.05027932960893855,6802,6802,6818,6818
1306624,0,013,04013107401,1074.01,Census Tract 1074.01,04,107401,1.3059071020937179,141,141,Phoenix,False,High income + Low poverty,False,33.3082424010499,33.3082424010499,95521,95521.0,0.056377449020391844,2501,2501,2501,2501
1296138,0,013,04013114704,1147.04,Census Tract 1147.04,04,114704,1.295450937272129,536,536,Phoenix,True,Low income + High poverty,True,33.806902767508106,33.806902767508106,34034,34034.0,0.3494132985658409,1534,1534,2019,2019
1297112,0,013,04013114705,1147.05,Census Tract 1147.05,04,114705,1.296425008417532,0,0,Phoenix,False,Missing,False,,,-666666666,,,0,0,3783,3783
321048,0,013,04013107403,1074.03,Census Tract 1074.03,04,107403,0.32087363074686365,958,958,Phoenix,True,Low income + High poverty,True,,,51466,51466.0,0.4094017094017094,2340,2340,2340,2340
