ALAND,AWATER,COUNTYFP,FUNCSTAT,GEOID,GEOIDFQ,INTPTLAT,INTPTLON,MTFCC,NAME,NAMELSAD,STATEFP,TRACTCE,centroid_in_city,city,city_context,city_label,hi_c,intersects_city,lst_c,state_fips,state_name,analysis_ready,lst_pct,hi_pct,hi_minus_lst_pct,lst_hot,hi_hot,mismatch_class,priority_flag,q75_lst_c,q75_hi_c,q75_hi_minus_lst_pct,_ae_rowid,city_slug,alphaearth_year,alphaearth_collection,source_vector_path,source_vector_layer,A00,A01,A02,A03,A04,A05,A06,A07,A08,A09,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,A29,A30,A31,A32,A33,A34,A35,A36,A37,A38,A39,A40,A41,A42,A43,A44,A45,A46,A47,A48,A49,A50,A51,A52,A53,A54,A55,A56,A57,A58,A59,A60,A61,A62,A63
213987,0,081,S,36081003400,1400000US36081003400,+40.6847731,-073.8581871,G5020,34,Census Tract 34,36,003400,True,new_york,Coastal / megacity / dense urban core,New York,22.718605371242266,True,33.2346233766234,36,New York,True,0.6920498084291188,0.5675287356321839,-0.12452107279693492,False,False,Neither hotspot,False,33.461953775316275,22.880559719472675,0.2017480842911878,0,new_york,2024,GOOGLE/SATELLITE_EMBEDDING/V1/ANNUAL,/Users/yufeizhou/Desktop/heat-exposure-compare/data/processed/new_york/new_york_master_lst_hi_hotcompare.gpkg,new_york_master_lst_hi_hotcompare,0.05302807462062574,-0.2738362367324261,0.09487154413952267,-0.11145204331322378,0.04610644550243513,-0.13840556691781417,-0.10930918045301638,-0.20694327416264424,-0.12477195570343123,-0.05416068257350502,0.10718650228401902,0.016007847838827867,-0.07814098308941186,-0.20360158219141802,-0.21747337904849715,-0.10129617116764794,0.09115095740136296,0.19000391407339978,-0.002705815860852196,0.008992040008220957,0.024104886605775356,0.05795924811777562,-0.1300351535254966,-0.03336942447223475,-0.0770000142031582,0.24674598520114222,0.03592861369265487,0.043233508772279945,0.06447978006033864,0.007362213869723402,0.04680351056321451,-0.05701864986080432,-0.020496878731962292,-0.15723730796057242,0.08358726364032508,-0.15319516301153582,-0.22083451372592722,-0.04165044186773342,0.03370463530970938,0.03859530660681689,-0.16186299332499363,-0.09567931435392424,0.046870909143168375,0.004755826818252598,0.20216804435535404,0.11650522188229617,-0.02157542214001925,0.036025371287685716,0.2519327482326313,-0.05303510088637057,-0.022294192162656247,0.07768991334750983,-0.1838015688240302,0.0102021845827544,0.194022724888022,-0.15247895735125994,0.12694826144300386,0.04248980388528927,0.061122962083747644,-0.061912906037924924,0.07459100011713285,-0.027149674562500316,-0.24276715035545585,0.029204871386092988
146970,0,081,S,36081003900,1400000US36081003900,+40.7627994,-073.9409316,G5020,39,Census Tract 39,36,003900,True,new_york,Coastal / megacity / dense urban core,New York,22.590481736003547,True,30.78000000000003,36,New York,True,0.25023946360153254,0.2921455938697318,0.04190613026819928,False,False,Neither hotspot,False,33.461953775316275,22.880559719472675,0.2017480842911878,1,new_york,2024,GOOGLE/SATELLITE_EMBEDDING/V1/ANNUAL,/Users/yufeizhou/Desktop/heat-exposure-compare/data/processed/new_york/new_york_master_lst_hi_hotcompare.gpkg,new_york_master_lst_hi_hotcompare,0.06797131250638327,-0.2514926513872772,0.009439692023280552,-0.09332563257070511,0.1082349096058832,-0.1728966932697059,-0.031699699653286464,-0.14532306781636972,-0.26869507274033927,0.03785622577047676,0.06777253936395898,-0.009084555442078505,-0.08070041740107595,-0.19335237730170576,-0.2536165492900772,-0.15201813858943283,0.11673070406241481,0.1676070726821326,-0.03335719677253621,0.04254192290164457,0.014370696604991183,-0.05573907519205105,-0.1700905748562133,-0.07264934822045678,0.03641376991439424,0.2580234113583913,0.017110496272700507,0.06098361480300187,-0.003318767559084973,-0.06103036524759925,-0.007782267446389261,-0.024855115725662274,-0.017336413051462506,-0.08971674762456791,0.09837539259543654,-0.1734677376474526,-0.18966731120288208,-0.08092269786990508,0.05396081454798924,0.03435480971980622,-0.06225327836358473,-0.07263868027041162,0.07800237480421995,-0.0031785536144194,0.16625478561119503,0.1289193649087638,-0.03706266727291418,0.04145074732964534,0.21636781844499595,-0.0450286800414109,-0.059707997800373364,0.10793615247362881,-0.11665465445486062,0.042713503093833496,0.2182698021930343,-0.1350378139891942,0.14496907154141778,0.09117930044669513,0.09711939333210766,-0.10692907908361915,0.07685306013421574,-0.06792548921275042,-0.22979544190726667,0.06616216099083523
180006,0,081,S,36081003600,1400000US36081003600,+40.6837714,-073.8568176,G5020,36,Census Tract 36,36,003600,True,new_york,Coastal / megacity / dense urban core,New York,22.71368916749782,True,33.414468412943,36,New York,True,0.7380268199233716,0.5660919540229885,-0.1719348659003831,False,False,Neither hotspot,False,33.461953775316275,22.880559719472675,0.2017480842911878,2,new_york,2024,GOOGLE/SATELLITE_EMBEDDING/V1/ANNUAL,/Users/yufeizhou/Desktop/heat-exposure-compare/data/processed/new_york/new_york_master_lst_hi_hotcompare.gpkg,new_york_master_lst_hi_hotcompare,0.054827048337610894,-0.25998773513965784,0.08446389354812783,-0.1050056256700779,0.0721733713995537,-0.14385615417317926,-0.09613761319646788,-0.20921764903420503,-0.15218883313376047,-0.04151653028580242,0.09825567882285063,0.006831890327262536,-0.08998434478913418,-0.21151778465704682,-0.23998315205220028,-0.10604501231732232,0.09543384650734399,0.19147077949395594,0.008501425791363242,0.018137722474257576,0.022009970831440552,0.03729941885423228,-0.1271298517958829,-0.039916491927326735,-0.05409691079306905,0.2668435725808767,0.027919760853430713,0.0465486942875677,0.0426040102793926,0.0009447206060873244,0.03429026209010139,-0.04743554727932122,-0.010956258566107407,-0.14433674280940778,0.1055640080810185,-0.16580396969314642,-0.2235093792673656,-0.04190430434722524,0.024916698981685838,0.03345132647720504,-0.13837452006046336,-0.10442535576695801,0.047418954448842525,0.010230603470951229,0.20707534325164312,0.11285372651801528,-0.024946759874325295,0.02485710134192145,0.25455285131386834,-0.05610242901496543,-0.024636726177979143,0.08609852479977374,-0.17552706678214913,0.011037660740498837,0.2025516503560667,-0.16289359790910898,0.1398302899553735,0.05494236573234009,0.07606038559181856,-0.06850982302236755,0.084325225887047,-0.026866812524853855,-0.2515792236346243,0.02655182005858569
386629,14591,081,S,36081003700,1400000US36081003700,+40.7624148,-073.9434494,G5020,37,Census Tract 37,36,003700,True,new_york,Coastal / megacity / dense urban core,New York,22.587843520090072,True,31.035000000000025,36,New York,True,0.2832854406130268,0.22413793103448276,-0.05914750957854403,False,False,Neither hotspot,False,33.461953775316275,22.880559719472675,0.2017480842911878,3,new_york,2024,GOOGLE/SATELLITE_EMBEDDING/V1/ANNUAL,/Users/yufeizhou/Desktop/heat-exposure-compare/data/processed/new_york/new_york_master_lst_hi_hotcompare.gpkg,new_york_master_lst_hi_hotcompare,0.03714842228462846,-0.25735788956763045,0.019833758154066336,-0.11935005950720817,0.03917373676134261,-0.17524795233426327,-0.0314956663029929,-0.10760639208208254,-0.2113633714858091,-0.021246000933282733,0.07679306937902215,-0.04410671377602307,-0.06796849161390736,-0.19469055422620316,-0.15805291491929235,-0.09092859434211631,0.044852107909482984,0.1404640515936993,-0.09822773396595326,0.055910792070985205,0.007683201727233811,-0.005326828269058187,-0.18901663065703317,0.007389317941164693,0.0007025092218341355,0.21678507826972135,-0.009512549908459358,-0.017006891647559023,0.09221238995955486,-0.03407022051877599,-0.022337899406877523,-0.024980811966857572,-0.03541207367675638,-0.04159883393240958,0.07224585049738723,-0.1232233776267804,-0.11702962681694279,-0.0642803961301906,0.040838236593724625,-0.05127077895957271,-0.15661148782648227,-0.048148455488589405,0.07751909710616088,0.010012750707677168,0.15560838318221581,0.18931092135371622,-0.04497824878944043,0.0559681686516415,0.18381451896703077,-0.05265124312546381,-0.11581621335866449,0.11242166163607892,-0.14046620326495607,0.09134848109624828,0.2062153106113351,-0.07403314842742661,0.13356935500333714,0.09935534861718846,0.09444898250108108,-0.049051335768950474,0.026471171437440977,-0.12014890275811158,-0.16501665795730955,0.07961276551352722
176214,0,081,S,36081003800,1400000US36081003800,+40.6847999,-073.8474941,G5020,38,Census Tract 38,36,003800,True,new_york,Coastal / megacity / dense urban core,New York,22.649130488699566,True,33.82469448584204,36,New York,True,0.8338122605363985,0.47270114942528735,-0.3611111111111111,True,False,LST-only hotspot,False,33.461953775316275,22.880559719472675,0.2017480842911878,4,new_york,2024,GOOGLE/SATELLITE_EMBEDDING/V1/ANNUAL,/Users/yufeizhou/Desktop/heat-exposure-compare/data/processed/new_york/new_york_master_lst_hi_hotcompare.gpkg,new_york_master_lst_hi_hotcompare,0.05613608776969105,-0.2653843234540241,0.08760960495622502,-0.11140804033899676,0.07296141645575796,-0.13335574160496846,-0.0952095541378047,-0.20343332036243125,-0.1524668916675499,-0.03355081859562268,0.1012497967976918,0.005650092879176431,-0.0869798194597759,-0.20296309930089076,-0.2356073441062106,-0.11198873847675388,0.10217549938534079,0.19110929391166379,-0.001968273487329115,0.014488013993519696,0.019243325146354823,0.035871369894241736,-0.1238629689367582,-0.037357448022717184,-0.06375081019520484,0.26708056579882505,0.032538780339018476,0.056790202507550555,0.04516761255382801,-0.0002444878731827303,0.03606937135679385,-0.06050993328183717,-0.0005392977697195855,-0.15295664550987553,0.09831221706322744,-0.1658585810050323,-0.22392320087093612,-0.03715220597380344,0.023592448427809318,0.03778784523695753,-0.13542779164422428,-0.10617541471476857,0.04733223661682872,0.004751302330267341,0.20327042459399505,0.11445388670165506,-0.024215713558949813,0.0342893857861852,0.24938245749652466,-0.046595552227644714,-0.026243797338949017,0.09498039834367007,-0.1749634141331208,0.0047348637825861085,0.20140444894437332,-0.154686956882692,0.128227359784372,0.05336067009920625,0.08376168022790256,-0.06182786759103635,0.07741199175079877,-0.031284268007037014,-0.2484522887915758,0.02363928561430392
174292,0,081,S,36081004001,1400000US36081004001,+40.6832481,-073.8458743,G5020,40.01,Census Tract 40.01,36,004001,True,new_york,Coastal / megacity / dense urban core,New York,22.628044894121725,True,33.80766233766234,36,New York,True,0.8318965517241379,0.4188218390804598,-0.4130747126436781,True,False,LST-only hotspot,False,33.461953775316275,22.880559719472675,0.2017480842911878,5,new_york,2024,GOOGLE/SATELLITE_EMBEDDING/V1/ANNUAL,/Users/yufeizhou/Desktop/heat-exposure-compare/data/processed/new_york/new_york_master_lst_hi_hotcompare.gpkg,new_york_master_lst_hi_hotcompare,0.04686329051347323,-0.2817634797020484,0.08794259022040041,-0.10489140281379941,0.07111116731937128,-0.1392815937756142,-0.10698786268552611,-0.20494770955610975,-0.13892806049467496,-0.044903443978460654,0.09405941456752324,0.01578034983393066,-0.07365964132826476,-0.20394752446930955,-0.2274003760223779,-0.09989648201592034,0.09480621376257023,0.1904694004674613,0.009539114480929999,0.021746189566788487,0.0153799028951582,0.060240266912734756,-0.11528607003469402,-0.02126453123530657,-0.07113717821596235,0.26614561945327775,0.0467943983773644,0.059447857965644044,0.05017903998799735,-5.816621588999306e-05,0.028371911649007372,-0.06740903513551932,-0.007385315367823283,-0.14993159582578003,0.10837388580683707,-0.1634729412214583,-0.2223795555908998,-0.02795461313835057,0.017175304510656585,0.0505496007013653,-0.144594228301893,-0.11466114135801778,0.05130399640078901,-0.0019574786571990655,0.2004505106972971,0.11373777995907278,-0.03174585030510973,0.031322550618915056,0.2554351539891969,-0.057685981850645385,-0.026246056640087053,0.0956194895018112,-0.17674687403802283,0.0015321170926353874,0.19951729901053974,-0.1577393121768368,0.13242043700004366,0.0416398716038966,0.07137540780211692,-0.07339330572457833,0.09495841587291246,-0.009652337211705234,-0.2288599139897081,0.01815622610397281
200287,0,081,S,36081004200,1400000US36081004200,+40.6818145,-073.8579641,G5020,42,Census Tract 42,36,004200,True,new_york,Coastal / megacity / dense urban core,New York,22.71991784192517,True,33.48090909090911,36,New York,True,0.7538314176245211,0.6503831417624522,-0.10344827586206895,True,False,LST-only hotspot,False,33.461953775316275,22.880559719472675,0.2017480842911878,6,new_york,2024,GOOGLE/SATELLITE_EMBEDDING/V1/ANNUAL,/Users/yufeizhou/Desktop/heat-exposure-compare/data/processed/new_york/new_york_master_lst_hi_hotcompare.gpkg,new_york_master_lst_hi_hotcompare,0.05106227640681533,-0.2509005667533551,0.09919490475611976,-0.09871961419986357,0.06954632210697373,-0.16445893284283325,-0.08467185622179405,-0.2065492463948754,-0.15340043930742142,-0.05782203252746053,0.10356532152909223,0.015242050076568989,-0.0929105337338575,-0.20567808377144597,-0.24091707259038128,-0.0853503613376581,0.08675199609194269,0.19074988973716434,0.011960440115592278,0.008255648918871419,0.03999552321128843,0.034099403394237095,-0.12400088554762849,-0.03439392356398196,-0.052158037814299986,0.24518171579636877,0.019273528124016066,0.041735714416032445,0.029673379607095846,0.011869366571698589,0.03803210253195835,-0.04532665854968675,0.00030367378224613063,-0.13498039716686563,0.0957753577411679,-0.1664483057922015,-0.23405931169211502,-0.034104847597122366,0.010137495621637528,0.015523671268986051,-0.14010857063595392,-0.10171814970262585,0.03840049897801318,-0.0005091869201214011,0.19957458817236293,0.12487902904852725,-0.019161370134522265,0.023842147993831254,0.2610381967051188,-0.06486252994169575,-0.03232717007415182,0.101166291157158,-0.19662802994140866,0.001647806573269938,0.2093636486951361,-0.15986995055184425,0.13505089274083756,0.05018256876301068,0.09312899512777506,-0.05859124305696833,0.08709748733514842,-0.040222047241719634,-0.2363382511140669,0.014579339610059045
170813,0,081,S,36081004300,1400000US36081004300,+40.7609451,-073.9375143,G5020,43,Census Tract 43,36,004300,True,new_york,Coastal / megacity / dense urban core,New York,22.590481736003547,True,30.78000000000003,36,New York,True,0.25023946360153254,0.2921455938697318,0.04190613026819928,False,False,Neither hotspot,False,33.461953775316275,22.880559719472675,0.2017480842911878,7,new_york,2024,GOOGLE/SATELLITE_EMBEDDING/V1/ANNUAL,/Users/yufeizhou/Desktop/heat-exposure-compare/data/processed/new_york/new_york_master_lst_hi_hotcompare.gpkg,new_york_master_lst_hi_hotcompare,0.036582573457809076,-0.2875987567114515,0.03822279346942087,-0.04521758262357947,0.07305382825860814,-0.14766739468247303,-0.06133946473133375,-0.11088294456582287,-0.1787623313933705,-0.03514780567708571,0.08179112432854412,-0.042133292251928856,-0.11157873164832582,-0.1999301485201163,-0.23699004155490894,-0.09662002539738326,0.043247956824895614,0.1643024833327123,-0.05757394083333803,0.05486064275412416,-0.0026337127176392252,-0.0009816251841459872,-0.16253671943426226,-0.040728504234715655,0.021340354322543727,0.2912978382405883,0.027346135545872348,0.01886880082440898,0.038803875174631616,-0.038620492842908874,-0.03179474472215792,-0.0229843588508554,-0.08188951887705585,-0.06866623466157395,0.1395499171600583,-0.15551777884331505,-0.1596632515451408,-0.11588858746752467,0.029584262597642057,-0.02092820826995903,-0.1251726668977911,-0.06785488814719179,0.10866904814674394,0.031506168643987816,0.16997211610899893,0.13433841108517258,-0.010588907043159946,0.021520435115001464,0.215116987917266,-0.08309784526855743,-0.07594113491010798,0.05979185048602541,-0.12896531576614376,0.05191642460248305,0.21030118293547426,-0.1253131226995691,0.17970758086322006,0.09399858238000292,0.03331874939737202,-0.013535735773872022,0.07076167271539405,-0.05781036902881409,-0.21473765900038363,0.03677355004591745
216834,0,081,S,36081077907,1400000US36081077907,+40.7249623,-073.8184802,G5020,779.07,Census Tract 779.07,36,077907,True,new_york,Coastal / megacity / dense urban core,New York,22.628044894121725,True,32.370000000000005,36,New York,True,0.4904214559386973,0.4188218390804598,-0.07159961685823751,False,False,Neither hotspot,False,33.461953775316275,22.880559719472675,0.2017480842911878,8,new_york,2024,GOOGLE/SATELLITE_EMBEDDING/V1/ANNUAL,/Users/yufeizhou/Desktop/heat-exposure-compare/data/processed/new_york/new_york_master_lst_hi_hotcompare.gpkg,new_york_master_lst_hi_hotcompare,0.04123933095150614,-0.2676731408121251,0.09159076749921136,-0.07681595716412588,0.07845601460668604,-0.1293585482214004,-0.09122049130896978,-0.2042305666321436,-0.11885762880954757,-0.10777134110378614,0.10783201018518428,-0.0030280914094774347,-0.1197740920859109,-0.20366562602863048,-0.23443847490684028,-0.05217417730552984,0.062328222980786364,0.2046673552940338,0.007656696590008395,0.031092270305076334,0.021902893559278897,0.047275824400889815,-0.10655767914134835,-0.015574288551166611,-0.04601690358254714,0.2706913992033826,0.03598400679377283,0.01544061651368191,0.034838303030341244,-0.0026602989759733887,-0.0012671327316866271,-0.053786885626383917,-0.04737342813943429,-0.09724277404096351,0.1229043291073505,-0.1760026078771857,-0.2070873770448577,-0.04533161980147064,0.015209159800616075,0.022819216078757535,-0.15596323919361063,-0.10695719738490493,0.07830946470410965,0.035947929060498963,0.2084855383475028,0.10810372951650349,-0.026826090601636366,0.017335753734731892,0.2627010003854947,-0.09346876085177078,-0.02713145529291449,0.04943491489640317,-0.1779248896128371,0.013166001089449689,0.2158783361631722,-0.15341755827105927,0.15502757426902003,0.05824461927706773,0.054915626037186194,-0.0324847571931231,0.08681801631794878,0.008288375415290703,-0.22429844233338153,0.01291194367260726
269563,0,081,S,36081024000,1400000US36081024000,+40.7032775,-073.8050793,G5020,240,Census Tract 240,36,024000,True,new_york,Coastal / megacity / dense urban core,New York,22.628044894121725,True,34.69505263157897,36,New York,True,0.9454022988505747,0.4188218390804598,-0.5265804597701149,True,False,LST-only hotspot,False,33.461953775316275,22.880559719472675,0.2017480842911878,9,new_york,2024,GOOGLE/SATELLITE_EMBEDDING/V1/ANNUAL,/Users/yufeizhou/Desktop/heat-exposure-compare/data/processed/new_york/new_york_master_lst_hi_hotcompare.gpkg,new_york_master_lst_hi_hotcompare,0.04041188528330661,-0.265233308708347,0.08244453406717414,-0.10825511122224883,0.058371593914178774,-0.18188076629998656,-0.06837632282035902,-0.1461557488606699,-0.13980057304292393,-0.07781131989831823,0.11236525837985831,0.0033901441704797808,-0.1104388715115432,-0.18403879893228076,-0.20370320595026586,-0.0875584787672389,0.05523436734231268,0.19529463077420464,-0.0675287435201244,0.024281180988865537,0.04831634384159434,0.006571844450151472,-0.14076853830200042,-0.031001961084727886,-0.03496630334319846,0.19472539187607804,-0.026447234358965205,0.012466686049399166,0.07182732369422566,0.02247023342796739,0.011283040661342872,-0.05389949441743558,-0.015835693529284496,-0.10109479634836,0.05793485852905501,-0.1498871511171479,-0.21893415849953066,-0.07546511267692861,0.0399516557777186,-0.026972400711561925,-0.17491582890789537,-0.07950904176238452,0.046431905100580734,-0.005715237812668165,0.1634095704824349,0.12583121830622432,0.0006984436494769401,0.04711631383134872,0.2339981071735184,-0.07070998041975328,-0.061176862736389406,0.09367576332284518,-0.18782955280503222,0.04371411005462755,0.2058225007023097,-0.10090943219954918,0.12027914591209679,0.07080745505833357,0.07228031167516424,-0.00827318599213653,0.04167197929648897,-0.10160610210043718,-0.20314533623092484,0.036035439301588444
