city,n_total,n_analysis_ready,ready_pct,mean_lst_c,mean_hi_c,mean_hi_minus_lst,q75_lst_c,q75_hi_c,priority_n,priority_pct,processed_gpkg,intake_gpkg,intake_csv
los_angeles,1108,1080,97.47292418772562,39.58015821490969,22.316720235533815,-17.26288044440952,41.44040093202014,22.772576144121732,472,42.59927797833935,/Users/yufeizhou/Desktop/heat-exposure-compare/data/processed/los_angeles/los_angeles_master_lst_hi_hotcompare.gpkg,/Users/yufeizhou/Desktop/heat-exposure-compare/city_intake/los_angeles/working/los_angeles_heat_master_template.gpkg,/Users/yufeizhou/Desktop/heat-exposure-compare/city_intake/los_angeles/working/los_angeles_heat_master_template.csv
miami,129,125,96.89922480620154,35.48986387590662,32.54031085100369,-2.9570651407435626,36.39554484236305,32.61858411931805,74,57.36434108527132,/Users/yufeizhou/Desktop/heat-exposure-compare/data/processed/miami/miami_master_lst_hi_hotcompare.gpkg,/Users/yufeizhou/Desktop/heat-exposure-compare/city_intake/miami/working/miami_heat_master_template.gpkg,/Users/yufeizhou/Desktop/heat-exposure-compare/city_intake/miami/working/miami_heat_master_template.csv
boston,207,191,92.27053140096618,31.839816995257323,20.89003071732949,-11.04430801061768,32.73725490196082,20.903050732267108,95,45.893719806763286,/Users/yufeizhou/Desktop/heat-exposure-compare/data/processed/boston/boston_master_lst_hi_hotcompare.gpkg,/Users/yufeizhou/Desktop/heat-exposure-compare/city_intake/boston/working/boston_heat_master_template.gpkg,/Users/yufeizhou/Desktop/heat-exposure-compare/city_intake/boston/working/boston_heat_master_template.csv
