target_city,score,file_name,suffix,size_mb,path,layer,read_ok,rows_preview,geoid_candidates,lst_candidates,hi_candidates,pop_candidates,pov_candidates,reason,error
los_angeles,3,las_vegas_heat_formula_snippets_index.csv,.csv,0.06,/Users/yufeizhou/Desktop/heat-exposure-compare/outputs/pilot/alphaearth/las_vegas_heat_formula_snippets_index.csv,,True,20,,,,,,missing GEOID; missing LST; missing HI; readable,
los_angeles,0,las_vegas_heat_formula_cell_summary.csv,.csv,0.001,/Users/yufeizhou/Desktop/heat-exposure-compare/outputs/pilot/alphaearth/las_vegas_heat_formula_cell_summary.csv,,True,6,,,,,,missing GEOID; missing LST; missing HI; readable; summary,
