city,both_raw_pct,lst_only_raw_pct,hi_only_raw_pct,both_share_among_hot_related,lst_only_share_among_hot_related,hi_only_share_among_hot_related,hot_related_pct
houston,9.289617486338798,15.846994535519126,16.21129326047359,0.2246696035242291,0.38325991189427316,0.39207048458149785,41.34790528233151
phoenix,10.843373493975903,14.156626506024098,18.373493975903617,0.25,0.32638888888888895,0.42361111111111116,43.373493975903614
las_vegas,16.157205240174672,8.951965065502183,8.951965065502183,0.47435897435897445,0.26282051282051283,0.26282051282051283,34.061135371179034
