city,GEOID,lst_c,hi_c,hi_minus_lst,lst_hot_q75,hi_hot_q75,mismatch_class,priority_flag,lst_z_city,hi_z_city,hi_minus_lst_z
las_vegas,32003004401,48.10886486486488,30.76536905919516,-17.34349580566972,True,False,LST-only hotspot,False,0.8351383265870155,-0.28886295210001844,-1.124001278687034
las_vegas,32003002985,46.34354389272995,31.680052812379163,-14.663491080350784,False,False,Neither hotspot,True,-0.4979241016830976,0.5088995299684947,1.0068236316515924
las_vegas,32003001706,46.8720355191257,31.74108582898123,-15.130949690144472,False,False,Neither hotspot,True,-0.09883954883176557,0.5621308797580862,0.6609704285898518
las_vegas,32003003229,46.15066783035948,29.88036829156433,-16.27029953879515,False,False,Neither hotspot,False,-0.6435723073733085,-1.060736735317507,-0.4171644279441985
las_vegas,32003002847,46.78520858979624,31.968054492595165,-14.817154097201076,False,False,Neither hotspot,True,-0.1644059353859286,0.760086822242178,0.9244927576281067
las_vegas,32003002837,46.70972072557473,31.968054492595165,-14.741666232979568,False,False,Neither hotspot,True,-0.22140975348612843,0.760086822242178,0.9814965757283065
las_vegas,32003002967,46.56327808471458,30.816047771731157,-15.747230312983426,False,False,Neither hotspot,False,-0.3319942791949183,-0.24466234685255522,0.08733193234236308
las_vegas,32003003303,46.42300251256284,30.8977331107037,-15.525269401859138,False,False,Neither hotspot,False,-0.4379218118030168,-0.1734185989008675,0.2645032129021493
las_vegas,32003000101,47.63978189300414,31.51006950760288,-16.129712385401263,False,False,Neither hotspot,False,0.48091555611112113,0.3606446794187904,-0.12027087669233072
las_vegas,32003004703,47.92804104477616,30.894111814136732,-17.033929230639426,False,False,Neither hotspot,False,0.6985912371333468,-0.1765769960272132,-0.87516823316056
las_vegas,32003001003,47.47357407407411,30.68612509371,-16.787448980364108,False,False,Neither hotspot,False,0.35540557679421864,-0.3579773999890631,-0.7133829767832818
las_vegas,32003001004,48.07126636737751,31.31389226619981,-16.7573741011777,True,False,LST-only hotspot,False,0.8067462408694812,0.18954418432168182,-0.6172020565477994
las_vegas,32003006203,47.78947257383969,30.894111814136732,-16.895360759702957,False,False,Neither hotspot,False,0.5939528029539516,-0.1765769960272132,-0.7705297989811648
las_vegas,32003002979,46.22544878048784,30.816047771731157,-15.409401008756682,False,False,Neither hotspot,False,-0.5871023075602466,-0.24466234685255522,0.3424399607076914
las_vegas,32003003429,47.81977289377292,31.392363162761036,-16.427409731011885,False,False,Neither hotspot,False,0.6168337513509486,0.2579843823605234,-0.35884936899042524
las_vegas,32003002707,47.344902699309515,31.968054492595165,-15.37684820671435,False,False,Neither hotspot,False,0.2582408243214133,0.760086822242178,0.5018459979207648
las_vegas,32003005903,49.921100546128365,33.963847449303145,-15.95725309682522,True,True,Both LST and HI hotspot,False,2.2036278738115174,2.500763572316609,0.2971356985050915
las_vegas,32003005016,48.0488056412517,32.098593656216906,-15.950211985034793,True,True,Both LST and HI hotspot,False,0.7897852742336079,0.8739395574804724,0.08415428324686447
las_vegas,32003002604,46.58640065146584,31.627775852444717,-14.95862479902112,False,False,Neither hotspot,True,-0.31453353099795567,0.46330497647705426,0.7778385074750099
las_vegas,32003003218,44.34339889850516,30.68612509371,-13.657273804795157,False,False,Neither hotspot,True,-2.0083112692184377,-0.3579773999890631,1.6503338692293745
las_vegas,32003005504,46.79277474195511,32.310797782416884,-14.481976959538224,False,True,HI-only hotspot,True,-0.15869244003365804,1.059018268929302,1.21771070896296
las_vegas,32003005347,46.17470743743394,30.458873194255343,-15.715834243178596,False,False,Neither hotspot,False,-0.6254190664119333,-0.5561803731288532,0.06923869328308019
las_vegas,32003005348,46.23713182117031,30.458873194255343,-15.778258626914964,False,False,Neither hotspot,False,-0.5782799897905113,-0.5561803731288532,0.02209961666165816
las_vegas,32003005711,48.864496276731096,30.496549050732224,-18.367947225998872,True,False,LST-only hotspot,False,1.4057449531889474,-0.5233205079870187,-1.9290654611759661
las_vegas,32003005855,46.085956749672384,30.816047771731157,-15.269908977941228,False,False,Neither hotspot,False,-0.6924381576738347,-0.24466234685255522,0.44777581082127943
las_vegas,32003005856,46.20705498866217,30.816047771731157,-15.391007216931015,False,False,Neither hotspot,False,-0.6009921741529284,-0.24466234685255522,0.35632982730037316
las_vegas,32003007200,45.61481064665954,31.89880953109816,-13.716001115561385,False,False,Neither hotspot,True,-1.0482188786113609,0.6996932357569076,1.7479121143682685
las_vegas,32003003317,46.142727272727306,29.637118028827103,-16.505609243900203,False,False,Neither hotspot,False,-0.6495685308397777,-1.2728930491140098,-0.6233245182742321
las_vegas,32003000526,48.599117647058854,31.627775852444717,-16.971341794614137,True,False,LST-only hotspot,False,1.2053472430467298,0.46330497647705426,-0.7420422665696755
las_vegas,32003005355,46.61852607709755,30.74748976444381,-15.87103631265374,False,False,Neither hotspot,False,-0.29027437440388365,-0.3044567904171637,-0.014182416013280075
las_vegas,32003005715,45.44454449376456,30.657025551711687,-14.787518942052872,False,False,Neither hotspot,True,-1.1767934635243227,-0.3833572351187698,0.793436228405553
las_vegas,32003005846,45.21722018123931,28.51925206795394,-16.697968113285373,False,False,Neither hotspot,False,-1.3484548808207226,-2.2478655688092184,-0.8994106879884958
las_vegas,32003005839,45.2218728820564,29.931333470068868,-15.290539411987536,False,False,Neither hotspot,False,-1.3449414457303646,-1.0162862821840455,0.3286551635463191
las_vegas,32003007600,47.55153745503106,31.611562266262727,-15.939975188768331,False,False,Neither hotspot,False,0.4142787537264181,0.4491639242163671,0.03488517048994899
las_vegas,32003006800,46.33382088024567,31.968054492595165,-14.365766387650504,False,False,Neither hotspot,True,-0.5052663260360543,0.760086822242178,1.2653531482782323
las_vegas,32003007500,39.921070312183915,25.999795070571576,-13.92127524161234,False,False,Neither hotspot,True,-5.3477833408384745,-4.445267961384903,0.9025153794535719
las_vegas,32003005705,49.2766361960145,31.50336269725489,-17.77327349875961,True,False,LST-only hotspot,False,1.7169678130876462,0.35479518045114206,-1.3621726326365042
las_vegas,32003005843,44.24869797041627,28.484741921582422,-15.763956048833853,False,False,Neither hotspot,False,-2.0798236180492156,-2.277964387040169,-0.19814076899095356
las_vegas,32003003307,45.881063084112185,30.8977331107037,-14.983329973408484,False,False,Neither hotspot,True,-0.8471613222768816,-0.1734185989008675,0.673742723376014
las_vegas,32003003634,46.58754552652418,30.76536905919516,-15.822176467329022,False,False,Neither hotspot,False,-0.3136689913763047,-0.28886295210001844,0.024806039276286274
las_vegas,32003003635,46.59969727891159,30.76536905919516,-15.834328219716433,False,False,Neither hotspot,False,-0.3044927311941647,-0.28886295210001844,0.015629779094146257
las_vegas,32003003644,47.26720222793491,30.76536905919516,-16.50183316873975,False,False,Neither hotspot,False,0.19956618062582665,-0.28886295210001844,-0.4884291327258451
las_vegas,32003003642,47.460837264150975,30.76536905919516,-16.695468204955816,False,False,Neither hotspot,False,0.34578751694416593,-0.28886295210001844,-0.6346504690441843
las_vegas,32003004926,47.9980740740741,32.08101575859078,-15.917058315483317,False,True,HI-only hotspot,True,0.7514758975257949,0.8586085896011912,0.10713269207539633
las_vegas,32003006104,47.322562918729986,32.66427146143895,-14.658291457291035,False,True,HI-only hotspot,True,0.24137118836486965,1.3673084714620738,1.125937283097204
las_vegas,32003003314,47.11737623107942,29.637118028827103,-17.480258202252315,False,False,Neither hotspot,False,0.08642675140088196,-1.2728930491140098,-1.3593198005148919
las_vegas,32003003620,46.423487903225826,30.76536905919516,-15.658118844030668,False,False,Neither hotspot,False,-0.4375552744616067,-0.28886295210001844,0.14869232236158825
las_vegas,32003003632,46.54979967948721,30.76536905919516,-15.78443062029205,False,False,Neither hotspot,False,-0.3421723464615655,-0.28886295210001844,0.05330939436154708
las_vegas,32003005612,49.05007148692813,32.93461522797329,-16.115456258954843,True,True,Both LST and HI hotspot,False,1.545880001849713,1.6030950080124817,0.057215006162768756
las_vegas,32003002811,46.96564564564568,31.968054492595165,-14.997591153050514,False,False,Neither hotspot,True,-0.028150906630638066,0.760086822242178,0.7882377288728161
las_vegas,32003002828,46.50247863247865,31.968054492595165,-14.534424139883484,False,False,Neither hotspot,True,-0.37790630693064914,0.760086822242178,1.1379931291728271
las_vegas,32003001712,47.97740318118951,31.627775852444717,-16.34962732874479,False,False,Neither hotspot,False,0.7358665034845991,0.46330497647705426,-0.2725615270075449
las_vegas,32003003626,47.31345841519322,30.77566847959049,-16.537789935602728,False,False,Neither hotspot,False,0.23449602414006557,-0.2798800756141897,-0.5143760997542552
las_vegas,32003005437,48.253357238158806,32.93848700216859,-15.314870235990211,True,True,Both LST and HI hotspot,False,0.9442501295113133,1.6064718649658303,0.662221735454517
las_vegas,32003001005,47.81618500000004,31.627775852444717,-16.188409147555323,False,False,Neither hotspot,False,0.6141243934150558,0.46330497647705426,-0.1508194169380015
las_vegas,32003001607,48.18080261136716,32.08101575859078,-16.099786852776383,True,True,Both LST and HI hotspot,False,0.8894613129166014,0.8586085896011912,-0.030852723315410113
las_vegas,32003005813,45.79090381426206,30.68612509371,-15.10477872055206,False,False,Neither hotspot,True,-0.9152440885809139,-0.3579773999890631,0.5572666885918508
las_vegas,32003006103,47.385635658914765,32.08101575859078,-15.304619900323983,False,True,HI-only hotspot,True,0.28899986412160067,0.8586085896011912,0.5696087254795905
las_vegas,32003006201,48.32371321914804,30.894111814136732,-17.429601405011308,True,False,LST-only hotspot,False,0.9973786632687798,-0.1765769960272132,-1.173955659295993
las_vegas,32003002937,47.28733076263928,30.68612509371,-16.60120566892928,False,False,Neither hotspot,False,0.2147660189408246,-0.3579773999890631,-0.5727434189298877
las_vegas,32003002938,47.08036656118147,30.68612509371,-16.39424146747147,False,False,Neither hotspot,False,0.058479312265228275,-0.3579773999890631,-0.4164567122542914
las_vegas,32003002808,46.90449285384973,31.99728273463026,-14.90721011921947,False,True,HI-only hotspot,True,-0.07432975479127268,0.7855789060703322,0.8599086608616049
las_vegas,32003002810,46.40539662447261,31.968054492595165,-14.437342131877443,False,False,Neither hotspot,True,-0.4512167016841644,0.760086822242178,1.2113035239263423
las_vegas,32003003421,46.180552699228826,30.68612509371,-15.494427605518826,False,False,Neither hotspot,False,-0.6210050822100999,-0.3579773999890631,0.2630276822210368
las_vegas,32003003227,44.51136800000003,28.484741921582422,-16.02662607841761,False,False,Neither hotspot,False,-1.8814712770314568,-2.277964387040169,-0.39649311000871235
las_vegas,32003003306,46.34903951486701,30.8977331107037,-15.451306404163308,False,False,Neither hotspot,False,-0.49377414396632807,-0.1734185989008675,0.3203555450654606
las_vegas,32003003408,46.033301587301615,30.8977331107037,-15.135568476597914,False,False,Neither hotspot,True,-0.7322001158213354,-0.1734185989008675,0.5587815169204678
las_vegas,32003003409,46.20556368068255,30.8977331107037,-15.30783056997885,False,False,Neither hotspot,False,-0.6021183187283291,-0.1734185989008675,0.4286997198274616
las_vegas,32003003412,46.718915431081854,30.8977331107037,-15.821182320378153,False,False,Neither hotspot,False,-0.21446647425021315,-0.1734185989008675,0.04104787534934565
las_vegas,32003003413,47.2237545126354,30.8977331107037,-16.3260214019317,False,False,Neither hotspot,False,0.16675712336418627,-0.1734185989008675,-0.34017572226505377
las_vegas,32003003414,47.33543936446175,30.8977331107037,-16.437706253758048,False,False,Neither hotspot,False,0.25109469263724754,-0.1734185989008675,-0.424513291538115
las_vegas,32003003415,46.13100026709405,30.8977331107037,-15.233267156390353,False,False,Neither hotspot,True,-0.6584240482513776,-0.1734185989008675,0.48500544935051004
las_vegas,32003005875,44.79638759689926,28.925018556007934,-15.871369040891324,False,False,Neither hotspot,False,-1.6662419097127474,-1.893966989629951,-0.22772507991720348
las_vegas,32003005115,47.03888420460935,32.104452955425614,-14.93443124918374,False,True,HI-only hotspot,True,0.027154373709993438,0.8790498801068993,0.8518955063969059
las_vegas,32003005873,45.60764608233735,28.484741921582422,-17.122904160754924,False,False,Neither hotspot,False,-1.0536291193911398,-2.277964387040169,-1.2243352676490293
las_vegas,32003002814,47.05672104018915,31.968054492595165,-15.088666547593988,False,False,Neither hotspot,True,0.04062366101014199,0.760086822242178,0.719463161232036
las_vegas,32003005805,44.89272001823988,30.68612509371,-14.206594924529876,False,False,Neither hotspot,True,-1.5934975569630252,-0.3579773999890631,1.235520156973962
las_vegas,32003002823,48.00803403755871,31.968054492595165,-16.039979544963543,True,False,LST-only hotspot,False,0.7589970527818959,0.760086822242178,0.001089769460282164
las_vegas,32003003609,46.85727073365235,30.818314679798576,-16.038956053853774,False,False,Neither hotspot,False,-0.10998901178307949,-0.24268521082035807,-0.13269619903727858
las_vegas,32003005829,46.536162280701795,30.816047771731157,-15.72011450897064,False,False,Neither hotspot,False,-0.3524704759389401,-0.24466234685255522,0.10780812908638487
las_vegas,32003002936,46.76103970741906,30.68612509371,-16.07491461370906,False,False,Neither hotspot,False,-0.18265679714923572,-0.3579773999890631,-0.17532060283982737
las_vegas,32003002962,46.48213324819075,31.407618790553215,-15.074514457637534,False,False,Neither hotspot,True,-0.3932698967882581,0.27128992916906475,0.6645598259573229
las_vegas,32003001804,48.01013719512198,31.627775852444717,-16.38236134267726,True,False,LST-only hotspot,False,0.7605852287411581,0.46330497647705426,-0.2972802522641038
las_vegas,32003003411,46.19042884990255,30.8977331107037,-15.292695739198852,False,False,Neither hotspot,False,-0.6135472172626524,-0.1734185989008675,0.44012861836178485
las_vegas,32003003208,46.17723062015507,30.8977331107037,-15.279497509451373,False,False,Neither hotspot,False,-0.6235137131428694,-0.1734185989008675,0.4500951142420019
las_vegas,32003002826,47.977541106128584,32.104452955425614,-15.87308815070297,False,True,HI-only hotspot,True,0.7359706559628764,0.8790498801068993,0.14307922414402297
las_vegas,32003002827,48.28228045325782,32.104452955425614,-16.177827497832205,True,True,Both LST and HI hotspot,False,0.9660911725634672,0.8790498801068993,-0.08704129245656789
las_vegas,32003002825,47.72981078904996,32.104452955425614,-15.625357833624342,False,True,HI-only hotspot,True,0.5488998720920109,0.8790498801068993,0.3301500080148885
las_vegas,32003002829,46.95532036613276,31.968054492595165,-14.987265873537597,False,False,Neither hotspot,True,-0.03594792620799792,0.760086822242178,0.796034748450176
las_vegas,32003003210,44.69867454068244,28.819043333904688,-15.879631206777752,False,False,Neither hotspot,False,-1.7400288334791127,-1.9863957180604654,-0.2463668845813527
las_vegas,32003002981,46.2299946751864,30.816047771731157,-15.41394690345524,False,False,Neither hotspot,False,-0.5836695259181679,-0.24466234685255522,0.3390071790656127
las_vegas,32003003237,44.644923504867904,28.819043333904688,-15.825880170963217,False,False,Neither hotspot,False,-1.7806183282259536,-1.9863957180604654,-0.20577738983451188
las_vegas,32003003321,45.85790645424841,30.8977331107037,-14.960173343544708,False,False,Neither hotspot,True,-0.8646477928530663,-0.1734185989008675,0.6912291939521987
las_vegas,32003003319,46.10162079510706,30.2674255697654,-15.83419522534166,False,False,Neither hotspot,False,-0.680609628599924,-0.7231558240074402,-0.04254619540751614
las_vegas,32003001710,47.906417543859675,32.08101575859078,-15.825401785268896,False,True,HI-only hotspot,True,0.6822624917695121,0.8586085896011912,0.1763460978316791
las_vegas,32003001711,47.56084415584419,31.627775852444717,-15.93306830339947,False,False,Neither hotspot,False,0.4213066049676157,0.46330497647705426,0.04199837150943858
las_vegas,32003000402,48.012703619909544,31.627775852444717,-16.384927767464827,True,False,LST-only hotspot,False,0.7625232357740371,0.46330497647705426,-0.29921825929698287
las_vegas,32003002842,45.51753864247315,30.458873194255343,-15.058665448217806,False,False,Neither hotspot,True,-1.121672746859805,-0.5561803731288532,0.5654923737309517
