city,n,median_hi_minus_lst_z,pct_hi_more_extreme_than_lst,pct_strong_hi_shift_gt_0_5,pct_strong_lst_shift_lt_minus_0_5
houston,549,-0.05794606424707338,47.17668488160292,26.775956284153008,30.2367941712204
phoenix,332,-0.00368880939054661,50.0,31.024096385542173,33.13253012048193
las_vegas,458,-0.01456579011231457,48.90829694323144,26.200873362445414,24.45414847161572
