GEOID,city,area_km2,total_population_clean,median_household_income_clean,poverty_rate,inequity_group
04013106703,Phoenix,1.2943251335854,2432,101165.0,0.10698058653448989,High income + Low poverty
04013106802,Phoenix,1.87802566200386,3486,64931.0,0.19337979094076654,Low income + High poverty
04013107601,Phoenix,1.309759931213144,3177,53210.0,0.07066246056782334,Low income + Low poverty
04013107602,Phoenix,1.3038791565276568,2831,115694.0,0.050512186506534794,High income + Low poverty
04013108301,Phoenix,2.340208319234146,3855,125792.0,0.05395590142671855,High income + Low poverty
04013112514,Phoenix,19.99797220684411,4804,95929.0,0.093255620316403,High income + Low poverty
04013104204,Phoenix,1.510755680910705,3053,94075.0,0.17526120660599934,High income + High poverty
04013104205,Phoenix,3.4941538814683737,6919,52153.0,0.17262423714036618,Low income + High poverty
04013104206,Phoenix,1.6524535247006864,3987,75573.0,0.16220313289540172,Low income + High poverty
04013104212,Phoenix,2.5798616292140792,6424,83278.0,0.10827824992130941,High income + Low poverty
04013103611,Phoenix,5.256831262994835,5034,122167.0,0.03793929712460064,High income + Low poverty
04013103612,Phoenix,2.006708879438984,5643,54345.0,0.037300177619893425,Low income + Low poverty
04013103614,Phoenix,2.070364599246754,3032,100688.0,0.10568031704095113,High income + Low poverty
04013103615,Phoenix,7.187960811045642,5530,45363.0,0.35153003400075555,Low income + High poverty
04013103900,Phoenix,2.5211482137130576,6528,70917.0,0.14290099769762088,Low income + High poverty
04013103609,Phoenix,2.4941348566239245,6183,51764.0,0.20739654610622352,Low income + High poverty
04013104100,Phoenix,2.562965122445188,7448,69005.0,0.14378029079159935,Low income + High poverty
04013103502,Phoenix,4.495628015552636,6213,92398.0,0.10354401437203985,High income + Low poverty
04013103604,Phoenix,3.1019275002716946,4238,82750.0,0.11845210004719207,High income + Low poverty
04013103501,Phoenix,1.9647504234907682,3085,80964.0,0.13519736842105262,High income + High poverty
04013103605,Phoenix,6.106461773713124,6041,138387.0,0.041749502982107355,High income + Low poverty
04013612500,Phoenix,6.81872819179883,4322,124009.0,0.04696899583526145,High income + Low poverty
04013618400,Phoenix,1.487995837575726,4049,58309.0,0.28673746604099776,Low income + High poverty
04013618900,Phoenix,2.57044874370925,7323,67476.0,0.1662568306010929,Low income + High poverty
04013103606,Phoenix,2.408480411938309,4852,85893.0,0.058180317722302456,High income + Low poverty
04013103607,Phoenix,2.4622891502133486,4233,120150.0,0.09672762271414823,High income + Low poverty
04013116721,Phoenix,2.2944130435845365,3557,107969.0,0.011827654181920586,High income + Low poverty
04013116725,Phoenix,4.1559194470627085,4999,115365.0,0.06581316263252651,High income + Low poverty
04013116727,Phoenix,4.557290536223827,3818,155208.0,0.044002095337873234,High income + Low poverty
04013116728,Phoenix,6.260544541455594,5392,190891.0,0.01695230998509687,High income + Low poverty
04013616600,Phoenix,2.536250001957891,6000,80830.0,0.1549604177193869,High income + High poverty
04013104600,Phoenix,2.6198386980569084,4009,56610.0,0.20738786279683377,Low income + High poverty
04013082204,Phoenix,9.556282260462757,7727,97719.0,0.08197358197358197,High income + Low poverty
04013616400,Phoenix,3.040055701398721,6618,67371.0,0.09549712904200665,Low income + Low poverty
04013103216,Phoenix,2.597069938436451,5584,116761.0,0.048270893371757925,High income + Low poverty
04013103217,Phoenix,2.587457692831926,5629,108310.0,0.09328221978824389,High income + Low poverty
04013616700,Phoenix,2.474115822610677,4956,87889.0,0.05589029711198836,High income + Low poverty
04013616800,Phoenix,2.4680081255016653,6227,95022.0,0.10711418018307371,High income + Low poverty
04013615100,Phoenix,2.2534276301682388,4691,163750.0,0.014069494777232999,High income + Low poverty
04013616100,Phoenix,1.3901913198035136,3936,72833.0,0.15523373983739838,Low income + High poverty
04013616900,Phoenix,2.752118823655886,4735,94375.0,0.0675818373812038,High income + Low poverty
04013617200,Phoenix,1.0239354323265277,2639,134219.0,0.008715422508525956,High income + Low poverty
04013105502,Phoenix,0.6394941700089645,1867,51820.0,0.24141630901287553,Low income + High poverty
04013105501,Phoenix,1.2873681846147442,2319,60694.0,0.17938766709788703,Low income + High poverty
04013106702,Phoenix,0.6490134720884438,1323,72212.0,0.15570672713529857,Low income + High poverty
04013113204,Phoenix,1.653353579650789,2383,61111.0,0.18506084767100295,Low income + High poverty
04013103302,Phoenix,2.4981575237230316,6028,80593.0,0.05491041804910418,High income + Low poverty
04013103303,Phoenix,2.5489564897436514,3923,96859.0,0.08824292758889177,High income + Low poverty
04013103304,Phoenix,0.9542584037973493,4406,46937.0,0.2666817975487971,Low income + High poverty
04013103305,Phoenix,0.8101958015803895,3732,47155.0,0.2813091695969705,Low income + High poverty
04013103306,Phoenix,0.7674591080949976,4194,42817.0,0.32337220602526723,Low income + High poverty
04013103400,Phoenix,2.7217284073651205,4237,61944.0,0.05407319952774498,Low income + Low poverty
04013108400,Phoenix,2.5961180468211253,5776,86465.0,0.14193548387096774,High income + High poverty
04013108601,Phoenix,0.8261074229502805,2454,59135.0,0.2656886715566422,Low income + High poverty
04013108602,Phoenix,1.7791898585218409,6344,58013.0,0.11745827984595636,Low income + Low poverty
04013108802,Phoenix,1.0367877170172637,2203,70066.0,0.07225567392311255,Low income + Low poverty
04013108901,Phoenix,1.0468384537276496,2518,69583.0,0.15956151035322777,Low income + High poverty
04013116621,Phoenix,3.390797708894862,6217,125350.0,0.11140065146579804,High income + Low poverty
04013116620,Phoenix,5.687516193701491,8440,102135.0,0.0907798056411472,High income + Low poverty
04013116618,Phoenix,5.341813907827525,5724,103511.0,0.06464011180992313,High income + Low poverty
04013113301,Phoenix,1.9016174585006207,3055,25296.0,0.5044796691936595,Low income + High poverty
04013113503,Phoenix,1.5816904860138286,4501,64527.0,0.17484868863483524,Low income + High poverty
04013116800,Phoenix,5.180480262867763,2447,54141.0,0.3588067020841847,Low income + High poverty
04013116900,Phoenix,3.1895936699153364,2763,56250.0,0.24731610337972168,Low income + High poverty
04013611500,Phoenix,5.571724940659333,7884,177880.0,0.014079147640791476,High income + Low poverty
04013611600,Phoenix,4.474822885304317,3100,171985.0,0.013247172859450727,High income + Low poverty
04013611900,Phoenix,10.545998105902946,3423,138092.0,0.016134236850596968,High income + Low poverty
04013612000,Phoenix,14.697458708244419,4344,138950.0,0.013121546961325966,High income + Low poverty
04013612200,Phoenix,22.96460509513712,7629,121277.0,0.03097519359495997,High income + Low poverty
