city,score,path,rows,crs,n_cols,heat_related_cols,all_columns_preview
seattle,178,/Users/yufeizhou/Desktop/heat-exposure-compare/city_intake/seattle/working/seattle_heat_master_template.gpkg,199.0,EPSG:4326,34,"hi_c, lst_c, lst_pct, hi_pct, hi_minus_lst_pct, lst_hot, hi_hot, mismatch_class, priority_flag, q75_lst_c, q75_hi_c, q75_hi_minus_lst_pct","ALAND, AWATER, COUNTYFP, FUNCSTAT, GEOID, GEOIDFQ, INTPTLAT, INTPTLON, MTFCC, NAME, NAMELSAD, STATEFP, TRACTCE, centroid_in_city, city, city_context, city_label, hi_c, intersects_city, lst_c, state_fips, state_name, analysis_ready, lst_pct, hi_pct, hi_minus_lst_pct, lst_hot, hi_hot, mismatch_class, priority_flag, q75_lst_c, q75_hi_c, q75_hi_minus_lst_pct, geometry"
seattle,128,/Users/yufeizhou/Desktop/heat-exposure-compare/city_intake/seattle/working/seattle_heat_master_template.csv,,,33,"hi_c, lst_c, lst_pct, hi_pct, hi_minus_lst_pct, lst_hot, hi_hot, mismatch_class, priority_flag, q75_lst_c, q75_hi_c, q75_hi_minus_lst_pct","ALAND, AWATER, COUNTYFP, FUNCSTAT, GEOID, GEOIDFQ, INTPTLAT, INTPTLON, MTFCC, NAME, NAMELSAD, STATEFP, TRACTCE, centroid_in_city, city, city_context, city_label, hi_c, intersects_city, lst_c, state_fips, state_name, analysis_ready, lst_pct, hi_pct, hi_minus_lst_pct, lst_hot, hi_hot, mismatch_class, priority_flag, q75_lst_c, q75_hi_c, q75_hi_minus_lst_pct"
seattle,3,/Users/yufeizhou/Desktop/heat-exposure-compare/city_intake/seattle/working/seattle_tracts_boundary.gpkg,199.0,EPSG:4326,21,,"STATEFP, COUNTYFP, TRACTCE, GEOID, GEOIDFQ, NAME, NAMELSAD, MTFCC, FUNCSTAT, ALAND, AWATER, INTPTLAT, INTPTLON, centroid_in_city, intersects_city, city, city_label, state_fips, state_name, city_context, geometry"
seattle,3,/Users/yufeizhou/Desktop/heat-exposure-compare/data/processed/seattle/seattle_tracts_boundary.gpkg,199.0,EPSG:4326,21,,"STATEFP, COUNTYFP, TRACTCE, GEOID, GEOIDFQ, NAME, NAMELSAD, MTFCC, FUNCSTAT, ALAND, AWATER, INTPTLAT, INTPTLON, centroid_in_city, intersects_city, city, city_label, state_fips, state_name, city_context, geometry"
seattle,-47,/Users/yufeizhou/Desktop/heat-exposure-compare/city_intake/seattle/working/seattle_tracts_boundary.csv,,,20,,"STATEFP, COUNTYFP, TRACTCE, GEOID, GEOIDFQ, NAME, NAMELSAD, MTFCC, FUNCSTAT, ALAND, AWATER, INTPTLAT, INTPTLON, centroid_in_city, intersects_city, city, city_label, state_fips, state_name, city_context"
chicago,354,/Users/yufeizhou/Desktop/heat-exposure-compare/data/processed/chicago/chicago_master_lst_hi_hotcompare.gpkg,872.0,EPSG:4326,34,"hi_c, lst_c, lst_pct, hi_pct, hi_minus_lst_pct, lst_hot, hi_hot, mismatch_class, priority_flag, q75_lst_c, q75_hi_c, q75_hi_minus_lst_pct","ALAND, AWATER, COUNTYFP, FUNCSTAT, GEOID, GEOIDFQ, INTPTLAT, INTPTLON, MTFCC, NAME, NAMELSAD, STATEFP, TRACTCE, centroid_in_city, city, city_context, city_label, hi_c, intersects_city, lst_c, state_fips, state_name, analysis_ready, lst_pct, hi_pct, hi_minus_lst_pct, lst_hot, hi_hot, mismatch_class, priority_flag, q75_lst_c, q75_hi_c, q75_hi_minus_lst_pct, geometry"
chicago,186,/Users/yufeizhou/Desktop/heat-exposure-compare/city_intake/chicago/working/chicago_heat_master_template.gpkg,872.0,EPSG:4326,34,"hi_c, lst_c, lst_pct, hi_pct, hi_minus_lst_pct, lst_hot, hi_hot, mismatch_class, priority_flag, q75_lst_c, q75_hi_c, q75_hi_minus_lst_pct","ALAND, AWATER, COUNTYFP, FUNCSTAT, GEOID, GEOIDFQ, INTPTLAT, INTPTLON, MTFCC, NAME, NAMELSAD, STATEFP, TRACTCE, centroid_in_city, city, city_context, city_label, hi_c, intersects_city, lst_c, state_fips, state_name, analysis_ready, lst_pct, hi_pct, hi_minus_lst_pct, lst_hot, hi_hot, mismatch_class, priority_flag, q75_lst_c, q75_hi_c, q75_hi_minus_lst_pct, geometry"
chicago,136,/Users/yufeizhou/Desktop/heat-exposure-compare/city_intake/chicago/working/chicago_heat_master_template.csv,,,33,"hi_c, lst_c, lst_pct, hi_pct, hi_minus_lst_pct, lst_hot, hi_hot, mismatch_class, priority_flag, q75_lst_c, q75_hi_c, q75_hi_minus_lst_pct","ALAND, AWATER, COUNTYFP, FUNCSTAT, GEOID, GEOIDFQ, INTPTLAT, INTPTLON, MTFCC, NAME, NAMELSAD, STATEFP, TRACTCE, centroid_in_city, city, city_context, city_label, hi_c, intersects_city, lst_c, state_fips, state_name, analysis_ready, lst_pct, hi_pct, hi_minus_lst_pct, lst_hot, hi_hot, mismatch_class, priority_flag, q75_lst_c, q75_hi_c, q75_hi_minus_lst_pct"
chicago,16,/Users/yufeizhou/Desktop/heat-exposure-compare/.venv-2/lib/python3.14/site-packages/libpysal/examples/chicago/Chicago77.shp,77.0,None,12,,"OBJECTID, AREA, PERIMETER, COMAREA_, COMAREA_ID, AREA_NUMBE, COMMUNITY, AREA_NUM_1, SHAPE_AREA, SHAPE_LEN, AREANO, geometry"
chicago,16,/Users/yufeizhou/Desktop/heat-exposure-compare/.venv/lib/python3.12/site-packages/libpysal/examples/chicago/Chicago77.shp,77.0,None,12,,"OBJECTID, AREA, PERIMETER, COMAREA_, COMAREA_ID, AREA_NUMBE, COMMUNITY, AREA_NUM_1, SHAPE_AREA, SHAPE_LEN, AREANO, geometry"
chicago,11,/Users/yufeizhou/Desktop/heat-exposure-compare/city_intake/chicago/working/chicago_tracts_boundary.gpkg,872.0,EPSG:4326,21,,"STATEFP, COUNTYFP, TRACTCE, GEOID, GEOIDFQ, NAME, NAMELSAD, MTFCC, FUNCSTAT, ALAND, AWATER, INTPTLAT, INTPTLON, centroid_in_city, intersects_city, city, city_label, state_fips, state_name, city_context, geometry"
chicago,11,/Users/yufeizhou/Desktop/heat-exposure-compare/data/processed/chicago/chicago_tracts_boundary.gpkg,872.0,EPSG:4326,21,,"STATEFP, COUNTYFP, TRACTCE, GEOID, GEOIDFQ, NAME, NAMELSAD, MTFCC, FUNCSTAT, ALAND, AWATER, INTPTLAT, INTPTLON, centroid_in_city, intersects_city, city, city_label, state_fips, state_name, city_context, geometry"
chicago,-39,/Users/yufeizhou/Desktop/heat-exposure-compare/city_intake/chicago/working/chicago_tracts_boundary.csv,,,20,,"STATEFP, COUNTYFP, TRACTCE, GEOID, GEOIDFQ, NAME, NAMELSAD, MTFCC, FUNCSTAT, ALAND, AWATER, INTPTLAT, INTPTLON, centroid_in_city, intersects_city, city, city_label, state_fips, state_name, city_context"
dallas,354,/Users/yufeizhou/Desktop/heat-exposure-compare/data/processed/dallas/dallas_master_lst_hi_hotcompare.gpkg,449.0,EPSG:4326,34,"hi_c, lst_c, lst_pct, hi_pct, hi_minus_lst_pct, lst_hot, hi_hot, mismatch_class, priority_flag, q75_lst_c, q75_hi_c, q75_hi_minus_lst_pct","ALAND, AWATER, COUNTYFP, FUNCSTAT, GEOID, GEOIDFQ, INTPTLAT, INTPTLON, MTFCC, NAME, NAMELSAD, STATEFP, TRACTCE, centroid_in_city, city, city_context, city_label, hi_c, intersects_city, lst_c, state_fips, state_name, analysis_ready, lst_pct, hi_pct, hi_minus_lst_pct, lst_hot, hi_hot, mismatch_class, priority_flag, q75_lst_c, q75_hi_c, q75_hi_minus_lst_pct, geometry"
dallas,178,/Users/yufeizhou/Desktop/heat-exposure-compare/city_intake/dallas/working/dallas_heat_master_template.gpkg,449.0,EPSG:4326,34,"hi_c, lst_c, lst_pct, hi_pct, hi_minus_lst_pct, lst_hot, hi_hot, mismatch_class, priority_flag, q75_lst_c, q75_hi_c, q75_hi_minus_lst_pct","ALAND, AWATER, COUNTYFP, FUNCSTAT, GEOID, GEOIDFQ, INTPTLAT, INTPTLON, MTFCC, NAME, NAMELSAD, STATEFP, TRACTCE, centroid_in_city, city, city_context, city_label, hi_c, intersects_city, lst_c, state_fips, state_name, analysis_ready, lst_pct, hi_pct, hi_minus_lst_pct, lst_hot, hi_hot, mismatch_class, priority_flag, q75_lst_c, q75_hi_c, q75_hi_minus_lst_pct, geometry"
dallas,128,/Users/yufeizhou/Desktop/heat-exposure-compare/city_intake/dallas/working/dallas_heat_master_template.csv,,,33,"hi_c, lst_c, lst_pct, hi_pct, hi_minus_lst_pct, lst_hot, hi_hot, mismatch_class, priority_flag, q75_lst_c, q75_hi_c, q75_hi_minus_lst_pct","ALAND, AWATER, COUNTYFP, FUNCSTAT, GEOID, GEOIDFQ, INTPTLAT, INTPTLON, MTFCC, NAME, NAMELSAD, STATEFP, TRACTCE, centroid_in_city, city, city_context, city_label, hi_c, intersects_city, lst_c, state_fips, state_name, analysis_ready, lst_pct, hi_pct, hi_minus_lst_pct, lst_hot, hi_hot, mismatch_class, priority_flag, q75_lst_c, q75_hi_c, q75_hi_minus_lst_pct"
dallas,3,/Users/yufeizhou/Desktop/heat-exposure-compare/city_intake/dallas/working/dallas_tracts_boundary.gpkg,449.0,EPSG:4326,21,,"STATEFP, COUNTYFP, TRACTCE, GEOID, GEOIDFQ, NAME, NAMELSAD, MTFCC, FUNCSTAT, ALAND, AWATER, INTPTLAT, INTPTLON, centroid_in_city, intersects_city, city, city_label, state_fips, state_name, city_context, geometry"
dallas,3,/Users/yufeizhou/Desktop/heat-exposure-compare/data/processed/dallas/dallas_tracts_boundary.gpkg,449.0,EPSG:4326,21,,"STATEFP, COUNTYFP, TRACTCE, GEOID, GEOIDFQ, NAME, NAMELSAD, MTFCC, FUNCSTAT, ALAND, AWATER, INTPTLAT, INTPTLON, centroid_in_city, intersects_city, city, city_label, state_fips, state_name, city_context, geometry"
dallas,-47,/Users/yufeizhou/Desktop/heat-exposure-compare/city_intake/dallas/working/dallas_tracts_boundary.csv,,,20,,"STATEFP, COUNTYFP, TRACTCE, GEOID, GEOIDFQ, NAME, NAMELSAD, MTFCC, FUNCSTAT, ALAND, AWATER, INTPTLAT, INTPTLON, centroid_in_city, intersects_city, city, city_label, state_fips, state_name, city_context"
new_york,354,/Users/yufeizhou/Desktop/heat-exposure-compare/data/processed/new_york/new_york_master_lst_hi_hotcompare.gpkg,2365.0,EPSG:4326,34,"hi_c, lst_c, lst_pct, hi_pct, hi_minus_lst_pct, lst_hot, hi_hot, mismatch_class, priority_flag, q75_lst_c, q75_hi_c, q75_hi_minus_lst_pct","ALAND, AWATER, COUNTYFP, FUNCSTAT, GEOID, GEOIDFQ, INTPTLAT, INTPTLON, MTFCC, NAME, NAMELSAD, STATEFP, TRACTCE, centroid_in_city, city, city_context, city_label, hi_c, intersects_city, lst_c, state_fips, state_name, analysis_ready, lst_pct, hi_pct, hi_minus_lst_pct, lst_hot, hi_hot, mismatch_class, priority_flag, q75_lst_c, q75_hi_c, q75_hi_minus_lst_pct, geometry"
new_york,178,/Users/yufeizhou/Desktop/heat-exposure-compare/city_intake/new_york/working/new_york_heat_master_template.gpkg,2365.0,EPSG:4326,34,"hi_c, lst_c, lst_pct, hi_pct, hi_minus_lst_pct, lst_hot, hi_hot, mismatch_class, priority_flag, q75_lst_c, q75_hi_c, q75_hi_minus_lst_pct","ALAND, AWATER, COUNTYFP, FUNCSTAT, GEOID, GEOIDFQ, INTPTLAT, INTPTLON, MTFCC, NAME, NAMELSAD, STATEFP, TRACTCE, centroid_in_city, city, city_context, city_label, hi_c, intersects_city, lst_c, state_fips, state_name, analysis_ready, lst_pct, hi_pct, hi_minus_lst_pct, lst_hot, hi_hot, mismatch_class, priority_flag, q75_lst_c, q75_hi_c, q75_hi_minus_lst_pct, geometry"
new_york,128,/Users/yufeizhou/Desktop/heat-exposure-compare/city_intake/new_york/working/new_york_heat_master_template.csv,,,33,"hi_c, lst_c, lst_pct, hi_pct, hi_minus_lst_pct, lst_hot, hi_hot, mismatch_class, priority_flag, q75_lst_c, q75_hi_c, q75_hi_minus_lst_pct","ALAND, AWATER, COUNTYFP, FUNCSTAT, GEOID, GEOIDFQ, INTPTLAT, INTPTLON, MTFCC, NAME, NAMELSAD, STATEFP, TRACTCE, centroid_in_city, city, city_context, city_label, hi_c, intersects_city, lst_c, state_fips, state_name, analysis_ready, lst_pct, hi_pct, hi_minus_lst_pct, lst_hot, hi_hot, mismatch_class, priority_flag, q75_lst_c, q75_hi_c, q75_hi_minus_lst_pct"
new_york,3,/Users/yufeizhou/Desktop/heat-exposure-compare/city_intake/new_york/working/new_york_tracts_boundary.gpkg,2365.0,EPSG:4326,21,,"STATEFP, COUNTYFP, TRACTCE, GEOID, GEOIDFQ, NAME, NAMELSAD, MTFCC, FUNCSTAT, ALAND, AWATER, INTPTLAT, INTPTLON, centroid_in_city, intersects_city, city, city_label, state_fips, state_name, city_context, geometry"
new_york,3,/Users/yufeizhou/Desktop/heat-exposure-compare/city_intake/new_york/working/new_york_tracts_boundary_acs.gpkg,2327.0,EPSG:4326,26,,"STATEFP, COUNTYFP, TRACTCE, GEOID, GEOIDFQ, NAME, NAMELSAD, MTFCC, FUNCSTAT, ALAND, AWATER, INTPTLAT, INTPTLON, city, city_name, NAME_acs, population, poverty_universe, poverty_below, poverty_rate, acs_year, state, county, tract, tract_area_km2, geometry"
new_york,3,/Users/yufeizhou/Desktop/heat-exposure-compare/data/processed/new_york/new_york_tracts_boundary.gpkg,2365.0,EPSG:4326,21,,"STATEFP, COUNTYFP, TRACTCE, GEOID, GEOIDFQ, NAME, NAMELSAD, MTFCC, FUNCSTAT, ALAND, AWATER, INTPTLAT, INTPTLON, centroid_in_city, intersects_city, city, city_label, state_fips, state_name, city_context, geometry"
new_york,3,/Users/yufeizhou/Desktop/heat-exposure-compare/data/processed/new_york/new_york_tracts_boundary_acs.gpkg,2327.0,EPSG:4326,26,,"STATEFP, COUNTYFP, TRACTCE, GEOID, GEOIDFQ, NAME, NAMELSAD, MTFCC, FUNCSTAT, ALAND, AWATER, INTPTLAT, INTPTLON, city, city_name, NAME_acs, population, poverty_universe, poverty_below, poverty_rate, acs_year, state, county, tract, tract_area_km2, geometry"
new_york,-47,/Users/yufeizhou/Desktop/heat-exposure-compare/city_intake/new_york/working/new_york_tracts_boundary.csv,,,20,,"STATEFP, COUNTYFP, TRACTCE, GEOID, GEOIDFQ, NAME, NAMELSAD, MTFCC, FUNCSTAT, ALAND, AWATER, INTPTLAT, INTPTLON, centroid_in_city, intersects_city, city, city_label, state_fips, state_name, city_context"
