STATEFP,COUNTYFP,TRACTCE,GEOID,NAME,NAMELSAD,ALAND,AWATER,area_km2,city,total_population,median_household_income,total_population_clean,median_household_income_clean,poverty_universe,below_poverty_count,poverty_universe_clean,below_poverty_count_clean,poverty_rate,low_income_flag,high_poverty_flag,inequity_group,A00,A01,A02,A03,A04,A05,A06,A07,A08,A09,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,A29,A30,A31,A32,A33,A34,A35,A36,A37,A38,A39,A40,A41,A42,A43,A44,A45,A46,A47,A48,A49,A50,A51,A52,A53,A54,A55,A56,A57,A58,A59,A60,A61,A62,A63,n_nonnull_embed
04,013,104802,04013104802,1048.02,Census Tract 1048.02,3300619,0,3.2987164451739894,Phoenix,5632,79085,5632,79085.0,5446,833,5446,833,0.15295629820051415,False,True,High income + High poverty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
04,013,104900,04013104900,1049,Census Tract 1049,2584775,0,2.5832640979693045,Phoenix,4293,116188,4293,116188.0,4281,124,4281,124,0.028965195047886007,False,False,High income + Low poverty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
04,013,105102,04013105102,1051.02,Census Tract 1051.02,19097867,3554,19.090334826710002,Phoenix,4682,106919,4682,106919.0,4660,443,4660,443,0.09506437768240343,False,False,High income + Low poverty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
04,013,115801,04013115801,1158.01,Census Tract 1158.01,1299698,0,1.298973466989635,Phoenix,3754,39474,3754,39474.0,3754,1035,3754,1035,0.2757059136920618,True,True,Low income + High poverty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
04,013,082017,04013082017,820.17,Census Tract 820.17,3155391,0,3.153942919050332,Phoenix,5875,102500,5875,102500.0,5875,627,5875,627,0.10672340425531915,False,False,High income + Low poverty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
04,013,107102,04013107102,1071.02,Census Tract 1071.02,1349480,0,1.3487752472180585,Phoenix,4639,46881,4639,46881.0,4599,1284,4599,1284,0.279191128506197,True,True,Low income + High poverty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
04,013,107201,04013107201,1072.01,Census Tract 1072.01,1298213,0,1.2975265726933702,Phoenix,4879,29615,4879,29615.0,725,424,725,424,0.5848275862068966,True,True,Low income + High poverty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
04,013,107500,04013107500,1075,Census Tract 1075,2609407,0,2.6079591989662125,Phoenix,3520,108542,3520,108542.0,3520,162,3520,162,0.04602272727272727,False,False,High income + Low poverty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
04,013,107700,04013107700,1077,Census Tract 1077,2619950,0,2.6184556975112288,Phoenix,3903,89043,3903,89043.0,3886,122,3886,122,0.03139475038600103,False,False,High income + Low poverty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
04,013,107800,04013107800,1078,Census Tract 1078,3533730,79612,3.611256535560367,Phoenix,2390,109338,2390,109338.0,2390,94,2390,94,0.03933054393305439,False,False,High income + Low poverty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
