fold,baseline_r2,baseline_rmse,baseline_mae,extended7_r2,extended7_rmse,extended7_mae
1,0.14190768526487096,1.0352187978154452,0.7818284197317517,0.48178604168318595,0.8044882338121544,0.6056237318460086
2,-0.017430412535275552,1.1667305769479968,0.8410844169078443,0.415955433724169,0.8839775102248382,0.6335549128300134
3,0.3128664946599734,0.9305358183864895,0.6984167098309402,0.4934559278738718,0.7989528505129008,0.6036917511329939
4,0.1642128485022437,1.0460419386695885,0.757400197623002,0.5025517395468995,0.807003112874573,0.5920702846746396
5,-0.04334159960039652,1.321872083470051,0.8627660087027096,0.33242711872465125,1.0573664154558733,0.6559421957255757
