fold,baseline_r2,baseline_rmse,baseline_mae,extended_r2,extended_rmse,extended_mae
1,0.14190768526487085,1.0352187978154452,0.7818284197317517,0.47790026852323764,0.8074987862089295,0.6060183677179538
2,-0.017430412535275552,1.1667305769479968,0.8410844169078443,0.37892033039811046,0.9115738931285674,0.6630150158116996
3,0.3128664946599734,0.9305358183864895,0.6984167098309402,0.5263434594451761,0.7725814942950953,0.5942596508533872
4,0.1642128485022437,1.0460419386695885,0.757400197623002,0.4647794766332928,0.8370812822143595,0.6160720854300579
5,-0.04334159960039652,1.321872083470051,0.8627660087027097,0.28798623597832207,1.091994280162592,0.6930288213603186
