city,n_ready,mean_lst_c,mean_hi_c,mean_hi_minus_lst,q75_lst_c,q75_hi_c,q75_hi_minus_lst,priority_n,priority_pct
nan,1339,49.881524351346876,32.893763557136346,-16.987760794210534,52.13936674089814,34.175943089573586,-14.418202520644378,485,36.22106049290515
