city,pc,explained_variance_ratio,cumulative_explained_variance
Phoenix,PC1,0.32801050180082625,0.32801050180082625
Phoenix,PC2,0.16278531083630146,0.4907958126371277
Phoenix,PC3,0.13671836734705262,0.6275141799841804
Phoenix,PC4,0.07617614484853572,0.7036903248327161
