city,GEOID,lst_c,hi_c,hi_minus_lst,lst_hot_q75,hi_hot_q75,mismatch_class,priority_flag
houston,48201430200,43.33021272188526,34.19809785111112,-9.132114870774139,False,True,HI-only hotspot,True
houston,48201420200,47.943175627264665,34.189995108284705,-13.75318051897996,False,False,Neither hotspot,False
houston,48201430700,48.254655537275234,34.182124562548104,-14.07253097472713,False,False,Neither hotspot,False
houston,48201430800,47.92282358979476,34.182124562548104,-13.740699027246656,False,False,Neither hotspot,False
houston,48201430900,44.87475432678876,34.182124562548104,-10.692629764240657,False,False,Neither hotspot,True
houston,48201311100,47.290380755764986,34.179591570025146,-13.11078918573984,False,False,Neither hotspot,False
houston,48201311300,47.41431812760405,34.179591570025146,-13.234726557578902,False,False,Neither hotspot,False
houston,48201311400,47.64473879143586,34.179591570025146,-13.465147221410717,False,False,Neither hotspot,False
houston,48201530900,46.99463141224805,34.06943130034954,-12.925200111898505,False,False,Neither hotspot,False
houston,48201531100,48.993637717442205,34.06943130034954,-14.924206417092662,False,False,Neither hotspot,False
houston,48201231100,45.60938356882453,34.07099544825302,-11.538388120571511,False,False,Neither hotspot,True
houston,48201231300,42.478163876469026,34.07099544825302,-8.407168428216004,False,False,Neither hotspot,True
houston,48201231500,45.41536217594336,34.07099544825302,-11.344366727690335,False,False,Neither hotspot,True
houston,48201231600,44.555303441046085,34.06312454115072,-10.492178899895364,False,False,Neither hotspot,True
houston,48201340900,45.99906465337614,34.30535637413309,-11.693708279243047,False,True,HI-only hotspot,True
houston,48201230300,45.14018796463654,34.06312454115072,-11.077063423485818,False,False,Neither hotspot,True
houston,48201423500,48.49414179451444,34.19907681151132,-14.295064983003122,False,True,HI-only hotspot,True
houston,48201420100,49.44819291953478,34.189995108284705,-15.258197811250078,False,False,Neither hotspot,False
houston,48201310400,50.36355255274019,34.171944709656074,-16.191607843084114,True,False,LST-only hotspot,False
houston,48201320100,47.100170498016425,34.175943089573586,-12.924227408442839,False,False,Neither hotspot,False
houston,48201210800,48.29867626939531,34.135671320154295,-14.163004949241014,False,False,Neither hotspot,False
houston,48201210900,46.33827645656704,34.06312454115072,-12.275151915416316,False,False,Neither hotspot,True
houston,48157670102,47.177026531091066,34.17750044389428,-12.999526087196784,False,False,Neither hotspot,False
houston,48157670602,45.22184218236399,34.17747065962554,-11.044371522738452,False,False,Neither hotspot,True
houston,48201210500,46.89348954294477,34.171944709656074,-12.721544833288696,False,False,Neither hotspot,True
houston,48201221400,47.257363318441335,34.06312454115072,-13.194238777290614,False,False,Neither hotspot,False
houston,48201212500,48.5459822559485,34.17800946098327,-14.367972794965233,False,False,Neither hotspot,False
houston,48201531300,49.899440920138545,34.06943130034954,-15.830009619789003,True,False,LST-only hotspot,False
houston,48201531400,48.1027384285308,34.06943130034954,-14.033307128181256,False,False,Neither hotspot,False
houston,48201533701,48.410067887884956,34.05868849419365,-14.351379393691303,False,False,Neither hotspot,False
houston,48201980100,46.2850068580231,33.957931489490235,-12.327075368532867,False,False,Neither hotspot,True
houston,48201231800,44.76512953616481,34.06312454115072,-10.702004995014086,False,False,Neither hotspot,True
houston,48201230400,44.92073328428187,34.06312454115072,-10.857608743131152,False,False,Neither hotspot,True
houston,48201511400,47.84576790046539,34.171944709656074,-13.673823190809316,False,False,Neither hotspot,False
houston,48201233600,44.374820230696784,34.179591570025146,-10.195228660671638,False,False,Neither hotspot,True
houston,48201332700,48.41791956905195,34.18305435169938,-14.23486521735257,False,False,Neither hotspot,False
houston,48201332800,48.37551598933636,34.18305435169938,-14.192461637636974,False,False,Neither hotspot,False
houston,48201333000,46.76762776796877,34.175943089573586,-12.591684678395183,False,False,Neither hotspot,True
houston,48201331700,46.38894385283368,34.18305435169938,-12.205889501134294,False,False,Neither hotspot,True
houston,48201331800,46.82043111664508,34.18305435169938,-12.6373767649457,False,False,Neither hotspot,True
houston,48201332100,47.93150860174287,34.18305435169938,-13.748454250043487,False,False,Neither hotspot,False
houston,48201332200,48.74599460846115,34.18305435169938,-14.56294025676177,False,False,Neither hotspot,False
houston,48201332400,45.116376983560485,34.18305435169938,-10.933322631861103,False,False,Neither hotspot,True
houston,48201332500,47.726605448944184,34.181276536167935,-13.545328912776249,False,False,Neither hotspot,False
houston,48201450600,45.888742575029994,34.20131872067585,-11.687423854354144,False,True,HI-only hotspot,True
houston,48201450700,44.641231352542086,34.18486658513778,-10.456364767404303,False,False,Neither hotspot,True
houston,48201450900,48.21961745990754,34.182124562548104,-14.037492897359435,False,False,Neither hotspot,False
houston,48201451100,47.560171402986384,34.182124562548104,-13.37804684043828,False,False,Neither hotspot,False
houston,48201451200,45.57346524015209,34.18852261525735,-11.384942624894741,False,False,Neither hotspot,True
houston,48201312700,49.58553270802264,34.171944709656074,-15.413587998366566,False,False,Neither hotspot,False
houston,48201312800,51.28184556144162,34.171944709656074,-17.109900851785547,True,False,LST-only hotspot,False
houston,48201313300,49.129622963651286,34.171944709656074,-14.957678253995212,False,False,Neither hotspot,False
houston,48201422800,48.36189747362072,34.19907681151132,-14.162820662109404,False,True,HI-only hotspot,True
houston,48201422900,49.61173275256112,34.19907681151132,-15.412655941049799,False,True,HI-only hotspot,True
houston,48201330600,48.49077651751388,34.189995108284705,-14.300781409229174,False,False,Neither hotspot,False
houston,48201431701,45.14582734554072,34.19809785111112,-10.947729494429595,False,True,HI-only hotspot,True
houston,48201431702,46.19785367236175,34.19809785111112,-11.99975582125063,False,True,HI-only hotspot,True
houston,48201431804,47.65802702092092,34.19809785111112,-13.459929169809797,False,True,HI-only hotspot,True
houston,48201430101,47.190976245566404,34.19809785111112,-12.992878394455282,False,True,HI-only hotspot,True
houston,48201510902,48.68384624919506,34.19809785111112,-14.485748398083935,False,True,HI-only hotspot,True
houston,48201510802,40.22418145645301,34.19809785111112,-6.0260836053418885,False,True,HI-only hotspot,True
houston,48201431901,49.738318028355245,34.19809785111112,-15.540220177244123,True,True,Both LST and HI hotspot,False
houston,48201431506,49.760727321305886,34.19809785111112,-15.562629470194764,True,True,Both LST and HI hotspot,False
houston,48201312902,49.75352414622723,34.171944709656074,-15.581579436571154,True,False,LST-only hotspot,False
houston,48201510302,47.28904393949028,34.171944709656074,-13.117099229834203,False,False,Neither hotspot,False
houston,48201410202,49.726591963898514,34.171944709656074,-15.55464725424244,True,False,LST-only hotspot,False
houston,48201411301,45.900139908283585,34.19809785111112,-11.702042057172463,False,True,HI-only hotspot,True
houston,48201452900,48.85301059225947,34.19907681151132,-14.653933780748154,False,True,HI-only hotspot,True
houston,48201453100,47.412158663714564,34.19907681151132,-13.213081852203246,False,True,HI-only hotspot,True
houston,48201421700,48.020928683556775,34.189995108284705,-13.83093357527207,False,False,Neither hotspot,False
houston,48201330200,46.4204611698604,34.189995108284705,-12.230466061575697,False,False,Neither hotspot,True
houston,48201330400,45.24976757385209,34.189995108284705,-11.059772465567384,False,False,Neither hotspot,True
houston,48201231000,43.53196865412887,34.07099544825302,-9.460973205875845,False,False,Neither hotspot,True
houston,48201220900,47.432070154961856,34.06312454115072,-13.368945613811135,False,False,Neither hotspot,False
houston,48201221000,44.65933430092149,34.06312454115072,-10.596209759770773,False,False,Neither hotspot,True
houston,48201221100,44.90337855496905,34.06312454115072,-10.840254013818331,False,False,Neither hotspot,True
houston,48201221200,46.84703934559421,34.06312454115072,-12.78391480444349,False,False,Neither hotspot,False
houston,48201230900,45.23337572993393,34.07099544825302,-11.16238028168091,False,False,Neither hotspot,True
houston,48201332300,47.058770641109476,34.18305435169938,-12.875716289410093,False,False,Neither hotspot,False
houston,48201432101,51.44859027080234,34.182124562548104,-17.266465708254238,True,False,LST-only hotspot,False
houston,48201312200,48.83209492146033,34.171944709656074,-14.660150211804257,False,False,Neither hotspot,False
houston,48201312400,49.05042265708925,34.171944709656074,-14.878477947433176,False,False,Neither hotspot,False
houston,48201421302,51.406173169855315,34.186117884688855,-17.22005528516646,True,False,LST-only hotspot,False
houston,48201421301,51.81593121438968,34.19809785111112,-17.617833363278557,True,True,Both LST and HI hotspot,False
houston,48201421206,51.27371380431557,34.19809785111112,-17.075615953204448,True,True,Both LST and HI hotspot,False
houston,48201423203,49.57648548702317,34.19907681151132,-15.377408675511852,False,True,HI-only hotspot,True
houston,48201451501,48.19015083716432,34.20131872067585,-13.988832116488467,False,True,HI-only hotspot,True
houston,48201521202,48.78836183245127,34.075192871938214,-14.713168960513059,False,False,Neither hotspot,False
houston,48201320901,49.12352295578258,34.175943089573586,-14.947579866208997,False,False,Neither hotspot,False
