band,PC1,PC2,PC3,PC4,PC5,PC6,PC7
A22,-0.07586550720674294,0.10358122655027147,-0.2486884898666442,-0.036210193238924895,-0.022662344444903608,-0.026059164927432175,-0.1094979746362689
A23,0.08692927039805437,0.23298053663593946,0.05445098420607849,-0.011233083154963018,0.11557332301402648,-0.06266381283740728,-0.19205514482211464
A24,-0.05260865136070049,0.08956718554495582,-0.1871598990874402,0.1478599690174464,0.1355347825069882,0.013469966091132405,-0.3125345951897577
A25,-0.13383888781969475,0.1820301653415459,-0.07881361717628403,0.017397923859568284,-0.17340425162029552,0.08142659126920697,0.09066664718516744
A26,-0.055050929693853036,-0.1482120828773648,-0.0876834970901793,-0.2642069891838385,0.1329521383888708,-0.014602006745339513,0.04489970357817519
A27,-0.13481295057405662,0.04507874681278173,0.144207504705702,-0.13696156880720883,0.15540972961149774,-0.16015014958555018,-0.12216758732153474
A28,0.06743273412649553,0.1567332001137348,0.05814823315558667,0.210951794123496,-0.0402744869247883,0.3019486834975186,0.03131689691138858
A29,0.13800007902497238,0.004456516949773796,0.04071175847858713,0.003128939852381206,-0.21316972231574538,-0.11984762173386697,0.17493325502202478
A30,0.15380297272216198,5.098259604591427e-05,0.18025426521771362,0.015280390475913373,-0.05062596341140216,-0.07798633442454668,-0.017739959631273942
A31,0.12811317324163563,0.09778023835245155,-0.05844480568015963,0.24991314692653585,-0.03053404385382097,-0.15648540170737119,-0.03754273246044079
A32,0.1550230273269248,-0.03456669671453693,0.1946264435215958,-0.05624889072941915,0.0009134401498238141,-0.10134511399881035,-0.028001723978086823
A33,-0.019600645371544302,-0.03133742208570991,-0.18692176994777251,0.07964992428152777,0.3055491344128326,-0.01269283719911283,-0.17503275079206176
A34,-0.18777339309824242,0.12488492566251048,0.007532923062000445,0.045272113259918034,-0.08627541670438947,-0.04738021122421886,-0.029701824698866987
A35,0.06108591687363918,-0.23377251354251305,-0.13102075480049344,0.09558402836536567,0.027728165612441773,0.05597192460881353,0.20989611674380318
A36,0.19806450003952086,-0.0048884668749995365,-0.09970781810817747,-0.03945048704967648,0.015370175682873195,0.027537374491187153,0.038993251679597926
A37,0.05785397529996973,-0.1762284486277665,0.07420571887788696,-0.08277682679384352,0.11640528889536413,-0.006968587242016696,0.08042890856885714
A38,0.0395922800051141,-0.04016387410823922,0.19251765328432147,-0.11793392069444233,0.09193511443777107,0.34077469897678925,-0.09287183937895699
A39,0.0825461311653273,0.18037551232396246,0.021229242687017022,0.0041860275194777604,0.13187588884514298,-0.20386281454896898,0.21347130239357553
A40,0.20035091553060738,0.011638354498826857,-0.06372378627315013,-0.042915884757150344,-0.048233329282200546,-0.11613387444142784,-0.050138950299094376
A41,0.14116005262334091,-0.1241126437132621,0.01553752239538602,-0.009513014393312553,0.19779437962441643,-0.07893317237682095,0.1140298785080008
A42,0.16432405533536554,0.13562099924286108,-0.02120054536868141,-0.0959627462050689,-0.030548115421290517,0.1761954491746419,0.07894419918575664
A43,-0.167276025502627,0.10777098160326457,-0.018535339153707024,0.07781028648723766,0.1475578773774788,-0.10536963601360658,0.03317915484601241
A44,0.014406246610039182,0.2453841260764659,0.10416427322818965,0.16504738513039893,0.05010213107103281,0.05623934942396213,-0.018617775931292605
A45,-0.10865794093272742,0.02292376708173122,-0.06243579401111022,-0.07644207611850436,-0.23241480147271842,-0.23021797414659664,-0.19904404509673682
A46,0.19555155829436172,-0.03719113540107369,-0.08887785857922145,-0.013691013483149344,-0.0463768542676663,-0.057745784313569096,0.0427214122699238
A47,-0.11697169276991183,-0.05355256060314393,-0.035756484373249256,0.30018648768611017,0.09403852761817398,-0.07575568315086718,0.17935334686297166
A48,-0.17769884095752328,-0.04257756925592642,-0.048181096652122335,-0.07402895789609874,-0.02178554439020673,0.20241984963807563,0.1164817812084519
A49,-0.15551274347731248,-0.10681687997248775,0.047166309477618004,0.19912725620095129,0.08559156548248012,0.1151208481454485,-0.039147372050457145
A50,-0.17135802538659498,-0.012700383122777237,-0.018896884884253298,0.04610203421333013,0.13366928030966657,0.15089779713669896,0.1343005119446795
A51,-0.1409367941163741,-0.10120352639165882,0.1704850365222947,-0.051526826469315536,-0.05990148236896772,-0.1757723230126525,-0.03054117441416708
A52,0.20770831328171266,0.02533270694016078,0.018077460795867552,0.0357065663397407,-0.011329388655624089,0.046074651813606406,-0.02973843290714806
A53,-0.12782007445709725,0.06404250189969177,-0.15073020743454318,-0.1443259063472318,0.08990107181195685,0.014723463483314143,-0.09212439982665124
A54,-0.09912450047615337,0.139569101167433,0.15560796082455003,0.09477713452044156,-0.08312932609459595,-0.026304731008371305,0.04772816020882265
A55,0.17597558604278019,-0.10935654149926166,0.04882076900567141,0.14327104212989408,-0.028506440660775793,0.054677156564952034,0.06931386633451636
A56,-0.15074305148102887,0.17015062655337193,0.02742824108823614,0.04429719473833692,0.04884825363526779,-0.05605319576597755,0.05520332616097859
A57,-0.18294471461735712,-0.09232952718284383,-0.054878885162973484,-0.013314603544496538,0.07555286138949913,-0.06917084584209879,0.08865287434406836
A58,-0.049840184603387565,-0.004351003608658449,0.2840389867934317,0.08176147947085374,0.012809763433893447,-0.10530848963066634,-0.013653373573178055
A59,-0.0970182603809602,-0.07994574561865492,-0.22890370777795155,-0.05515896536564953,0.13917164496170745,-0.027054290254082413,0.05654502420945155
A60,-0.13535386018214943,0.04262625290736844,-0.14261658736937408,-0.03591093425836415,-0.10051572856292189,0.13056033452554194,0.18502604692647232
A61,-0.018752929731427406,0.24130032115890085,-0.04412307979978085,-0.14306303127137063,-0.014261900854554173,0.23188409177373065,-0.007586945391922037
A62,0.19914533902706677,0.024916245074528474,-0.0869229210714612,-0.08874431621660088,-0.050859538704764326,-0.07208182043976587,-0.039977165196273076
A63,-0.027968590702151182,-0.24910391430852377,0.09417851439944114,0.014469386036630333,0.018677695145865703,0.1350598616785423,-0.0951680647893586
