pc,explained_variance_ratio,cumulative_explained_variance
PC1,0.3316581107188599,0.3316581107188599
PC2,0.17926325703850957,0.5109213677573695
PC3,0.09077491132503017,0.6016962790823996
PC4,0.07179264673015207,0.6734889258125517
PC5,0.05799077805510442,0.7314797038676562
