city,pc,pc_num,sign,rank,embedding_dim,loading,abs_loading,variable,spearman_r,abs_spearman_r,n
Houston,PC1,1,negative,1,A41,-0.17036057807857,0.17036057807857,lst_c,-0.47546277225027767,0.47546277225027767,654
Houston,PC1,1,negative,1,A41,-0.17036057807857,0.17036057807857,hi_c,-0.28716694703674817,0.28716694703674817,549
Houston,PC1,1,negative,1,A41,-0.17036057807857,0.17036057807857,hi_minus_lst,0.41240143447155536,0.41240143447155536,549
Houston,PC1,1,negative,1,A41,-0.17036057807857,0.17036057807857,median_household_income_clean,-0.12331670809282361,0.12331670809282361,645
Houston,PC1,1,negative,1,A41,-0.17036057807857,0.17036057807857,poverty_rate,0.09407750782703389,0.09407750782703389,651
Houston,PC1,1,negative,1,A41,-0.17036057807857,0.17036057807857,total_population_clean,0.0862456073495949,0.0862456073495949,654
Houston,PC1,1,negative,1,A41,-0.17036057807857,0.17036057807857,ALAND,0.5978253975386809,0.5978253975386809,654
Houston,PC1,1,negative,1,A41,-0.17036057807857,0.17036057807857,AWATER,0.46505168477692543,0.46505168477692543,654
Houston,PC1,1,negative,2,A55,-0.170779383774338,0.170779383774338,lst_c,-0.2770805218728453,0.2770805218728453,654
Houston,PC1,1,negative,2,A55,-0.170779383774338,0.170779383774338,hi_c,-0.14643744525540692,0.14643744525540692,549
Houston,PC1,1,negative,2,A55,-0.170779383774338,0.170779383774338,hi_minus_lst,0.2759419249331898,0.2759419249331898,549
Houston,PC1,1,negative,2,A55,-0.170779383774338,0.170779383774338,median_household_income_clean,-0.314819471094271,0.314819471094271,645
Houston,PC1,1,negative,2,A55,-0.170779383774338,0.170779383774338,poverty_rate,0.23371515708066637,0.23371515708066637,651
Houston,PC1,1,negative,2,A55,-0.170779383774338,0.170779383774338,total_population_clean,0.15872438878746523,0.15872438878746523,654
Houston,PC1,1,negative,2,A55,-0.170779383774338,0.170779383774338,ALAND,0.5242403010578831,0.5242403010578831,654
Houston,PC1,1,negative,2,A55,-0.170779383774338,0.170779383774338,AWATER,0.37591806084799284,0.37591806084799284,654
Houston,PC1,1,negative,3,A01,-0.1770221088915082,0.1770221088915082,lst_c,-0.3894887779492196,0.3894887779492196,654
Houston,PC1,1,negative,3,A01,-0.1770221088915082,0.1770221088915082,hi_c,-0.24069495419126344,0.24069495419126344,549
Houston,PC1,1,negative,3,A01,-0.1770221088915082,0.1770221088915082,hi_minus_lst,0.3598233380834793,0.3598233380834793,549
Houston,PC1,1,negative,3,A01,-0.1770221088915082,0.1770221088915082,median_household_income_clean,-0.22227613485732398,0.22227613485732398,645
