pc,explained_variance_ratio,cumulative_explained_variance
PC1,0.3285291867780859,0.3285291867780859
PC2,0.17433403706725945,0.5028632238453453
PC3,0.08985553834257758,0.5927187621879229
PC4,0.0708865777210352,0.6636053399089581
PC5,0.05646195341216255,0.7200672933211206
PC6,0.049195250578546464,0.7692625438996671
PC7,0.04014086433048331,0.8094034082301504
