pc,explained_variance_ratio,cumulative_explained_variance
PC1,0.3285291867780858,0.3285291867780858
PC2,0.1743340370672629,0.5028632238453487
PC3,0.08985553834262842,0.592718762187977
PC4,0.07088657772515117,0.6636053399131282
PC5,0.056461953425143915,0.7200672933382721
