city,selected_path,selected_layer,geoid_col,lst_col,hi_col,n_ready,mean_lst_c,mean_hi_c,mean_hi_minus_lst,q75_lst_c,q75_hi_c,q75_hi_minus_lst,pct_both_hotspot,pct_lst_only_hotspot,pct_hi_only_hotspot,pct_neither_hotspot,priority_n
houston,/Users/yufeizhou/Desktop/heat-exposure-compare/data_processed/houston/houston_master_lst_hi_hotcompare.gpkg,,GEOID,lst_summer_mean_c,hi_summer_mean_c,549,47.943522184178214,34.1546822133318,-13.788839970846409,49.66202367059505,34.19809785111112,-12.750445508576867,9.289617486338798,15.846994535519126,16.21129326047359,58.65209471766849,199
phoenix,/Users/yufeizhou/Desktop/heat-exposure-compare/data_processed/phoenix/phoenix_master_with_lst_hi_fixed.gpkg,,GEOID,lst_c,hi_c,332,57.05731291430733,33.287953710745924,-23.769359203561407,58.368203839935525,33.68585166804336,-22.71437189925132,10.843373493975903,14.156626506024098,18.373493975903614,56.62650602409639,129
las_vegas,/Users/yufeizhou/Desktop/heat-exposure-compare/city_intake/las_vegas/working/las_vegas_heat_master_template.csv,,GEOID,lst_c,hi_c,458,47.00292475936593,31.09656820069598,-15.906356558669954,48.00162733296009,31.98997567412149,-15.24775252094602,16.157205240174672,8.951965065502183,8.951965065502183,65.93886462882097,128
