city,summer_start,summer_end,n_hourly_images,rows,unique_geoid_n,non_null_air_temp_c_n,non_null_rh_pct_n,non_null_hi_c_n,air_temp_mean_c,air_temp_min_c,air_temp_max_c,rh_mean_pct,rh_min_pct,rh_max_pct,hi_mean_c,hi_min_c,hi_max_c,output_csv
las_vegas,2024-06-01,2024-09-01,2208,535,535,458,458,458,32.97696430760559,26.944221699761734,35.76512486554599,17.499972285422384,16.48595065754089,20.297037373517245,31.09656820069598,25.433707516954847,33.963847449303145,/Users/yufeizhou/Desktop/heat-exposure-compare/city_intake/las_vegas/working/las_vegas_era5_heat_tracts_summer2024.csv
