model,n_features,cv_r2_mean,cv_r2_std,cv_rmse_mean,cv_rmse_std,cv_mae_mean,cv_mae_std,delta_vs_baseline_r2,delta_vs_baseline_rmse,delta_vs_baseline_mae
baseline_factors_only,5,0.1116430032582832,0.1302694184263517,1.1000798430579142,0.1337956238727813,0.7882991505592495,0.059003501771550323,0.0,0.0,0.0
extended_factors_plus_PC1_to_PC7,12,0.4452352523105555,0.06407707272378461,0.8703576245760679,0.09859919036479792,0.6181765752418462,0.023288013103143664,0.3335922490522723,-0.22972221848184626,-0.17012257531740327
