city,pc_set,baseline_r2,extended_r2,delta_r2,baseline_rmse,extended_rmse,delta_rmse,baseline_mae,extended_mae,delta_mae,n_features_extended
Houston,PC7,0.1116430032582832,0.4452352523105555,0.3335922490522723,1.1000798430579142,0.8703576245760679,-0.22972221848184626,0.7882991505592495,0.6181765752418462,-0.17012257531740327,12
Phoenix,PC7,0.1330446800978824,0.6177541534948201,0.4847094733969377,1.1049074838609667,0.7340505218714549,-0.3708569619895118,0.8880228295073337,0.564993649449856,-0.3230291800574777,12
