system:index,A00,A01,A02,A03,A04,A05,A06,A07,A08,A09,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,A29,A30,A31,A32,A33,A34,A35,A36,A37,A38,A39,A40,A41,A42,A43,A44,A45,A46,A47,A48,A49,A50,A51,A52,A53,A54,A55,A56,A57,A58,A59,A60,A61,A62,A63,GEOID,.geo
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48201421101,"{""type"":""Polygon"",""coordinates"":[[[-95.47651700000002,29.724453999999994],[-95.476521,29.723701],[-95.476497,29.722982],[-95.476487,29.722461],[-95.47644600000001,29.720324000000005],[-95.476444,29.720142],[-95.476461,29.719239],[-95.47646,29.718775],[-95.47646,29.718664],[-95.476431,29.717775999999994],[-95.47642700000002,29.717449000000006],[-95.476414,29.716526999999996],[-95.475033,29.716526000000005],[-95.474799,29.716529999999995],[-95.473942,29.716539],[-95.47362000000001,29.716545],[-95.47339900000001,29.716545],[-95.472212,29.716561000000006],[-95.471209,29.716568000000002],[-95.470751,29.716572000000003],[-95.470501,29.716588],[-95.469969,29.716589000000003],[-95.469649,29.71659],[-95.469021,29.716591000000008],[-95.46805200000001,29.716591],[-95.468067,29.717543999999993],[-95.468079,29.718268],[-95.468088,29.718832000000003],[-95.468089,29.719063999999996],[-95.46809,29.719716],[-95.468097,29.720212],[-95.467614,29.720212],[-95.466647,29.720231999999996],[-95.46592400000002,29.72024100000001],[-95.465602,29.72024499999999],[-95.465479,29.720247],[-95.46516700000001,29.720251000000008],[-95.464875,29.720255999999992],[-95.463956,29.720254999999998],[-95.463962,29.720695000000003],[-95.463965,29.721132],[-95.463978,29.722151000000004],[-95.46403200000002,29.724511000000003],[-95.46401700000001,29.724769000000006],[-95.464036,29.725476999999998],[-95.46403100000002,29.72552600000001],[-95.46403600000001,29.725859999999994],[-95.46399400000001,29.725868999999996],[-95.46369600000001,29.725949999999997],[-95.46104800000002,29.726173000000003],[-95.46085000000001,29.726184000000007],[-95.46076200000002,29.72619],[-95.460726,29.726192],[-95.460695,29.726194000000003],[-95.46042600000001,29.72621],[-95.46039500000002,29.726212000000004],[-95.46039700000001,29.72634],[-95.4604,29.726566],[-95.460424,29.728423999999997],[-95.460427,29.728616],[-95.460429,29.728760000000005],[-95.46043500000002,29.728953000000004],[-95.460649,29.728868000000006],[-95.46071800000001,29.72884],[-95.46079300000001,29.728811],[-95.460824,29.728799],[-95.46091100000001,29.728765000000003],[-95.461064,29.728705],[-95.461373,29.728584],[-95.461551,29.728515],[-95.463432,29.727781],[-95.463795,29.727639],[-95.464089,29.727533999999995],[-95.464849,29.727263],[-95.46666,29.726682],[-95.46774700000002,29.72646100000001],[-95.468006,29.726427],[-95.46825400000002,29.726396],[-95.468869,29.726318999999997],[-95.469746,29.726244000000005],[-95.470744,29.726179000000002],[-95.47098,29.726163000000003],[-95.472368,29.726102],[-95.47329100000002,29.726061999999995],[-95.47452700000001,29.726056999999997],[-95.47627000000001,29.726046000000004],[-95.476396,29.726045],[-95.476408,29.725888],[-95.47642,29.725724000000003],[-95.476442,29.725441000000004],[-95.47648000000001,29.724998],[-95.476486,29.724924],[-95.476493,29.724875000000004],[-95.4765,29.724772000000005],[-95.47651700000002,29.724453999999994]]]}"
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48201423301,"{""type"":""Polygon"",""coordinates"":[[[-95.528196,29.672720000000005],[-95.528194,29.672614],[-95.52819100000002,29.672455000000006],[-95.528172,29.671918],[-95.528173,29.671332],[-95.52817,29.670400000000004],[-95.52817,29.670101],[-95.52815900000002,29.669684000000004],[-95.528163,29.669555000000003],[-95.52817100000001,29.669253000000005],[-95.528165,29.66889],[-95.528162,29.668728],[-95.528156,29.668410000000005],[-95.52815500000001,29.668035000000003],[-95.528154,29.667559000000004],[-95.528146,29.667036000000003],[-95.528108,29.66630200000001],[-95.528107,29.666006999999993],[-95.528105,29.665682],[-95.52810100000002,29.665340999999998],[-95.528102,29.664972000000002],[-95.527314,29.664987],[-95.527031,29.665084],[-95.526776,29.665207000000002],[-95.52651,29.665304],[-95.52630900000001,29.665335000000006],[-95.526086,29.665343999999997],[-95.525453,29.665321999999993],[-95.52495500000002,29.665362999999996],[-95.524312,29.665461000000004],[-95.523433,29.665459999999992],[-95.522621,29.665475],[-95.521382,29.665484999999997],[-95.52127000000002,29.665484999999997],[-95.52057700000002,29.665485000000007],[-95.520154,29.665504000000002],[-95.519721,29.665497],[-95.518879,29.665512999999997],[-95.518737,29.665511],[-95.51804,29.665524000000005],[-95.517722,29.665530000000004],[-95.517503,29.665530000000004],[-95.517185,29.665535999999996],[-95.516651,29.665541],[-95.516337,29.665554000000007],[-95.51436000000001,29.665569000000005],[-95.513413,29.665575999999994],[-95.512317,29.665608],[-95.511285,29.665618000000002],[-95.51096900000002,29.66562700000001],[-95.51037100000002,29.66562700000001],[-95.509798,29.665626],[-95.50920400000001,29.66563300000001],[-95.508542,29.665634],[-95.50853400000001,29.666559],[-95.508533,29.667195000000003],[-95.508543,29.667604999999995],[-95.508552,29.668416999999998],[-95.508557,29.668669000000005],[-95.508552,29.669754],[-95.508551,29.670029],[-95.50857400000001,29.670665000000003],[-95.50857600000002,29.670866],[-95.508567,29.67186],[-95.508572,29.672098999999996],[-95.50857700000002,29.672386],[-95.50860000000002,29.673638999999998],[-95.508605,29.673922999999995],[-95.50861600000002,29.674532],[-95.508623,29.674894999999996],[-95.508635,29.675625000000004],[-95.50864,29.676083999999996],[-95.508641,29.676172],[-95.509932,29.676154],[-95.510709,29.676086999999995],[-95.510791,29.676065999999995],[-95.511458,29.675897000000003],[-95.51178900000001,29.675755000000002],[-95.512558,29.675344],[-95.51294400000002,29.675068],[-95.514454,29.674063000000004],[-95.514887,29.67386],[-95.51576500000002,29.673617],[-95.520927,29.672188999999996],[-95.523466,29.671971999999997],[-95.525179,29.671874],[-95.52579000000001,29.671940000000006],[-95.526419,29.672105000000002],[-95.528196,29.672720000000005]]]}"
2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48201453401,"{""type"":""Polygon"",""coordinates"":[[[-95.583734,29.659426],[-95.583718,29.659379],[-95.583651,29.659067],[-95.583444,29.657973],[-95.583202,29.656574999999993],[-95.58312700000002,29.656207000000002],[-95.583059,29.655827000000002],[-95.583002,29.655534999999997],[-95.58292300000001,29.655116999999997],[-95.58285100000002,29.654728000000006],[-95.582702,29.65395200000001],[-95.582195,29.653718],[-95.58177400000001,29.653524000000004],[-95.581014,29.653173000000002],[-95.580053,29.652731],[-95.57847,29.652001],[-95.577676,29.651634999999995],[-95.577362,29.651490000000003],[-95.57270800000002,29.649345000000007],[-95.571713,29.648886000000005],[-95.571607,29.648837],[-95.571488,29.648782],[-95.571363,29.648724999999995],[-95.571345,29.64874100000001],[-95.570745,29.649316],[-95.57045,29.649587000000004],[-95.568609,29.651311],[-95.568531,29.651387],[-95.568746,29.651536000000004],[-95.56925,29.652036000000003],[-95.56970000000001,29.652569],[-95.56986400000001,29.652834],[-95.569956,29.652904000000007],[-95.570409,29.653621999999995],[-95.57057800000001,29.654107999999997],[-95.570694,29.654471],[-95.570823,29.655486999999997],[-95.57079100000001,29.656016000000005],[-95.57077700000002,29.656215000000003],[-95.571637,29.656485999999997],[-95.572355,29.656712000000002],[-95.572752,29.65686],[-95.57307300000001,29.656965000000003],[-95.573274,29.657046999999995],[-95.573463,29.657157000000005],[-95.573796,29.657311000000004],[-95.573979,29.657349],[-95.574147,29.657367999999998],[-95.574319,29.657388],[-95.57459,29.657436999999998],[-95.575616,29.657685],[-95.57588,29.657771999999994],[-95.576025,29.657833],[-95.576459,29.65794300000001],[-95.576786,29.658047000000007],[-95.57693100000002,29.658108000000006],[-95.577258,29.658195999999997],[-95.577525,29.658301999999996],[-95.57790700000001,29.658454],[-95.57873800000002,29.658729],[-95.579134,29.658843999999995],[-95.57945500000001,29.658915000000004],[-95.579701,29.658992],[-95.579833,29.659014],[-95.57990200000002,29.659025],[-95.58023600000001,29.659108000000003],[-95.58069500000002,29.65931700000001],[-95.581482,29.659558],[-95.58168400000001,29.659601999999996],[-95.582175,29.659641000000004],[-95.582729,29.659613000000007],[-95.583138,29.659569],[-95.583734,29.659426]]]}"
3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48201331100,"{""type"":""Polygon"",""coordinates"":[[[-95.38327000000001,29.668131000000002],[-95.383393,29.667894],[-95.382852,29.667896999999996],[-95.38229000000001,29.667900000000003],[-95.38150600000002,29.667948000000003],[-95.381042,29.668067],[-95.380453,29.668217],[-95.378364,29.66894700000001],[-95.377824,29.669105],[-95.376975,29.669272000000003],[-95.37611,29.669319000000005],[-95.37533700000002,29.669321000000004],[-95.375266,29.669320000000003],[-95.374435,29.669319000000005],[-95.373564,29.669350999999995],[-95.37276200000001,29.669362999999993],[-95.37207,29.669378000000002],[-95.37193800000001,29.669373],[-95.370513,29.669394],[-95.37031,29.669392999999996],[-95.369482,29.669401000000004],[-95.36867,29.669436000000008],[-95.368106,29.66943],[-95.366027,29.669454],[-95.364335,29.669476999999997],[-95.363882,29.66949],[-95.362277,29.669514],[-95.36205100000001,29.669502],[-95.36137200000002,29.669516],[-95.36033,29.669538],[-95.359376,29.669552000000003],[-95.35898,29.669557000000008],[-95.357475,29.669563999999998],[-95.35694300000002,29.669478],[-95.355715,29.669094000000005],[-95.355715,29.669457],[-95.355744,29.670239000000002],[-95.35577200000002,29.671041999999996],[-95.35578,29.671781000000006],[-95.355801,29.672534],[-95.355816,29.673323000000003],[-95.355833,29.674106000000002],[-95.355849,29.674553999999997],[-95.355852,29.674949],[-95.355874,29.675544],[-95.355892,29.676371000000007],[-95.355911,29.677108],[-95.355942,29.678680000000004],[-95.355936,29.678817000000002],[-95.355931,29.679034],[-95.35593,29.679889000000006],[-95.35595600000002,29.680363999999994],[-95.355962,29.680735999999996],[-95.35596500000001,29.680921],[-95.356474,29.680813],[-95.35747200000002,29.680663999999997],[-95.358277,29.680587],[-95.358856,29.68057],[-95.359679,29.680546],[-95.36054400000002,29.680551],[-95.36222800000002,29.68068800000001],[-95.362588,29.680717],[-95.363205,29.680766999999996],[-95.363869,29.680821],[-95.36664900000001,29.680974000000003],[-95.367046,29.680971000000003],[-95.370908,29.680938999999995],[-95.37166,29.680932000000002],[-95.373856,29.680886000000005],[-95.374539,29.680867],[-95.375505,29.68083900000001],[-95.376414,29.680813],[-95.379274,29.680765],[-95.38076000000001,29.680730000000004],[-95.380976,29.680724999999995],[-95.381123,29.680717],[-95.38120400000001,29.680716],[-95.381213,29.680678999999998],[-95.381241,29.68057],[-95.381253,29.680525],[-95.381283,29.680408000000003],[-95.38136000000002,29.680111000000004],[-95.381543,29.679183],[-95.381626,29.678623999999996],[-95.381707,29.677982000000004],[-95.38176600000001,29.67589],[-95.381778,29.675438999999997],[-95.38178300000001,29.675222000000012],[-95.38179000000001,29.674965],[-95.381796,29.674848],[-95.381889,29.673143999999994],[-95.38188000000001,29.672115000000005],[-95.381933,29.671744],[-95.382038,29.671197],[-95.382097,29.670925],[-95.382215,29.670499],[-95.382383,29.67002],[-95.382772,29.669086],[-95.38298800000001,29.668670000000002],[-95.38314000000001,29.66838],[-95.38327000000001,29.668131000000002]]]}"
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48201331200,"{""type"":""Polygon"",""coordinates"":[[[-95.38749300000002,29.657773],[-95.387514,29.657626],[-95.386998,29.657625],[-95.386739,29.657624000000002],[-95.386523,29.657627999999995],[-95.385977,29.657658],[-95.385355,29.657716999999998],[-95.38498300000002,29.657778000000004],[-95.38482,29.657780999999996],[-95.384462,29.657787000000003],[-95.38373200000001,29.657814000000002],[-95.382673,29.657853000000003],[-95.381569,29.657894],[-95.380833,29.657912999999997],[-95.37925800000001,29.657954999999998],[-95.378722,29.657965],[-95.3763,29.658012000000003],[-95.375611,29.658030000000004],[-95.375338,29.658145],[-95.37246700000001,29.658220000000004],[-95.371985,29.658220000000004],[-95.37092100000001,29.658225000000005],[-95.370294,29.658237000000007],[-95.369817,29.658232],[-95.36921700000002,29.658231],[-95.36869,29.658240999999997],[-95.36827,29.658247999999993],[-95.36801300000002,29.658258999999997],[-95.36590000000001,29.65829],[-95.364906,29.658317000000004],[-95.364429,29.658310000000004],[-95.36414500000001,29.658308],[-95.363959,29.658312],[-95.36364800000001,29.658313000000003],[-95.36182000000001,29.658345],[-95.358596,29.658371000000002],[-95.35551900000002,29.658437000000003],[-95.355521,29.659159000000002],[-95.35552700000001,29.659853000000005],[-95.355531,29.66057500000001],[-95.355558,29.661305000000002],[-95.35556800000002,29.662173],[-95.355588,29.663246000000004],[-95.355623,29.664360000000006],[-95.355658,29.665332999999993],[-95.355668,29.666032],[-95.355679,29.666735999999993],[-95.355691,29.66748000000001],[-95.355715,29.669094000000005],[-95.35694300000002,29.669478],[-95.357475,29.669563999999998],[-95.35898,29.669557000000008],[-95.359376,29.669552000000003],[-95.36033,29.669538],[-95.36137200000002,29.669516],[-95.36205100000001,29.669502],[-95.362277,29.669514],[-95.363882,29.66949],[-95.364335,29.669476999999997],[-95.366027,29.669454],[-95.368106,29.66943],[-95.36867,29.669436000000008],[-95.369482,29.669401000000004],[-95.37031,29.669392999999996],[-95.370513,29.669394],[-95.37193800000001,29.669373],[-95.37207,29.669378000000002],[-95.37276200000001,29.669362999999993],[-95.373564,29.669350999999995],[-95.374435,29.669319000000005],[-95.375266,29.669320000000003],[-95.37533700000002,29.669321000000004],[-95.37611,29.669319000000005],[-95.376975,29.669272000000003],[-95.377824,29.669105],[-95.378364,29.66894700000001],[-95.380453,29.668217],[-95.381042,29.668067],[-95.38150600000002,29.667948000000003],[-95.38229000000001,29.667900000000003],[-95.382852,29.667896999999996],[-95.383393,29.667894],[-95.383478,29.667731000000003],[-95.383559,29.667576],[-95.385235,29.664366999999995],[-95.385841,29.663269],[-95.38613400000001,29.662682],[-95.386466,29.661904000000003],[-95.386668,29.661233000000003],[-95.386823,29.660761],[-95.387001,29.660199],[-95.387165,29.659598],[-95.387293,29.658982],[-95.387409,29.658376000000004],[-95.38749300000002,29.657773]]]}"
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48201331300,"{""type"":""Polygon"",""coordinates"":[[[-95.387669,29.655762],[-95.38763500000002,29.652943000000008],[-95.387605,29.651485],[-95.387592,29.650403000000004],[-95.387579,29.649707],[-95.38751,29.646003999999994],[-95.387506,29.645255],[-95.387494,29.644612999999996],[-95.387491,29.644179999999995],[-95.38748,29.643634999999996],[-95.387476,29.643474000000005],[-95.387475,29.643425],[-95.387396,29.639648],[-95.387388,29.638483],[-95.387347,29.636158000000002],[-95.387281,29.632302000000003],[-95.38728,29.632211999999996],[-95.386746,29.631886000000005],[-95.386547,29.631763999999997],[-95.38535800000001,29.630913000000003],[-95.385219,29.630781000000006],[-95.38488700000002,29.630091],[-95.384693,29.629861],[-95.384465,29.629713],[-95.384124,29.629596999999997],[-95.38314700000001,29.629365000000004],[-95.382379,29.629274999999993],[-95.382056,29.629291000000002],[-95.381415,29.629409],[-95.380872,29.629567],[-95.380148,29.629873000000003],[-95.379959,29.630006],[-95.379894,29.630137],[-95.37986,29.630676000000005],[-95.379917,29.631454999999992],[-95.379887,29.631631],[-95.379721,29.631784999999997],[-95.37875800000002,29.632242000000005],[-95.378222,29.632495999999993],[-95.378074,29.632658999999993],[-95.37783900000001,29.634814],[-95.377976,29.635667000000005],[-95.37791,29.635981],[-95.377815,29.63609599999999],[-95.377555,29.636265],[-95.376678,29.636450000000004],[-95.376416,29.636547],[-95.376123,29.636795],[-95.375492,29.637577],[-95.375482,29.637752999999996],[-95.375596,29.638291],[-95.37561600000001,29.638386999999998],[-95.37592000000001,29.639279],[-95.375949,29.639562999999995],[-95.37586000000002,29.639912000000002],[-95.37569000000002,29.640235],[-95.375552,29.640365999999997],[-95.375168,29.640474999999995],[-95.37414600000001,29.640334],[-95.373757,29.640433],[-95.373557,29.640609000000005],[-95.37285300000002,29.641704],[-95.37261400000001,29.641898000000005],[-95.371248,29.642138999999997],[-95.37101800000002,29.642213999999996],[-95.370842,29.642343000000004],[-95.370711,29.642563999999993],[-95.370456,29.643316000000002],[-95.37034,29.643462999999993],[-95.370002,29.643720000000002],[-95.36889900000001,29.644268],[-95.368363,29.644319],[-95.368365,29.644398],[-95.368377,29.64516800000001],[-95.36842600000001,29.646089],[-95.368434,29.646461000000002],[-95.368437,29.646867000000004],[-95.368438,29.647198999999993],[-95.368432,29.647625000000005],[-95.368445,29.647982],[-95.368462,29.648409],[-95.36847300000001,29.648786],[-95.36848500000002,29.649181999999996],[-95.36851000000001,29.649933000000004],[-95.368546,29.651335],[-95.36854300000002,29.651640000000004],[-95.36855,29.652200999999994],[-95.36854900000002,29.653057999999998],[-95.368588,29.653921],[-95.36860000000001,29.654194],[-95.36859600000001,29.654774000000003],[-95.368603,29.655140999999997],[-95.368611,29.655615],[-95.368574,29.656132],[-95.368498,29.65644],[-95.36842500000002,29.656646000000006],[-95.36824200000001,29.657037000000003],[-95.36815400000002,29.657215000000004],[-95.36804700000002,29.657617999999996],[-95.368036,29.657779],[-95.368027,29.658022000000003],[-95.36801300000002,29.658258999999997],[-95.36827,29.658247999999993],[-95.36869,29.658240999999997],[-95.36921700000002,29.658231],[-95.369817,29.658232],[-95.370294,29.658237000000007],[-95.37092100000001,29.658225000000005],[-95.371985,29.658220000000004],[-95.37246700000001,29.658220000000004],[-95.375338,29.658145],[-95.375611,29.658030000000004],[-95.3763,29.658012000000003],[-95.378722,29.657965],[-95.37925800000001,29.657954999999998],[-95.380833,29.657912999999997],[-95.381569,29.657894],[-95.382673,29.657853000000003],[-95.38373200000001,29.657814000000002],[-95.384462,29.657787000000003],[-95.38482,29.657780999999996],[-95.38498300000002,29.657778000000004],[-95.385355,29.657716999999998],[-95.385977,29.657658],[-95.386523,29.657627999999995],[-95.386739,29.657624000000002],[-95.386998,29.657625],[-95.387514,29.657626],[-95.387581,29.657146],[-95.387622,29.656587999999996],[-95.387669,29.655762]]]}"
6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48201331400,"{""type"":""Polygon"",""coordinates"":[[[-95.368611,29.655615],[-95.368603,29.655140999999997],[-95.36859600000001,29.654774000000003],[-95.36860000000001,29.654194],[-95.368588,29.653921],[-95.36854900000002,29.653057999999998],[-95.36855,29.652200999999994],[-95.36854300000002,29.651640000000004],[-95.368546,29.651335],[-95.36851000000001,29.649933000000004],[-95.36848500000002,29.649181999999996],[-95.36847300000001,29.648786],[-95.368462,29.648409],[-95.368445,29.647982],[-95.368432,29.647625000000005],[-95.368438,29.647198999999993],[-95.368437,29.646867000000004],[-95.368434,29.646461000000002],[-95.36842600000001,29.646089],[-95.368377,29.64516800000001],[-95.368365,29.644398],[-95.368363,29.644319],[-95.367759,29.644377],[-95.36746100000002,29.644485],[-95.367315,29.644778000000006],[-95.367207,29.645235],[-95.367157,29.645446000000003],[-95.367025,29.645668],[-95.366785,29.645863],[-95.365816,29.646444],[-95.36558800000002,29.646523],[-95.365306,29.646547000000005],[-95.36416200000001,29.646477000000008],[-95.364053,29.646482000000002],[-95.363938,29.646558],[-95.363811,29.646642000000003],[-95.363278,29.646639],[-95.360086,29.647283],[-95.359843,29.647412000000003],[-95.35960100000001,29.647822],[-95.359362,29.648013999999996],[-95.359174,29.648082],[-95.358846,29.648092000000002],[-95.35796800000001,29.647949],[-95.357603,29.647932000000004],[-95.356632,29.648055999999997],[-95.356372,29.648163999999998],[-95.356286,29.648215000000004],[-95.356286,29.648285],[-95.356294,29.649104],[-95.35625000000002,29.649434000000003],[-95.356207,29.649843000000004],[-95.356142,29.650099000000004],[-95.35606,29.650499999999997],[-95.355834,29.651115],[-95.355542,29.652261999999993],[-95.355474,29.652637000000002],[-95.355408,29.653486],[-95.35541,29.653996],[-95.355414,29.654244000000002],[-95.355463,29.655921000000003],[-95.355472,29.656662999999998],[-95.355482,29.657125],[-95.355489,29.657603],[-95.35551900000002,29.658437000000003],[-95.358596,29.658371000000002],[-95.36182000000001,29.658345],[-95.36364800000001,29.658313000000003],[-95.363959,29.658312],[-95.36414500000001,29.658308],[-95.364429,29.658310000000004],[-95.364906,29.658317000000004],[-95.36590000000001,29.65829],[-95.36801300000002,29.658258999999997],[-95.368027,29.658022000000003],[-95.368036,29.657779],[-95.36804700000002,29.657617999999996],[-95.36815400000002,29.657215000000004],[-95.36824200000001,29.657037000000003],[-95.36842500000002,29.656646000000006],[-95.368498,29.65644],[-95.368574,29.656132],[-95.368611,29.655615]]]}"
7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48201321700,"{""type"":""Polygon"",""coordinates"":[[[-95.24646300000002,29.679806000000003],[-95.24645,29.679592],[-95.246374,29.679479],[-95.246328,29.679409000000003],[-95.245537,29.678907000000002],[-95.245489,29.678735000000003],[-95.245322,29.678127000000003],[-95.245213,29.67798],[-95.24519,29.677950000000003],[-95.244793,29.677602999999998],[-95.24469200000001,29.677505],[-95.244642,29.677344999999995],[-95.244585,29.676927],[-95.24449000000001,29.676790000000004],[-95.244396,29.676685000000003],[-95.244276,29.676619000000006],[-95.244074,29.676581],[-95.24357300000001,29.67661300000001],[-95.243357,29.676609000000006],[-95.242507,29.676488],[-95.242173,29.676411000000005],[-95.241839,29.676406],[-95.241745,29.676423000000007],[-95.241468,29.6765],[-95.241329,29.67656],[-95.24117800000002,29.676582000000007],[-95.241077,29.676549000000005],[-95.24095100000001,29.676472],[-95.24087600000001,29.676411999999996],[-95.240699,29.676169999999995],[-95.240542,29.675889999999995],[-95.240346,29.675659000000003],[-95.24012600000002,29.67546099999999],[-95.24001300000002,29.675335000000008],[-95.239949,29.675214],[-95.239899,29.675082],[-95.23983600000001,29.674762999999995],[-95.23974800000002,29.674553999999997],[-95.23970300000002,29.674406000000005],[-95.239514,29.674069999999997],[-95.23933800000002,29.673625],[-95.239306,29.673581],[-95.239205,29.6734],[-95.23913000000002,29.673323000000003],[-95.239029,29.673279],[-95.238727,29.673163],[-95.238311,29.673085000000004],[-95.237858,29.672999000000008],[-95.237663,29.672955000000005],[-95.23753000000002,29.67290500000001],[-95.23749600000001,29.672884000000003],[-95.237335,29.672785000000005],[-95.23680000000002,29.672179999999994],[-95.23666500000002,29.672069],[-95.236441,29.671883],[-95.23632700000002,29.671751000000008],[-95.23622000000002,29.671592000000008],[-95.23610800000002,29.671347],[-95.236006,29.671123999999995],[-95.236012,29.67096000000001],[-95.23598700000001,29.670866000000007],[-95.235836,29.670657000000002],[-95.23576600000001,29.670542000000005],[-95.23567800000001,29.670431999999995],[-95.235571,29.670338],[-95.23553700000001,29.670313000000004],[-95.235497,29.670283000000005],[-95.234131,29.66974099999999],[-95.233525,29.669749],[-95.23338500000001,29.669758],[-95.233158,29.669912999999994],[-95.23287,29.669835000000003],[-95.23265700000002,29.669773],[-95.232406,29.669752],[-95.230535,29.669783999999996],[-95.23055,29.670817],[-95.23060300000002,29.673359999999995],[-95.230612,29.673765999999997],[-95.230625,29.67448499999999],[-95.230642,29.675019],[-95.230659,29.675736],[-95.229005,29.675772],[-95.228569,29.675781],[-95.22842300000002,29.675784],[-95.22836,29.675784999999998],[-95.22829,29.675785999999995],[-95.228035,29.675793],[-95.227378,29.675807000000002],[-95.226542,29.675814],[-95.226102,29.675824000000006],[-95.22570400000001,29.67584],[-95.22509400000001,29.675848],[-95.224628,29.675848999999996],[-95.224137,29.675877000000007],[-95.224623,29.676519],[-95.225578,29.677791],[-95.226581,29.679177000000006],[-95.22670400000001,29.679339000000006],[-95.227222,29.680025],[-95.22729,29.680121],[-95.22767600000002,29.68071000000001],[-95.228229,29.681517],[-95.228477,29.681842],[-95.22902400000001,29.682604],[-95.229514,29.683317999999996],[-95.22984500000001,29.683344],[-95.230083,29.683369],[-95.23032200000002,29.683382999999992],[-95.23108800000001,29.683379000000002],[-95.232138,29.683373000000003],[-95.232924,29.683362],[-95.234007,29.683353000000007],[-95.234526,29.68334799999999],[-95.236177,29.683311],[-95.238925,29.683333000000005],[-95.240512,29.683308],[-95.241122,29.683302],[-95.241395,29.68330400000001],[-95.24187000000002,29.683285000000005],[-95.242858,29.683297999999997],[-95.24499100000001,29.683239],[-95.245335,29.683191],[-95.245413,29.683180000000004],[-95.245493,29.682643],[-95.24574600000001,29.681384],[-95.246045,29.68053],[-95.24646300000002,29.679806000000003]]]}"
8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48201521402,"{""type"":""Polygon"",""coordinates"":[[[-95.509637,29.821599000000003],[-95.509626,29.821141000000004],[-95.507449,29.821186000000004],[-95.50730600000001,29.82119000000001],[-95.506657,29.821162000000005],[-95.50573,29.82096],[-95.50485,29.820854999999998],[-95.50193200000001,29.820854],[-95.501243,29.820855999999996],[-95.50073000000002,29.820778],[-95.499914,29.82052],[-95.49960800000001,29.820359000000003],[-95.499168,29.820077],[-95.499119,29.820035],[-95.498904,29.820204],[-95.49854300000001,29.820592],[-95.49828100000002,29.82086],[-95.497974,29.821175],[-95.49752,29.821641000000003],[-95.496823,29.822426000000004],[-95.496571,29.822679000000004],[-95.49644100000002,29.822826999999997],[-95.496345,29.822936000000002],[-95.49622100000002,29.823068000000003],[-95.496005,29.82329800000001],[-95.49545200000001,29.823893],[-95.494949,29.82443],[-95.493999,29.825423999999998],[-95.49413,29.825523000000004],[-95.494841,29.826001999999995],[-95.494956,29.825869000000008],[-95.49511700000001,29.825748000000008],[-95.49531200000001,29.825668000000004],[-95.495562,29.825590999999992],[-95.49947500000002,29.825578000000004],[-95.502874,29.825569999999992],[-95.50288100000002,29.826824000000002],[-95.50288100000002,29.827282],[-95.502884,29.827488],[-95.50291800000001,29.829362],[-95.50348500000001,29.829376000000003],[-95.503801,29.829390999999998],[-95.50409600000002,29.829394000000004],[-95.504531,29.829384000000008],[-95.50477900000001,29.829381000000005],[-95.504968,29.829373000000004],[-95.505879,29.829369],[-95.50601,29.829367000000005],[-95.50631600000001,29.829356],[-95.50653500000001,29.829361000000002],[-95.506638,29.829362],[-95.506736,29.829362],[-95.507397,29.829352000000004],[-95.508437,29.829352000000004],[-95.509062,29.829329],[-95.50927100000001,29.829336000000005],[-95.50924,29.827611999999995],[-95.509236,29.827506],[-95.509231,29.827336999999993],[-95.509218,29.826709999999995],[-95.509205,29.825583000000005],[-95.509203,29.825478000000004],[-95.509199,29.825050999999995],[-95.509188,29.823923],[-95.50918900000002,29.823891000000007],[-95.50919800000001,29.823396000000002],[-95.509242,29.823218000000004],[-95.509298,29.822988],[-95.509499,29.82247],[-95.509599,29.822051000000002],[-95.509637,29.821599000000003]]]}"
