model,n_features,cv_r2_mean,cv_r2_std,cv_rmse_mean,cv_rmse_std,cv_mae_mean,cv_mae_std,delta_vs_baseline_r2,delta_vs_baseline_rmse,delta_vs_baseline_mae
baseline_factors_only,5,0.13304468009788245,0.10771928057946542,1.1049074838609667,0.0656869343083161,0.8880228295073337,0.060961862100950406,0.0,0.0,0.0
extended_factors_plus_PC1_to_PC5,10,0.5981390404139695,0.055565115358927934,0.7521729832202164,0.05784895921920392,0.5854252617209668,0.03671137849145484,0.46509436031608703,-0.3527345006407503,-0.30259756778636693
