city,rows,unique_geoid_n,missing_total_population_n,missing_income_n,missing_poverty_rate_n,missing_lst_c_n,missing_air_temp_c_n,missing_rh_pct_n,missing_hi_c_n,missing_hi_minus_lst_n,output_csv
las_vegas,535,535,0,1,0,535,535,535,535,535,/Users/yufeizhou/Desktop/heat-exposure-compare/city_intake/las_vegas/working/las_vegas_heat_master_template.csv
