city,rows,unique_geoid_n,crs,lon_min,lat_min,lon_max,lat_max,missing_total_population_n,missing_income_n,missing_poverty_rate_n,missing_lst_c_n,missing_air_temp_c_n,missing_rh_pct_n,missing_hi_c_n,missing_hi_minus_lst_n,output_gpkg,output_geojson,output_csv
las_vegas,535,535,EPSG:32611,-115.896925,35.001857,-114.042819,36.853662,,,0,535,535,535,535,535,/Users/yufeizhou/Desktop/heat-exposure-compare/city_intake/las_vegas/working/las_vegas_heat_extraction_input.gpkg,/Users/yufeizhou/Desktop/heat-exposure-compare/city_intake/las_vegas/working/las_vegas_heat_extraction_input.geojson,/Users/yufeizhou/Desktop/heat-exposure-compare/city_intake/las_vegas/working/las_vegas_heat_extraction_input.csv
