GEOID,NAME,total_population,median_household_income,below_poverty_count,poverty_universe,poverty_rate
32003003638,Census Tract 36.38; Clark County; Nevada,4455,89341.0,769,4370,0.1759725400457666
32003003639,Census Tract 36.39; Clark County; Nevada,3832,75865.0,380,3814,0.09963293130571578
32003003640,Census Tract 36.40; Clark County; Nevada,6793,69667.0,906,6628,0.13669281834640917
32003003641,Census Tract 36.41; Clark County; Nevada,6482,73793.0,906,6472,0.1399876390605686
32003003642,Census Tract 36.42; Clark County; Nevada,4565,79195.0,537,4556,0.11786654960491659
32003003643,Census Tract 36.43; Clark County; Nevada,5606,70975.0,984,5548,0.1773612112472963
32003003644,Census Tract 36.44; Clark County; Nevada,4903,68792.0,489,4903,0.09973485621048338
32003003645,Census Tract 36.45; Clark County; Nevada,4482,80388.0,231,4482,0.051539491298527446
32003003646,Census Tract 36.46; Clark County; Nevada,4749,77642.0,354,4749,0.07454200884396715
32003003647,Census Tract 36.47; Clark County; Nevada,5674,102419.0,579,5674,0.10204441311244272
32003003648,Census Tract 36.48; Clark County; Nevada,4708,90978.0,408,4708,0.08666100254885302
32003003649,Census Tract 36.49; Clark County; Nevada,2732,106050.0,28,2724,0.010279001468428781
32003003650,Census Tract 36.50; Clark County; Nevada,4300,57274.0,906,4266,0.21237693389592124
32003003651,Census Tract 36.51; Clark County; Nevada,5543,64911.0,705,5543,0.12718744362258705
32003003652,Census Tract 36.52; Clark County; Nevada,4968,84798.0,68,4968,0.013687600644122383
32003003653,Census Tract 36.53; Clark County; Nevada,2467,111272.0,124,2467,0.05026347790839076
32003003654,Census Tract 36.54; Clark County; Nevada,3580,109811.0,160,3580,0.0446927374301676
32003003655,Census Tract 36.55; Clark County; Nevada,5735,90446.0,488,5735,0.08509154315605928
32003003656,Census Tract 36.56; Clark County; Nevada,4447,78824.0,135,4430,0.030474040632054177
32003003657,Census Tract 36.57; Clark County; Nevada,3703,46737.0,874,3673,0.23795262728015246
32003003658,Census Tract 36.58; Clark County; Nevada,2172,119828.0,90,2172,0.04143646408839779
32003003659,Census Tract 36.59; Clark County; Nevada,3151,97720.0,123,3151,0.0390352269120914
32003003660,Census Tract 36.60; Clark County; Nevada,5307,116898.0,200,5240,0.03816793893129771
32003003661,Census Tract 36.61; Clark County; Nevada,4524,75674.0,444,4445,0.09988751406074241
32003003662,Census Tract 36.62; Clark County; Nevada,5371,116910.0,426,5349,0.07964105440269209
32003003663,Census Tract 36.63; Clark County; Nevada,3367,90595.0,472,3367,0.1401841401841402
32003003664,Census Tract 36.64; Clark County; Nevada,3549,76439.0,328,3549,0.0924204001127078
32003003665,Census Tract 36.65; Clark County; Nevada,4893,87974.0,462,4893,0.0944206008583691
32003003666,Census Tract 36.66; Clark County; Nevada,4337,87446.0,69,4337,0.015909614941203597
32003003700,Census Tract 37; Clark County; Nevada,3840,58970.0,658,3840,0.17135416666666667
32003003800,Census Tract 38; Clark County; Nevada,4418,26227.0,1743,4350,0.4006896551724138
32003004000,Census Tract 40; Clark County; Nevada,3362,40625.0,763,3344,0.22816985645933013
32003004100,Census Tract 41; Clark County; Nevada,5621,72722.0,568,5621,0.10104963529621064
32003004200,Census Tract 42; Clark County; Nevada,4983,57299.0,1275,4983,0.25586995785671285
32003004301,Census Tract 43.01; Clark County; Nevada,1587,37072.0,474,1587,0.29867674858223064
32003004302,Census Tract 43.02; Clark County; Nevada,3848,46014.0,1459,3848,0.37915800415800416
32003004401,Census Tract 44.01; Clark County; Nevada,2909,58393.0,535,2898,0.18461007591442374
32003004402,Census Tract 44.02; Clark County; Nevada,3603,39495.0,1063,3575,0.29734265734265736
32003004500,Census Tract 45; Clark County; Nevada,5040,62964.0,1242,5001,0.2483503299340132
32003004601,Census Tract 46.01; Clark County; Nevada,5612,35417.0,1635,5394,0.3031145717463849
32003004602,Census Tract 46.02; Clark County; Nevada,3084,42214.0,839,2863,0.2930492490394691
32003004703,Census Tract 47.03; Clark County; Nevada,6469,55268.0,1481,6460,0.22925696594427245
32003004707,Census Tract 47.07; Clark County; Nevada,3184,44784.0,951,3176,0.2994332493702771
32003004709,Census Tract 47.09; Clark County; Nevada,5491,51946.0,1126,5491,0.20506283008559462
32003004710,Census Tract 47.10; Clark County; Nevada,7279,39194.0,3348,7274,0.460269452845752
32003004712,Census Tract 47.12; Clark County; Nevada,5167,32456.0,1839,5167,0.35591252177278887
32003004713,Census Tract 47.13; Clark County; Nevada,4458,38358.0,1006,4434,0.2268831754623365
32003004714,Census Tract 47.14; Clark County; Nevada,5875,60634.0,1061,5875,0.18059574468085107
32003004715,Census Tract 47.15; Clark County; Nevada,6108,56451.0,1771,6077,0.2914266908013823
32003004716,Census Tract 47.16; Clark County; Nevada,3516,60217.0,870,3516,0.24744027303754265
32003004717,Census Tract 47.17; Clark County; Nevada,3581,66294.0,647,3573,0.18108032465715085
32003004907,Census Tract 49.07; Clark County; Nevada,3452,111500.0,66,3452,0.019119351100811123
32003004910,Census Tract 49.10; Clark County; Nevada,2738,75150.0,416,2738,0.15193571950328708
32003004911,Census Tract 49.11; Clark County; Nevada,5033,51250.0,1033,4968,0.20793075684380033
32003004912,Census Tract 49.12; Clark County; Nevada,5025,59158.0,1052,5025,0.20935323383084578
32003004914,Census Tract 49.14; Clark County; Nevada,2530,70870.0,421,2530,0.16640316205533598
32003004915,Census Tract 49.15; Clark County; Nevada,3218,72269.0,627,3218,0.19484151646985706
32003004916,Census Tract 49.16; Clark County; Nevada,2521,81298.0,247,2516,0.09817170111287758
32003004917,Census Tract 49.17; Clark County; Nevada,3580,78409.0,192,3580,0.053631284916201116
32003004918,Census Tract 49.18; Clark County; Nevada,4172,73664.0,237,4154,0.05705344246509388
32003004919,Census Tract 49.19; Clark County; Nevada,4307,75761.0,127,4301,0.029528016740292956
32003004920,Census Tract 49.20; Clark County; Nevada,5609,58924.0,954,5609,0.17008379390265643
32003004921,Census Tract 49.21; Clark County; Nevada,5106,43315.0,1031,5013,0.2056652702972272
32003004923,Census Tract 49.23; Clark County; Nevada,3971,57873.0,1065,3971,0.2681944094686477
32003004924,Census Tract 49.24; Clark County; Nevada,4233,72344.0,465,4233,0.10985116938341602
32003004925,Census Tract 49.25; Clark County; Nevada,5642,71410.0,828,5642,0.1467564693371145
32003004926,Census Tract 49.26; Clark County; Nevada,4320,76071.0,244,4248,0.05743879472693032
32003005005,Census Tract 50.05; Clark County; Nevada,3926,28063.0,1428,3926,0.36372898624554256
32003005006,Census Tract 50.06; Clark County; Nevada,4145,37485.0,953,4116,0.2315354713313897
32003005007,Census Tract 50.07; Clark County; Nevada,2356,83774.0,203,2356,0.08616298811544991
32003005010,Census Tract 50.10; Clark County; Nevada,4727,39033.0,1443,4727,0.3052676115929765
32003005011,Census Tract 50.11; Clark County; Nevada,3927,75536.0,475,3908,0.12154554759467759
32003005012,Census Tract 50.12; Clark County; Nevada,2494,58065.0,648,2494,0.2598235765838011
32003005013,Census Tract 50.13; Clark County; Nevada,4253,65760.0,673,4196,0.1603908484270734
32003005014,Census Tract 50.14; Clark County; Nevada,5330,49426.0,612,5330,0.11482176360225141
32003005015,Census Tract 50.15; Clark County; Nevada,5095,80254.0,518,5095,0.10166830225711482
32003005016,Census Tract 50.16; Clark County; Nevada,5581,64426.0,660,5505,0.11989100817438691
32003005017,Census Tract 50.17; Clark County; Nevada,8651,77276.0,1402,8651,0.16206218934227257
32003005102,Census Tract 51.02; Clark County; Nevada,5193,80888.0,553,5160,0.10717054263565891
32003005103,Census Tract 51.03; Clark County; Nevada,5306,78992.0,270,5282,0.05111700113593336
32003005104,Census Tract 51.04; Clark County; Nevada,3256,97418.0,133,3248,0.040948275862068964
32003005106,Census Tract 51.06; Clark County; Nevada,3321,75135.0,220,3321,0.0662451068955134
32003005107,Census Tract 51.07; Clark County; Nevada,4807,95357.0,297,4807,0.06178489702517163
32003005108,Census Tract 51.08; Clark County; Nevada,3639,54004.0,633,3639,0.17394888705688377
32003005110,Census Tract 51.10; Clark County; Nevada,2741,80883.0,204,2741,0.07442539219263043
32003005111,Census Tract 51.11; Clark County; Nevada,6053,68636.0,504,6053,0.08326449694366429
32003005112,Census Tract 51.12; Clark County; Nevada,3317,100909.0,544,3317,0.16400361772686162
32003005113,Census Tract 51.13; Clark County; Nevada,3296,73165.0,230,3074,0.07482108002602472
32003005114,Census Tract 51.14; Clark County; Nevada,4923,63728.0,870,4906,0.17733387688544638
32003005115,Census Tract 51.15; Clark County; Nevada,3082,58882.0,358,3082,0.11615833874107723
32003005116,Census Tract 51.16; Clark County; Nevada,5262,81667.0,642,5262,0.12200684150513112
32003005200,Census Tract 52; Clark County; Nevada,4183,61063.0,524,3822,0.1371009942438514
32003005311,Census Tract 53.11; Clark County; Nevada,3369,80968.0,209,3369,0.0620362125259721
32003005312,Census Tract 53.12; Clark County; Nevada,2722,96184.0,129,2722,0.047391623806024984
32003005313,Census Tract 53.13; Clark County; Nevada,5699,96289.0,366,5699,0.06422179329706966
32003005314,Census Tract 53.14; Clark County; Nevada,2439,108750.0,217,2439,0.08897088970889709
32003005316,Census Tract 53.16; Clark County; Nevada,3522,77112.0,180,3522,0.05110732538330494
32003005317,Census Tract 53.17; Clark County; Nevada,5499,76750.0,216,5287,0.04085492717987516
32003005318,Census Tract 53.18; Clark County; Nevada,3006,97113.0,381,3006,0.12674650698602793
32003005319,Census Tract 53.19; Clark County; Nevada,3087,112943.0,249,3058,0.08142576847612819
32003005320,Census Tract 53.20; Clark County; Nevada,2567,77321.0,219,2567,0.08531359563693026
32003005321,Census Tract 53.21; Clark County; Nevada,3681,105769.0,119,3681,0.03232817169247487
32003005322,Census Tract 53.22; Clark County; Nevada,1671,114712.0,58,1671,0.034709754637941355
32003005333,Census Tract 53.33; Clark County; Nevada,3160,100208.0,235,3139,0.07486460656259955
32003005335,Census Tract 53.35; Clark County; Nevada,4919,109722.0,232,4919,0.04716405773531206
32003005336,Census Tract 53.36; Clark County; Nevada,4435,48259.0,723,4435,0.16302142051860202
32003005337,Census Tract 53.37; Clark County; Nevada,3372,143375.0,176,3372,0.05219454329774614
32003005338,Census Tract 53.38; Clark County; Nevada,1940,64071.0,189,1940,0.09742268041237113
32003005341,Census Tract 53.41; Clark County; Nevada,2426,89250.0,68,2421,0.02808756712102437
32003005342,Census Tract 53.42; Clark County; Nevada,2950,95516.0,194,2950,0.06576271186440678
32003005343,Census Tract 53.43; Clark County; Nevada,6301,87500.0,761,6273,0.12131356607683724
32003005346,Census Tract 53.46; Clark County; Nevada,6054,74364.0,493,6030,0.08175787728026535
32003005347,Census Tract 53.47; Clark County; Nevada,6391,76955.0,947,6391,0.14817712408073855
32003005348,Census Tract 53.48; Clark County; Nevada,5677,158859.0,221,5677,0.038929011802008105
32003005349,Census Tract 53.49; Clark County; Nevada,4863,106429.0,315,4855,0.06488156539649846
32003005350,Census Tract 53.50; Clark County; Nevada,3723,112419.0,188,3723,0.05049691109320441
32003005351,Census Tract 53.51; Clark County; Nevada,5415,89896.0,973,5403,0.18008513788635944
32003005352,Census Tract 53.52; Clark County; Nevada,4230,94552.0,304,4227,0.07191861840548852
32003005353,Census Tract 53.53; Clark County; Nevada,5389,85025.0,205,5389,0.038040452774169606
32003005354,Census Tract 53.54; Clark County; Nevada,6763,103537.0,694,6729,0.10313568137910537
32003005355,Census Tract 53.55; Clark County; Nevada,5319,88925.0,322,5262,0.06119346256176359
32003005356,Census Tract 53.56; Clark County; Nevada,3352,169246.0,187,3325,0.056240601503759396
32003005358,Census Tract 53.58; Clark County; Nevada,3589,137587.0,63,3589,0.01755363611033714
32003005360,Census Tract 53.60; Clark County; Nevada,5526,73039.0,868,5526,0.15707564241766195
32003005361,Census Tract 53.61; Clark County; Nevada,4354,118385.0,224,4287,0.05225099136925589
32003005362,Census Tract 53.62; Clark County; Nevada,3390,148750.0,243,3316,0.0732810615199035
32003005363,Census Tract 53.63; Clark County; Nevada,2363,65686.0,305,2363,0.1290732120186204
32003005364,Census Tract 53.64; Clark County; Nevada,6683,86555.0,235,6683,0.03516384857100105
32003005365,Census Tract 53.65; Clark County; Nevada,4191,153352.0,152,4135,0.03675937122128174
32003005366,Census Tract 53.66; Clark County; Nevada,3736,102111.0,89,3712,0.023976293103448277
32003005421,Census Tract 54.21; Clark County; Nevada,4512,48835.0,1272,4064,0.31299212598425197
32003005422,Census Tract 54.22; Clark County; Nevada,4239,50909.0,894,4239,0.21089879688605803
32003005423,Census Tract 54.23; Clark County; Nevada,4816,72782.0,868,4704,0.18452380952380953
32003005432,Census Tract 54.32; Clark County; Nevada,5656,75805.0,395,5656,0.06983734087694483
32003005433,Census Tract 54.33; Clark County; Nevada,5897,113380.0,317,5884,0.05387491502379334
32003005434,Census Tract 54.34; Clark County; Nevada,5488,108247.0,373,5454,0.06839017235056839
32003005435,Census Tract 54.35; Clark County; Nevada,3682,78800.0,358,3682,0.09722976643128735
32003005437,Census Tract 54.37; Clark County; Nevada,6277,138882.0,394,6170,0.06385737439222042
32003005438,Census Tract 54.38; Clark County; Nevada,3008,49688.0,370,3008,0.12300531914893617
32003005439,Census Tract 54.39; Clark County; Nevada,3963,74356.0,503,3963,0.12692404743880897
32003005440,Census Tract 54.40; Clark County; Nevada,5839,76348.0,336,5839,0.05754410001712622
32003005441,Census Tract 54.41; Clark County; Nevada,7198,120000.0,483,7198,0.06710197277021394
32003005442,Census Tract 54.42; Clark County; Nevada,4912,122672.0,118,4912,0.024022801302931596
32003005501,Census Tract 55.01; Clark County; Nevada,3954,43964.0,301,3751,0.08024526792855238
32003005502,Census Tract 55.02; Clark County; Nevada,4459,102813.0,252,4459,0.0565149136577708
32003005503,Census Tract 55.03; Clark County; Nevada,2722,58050.0,313,2722,0.11498897869213813
32003005504,Census Tract 55.04; Clark County; Nevada,3753,72438.0,715,3635,0.19669876203576342
32003005607,Census Tract 56.07; Clark County; Nevada,4521,59419.0,1065,4521,0.23556735235567353
32003005612,Census Tract 56.12; Clark County; Nevada,1828,59875.0,260,1828,0.1422319474835886
32003005613,Census Tract 56.13; Clark County; Nevada,3837,90357.0,218,3837,0.05681522022413344
32003005614,Census Tract 56.14; Clark County; Nevada,2344,76351.0,121,2344,0.05162116040955631
32003005615,Census Tract 56.15; Clark County; Nevada,1720,64808.0,229,1705,0.1343108504398827
32003005702,Census Tract 57.02; Clark County; Nevada,3311,38432.0,971,3311,0.2932648746602235
32003005703,Census Tract 57.03; Clark County; Nevada,1133,48125.0,261,1077,0.24233983286908078
32003005704,Census Tract 57.04; Clark County; Nevada,2263,49185.0,215,2256,0.09530141843971632
32003005705,Census Tract 57.05; Clark County; Nevada,3380,49821.0,656,3380,0.1940828402366864
32003005711,Census Tract 57.11; Clark County; Nevada,4100,151818.0,28,4100,0.006829268292682927
32003005713,Census Tract 57.13; Clark County; Nevada,7096,90000.0,303,6963,0.043515725980180955
32003005715,Census Tract 57.15; Clark County; Nevada,4565,183214.0,203,4565,0.04446878422782037
32003005716,Census Tract 57.16; Clark County; Nevada,4588,95375.0,166,4588,0.036181342632955533
32003005717,Census Tract 57.17; Clark County; Nevada,6760,89593.0,757,6760,0.11198224852071006
32003005718,Census Tract 57.18; Clark County; Nevada,1891,102112.0,69,1891,0.03648863035430989
32003005719,Census Tract 57.19; Clark County; Nevada,4780,121962.0,439,4780,0.09184100418410042
32003005720,Census Tract 57.20; Clark County; Nevada,4321,113517.0,310,4321,0.07174265216385096
32003005721,Census Tract 57.21; Clark County; Nevada,3175,118839.0,239,3175,0.0752755905511811
32003005722,Census Tract 57.22; Clark County; Nevada,3096,82065.0,170,3096,0.05490956072351421
32003005803,Census Tract 58.03; Clark County; Nevada,5114,96042.0,306,5114,0.059835745013687915
32003005804,Census Tract 58.04; Clark County; Nevada,4600,72500.0,476,4600,0.10347826086956521
32003005805,Census Tract 58.05; Clark County; Nevada,3430,81324.0,369,3413,0.1081160269557574
32003005806,Census Tract 58.06; Clark County; Nevada,4320,81927.0,728,4320,0.1685185185185185
32003005807,Census Tract 58.07; Clark County; Nevada,4374,79244.0,228,4374,0.05212620027434842
32003005808,Census Tract 58.08; Clark County; Nevada,3206,71125.0,287,3206,0.08951965065502183
32003005809,Census Tract 58.09; Clark County; Nevada,4146,63324.0,1121,4146,0.27038109020742884
32003005813,Census Tract 58.13; Clark County; Nevada,4773,75755.0,377,4773,0.07898596270689294
32003005818,Census Tract 58.18; Clark County; Nevada,5884,57813.0,55,736,0.07472826086956522
32003005822,Census Tract 58.22; Clark County; Nevada,5728,140250.0,166,5728,0.028980446927374302
32003005824,Census Tract 58.24; Clark County; Nevada,4183,140203.0,211,4183,0.050442266316041116
32003005825,Census Tract 58.25; Clark County; Nevada,5006,66351.0,873,4914,0.17765567765567766
32003005826,Census Tract 58.26; Clark County; Nevada,4215,68504.0,318,4192,0.07585877862595419
32003005828,Census Tract 58.28; Clark County; Nevada,9967,106440.0,683,9949,0.06865011558950648
32003005829,Census Tract 58.29; Clark County; Nevada,6837,84962.0,926,6796,0.13625662154208357
32003005830,Census Tract 58.30; Clark County; Nevada,4079,81944.0,336,4079,0.08237313066928169
32003005831,Census Tract 58.31; Clark County; Nevada,6832,121322.0,434,6832,0.06352459016393443
32003005834,Census Tract 58.34; Clark County; Nevada,3410,98611.0,399,3381,0.11801242236024845
32003005835,Census Tract 58.35; Clark County; Nevada,4459,127688.0,280,4459,0.06279434850863422
32003005836,Census Tract 58.36; Clark County; Nevada,4146,91339.0,147,4131,0.03558460421205519
32003005837,Census Tract 58.37; Clark County; Nevada,4731,114167.0,185,4731,0.039103783555273726
32003005839,Census Tract 58.39; Clark County; Nevada,9400,142803.0,776,9400,0.0825531914893617
32003005841,Census Tract 58.41; Clark County; Nevada,5869,150351.0,293,5869,0.04992332594990629
32003005842,Census Tract 58.42; Clark County; Nevada,3256,136250.0,68,3256,0.020884520884520884
32003005843,Census Tract 58.43; Clark County; Nevada,2977,96406.0,405,2923,0.13855627779678412
32003005844,Census Tract 58.44; Clark County; Nevada,6462,107168.0,376,6462,0.05818632002476014
32003005845,Census Tract 58.45; Clark County; Nevada,3735,95063.0,340,3735,0.09103078982597054
32003005846,Census Tract 58.46; Clark County; Nevada,6253,94415.0,188,6253,0.030065568527106987
32003005847,Census Tract 58.47; Clark County; Nevada,3807,66786.0,349,3788,0.09213305174234425
32003005848,Census Tract 58.48; Clark County; Nevada,3713,58103.0,877,3713,0.23619714516563425
32003005849,Census Tract 58.49; Clark County; Nevada,4049,88333.0,313,4049,0.07730303778710793
32003005850,Census Tract 58.50; Clark County; Nevada,5285,101424.0,217,5285,0.04105960264900662
32003005852,Census Tract 58.52; Clark County; Nevada,6329,100816.0,619,6329,0.09780376046768842
32003005855,Census Tract 58.55; Clark County; Nevada,7805,91059.0,796,7780,0.10231362467866324
32003005856,Census Tract 58.56; Clark County; Nevada,4901,78929.0,739,4862,0.15199506375976965
32003005857,Census Tract 58.57; Clark County; Nevada,6935,96781.0,1460,6935,0.21052631578947367
32003005858,Census Tract 58.58; Clark County; Nevada,12601,129492.0,1024,12576,0.08142493638676845
32003005859,Census Tract 58.59; Clark County; Nevada,3476,65575.0,326,3446,0.09460243760882182
32003005860,Census Tract 58.60; Clark County; Nevada,11307,91935.0,792,11307,0.07004510480233483
32003005861,Census Tract 58.61; Clark County; Nevada,1713,140531.0,28,1705,0.016422287390029325
32003005862,Census Tract 58.62; Clark County; Nevada,6918,77667.0,441,6918,0.06374674761491761
32003005863,Census Tract 58.63; Clark County; Nevada,2555,99345.0,151,2555,0.059099804305283755
32003005864,Census Tract 58.64; Clark County; Nevada,7204,91322.0,723,7204,0.10036091060521932
32003005865,Census Tract 58.65; Clark County; Nevada,6759,105324.0,1605,6759,0.23746116289391922
32003005866,Census Tract 58.66; Clark County; Nevada,7807,129340.0,52,7778,0.006685523270763692
32003005867,Census Tract 58.67; Clark County; Nevada,5803,112947.0,239,5766,0.041449878598681926
32003005868,Census Tract 58.68; Clark County; Nevada,5763,94176.0,721,5763,0.12510845045982996
32003005869,Census Tract 58.69; Clark County; Nevada,3571,94239.0,359,3556,0.10095613048368954
32003005870,Census Tract 58.70; Clark County; Nevada,4135,104375.0,695,4135,0.16807738814993953
32003005871,Census Tract 58.71; Clark County; Nevada,1842,75313.0,101,1842,0.054831704668838216
32003005872,Census Tract 58.72; Clark County; Nevada,9261,168951.0,442,9261,0.04772702731886405
32003005873,Census Tract 58.73; Clark County; Nevada,4574,159063.0,85,4568,0.018607705779334502
32003005874,Census Tract 58.74; Clark County; Nevada,4691,84583.0,928,4691,0.19782562353442762
32003005875,Census Tract 58.75; Clark County; Nevada,3215,71722.0,383,3215,0.11912908242612753
32003005876,Census Tract 58.76; Clark County; Nevada,1968,48641.0,94,1968,0.047764227642276426
32003005877,Census Tract 58.77; Clark County; Nevada,7160,133289.0,374,7160,0.05223463687150838
32003005902,Census Tract 59.02; Clark County; Nevada,1107,67619.0,203,1107,0.18337850045167117
32003005903,Census Tract 59.03; Clark County; Nevada,3933,82152.0,95,3871,0.024541462154482045
32003005904,Census Tract 59.04; Clark County; Nevada,4349,88293.0,207,4349,0.04759714876983215
32003005905,Census Tract 59.05; Clark County; Nevada,2147,53052.0,294,2147,0.1369352585002329
32003006001,Census Tract 60.01; Clark County; Nevada,9608,49896.0,1886,8626,0.21864131694875957
32003006103,Census Tract 61.03; Clark County; Nevada,2930,62278.0,301,2930,0.10273037542662115
32003006104,Census Tract 61.04; Clark County; Nevada,5426,108281.0,207,5426,0.03814964983413196
32003006201,Census Tract 62.01; Clark County; Nevada,4248,47925.0,657,4239,0.15498938428874734
32003006202,Census Tract 62.02; Clark County; Nevada,4780,64359.0,913,4780,0.19100418410041842
32003006203,Census Tract 62.03; Clark County; Nevada,3230,82589.0,481,3141,0.15313594396688954
32003006204,Census Tract 62.04; Clark County; Nevada,5469,75880.0,610,5469,0.11153775827390748
32003006700,Census Tract 67; Clark County; Nevada,1512,100121.0,154,1512,0.10185185185185185
32003006800,Census Tract 68; Clark County; Nevada,5280,63456.0,1167,5252,0.2222010662604722
32003006900,Census Tract 69; Clark County; Nevada,1735,67000.0,277,1729,0.16020821283979178
32003007100,Census Tract 71; Clark County; Nevada,3534,33958.0,1198,3515,0.34082503556187765
32003007200,Census Tract 72; Clark County; Nevada,4690,55286.0,1424,4589,0.31030725648289387
32003007500,Census Tract 75; Clark County; Nevada,1316,120300.0,62,1212,0.05115511551155116
32003007600,Census Tract 76; Clark County; Nevada,4738,100208.0,234,4725,0.049523809523809526
32003007801,Census Tract 78.01; Clark County; Nevada,1235,33214.0,253,1235,0.2048582995951417
32003007802,Census Tract 78.02; Clark County; Nevada,486,,0,4,0.0
32003007900,Census Tract 79; Clark County; Nevada,3462,51042.0,576,3462,0.1663778162911612
