GEOID,STATEFP,COUNTYFP,TRACTCE,NAME,NAMELSAD,area_km2,GEOIDFQ,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,acs_name,total_population,median_household_income,below_poverty_count,poverty_universe,poverty_rate,city,centroid_lon,centroid_lat,lst_c,air_temp_c,rh_pct,hi_c,hi_minus_lst,has_heat_data,has_alphaearth_embedding,has_pc_scores
32003005877,32,003,005877,58.77,Census Tract 58.77,418.3347948872914,1400000US32003005877,G5020,S,418437707,0,+35.9198678,-115.3392692,Census Tract 58.77; Clark County; Nevada,7160,133289.0,374,7160,0.0522346368715083,las_vegas,-115.33926735269392,35.919867801276794,,,,,,False,False,False
32003003653,32,003,003653,36.53,Census Tract 36.53,1.3237628992067108,1400000US32003003653,G5020,S,1323894,0,+36.2689636,-115.1214237,Census Tract 36.53; Clark County; Nevada,2467,111272.0,124,2467,0.0502634779083907,las_vegas,-115.12142368199356,36.26896364941808,,,,,,False,False,False
32003003265,32,003,003265,32.65,Census Tract 32.65,2.017567440554102,1400000US32003003265,G5020,S,2018056,0,+36.2938213,-115.3241105,Census Tract 32.65; Clark County; Nevada,9444,114344.0,541,9390,0.0576144834930777,las_vegas,-115.32411045641572,36.29382131321035,,,,,,False,False,False
32003003266,32,003,003266,32.66,Census Tract 32.66,4.720692570585963,1400000US32003003266,G5020,S,4721840,0,+36.2579138,-115.3288340,Census Tract 32.66; Clark County; Nevada,5330,76702.0,481,5330,0.0902439024390243,las_vegas,-115.32615803481475,36.26722100238001,,,,,,False,False,False
32003003647,32,003,003647,36.47,Census Tract 36.47,2.283747423256354,1400000US32003003647,G5020,S,2283918,0,+36.2619805,-115.0916245,Census Tract 36.47; Clark County; Nevada,5674,102419.0,579,5674,0.1020444131124427,las_vegas,-115.09162445503244,36.26198053961942,,,,,,False,False,False
32003003659,32,003,003659,36.59,Census Tract 36.59,1.9548813126692735,1400000US32003003659,G5020,S,1955102,0,+36.2881377,-115.1417908,Census Tract 36.59; Clark County; Nevada,3151,97720.0,123,3151,0.0390352269120914,las_vegas,-115.14179078939763,36.288137658035055,,,,,,False,False,False
32003005442,32,003,005442,54.42,Census Tract 54.42,5.697371791006853,1400000US32003005442,G5020,S,5697275,0,+36.0625918,-114.9781255,Census Tract 54.42; Clark County; Nevada,4912,122672.0,118,4912,0.0240228013029315,las_vegas,-114.97812539081978,36.062591772687114,,,,,,False,False,False
32003003264,32,003,003264,32.64,Census Tract 32.64,1.3408392930546142,1400000US32003003264,G5020,S,1341160,0,+36.3029079,-115.3241869,Census Tract 32.64; Clark County; Nevada,6691,111023.0,205,6691,0.0306381706770288,las_vegas,-115.32418685479279,36.302907896019995,,,,,,False,False,False
32003003662,32,003,003662,36.62,Census Tract 36.62,2.6328595283376695,1400000US32003003662,G5020,S,2633268,0,+36.3059412,-115.1981475,Census Tract 36.62; Clark County; Nevada,5371,116910.0,426,5349,0.079641054402692,las_vegas,-115.1981475078821,36.30594123346638,,,,,,False,False,False
32003002944,32,003,002944,29.44,Census Tract 29.44,1.6077025168016632,1400000US32003002944,G5020,S,1608028,0,+36.1044370,-115.2708283,Census Tract 29.44; Clark County; Nevada,4804,111189.0,408,4761,0.0856962822936358,las_vegas,-115.2708282346097,36.10443697100703,,,,,,False,False,False
32003002946,32,003,002946,29.46,Census Tract 29.46,0.9120993385600938,1400000US32003002946,G5020,S,912249,0,+36.1205924,-115.2122943,Census Tract 29.46; Clark County; Nevada,1795,46724.0,298,1795,0.166016713091922,las_vegas,-115.21229427234522,36.12059244202378,,,,,,False,False,False
32003002961,32,003,002961,29.61,Census Tract 29.61,4.492705676475104,1400000US32003002961,G5020,S,4493501,0,+36.0798429,-115.2337769,Census Tract 29.61; Clark County; Nevada,2231,96146.0,229,2231,0.1026445540116539,las_vegas,-115.23377692968648,36.07984290863846,,,,,,False,False,False
32003005864,32,003,005864,58.64,Census Tract 58.64,3.3773558051480688,1400000US32003005864,G5020,S,3378089,0,+36.0933445,-115.2910457,Census Tract 58.64; Clark County; Nevada,7204,91322.0,723,7204,0.1003609106052193,las_vegas,-115.29104567982162,36.093344497451326,,,,,,False,False,False
32003005366,32,003,005366,53.66,Census Tract 53.66,6.249351207013737,1400000US32003005366,G5020,S,6249374,0,+36.0104607,-115.0048175,Census Tract 53.66; Clark County; Nevada,3736,102111.0,89,3712,0.0239762931034482,las_vegas,-115.00481741843089,36.01046071524438,,,,,,False,False,False
32003007801,32,003,007801,78.01,Census Tract 78.01,1.2163136785289907,1400000US32003007801,G5020,S,1216373,0,+36.2325084,-115.0571407,Census Tract 78.01; Clark County; Nevada,1235,33214.0,253,1235,0.2048582995951417,las_vegas,-115.05714065303414,36.232508429454846,,,,,,False,False,False
32003003323,32,003,003323,33.23,Census Tract 33.23,1.3168700154457658,1400000US32003003323,G5020,S,1317124,0,+36.3088922,-115.2515682,Census Tract 33.23; Clark County; Nevada,1528,111250.0,113,1528,0.0739528795811518,las_vegas,-115.25156816818307,36.308892210781885,,,,,,False,False,False
32003003621,32,003,003621,36.21,Census Tract 36.21,2.046533547993097,1400000US32003003621,G5020,S,2046821,0,+36.3000836,-115.1799230,Census Tract 36.21; Clark County; Nevada,2993,65417.0,133,2993,0.0444370197126628,las_vegas,-115.17992293178268,36.300083597914146,,,,,,False,False,False
32003003619,32,003,003619,36.19,Census Tract 36.19,1.6896967566285686,1400000US32003003619,G5020,S,1689950,0,+36.2898070,-115.1899001,Census Tract 36.19; Clark County; Nevada,5002,142604.0,214,5002,0.0427828868452618,las_vegas,-115.1899000414529,36.289807013010495,,,,,,False,False,False
32003000520,32,003,000520,5.20,Census Tract 5.20,0.5580046280848611,1400000US32003000520,G5020,S,558061,0,+36.1708821,-115.1205699,Census Tract 5.20; Clark County; Nevada,1785,60988.0,283,1782,0.1588103254769921,las_vegas,-115.12056992952276,36.17088209164565,,,,,,False,False,False
32003000522,32,003,000522,5.22,Census Tract 5.22,0.6122384389132984,1400000US32003000522,G5020,S,612293,0,+36.1708266,-115.1108384,Census Tract 5.22; Clark County; Nevada,3319,39485.0,1145,3319,0.3449834287435974,las_vegas,-115.11083837777653,36.17082663200265,,,,,,False,False,False
32003002824,32,003,002824,28.24,Census Tract 28.24,1.541735474789184,1400000US32003002824,G5020,S,1541872,0,+36.0908129,-115.1107597,Census Tract 28.24; Clark County; Nevada,1400,88158.0,141,1398,0.1008583690987124,las_vegas,-115.11075963240204,36.09081286015478,,,,,,False,False,False
32003002833,32,003,002833,28.33,Census Tract 28.33,1.374269711389501,1400000US32003002833,G5020,S,1374421,0,+36.0243297,-115.1454575,Census Tract 28.33; Clark County; Nevada,5185,95949.0,492,5185,0.0948891031822565,las_vegas,-115.14545746073267,36.02432974228884,,,,,,False,False,False
32003002834,32,003,002834,28.34,Census Tract 28.34,1.317635919594393,1400000US32003002834,G5020,S,1317785,0,+36.0169089,-115.1455745,Census Tract 28.34; Clark County; Nevada,5606,79087.0,596,5606,0.1063146628612201,las_vegas,-115.145574436558,36.01690891323525,,,,,,False,False,False
32003002956,32,003,002956,29.56,Census Tract 29.56,3.94577194436184,1400000US32003002956,G5020,S,3946357,0,+36.1080418,-115.1943752,Census Tract 29.56; Clark County; Nevada,2911,64764.0,433,2911,0.1487461353486774,las_vegas,-115.19437515882937,36.10804181539004,,,,,,False,False,False
32003002830,32,003,002830,28.30,Census Tract 28.30,1.7855043971170677,1400000US32003002830,G5020,S,1785696,0,+36.0350215,-115.1386828,Census Tract 28.30; Clark County; Nevada,5467,66655.0,662,5467,0.1210901774282056,las_vegas,-115.13868276401314,36.03502154365863,,,,,,False,False,False
32003002957,32,003,002957,29.57,Census Tract 29.57,2.6629185219607225,1400000US32003002957,G5020,S,2663440,0,+36.0960904,-115.2611448,Census Tract 29.57; Clark County; Nevada,2403,135833.0,385,2403,0.1602163961714523,las_vegas,-115.26114469871766,36.09609039529317,,,,,,False,False,False
32003002958,32,003,002958,29.58,Census Tract 29.58,1.3102041041839012,1400000US32003002958,G5020,S,1310434,0,+36.0961778,-115.2340523,Census Tract 29.58; Clark County; Nevada,5394,52798.0,948,5394,0.1757508342602892,las_vegas,-115.23405231440228,36.09617781081654,,,,,,False,False,False
32003002822,32,003,002822,28.22,Census Tract 28.22,1.4415550362946605,1400000US32003002822,G5020,S,1441638,0,+36.0955855,-115.0708546,Census Tract 28.22; Clark County; Nevada,3447,66250.0,444,3423,0.1297107800175284,las_vegas,-115.07085460678127,36.09558546664904,,,,,,False,False,False
32003002947,32,003,002947,29.47,Census Tract 29.47,3.3368432405484203,1400000US32003002947,G5020,S,3337436,0,+36.1348469,-115.2340194,Census Tract 29.47; Clark County; Nevada,3131,115563.0,230,3131,0.0734589587991057,las_vegas,-115.23401936675388,36.13484687857482,,,,,,False,False,False
32003002949,32,003,002949,29.49,Census Tract 29.49,1.0198079690174404,1400000US32003002949,G5020,S,1019990,0,+36.1200519,-115.2384895,Census Tract 29.49; Clark County; Nevada,2912,52031.0,398,2782,0.1430625449317038,las_vegas,-115.23848946390113,36.120051945072724,,,,,,False,False,False
32003002948,32,003,002948,29.48,Census Tract 29.48,1.3139943821893907,1400000US32003002948,G5020,S,1314223,0,+36.1071430,-115.2294690,Census Tract 29.48; Clark County; Nevada,3729,61591.0,466,3729,0.1249664789487798,las_vegas,-115.22946897652247,36.1071430031254,,,,,,False,False,False
32003003001,32,003,003001,30.01,Census Tract 30.01,1.3349651759282726,1400000US32003003001,G5020,S,1335202,0,+36.1700767,-115.2330243,Census Tract 30.01; Clark County; Nevada,3970,67446.0,789,3947,0.1998986572080061,las_vegas,-115.23302432341224,36.170076702430244,,,,,,False,False,False
32003003003,32,003,003003,30.03,Census Tract 30.03,1.6598503430704388,1400000US32003003003,G5020,S,1660168,0,+36.1832951,-115.2521329,Census Tract 30.03; Clark County; Nevada,5599,61179.0,429,5599,0.0766208251473477,las_vegas,-115.25213290524086,36.18329508334806,,,,,,False,False,False
32003002835,32,003,002835,28.35,Census Tract 28.35,0.6098712072939689,1400000US32003002835,G5020,S,609941,0,+36.0098671,-115.1502415,Census Tract 28.35; Clark County; Nevada,2398,75938.0,128,2398,0.0533778148457047,las_vegas,-115.15024147487325,36.00986708504416,,,,,,False,False,False
32003002836,32,003,002836,28.36,Census Tract 28.36,0.6115477699888296,1400000US32003002836,G5020,S,611613,0,+36.0098284,-115.1412598,Census Tract 28.36; Clark County; Nevada,2980,81051.0,143,2972,0.0481157469717362,las_vegas,-115.1412598160554,36.00982836117027,,,,,,False,False,False
32003002950,32,003,002950,29.50,Census Tract 29.50,1.0832803489593332,1400000US32003002950,G5020,S,1083500,0,+36.1114969,-115.2689552,Census Tract 29.50; Clark County; Nevada,4968,59675.0,1062,4953,0.2144155057540884,las_vegas,-115.26895522737601,36.11149686491637,,,,,,False,False,False
32003002952,32,003,002952,29.52,Census Tract 29.52,1.6493781736325401,1400000US32003002952,G5020,S,1649714,0,+36.1195165,-115.2709086,Census Tract 29.52; Clark County; Nevada,2939,75185.0,646,2939,0.2198026539639333,las_vegas,-115.27090855063499,36.119516458517836,,,,,,False,False,False
32003002953,32,003,002953,29.53,Census Tract 29.53,1.1935520303017961,1400000US32003002953,G5020,S,1193783,0,+36.1072484,-115.2569454,Census Tract 29.53; Clark County; Nevada,4023,80152.0,294,3997,0.073555166374781,las_vegas,-115.25694539404611,36.10724838179029,,,,,,False,False,False
32003003004,32,003,003004,30.04,Census Tract 30.04,0.6575081389529556,1400000US32003003004,G5020,S,657631,0,+36.1758861,-115.2517457,Census Tract 30.04; Clark County; Nevada,1652,41410.0,286,1652,0.1731234866828087,las_vegas,-115.25174569481239,36.17588610627488,,,,,,False,False,False
32003002905,32,003,002905,29.05,Census Tract 29.05,2.712370698380428,1400000US32003002905,G5020,S,2712853,0,+36.1518241,-115.2343383,Census Tract 29.05; Clark County; Nevada,4950,67452.0,637,4615,0.1380281690140845,las_vegas,-115.23433826034874,36.151824132941464,,,,,,False,False,False
32003003005,32,003,003005,30.05,Census Tract 30.05,1.3206889689562975,1400000US32003003005,G5020,S,1320943,0,+36.1702022,-115.2510505,Census Tract 30.05; Clark County; Nevada,4304,82864.0,1149,4304,0.2669609665427509,las_vegas,-115.25105049093904,36.170202191777896,,,,,,False,False,False
32003003006,32,003,003006,30.06,Census Tract 30.06,1.3671081845696562,1400000US32003003006,G5020,S,1367368,0,+36.1627246,-115.2514014,Census Tract 30.06; Clark County; Nevada,3279,80152.0,341,3272,0.1042176039119804,las_vegas,-115.25140139827461,36.16272457614263,,,,,,False,False,False
32003003102,32,003,003102,31.02,Census Tract 31.02,1.4331722915361425,1400000US32003003102,G5020,S,1433428,0,+36.1774870,-115.2340163,Census Tract 31.02; Clark County; Nevada,5905,50960.0,1032,5905,0.1747671464860287,las_vegas,-115.23401622563472,36.17748704141302,,,,,,False,False,False
32003003204,32,003,003204,32.04,Census Tract 32.04,4.773351936953629,1400000US32003003204,G5020,S,4774307,0,+36.2549219,-115.2626699,Census Tract 32.04; Clark County; Nevada,7046,115320.0,261,7046,0.037042293499858,las_vegas,-115.26266979844411,36.254921858440575,,,,,,False,False,False
32003003211,32,003,003211,32.11,Census Tract 32.11,2.563407917983755,1400000US32003003211,G5020,S,2563978,0,+36.2152208,-115.2968175,Census Tract 32.11; Clark County; Nevada,2960,51667.0,328,2960,0.1108108108108108,las_vegas,-115.29681738216689,36.21522083504118,,,,,,False,False,False
32003003213,32,003,003213,32.13,Census Tract 32.13,1.7834262853063239,1400000US32003003213,G5020,S,1783840,0,+36.2092685,-115.3111745,Census Tract 32.13; Clark County; Nevada,1642,78717.0,109,1642,0.0663824604141291,las_vegas,-115.31117451723678,36.20926852614204,,,,,,False,False,False
32003003214,32,003,003214,32.14,Census Tract 32.14,1.5426778456592312,1400000US32003003214,G5020,S,1543011,0,+36.2071174,-115.2880467,Census Tract 32.14; Clark County; Nevada,1702,80606.0,97,1448,0.066988950276243,las_vegas,-115.28804671787611,36.20711743664016,,,,,,False,False,False
32003004601,32,003,004601,46.01,Census Tract 46.01,1.7056466358389333,1400000US32003004601,G5020,S,1705803,0,+36.2232408,-115.1133557,Census Tract 46.01; Clark County; Nevada,5612,35417.0,1635,5394,0.3031145717463849,las_vegas,-115.11335570421478,36.22324075678052,,,,,,False,False,False
32003005014,32,003,005014,50.14,Census Tract 50.14,1.2896024065243996,1400000US32003005014,G5020,S,1289655,0,+36.1089953,-115.0547549,Census Tract 50.14; Clark County; Nevada,5330,49426.0,612,5330,0.1148217636022514,las_vegas,-115.05475490000225,36.1089953106814,,,,,,False,False,False
32003005354,32,003,005354,53.54,Census Tract 53.54,2.025221323839257,1400000US32003005354,G5020,S,2025251,0,+36.0274431,-115.0194645,Census Tract 53.54; Clark County; Nevada,6763,103537.0,694,6729,0.1031356813791053,las_vegas,-115.01946443472725,36.02744310609128,,,,,,False,False,False
32003005360,32,003,005360,53.60,Census Tract 53.60,5.6296351422487,1400000US32003005360,G5020,S,5629381,0,+35.9906608,-114.9456023,Census Tract 53.60; Clark County; Nevada,5526,73039.0,868,5526,0.1570756424176619,las_vegas,-114.94560217428078,35.99066074542118,,,,,,False,False,False
32003004707,32,003,004707,47.07,Census Tract 47.07,1.3589629365797016,1400000US32003004707,G5020,S,1359063,0,+36.1994160,-115.0892599,Census Tract 47.07; Clark County; Nevada,3184,44784.0,951,3176,0.2994332493702771,las_vegas,-115.0892598369525,36.19941601733262,,,,,,False,False,False
32003002939,32,003,002939,29.39,Census Tract 29.39,2.618117767925941,1400000US32003002939,G5020,S,2618618,0,+36.1366297,-115.2519615,Census Tract 29.39; Clark County; Nevada,1970,118974.0,154,1970,0.0781725888324873,las_vegas,-115.25196144829333,36.13662966722139,,,,,,False,False,False
32003002941,32,003,002941,29.41,Census Tract 29.41,1.475211788716369,1400000US32003002941,G5020,S,1475492,0,+36.1070471,-115.2482009,Census Tract 29.41; Clark County; Nevada,5509,70888.0,296,5509,0.0537302595752405,las_vegas,-115.24820088486634,36.10704714396849,,,,,,False,False,False
32003002942,32,003,002942,29.42,Census Tract 29.42,1.3345589198645877,1400000US32003002942,G5020,S,1334803,0,+36.1071324,-115.2385250,Census Tract 29.42; Clark County; Nevada,4501,56752.0,414,4501,0.091979560097756,las_vegas,-115.238524996044,36.10713239828844,,,,,,False,False,False
32003005015,32,003,005015,50.15,Census Tract 50.15,3.4367374971164435,1400000US32003005015,G5020,S,3436856,0,+36.1165238,-115.0407124,Census Tract 50.15; Clark County; Nevada,5095,80254.0,518,5095,0.1016683022571148,las_vegas,-115.04071238375884,36.11652382557489,,,,,,False,False,False
32003003637,32,003,003637,36.37,Census Tract 36.37,1.356028380490153,1400000US32003003637,G5020,S,1356184,0,+36.2727333,-115.1439828,Census Tract 36.37; Clark County; Nevada,4475,71899.0,518,4475,0.115754189944134,las_vegas,-115.14398277274594,36.27273331544293,,,,,,False,False,False
32003003643,32,003,003643,36.43,Census Tract 36.43,1.2972247405318489,1400000US32003003643,G5020,S,1297390,0,+36.2283791,-115.1618362,Census Tract 36.43; Clark County; Nevada,5606,70975.0,984,5548,0.1773612112472963,las_vegas,-115.1618362030465,36.228379061976135,,,,,,False,False,False
32003003627,32,003,003627,36.27,Census Tract 36.27,1.559765687520186,1400000US32003003627,G5020,S,1559905,0,+36.2718862,-115.1087789,Census Tract 36.27; Clark County; Nevada,5756,86528.0,918,5756,0.1594857539958304,las_vegas,-115.10877882729397,36.27188617105135,,,,,,False,False,False
32003001613,32,003,001613,16.13,Census Tract 16.13,1.2677873191335292,1400000US32003001613,G5020,S,1267862,0,+36.1333166,-115.0741460,Census Tract 16.13; Clark County; Nevada,4345,63421.0,854,4333,0.197092084006462,las_vegas,-115.07414592898694,36.133316643400335,,,,,,False,False,False
32003003313,32,003,003313,33.13,Census Tract 33.13,1.2484754945759384,1400000US32003003313,G5020,S,1248684,0,+36.3095671,-115.2114422,Census Tract 33.13; Clark County; Nevada,3800,112702.0,147,3755,0.0391478029294274,las_vegas,-115.21144217150811,36.30956713722009,,,,,,False,False,False
32003003316,32,003,003316,33.16,Census Tract 33.16,6.956616261836352,1400000US32003003316,G5020,S,6958167,0,+36.3261321,-115.2948764,Census Tract 33.16; Clark County; Nevada,6574,118312.0,954,6562,0.1453825053337397,las_vegas,-115.2948763585352,36.32613206197161,,,,,,False,False,False
32003003236,32,003,003236,32.36,Census Tract 32.36,3.529196697997669,1400000US32003003236,G5020,S,3529928,0,+36.2707258,-115.2725956,Census Tract 32.36; Clark County; Nevada,2477,100938.0,102,2435,0.0418891170431211,las_vegas,-115.27259559275296,36.270725772517515,,,,,,False,False,False
32003003243,32,003,003243,32.43,Census Tract 32.43,1.3949551775264175,1400000US32003003243,G5020,S,1395256,0,+36.2299331,-115.2882796,Census Tract 32.43; Clark County; Nevada,5483,98000.0,510,5483,0.0930147729345249,las_vegas,-115.28827957658733,36.22993311789324,,,,,,False,False,False
32003005614,32,003,005614,56.14,Census Tract 56.14,2.368642368242245,1400000US32003005614,G5020,S,2366625,0,+36.8015746,-114.0982120,Census Tract 56.14; Clark County; Nevada,2344,76351.0,121,2344,0.0516211604095563,las_vegas,-114.09821194459931,36.80157464892442,,,,,,False,False,False
32003006900,32,003,006900,69,Census Tract 69,4.00111655348805,1400000US32003006900,G5020,S,4001448,0,+36.0788934,-115.1051817,Census Tract 69; Clark County; Nevada,1735,67000.0,277,1729,0.1602082128397917,las_vegas,-115.1051816210164,36.07889342781909,,,,,,False,False,False
32003007100,32,003,007100,71,Census Tract 71,3.9190585776308526,1400000US32003007100,G5020,S,3919292,0,+36.2068787,-115.0711975,Census Tract 71; Clark County; Nevada,3534,33958.0,1198,3515,0.3408250355618776,las_vegas,-115.07119752426657,36.206878690066496,,,,,,False,False,False
32003004602,32,003,004602,46.02,Census Tract 46.02,2.466535125189163,1400000US32003004602,G5020,S,2466744,0,+36.2260252,-115.1031914,Census Tract 46.02; Clark County; Nevada,3084,42214.0,839,2863,0.2930492490394691,las_vegas,-115.10319138052964,36.2260251758064,,,,,,False,False,False
32003005011,32,003,005011,50.11,Census Tract 50.11,0.936706173264874,1400000US32003005011,G5020,S,936752,0,+36.0951284,-115.0594807,Census Tract 50.11; Clark County; Nevada,3927,75536.0,475,3908,0.1215455475946775,las_vegas,-115.05948070656846,36.09512835541198,,,,,,False,False,False
32003005017,32,003,005017,50.17,Census Tract 50.17,1.3351164782141327,1400000US32003005017,G5020,S,1335147,0,+36.0898244,-115.0289912,Census Tract 50.17; Clark County; Nevada,8651,77276.0,1402,8651,0.1620621893422725,las_vegas,-115.0289911896333,36.08982443515423,,,,,,False,False,False
32003002965,32,003,002965,29.65,Census Tract 29.65,1.2367165479960118,1400000US32003002965,G5020,S,1236913,0,+36.1040129,-115.2164918,Census Tract 29.65; Clark County; Nevada,4392,42762.0,560,4392,0.1275045537340619,las_vegas,-115.21649181393275,36.104012939297675,,,,,,False,False,False
32003002966,32,003,002966,29.66,Census Tract 29.66,0.6099563884889039,1400000US32003002966,G5020,S,610055,0,+36.1115149,-115.2122576,Census Tract 29.66; Clark County; Nevada,5464,49298.0,1399,5464,0.2560395314787701,las_vegas,-115.21225759585903,36.111514935782935,,,,,,False,False,False
32003002970,32,003,002970,29.70,Census Tract 29.70,0.6238050392011506,1400000US32003002970,G5020,S,623906,0,+36.0969852,-115.2122395,Census Tract 29.70; Clark County; Nevada,3508,48047.0,586,3469,0.1689247621793023,las_vegas,-115.2122395010462,36.09698517614283,,,,,,False,False,False
32003005844,32,003,005844,58.44,Census Tract 58.44,2.808739545285042,1400000US32003005844,G5020,S,2809422,0,+36.1353551,-115.3286750,Census Tract 58.44; Clark County; Nevada,6462,107168.0,376,6462,0.0581863200247601,las_vegas,-115.32867496065685,36.135355096829336,,,,,,False,False,False
32003005847,32,003,005847,58.47,Census Tract 58.47,1.3205900648015887,1400000US32003005847,G5020,S,1320893,0,+36.1075789,-115.3106651,Census Tract 58.47; Clark County; Nevada,3807,66786.0,349,3788,0.0921330517423442,las_vegas,-115.31066511781304,36.107578926468925,,,,,,False,False,False
32003005848,32,003,005848,58.48,Census Tract 58.48,1.3790001122593731,1400000US32003005848,G5020,S,1379309,0,+36.1066208,-115.3014016,Census Tract 58.48; Clark County; Nevada,3713,58103.0,877,3713,0.2361971451656342,las_vegas,-115.30140163112836,36.10662081944052,,,,,,False,False,False
32003005353,32,003,005353,53.53,Census Tract 53.53,1.5104430949120566,1400000US32003005353,G5020,S,1510488,0,+36.0261887,-115.0380021,Census Tract 53.53; Clark County; Nevada,5389,85025.0,205,5389,0.0380404527741696,las_vegas,-115.03800204419858,36.02618870045172,,,,,,False,False,False
32003002841,32,003,002841,28.41,Census Tract 28.41,7.963523001245557,1400000US32003002841,G5020,S,7964547,0,+35.9975444,-115.1684142,Census Tract 28.41; Clark County; Nevada,6134,114167.0,226,6123,0.0369100114323044,las_vegas,-115.16841421872817,35.99754444387425,,,,,,False,False,False
32003005356,32,003,005356,53.56,Census Tract 53.56,3.8865611297026237,1400000US32003005356,G5020,S,3886724,0,+36.0062454,-115.0541113,Census Tract 53.56; Clark County; Nevada,3352,169246.0,187,3325,0.0562406015037593,las_vegas,-115.05411126782533,36.00624543547343,,,,,,False,False,False
32003003422,32,003,003422,34.22,Census Tract 34.22,1.4972357995543775,1400000US32003003422,G5020,S,1497502,0,+36.1922133,-115.2342586,Census Tract 34.22; Clark County; Nevada,6282,58826.0,1724,6275,0.2747410358565737,las_vegas,-115.23425853676044,36.19221334945236,,,,,,False,False,False
32003002831,32,003,002831,28.31,Census Tract 28.31,1.2594523660293473,1400000US32003002831,G5020,S,1259624,0,+36.0210113,-115.1765951,Census Tract 28.31; Clark County; Nevada,3946,55288.0,415,3946,0.1051697921946274,las_vegas,-115.17659506106007,36.02101129210048,,,,,,False,False,False
32003000517,32,003,000517,5.17,Census Tract 5.17,1.3400568979926932,1400000US32003000517,G5020,S,1340136,0,+36.1700826,-115.0712619,Census Tract 5.17; Clark County; Nevada,5000,43295.0,1251,5000,0.2502,las_vegas,-115.07126182824648,36.17008263330617,,,,,,False,False,False
32003005803,32,003,005803,58.03,Census Tract 58.03,1.4649295727204072,1400000US32003005803,G5020,S,1465266,0,+36.1523718,-115.3104547,Census Tract 58.03; Clark County; Nevada,5114,96042.0,306,5114,0.0598357450136879,las_vegas,-115.31045469514922,36.15237177527912,,,,,,False,False,False
32003003226,32,003,003226,32.26,Census Tract 32.26,2.493659306307765,1400000US32003003226,G5020,S,2494223,0,+36.1643193,-115.3028937,Census Tract 32.26; Clark County; Nevada,2710,135827.0,112,2655,0.0421845574387947,las_vegas,-115.30289362266686,36.16431932333031,,,,,,False,False,False
32003005005,32,003,005005,50.05,Census Tract 50.05,1.317576702232932,1400000US32003005005,G5020,S,1317640,0,+36.1223523,-115.0606259,Census Tract 50.05; Clark County; Nevada,3926,28063.0,1428,3926,0.3637289862455425,las_vegas,-115.06062586386099,36.12235229484395,,,,,,False,False,False
32003000513,32,003,000513,5.13,Census Tract 5.13,1.323996134621018,1400000US32003000513,G5020,S,1324072,0,+36.1848434,-115.0712429,Census Tract 5.13; Clark County; Nevada,3543,48194.0,602,3543,0.1699125035280835,las_vegas,-115.07124286211982,36.18484341372652,,,,,,False,False,False
32003005703,32,003,005703,57.03,Census Tract 57.03,3702.897622147808,1400000US32003005703,G5020,S,3643492572,59123631,+35.5658951,-114.9274382,Census Tract 57.03; Clark County; Nevada,1133,48125.0,261,1077,0.2423398328690807,las_vegas,-114.92915518426278,35.55671684956189,,,,,,False,False,False
32003001608,32,003,001608,16.08,Census Tract 16.08,1.2883469222910067,1400000US32003001608,G5020,S,1288439,0,+36.1396206,-115.0886809,Census Tract 16.08; Clark County; Nevada,1976,29474.0,741,1976,0.375,las_vegas,-115.08868090777803,36.13962061873806,,,,,,False,False,False
32003001609,32,003,001609,16.09,Census Tract 16.09,1.313116327684608,1400000US32003001609,G5020,S,1313211,0,+36.1522139,-115.0868461,Census Tract 16.09; Clark County; Nevada,3960,78269.0,267,3943,0.0677149378645701,las_vegas,-115.08684607646981,36.15221388567822,,,,,,False,False,False
32003003615,32,003,003615,36.15,Census Tract 36.15,2.567830426566086,1400000US32003003615,G5020,S,2568091,0,+36.2396345,-115.1255528,Census Tract 36.15; Clark County; Nevada,3229,82632.0,285,3229,0.0882626200061938,las_vegas,-115.12555273892286,36.23963452241124,,,,,,False,False,False
32003003700,32,003,003700,37,Census Tract 37,4.564277984797412,1400000US32003003700,G5020,S,4564791,0,+36.2077169,-115.1414214,Census Tract 37; Clark County; Nevada,3840,58970.0,658,3840,0.1713541666666666,las_vegas,-115.14142139240631,36.20771694432811,,,,,,False,False,False
32003000700,32,003,000700,7,Census Tract 7,1.4785865677760537,1400000US32003000700,G5020,S,1478745,0,+36.1701274,-115.1411884,Census Tract 7; Clark County; Nevada,3579,40239.0,608,1671,0.3638539796529024,las_vegas,-115.14118838227805,36.17012739718957,,,,,,False,False,False
32003003800,32,003,003800,38,Census Tract 38,2.2201642187118837,1400000US32003003800,G5020,S,2220399,0,+36.1964004,-115.1304242,Census Tract 38; Clark County; Nevada,4418,26227.0,1743,4350,0.4006896551724138,las_vegas,-115.13042418660257,36.19640036475734,,,,,,False,False,False
32003004000,32,003,004000,40,Census Tract 40,1.0970349970161026,1400000US32003004000,G5020,S,1097145,0,+36.1910182,-115.1230878,Census Tract 40; Clark County; Nevada,3362,40625.0,763,3344,0.2281698564593301,las_vegas,-115.12308775322052,36.191018229048304,,,,,,False,False,False
32003001610,32,003,001610,16.10,Census Tract 16.10,1.1864634394802642,1400000US32003001610,G5020,S,1186538,0,+36.1511845,-115.0784252,Census Tract 16.10; Clark County; Nevada,2872,73170.0,301,2872,0.1048050139275766,las_vegas,-115.07842523231484,36.15118450433716,,,,,,False,False,False
