GEOID,city,STATEFP,COUNTYFP,TRACTCE,NAME,NAMELSAD,ALAND,AWATER,area_km2,total_population_clean,median_household_income_clean,below_poverty_count,poverty_universe,poverty_rate,heat_source_file,notes,lst_c,air_temp_c,rh_pct,hi_c,hi_minus_lst,has_heat_data,heat_merge_status
32003002961,las_vegas,32,3,2961,29.61,Census Tract 29.61,4493501,0,4.492705676475104,2231,96146.0,229,2231,0.1026445540116539,,,46.04051005747129,32.73324063066096,17.15745094530203,30.816047771731157,-15.224462285740131,True,ok
32003005864,las_vegas,32,3,5864,58.64,Census Tract 58.64,3378089,0,3.3773558051480688,7204,91322.0,723,7204,0.1003609106052193,,,45.89784008796737,32.21818430926641,17.162384342745934,30.32609918355638,-15.571740904410987,True,ok
32003005366,las_vegas,32,3,5366,53.66,Census Tract 53.66,6249374,0,6.249351207013737,3736,102111.0,89,3712,0.0239762931034482,,,47.47966350947163,34.39948106216842,16.501986292268953,32.38709831183864,-15.092565197632986,True,ok
32003007801,las_vegas,32,3,7801,78.01,Census Tract 78.01,1216373,0,1.2163136785289907,1235,33214.0,253,1235,0.2048582995951417,,,48.24737295434973,32.78920633067228,17.095283073660447,30.894111814136732,-17.353261140212997,True,ok
32003003323,las_vegas,32,3,3323,33.23,Census Tract 33.23,1317124,0,1.3168700154457658,1528,111250.0,113,1528,0.0739528795811518,,,46.222090680100784,31.341727524908794,19.238969995708572,29.637118028827103,-16.58497265127368,True,ok
32003003621,las_vegas,32,3,3621,36.21,Census Tract 36.21,2046821,0,2.046533547993097,2993,65417.0,133,2993,0.0444370197126628,,,46.63516953573295,32.588198100656385,17.971032467531902,30.765369059195162,-15.869800476537787,True,ok
32003003619,las_vegas,32,3,3619,36.19,Census Tract 36.19,1689950,0,1.6896967566285686,5002,142604.0,214,5002,0.0427828868452618,,,46.69191729323311,32.588198100656385,17.971032467531902,30.765369059195162,-15.926548234037949,True,ok
32003000520,las_vegas,32,3,520,5.2,Census Tract 5.20,558061,0,0.5580046280848611,1785,60988.0,283,1782,0.1588103254769921,,,48.00168439716315,33.556548276154764,17.102215073828965,31.627775852444717,-16.373908544718436,True,ok
32003000522,las_vegas,32,3,522,5.22,Census Tract 5.22,612293,0,0.6122384389132984,3319,39485.0,1145,3319,0.3449834287435974,,,48.7250083752094,33.556548276154764,17.102215073828965,31.627775852444717,-17.09723252276468,True,ok
32003002824,las_vegas,32,3,2824,28.24,Census Tract 28.24,1541872,0,1.541735474789184,1400,88158.0,141,1398,0.1008583690987124,,,47.806992982456165,33.93488751839894,16.899388140890093,31.968054492595165,-15.838938489861,True,ok
