GEOID,city,STATEFP,COUNTYFP,TRACTCE,NAME,NAMELSAD,ALAND,AWATER,area_km2,total_population_clean,median_household_income_clean,below_poverty_count,poverty_universe,poverty_rate,heat_source_file,notes,lst_c,air_temp_c,rh_pct,hi_c,hi_minus_lst,has_heat_data,heat_merge_status
32003002952,las_vegas,32,3,2952,29.52,Census Tract 29.52,1649714,0,1.64937817363254,2939,75185.0,646,2939,0.2198026539639333,,,45.6916543438078,32.540011287080745,17.775461181011654,30.68612509371,-15.005529250097798,True,ok
32003002953,las_vegas,32,3,2953,29.53,Census Tract 29.53,1193783,0,1.193552030301796,4023,80152.0,294,3997,0.073555166374781,,,45.6941302367942,32.540011287080745,17.775461181011654,30.68612509371,-15.008005143084201,True,ok
32003003004,las_vegas,32,3,3004,30.04,Census Tract 30.04,657631,0,0.6575081389529556,1652,41410.0,286,1652,0.1731234866828087,,,46.56067521367525,,,,,False,missing
32003002905,las_vegas,32,3,2905,29.05,Census Tract 29.05,2712853,0,2.712370698380428,4950,67452.0,637,4615,0.1380281690140845,,,46.81239455020533,32.540011287080745,17.775461181011654,30.68612509371,-16.126269456495333,True,ok
32003003005,las_vegas,32,3,3005,30.05,Census Tract 30.05,1320943,0,1.3206889689562975,4304,82864.0,1149,4304,0.2669609665427509,,,46.65202651515155,32.540011287080745,17.775461181011654,30.68612509371,-15.965901421441547,True,ok
32003003006,las_vegas,32,3,3006,30.06,Census Tract 30.06,1367368,0,1.3671081845696562,3279,80152.0,341,3272,0.1042176039119804,,,46.81798994974877,,,,,False,missing
32003003102,las_vegas,32,3,3102,31.02,Census Tract 31.02,1433428,0,1.4331722915361425,5905,50960.0,1032,5905,0.1747671464860287,,,47.349877394636046,,,,,False,missing
32003003204,las_vegas,32,3,3204,32.04,Census Tract 32.04,4774307,0,4.773351936953629,7046,115320.0,261,7046,0.037042293499858,,,46.14427516473532,32.66904403023068,18.768250151127596,30.8977331107037,-15.246542054031618,True,ok
32003003211,las_vegas,32,3,3211,32.11,Census Tract 32.11,2563978,0,2.563407917983755,2960,51667.0,328,2960,0.1108108108108108,,,44.976009861932965,,,,,False,missing
32003003213,las_vegas,32,3,3213,32.13,Census Tract 32.13,1783840,0,1.783426285306324,1642,78717.0,109,1642,0.0663824604141291,,,44.73230930930934,30.50620134878768,19.1824593293042,28.819043333904688,-15.913265975404656,True,ok
32003003214,las_vegas,32,3,3214,32.14,Census Tract 32.14,1543011,0,1.5426778456592312,1702,80606.0,97,1448,0.066988950276243,,,44.68112251882275,32.66904403023068,18.768250151127596,30.8977331107037,-13.783389408119046,True,ok
32003004601,las_vegas,32,3,4601,46.01,Census Tract 46.01,1705803,0,1.7056466358389333,5612,35417.0,1635,5394,0.3031145717463849,,,47.7908897243108,32.588198100656385,17.971032467531902,30.765369059195162,-17.02552066511564,True,ok
32003005014,las_vegas,32,3,5014,50.14,Census Tract 50.14,1289655,0,1.2896024065243996,5330,49426.0,612,5330,0.1148217636022514,,,49.09468617472437,34.04999363111408,16.763361193592534,32.08101575859078,-17.013670416133593,True,ok
32003005354,las_vegas,32,3,5354,53.54,Census Tract 53.54,2025251,0,2.025221323839257,6763,103537.0,694,6729,0.1031356813791053,,,47.41874800637962,34.11268558225766,16.50840054616018,32.104452955425614,-15.314295050954009,True,ok
32003005360,las_vegas,32,3,5360,53.6,Census Tract 53.60,5629381,0,5.6296351422487,5526,73039.0,868,5526,0.1570756424176619,,,49.052114635503656,33.338916369451816,16.851927360954118,31.38920289448963,-17.662911741014025,True,ok
32003004707,las_vegas,32,3,4707,47.07,Census Tract 47.07,1359063,0,1.3589629365797016,3184,44784.0,951,3176,0.2994332493702771,,,48.80781710914457,,,,,False,missing
32003002939,las_vegas,32,3,2939,29.39,Census Tract 29.39,2618618,0,2.618117767925941,1970,118974.0,154,1970,0.0781725888324873,,,45.71663640032286,32.540011287080745,17.775461181011654,30.68612509371,-15.030511306612862,True,ok
32003002941,las_vegas,32,3,2941,29.41,Census Tract 29.41,1475492,0,1.475211788716369,5509,70888.0,296,5509,0.0537302595752405,,,46.005994215473635,32.540011287080745,17.775461181011654,30.68612509371,-15.319869121763634,True,ok
32003002942,las_vegas,32,3,2942,29.42,Census Tract 29.42,1334803,0,1.3345589198645875,4501,56752.0,414,4501,0.091979560097756,,,46.56208730158734,32.540011287080745,17.775461181011654,30.68612509371,-15.87596220787734,True,ok
32003005015,las_vegas,32,3,5015,50.15,Census Tract 50.15,3436856,0,3.4367374971164435,5095,80254.0,518,5095,0.1016683022571148,,,48.30810240048621,34.04999363111408,16.763361193592534,32.08101575859078,-16.227086641895433,True,ok
32003003637,las_vegas,32,3,3637,36.37,Census Tract 36.37,1356184,0,1.356028380490153,4475,71899.0,518,4475,0.115754189944134,,,47.22080631753949,32.588198100656385,17.971032467531902,30.765369059195162,-16.45543725834433,True,ok
32003003643,las_vegas,32,3,3643,36.43,Census Tract 36.43,1297390,0,1.2972247405318489,5606,70975.0,984,5548,0.1773612112472963,,,47.111284335560526,32.588198100656385,17.971032467531902,30.765369059195162,-16.345915276365364,True,ok
32003003627,las_vegas,32,3,3627,36.27,Census Tract 36.27,1559905,0,1.559765687520186,5756,86528.0,918,5756,0.1594857539958304,,,47.505645390070946,32.588198100656385,17.971032467531902,30.765369059195162,-16.740276330875783,True,ok
32003001613,las_vegas,32,3,1613,16.13,Census Tract 16.13,1267862,0,1.2677873191335292,4345,63421.0,854,4333,0.197092084006462,,,48.20387578616355,34.04999363111408,16.763361193592534,32.08101575859078,-16.12286002757277,True,ok
32003003313,las_vegas,32,3,3313,33.13,Census Tract 33.13,1248684,0,1.2484754945759384,3800,112702.0,147,3755,0.0391478029294274,,,46.78612105711853,31.341727524908794,19.238969995708572,29.637118028827103,-17.149003028291425,True,ok
32003003316,las_vegas,32,3,3316,33.16,Census Tract 33.16,6958167,0,6.956616261836352,6574,118312.0,954,6562,0.1453825053337397,,,45.864479606188496,31.40404203110786,19.431319057494594,29.71009310764827,-16.154386498540227,True,ok
32003003236,las_vegas,32,3,3236,32.36,Census Tract 32.36,3529928,0,3.529196697997669,2477,100938.0,102,2435,0.0418891170431211,,,46.24606701940039,32.66904403023068,18.768250151127596,30.8977331107037,-15.348333908696691,True,ok
32003003243,las_vegas,32,3,3243,32.43,Census Tract 32.43,1395256,0,1.3949551775264175,5483,98000.0,510,5483,0.0930147729345249,,,45.92292397660822,32.66904403023068,18.768250151127596,30.8977331107037,-15.025190865904516,True,ok
32003005614,las_vegas,32,3,5614,56.14,Census Tract 56.14,2366625,0,2.368642368242245,2344,76351.0,121,2344,0.0516211604095563,,,48.03825447570336,35.76512486554599,18.172756587527832,33.963847449303145,-14.074407026400216,True,ok
32003006900,las_vegas,32,3,6900,69.0,Census Tract 69,4001448,0,4.00111655348805,1735,67000.0,277,1729,0.1602082128397917,,,47.056748195669655,33.99415353968518,16.769058942646787,32.013520646871974,-15.043227548797681,True,ok
32003007100,las_vegas,32,3,7100,71.0,Census Tract 71,3919292,0,3.9190585776308526,3534,33958.0,1198,3515,0.3408250355618776,,,48.449248788368365,32.78920633067228,17.095283073660447,30.894111814136732,-17.555136974231633,True,ok
32003004602,las_vegas,32,3,4602,46.02,Census Tract 46.02,2466744,0,2.466535125189163,3084,42214.0,839,2863,0.2930492490394691,,,47.86229381443302,32.62839974665957,17.79588258875761,30.791117610183477,-17.071176204249547,True,ok
32003005011,las_vegas,32,3,5011,50.11,Census Tract 50.11,936752,0,0.936706173264874,3927,75536.0,475,3908,0.1215455475946775,,,48.85537426900589,34.11268558225766,16.50840054616018,32.104452955425614,-16.750921313580278,True,ok
32003005017,las_vegas,32,3,5017,50.17,Census Tract 50.17,1335147,0,1.3351164782141327,8651,77276.0,1402,8651,0.1620621893422725,,,48.64105263157898,34.11268558225766,16.50840054616018,32.104452955425614,-16.536599676153365,True,ok
32003002965,las_vegas,32,3,2965,29.65,Census Tract 29.65,1236913,0,1.2367165479960118,4392,42762.0,560,4392,0.1275045537340619,,,46.88515267175575,32.540011287080745,17.775461181011654,30.68612509371,-16.199027578045747,True,ok
32003002966,las_vegas,32,3,2966,29.66,Census Tract 29.66,610055,0,0.6099563884889039,5464,49298.0,1399,5464,0.2560395314787701,,,47.21975589225591,,,,,False,missing
32003002970,las_vegas,32,3,2970,29.7,Census Tract 29.70,623906,0,0.6238050392011506,3508,48047.0,586,3469,0.1689247621793023,,,46.58965210355989,32.73324063066096,17.15745094530203,30.816047771731157,-15.773604331828736,True,ok
32003005844,las_vegas,32,3,5844,58.44,Census Tract 58.44,2809422,0,2.808739545285042,6462,107168.0,376,6462,0.0581863200247601,,,44.6808461820852,30.223245018115065,18.047034424237182,28.484741921582422,-16.196104260502775,True,ok
32003005847,las_vegas,32,3,5847,58.47,Census Tract 58.47,1320893,0,1.3205900648015887,3807,66786.0,349,3788,0.0921330517423442,,,45.00157043879911,30.223245018115065,18.047034424237182,28.484741921582422,-16.516828517216684,True,ok
32003005848,las_vegas,32,3,5848,58.48,Census Tract 58.48,1379309,0,1.3790001122593731,3713,58103.0,877,3713,0.2361971451656342,,,45.45902182091801,31.381628152597905,17.911247802624416,29.58543350764621,-15.8735883132718,True,ok
32003005353,las_vegas,32,3,5353,53.53,Census Tract 53.53,1510488,0,1.5104430949120566,5389,85025.0,205,5389,0.0380404527741696,,,46.947393617021305,,,,,False,missing
32003002841,las_vegas,32,3,2841,28.41,Census Tract 28.41,7964547,0,7.963523001245557,6134,114167.0,226,6123,0.0369100114323044,,,46.37804606830821,32.85084278051377,17.198049333892598,30.94181120972409,-15.436234858584118,True,ok
32003005356,las_vegas,32,3,5356,53.56,Census Tract 53.56,3886724,0,3.886561129702624,3352,169246.0,187,3325,0.0562406015037593,,,46.56714266117973,34.11268558225766,16.50840054616018,32.104452955425614,-14.462689705754116,True,ok
32003003422,las_vegas,32,3,3422,34.22,Census Tract 34.22,1497502,0,1.4972357995543777,6282,58826.0,1724,6275,0.2747410358565737,,,47.02479576951134,32.540011287080745,17.775461181011654,30.68612509371,-16.338670675801342,True,ok
32003002831,las_vegas,32,3,2831,28.31,Census Tract 28.31,1259624,0,1.2594523660293473,3946,55288.0,415,3946,0.1051697921946274,,,46.614734361611006,33.93488751839894,16.899388140890093,31.968054492595165,-14.646679869015841,True,ok
32003000517,las_vegas,32,3,517,5.17,Census Tract 5.17,1340136,0,1.3400568979926932,5000,43295.0,1251,5000,0.2502,,,49.2027888153054,34.04999363111408,16.763361193592534,32.08101575859078,-17.121773056714616,True,ok
32003005803,las_vegas,32,3,5803,58.03,Census Tract 58.03,1465266,0,1.4649295727204072,5114,96042.0,306,5114,0.0598357450136879,,,44.27223891273251,30.223245018115065,18.047034424237182,28.484741921582422,-15.787496991150089,True,ok
32003003226,las_vegas,32,3,3226,32.26,Census Tract 32.26,2494223,0,2.493659306307765,2710,135827.0,112,2655,0.0421845574387947,,,44.82760445049957,30.6865982719082,17.99271977559208,28.925018556007938,-15.902585894491633,True,ok
32003005005,las_vegas,32,3,5005,50.05,Census Tract 50.05,1317640,0,1.317576702232932,3926,28063.0,1428,3926,0.3637289862455425,,,48.66101806239741,34.04999363111408,16.763361193592534,32.08101575859078,-16.58000230380663,True,ok
32003000513,las_vegas,32,3,513,5.13,Census Tract 5.13,1324072,0,1.323996134621018,3543,48194.0,602,3543,0.1699125035280835,,,48.856256767208066,34.04999363111408,16.763361193592534,32.08101575859078,-16.775241008617286,True,ok
32003005703,las_vegas,32,3,5703,57.03,Census Tract 57.03,3643492572,59123631,3702.897622147808,1133,48125.0,261,1077,0.2423398328690807,,,47.92306181436811,32.23184791358871,18.66537493483926,30.459710335108625,-17.463351479259487,True,ok
32003001608,las_vegas,32,3,1608,16.08,Census Tract 16.08,1288439,0,1.288346922291007,1976,29474.0,741,1976,0.375,,,48.34012941176474,34.04999363111408,16.763361193592534,32.08101575859078,-16.259113653173962,True,ok
32003001609,las_vegas,32,3,1609,16.09,Census Tract 16.09,1313211,0,1.313116327684608,3960,78269.0,267,3943,0.0677149378645701,,,48.4626031746032,34.04999363111408,16.763361193592534,32.08101575859078,-16.381587416012422,True,ok
32003003615,las_vegas,32,3,3615,36.15,Census Tract 36.15,2568091,0,2.567830426566086,3229,82632.0,285,3229,0.0882626200061938,,,47.075592730276774,32.588198100656385,17.971032467531902,30.765369059195162,-16.310223671081612,True,ok
32003003700,las_vegas,32,3,3700,37.0,Census Tract 37,4564791,0,4.564277984797412,3840,58970.0,658,3840,0.1713541666666666,,,47.93671254874973,32.726533840013296,17.84691569700291,30.888570029659384,-17.048142519090348,True,ok
32003000700,las_vegas,32,3,700,7.0,Census Tract 7,1478745,0,1.4785865677760537,3579,40239.0,608,1671,0.3638539796529024,,,47.41065310492509,33.556548276154764,17.102215073828965,31.627775852444717,-15.782877252480372,True,ok
32003003800,las_vegas,32,3,3800,38.0,Census Tract 38,2220399,0,2.2201642187118837,4418,26227.0,1743,4350,0.4006896551724138,,,48.124974032105776,33.556548276154764,17.102215073828965,31.627775852444717,-16.49719817966106,True,ok
32003004000,las_vegas,32,3,4000,40.0,Census Tract 40,1097145,0,1.0970349970161026,3362,40625.0,763,3344,0.2281698564593301,,,48.04687179487182,33.556548276154764,17.102215073828965,31.627775852444717,-16.419095942427102,True,ok
32003001610,las_vegas,32,3,1610,16.1,Census Tract 16.10,1186538,0,1.1864634394802642,2872,73170.0,301,2872,0.1048050139275766,,,48.525910326086986,34.04999363111408,16.763361193592534,32.08101575859078,-16.444894567496206,True,ok
32003004710,las_vegas,32,3,4710,47.1,Census Tract 47.10,1346230,0,1.3461339798208027,7279,39194.0,3348,7274,0.460269452845752,,,48.84785347043705,34.04999363111408,16.763361193592534,32.08101575859078,-16.76683771184627,True,ok
32003004712,las_vegas,32,3,4712,47.12,Census Tract 47.12,2303664,0,2.3035274951609885,5167,32456.0,1839,5167,0.3559125217727888,,,48.04544687642502,32.78920633067228,17.095283073660447,30.894111814136732,-17.151335062288286,True,ok
32003004713,las_vegas,32,3,4713,47.13,Census Tract 47.13,1799851,0,1.7997246549175263,4458,38358.0,1006,4434,0.2268831754623365,,,48.58610073571027,32.78920633067228,17.095283073660447,30.894111814136732,-17.691988921573536,True,ok
32003004714,las_vegas,32,3,4714,47.14,Census Tract 47.14,1382266,0,1.3821588512473018,5875,60634.0,1061,5875,0.180595744680851,,,48.180657492354776,32.78920633067228,17.095283073660447,30.894111814136732,-17.286545678218044,True,ok
32003004715,las_vegas,32,3,4715,47.15,Census Tract 47.15,1436300,0,1.4361948720358069,6108,56451.0,1771,6077,0.2914266908013823,,,47.501482300884994,,,,,False,missing
32003004716,las_vegas,32,3,4716,47.16,Census Tract 47.16,907319,0,0.9072533896244236,3516,60217.0,870,3516,0.2474402730375426,,,48.13466785290632,32.78920633067228,17.095283073660447,30.894111814136732,-17.240556038769586,True,ok
32003004717,las_vegas,32,3,4717,47.17,Census Tract 47.17,1314126,0,1.314029220663912,3581,66294.0,647,3573,0.1810803246571508,,,48.74050128534707,32.78920633067228,17.095283073660447,30.894111814136732,-17.84638947121034,True,ok
32003001006,las_vegas,32,3,1006,10.06,Census Tract 10.06,2245909,0,2.2455939536386227,3960,82803.0,287,3960,0.0724747474747474,,,47.87364022662892,33.556548276154764,17.102215073828965,31.627775852444717,-16.245864374184205,True,ok
32003001100,las_vegas,32,3,1100,11.0,Census Tract 11,1341927,0,1.3417578447770149,2938,26897.0,836,2938,0.2845473110959836,,,47.2622723852521,33.556548276154764,17.102215073828965,31.627775852444717,-15.634496532807386,True,ok
32003001200,las_vegas,32,3,1200,12.0,Census Tract 12,1819228,0,1.8190152469027936,3952,39113.0,806,3942,0.204464738711314,,,47.39227350427353,33.556548276154764,17.102215073828965,31.627775852444717,-15.764497651828815,True,ok
32003001300,las_vegas,32,3,1300,13.0,Census Tract 13,1786484,0,1.786295542547187,4428,94559.0,684,4378,0.15623572407492,,,47.76376060606064,33.556548276154764,17.102215073828965,31.627775852444717,-16.135984753615926,True,ok
32003004100,las_vegas,32,3,4100,41.0,Census Tract 41,1346450,0,1.3463290407586654,5621,72722.0,568,5621,0.1010496352962106,,,48.5457211961302,33.556548276154764,17.102215073828965,31.627775852444717,-16.917945343685485,True,ok
32003004200,las_vegas,32,3,4200,42.0,Census Tract 42,1395941,0,1.3958275508044573,4983,57299.0,1275,4983,0.2558699578567128,,,48.70730543318652,32.588198100656385,17.971032467531902,30.765369059195162,-17.941936373991357,True,ok
32003004910,las_vegas,32,3,4910,49.1,Census Tract 49.10,610698,0,0.6106725499986436,2738,75150.0,416,2738,0.151935719503287,,,48.52491181657851,34.04999363111408,16.763361193592534,32.08101575859078,-16.44389605798773,True,ok
32003004911,las_vegas,32,3,4911,49.11,Census Tract 49.11,1050918,0,1.0508706721465972,5033,51250.0,1033,4968,0.2079307568438003,,,48.736047619047646,34.04999363111408,16.763361193592534,32.08101575859078,-16.655031860456866,True,ok
32003004912,las_vegas,32,3,4912,49.12,Census Tract 49.12,1394209,0,1.3941459311405089,5025,59158.0,1052,5025,0.2093532338308457,,,49.09314564564567,34.04999363111408,16.763361193592534,32.08101575859078,-17.01212988705489,True,ok
32003000510,las_vegas,32,3,510,5.1,Census Tract 5.10,1144317,0,1.144205132712908,5571,62447.0,897,5571,0.1610123855681206,,,48.19492714025504,33.556548276154764,17.102215073828965,31.627775852444717,-16.567151287810322,True,ok
32003000103,las_vegas,32,3,103,1.03,Census Tract 1.03,1298899,0,1.2986673988219442,6700,70966.0,647,6599,0.0980451583573268,,,47.842495682210746,,,,,False,missing
32003005335,las_vegas,32,3,5335,53.35,Census Tract 53.35,4213389,0,4.213442181458615,4919,109722.0,232,4919,0.047164057735312,,,48.71639880952384,35.11646976194532,16.48595065754089,33.093711702871204,-15.622687106652634,True,ok
32003005422,las_vegas,32,3,5422,54.22,Census Tract 54.22,2150500,0,2.15055380427508,4239,50909.0,894,4239,0.210898796886058,,,49.8711365807068,35.11646976194532,16.48595065754089,33.093711702871204,-16.7774248778356,True,ok
32003005423,las_vegas,32,3,5423,54.23,Census Tract 54.23,1920679,0,1.920736519877562,4816,72782.0,868,4704,0.1845238095238095,,,49.253361297539186,35.11646976194532,16.48595065754089,33.093711702871204,-16.159649594667982,True,ok
32003005432,las_vegas,32,3,5432,54.32,Census Tract 54.32,2430107,0,2.430210819312687,5656,75805.0,395,5656,0.0698373408769448,,,48.67060606060608,35.11646976194532,16.48595065754089,33.093711702871204,-15.57689435773488,True,ok
32003000514,las_vegas,32,3,514,5.14,Census Tract 5.14,1913109,0,1.9129625012158704,5107,39215.0,716,5107,0.1401997258664578,,,48.64431475029039,,,,,False,missing
32003005804,las_vegas,32,3,5804,58.04,Census Tract 58.04,1605125,0,1.6047670489647734,4600,72500.0,476,4600,0.1034782608695652,,,44.71952380952384,32.540011287080745,17.775461181011654,30.68612509371,-14.033398715813842,True,ok
32003000515,las_vegas,32,3,515,5.15,Census Tract 5.15,1339509,0,1.3394327286438723,5060,53575.0,1575,5060,0.3112648221343873,,,49.043974036850955,,,,,False,missing
32003000105,las_vegas,32,3,105,1.05,Census Tract 1.05,2034699,0,2.0343843813551707,3672,85481.0,462,3672,0.1258169934640522,,,48.344944000000034,33.21770261313009,17.326630442889865,31.31389226619981,-17.031051733800222,True,ok
32003000516,las_vegas,32,3,516,5.16,Census Tract 5.16,1831624,0,1.8314868541607945,5911,39495.0,1335,4647,0.2872821174951581,,,48.671566499721784,33.97950143754846,16.811768890769166,32.016267200569914,-16.65529929915187,True,ok
32003005316,las_vegas,32,3,5316,53.16,Census Tract 53.16,1396742,0,1.3966231364907975,3522,77112.0,180,3522,0.0511073253833049,,,47.20349715099719,,,,,False,missing
32003005317,las_vegas,32,3,5317,53.17,Census Tract 53.17,2638838,0,2.6386525227928095,5499,76750.0,216,5287,0.0408549271798751,,,47.22778968253971,34.11268558225766,16.50840054616018,32.104452955425614,-15.123336727114093,True,ok
32003005313,las_vegas,32,3,5313,53.13,Census Tract 53.13,2138736,0,2.1385858406674956,5699,96289.0,366,5699,0.0642217932970696,,,46.944396946564915,34.11268558225766,16.50840054616018,32.104452955425614,-14.8399439911393,True,ok
32003005314,las_vegas,32,3,5314,53.14,Census Tract 53.14,1285326,0,1.2852469459795075,2439,108750.0,217,2439,0.088970889708897,,,46.74550492610841,34.11268558225766,16.50840054616018,32.104452955425614,-14.641051970682796,True,ok
32003000201,las_vegas,32,3,201,2.01,Census Tract 2.01,2185454,0,2.185165317564316,4808,42012.0,1452,4808,0.3019966722129784,,,47.62146974063403,33.556548276154764,17.102215073828965,31.627775852444717,-15.993693888189316,True,ok
32003000203,las_vegas,32,3,203,2.03,Census Tract 2.03,2033657,0,2.0333927960851033,3685,54504.0,821,3528,0.2327097505668934,,,47.05679691653379,33.556548276154764,17.102215073828965,31.627775852444717,-15.429021064089074,True,ok
32003000204,las_vegas,32,3,204,2.04,Census Tract 2.04,1738371,0,1.738143197265926,1248,132750.0,145,1138,0.1274165202108963,,,47.45528645833336,33.556548276154764,17.102215073828965,31.627775852444717,-15.827510605888644,True,ok
32003000302,las_vegas,32,3,302,3.02,Census Tract 3.02,2309196,0,2.3089085063789514,4718,29340.0,1462,4702,0.3109315185027648,,,47.96756556986173,33.556548276154764,17.102215073828965,31.627775852444717,-16.339789717417016,True,ok
32003003219,las_vegas,32,3,3219,32.19,Census Tract 32.19,2299131,0,2.298657805585036,6859,81902.0,547,6812,0.0802994715208455,,,44.70318761384338,32.540011287080745,17.775461181011654,30.68612509371,-14.017062520133383,True,ok
32003004907,las_vegas,32,3,4907,49.07,Census Tract 49.07,2748914,0,2.7488295382412957,3452,111500.0,66,3452,0.0191193511008111,,,48.40704545454549,34.04999363111408,16.763361193592534,32.08101575859078,-16.32602969595471,True,ok
32003005904,las_vegas,32,3,5904,59.04,Census Tract 59.04,51720779,0,51.76212621959782,4349,88293.0,207,4349,0.0475971487698321,,,50.08782933252306,34.47138649833322,18.329410389225842,32.6344003811624,-17.453428951360657,True,ok
32003001715,las_vegas,32,3,1715,17.15,Census Tract 17.15,674719,0,0.6746822794504432,2959,59828.0,522,2921,0.1787059226292365,,,48.95231277533043,34.04999363111408,16.763361193592534,32.08101575859078,-16.871297016739646,True,ok
32003001716,las_vegas,32,3,1716,17.16,Census Tract 17.16,827207,0,0.827158809322477,1703,44226.0,325,1703,0.1908396946564885,,,48.96840909090912,,,,,False,missing
32003001902,las_vegas,32,3,1902,19.02,Census Tract 19.02,1302954,0,1.3028230998045456,4402,53974.0,1072,4370,0.2453089244851258,,,46.597076923076955,33.556548276154764,17.102215073828965,31.627775852444717,-14.969301070632238,True,ok
32003003242,las_vegas,32,3,3242,32.42,Census Tract 32.42,2657083,0,2.656503782011157,2196,191250.0,29,2196,0.0132058287795992,,,45.87562253743109,32.66904403023068,18.768250151127596,30.8977331107037,-14.97788942672739,True,ok
32003003240,las_vegas,32,3,3240,32.4,Census Tract 32.40,3758577,0,3.757716788868876,4313,100388.0,612,4313,0.1418965916995131,,,45.329224353628035,30.899445472686402,19.107148569635726,29.196986929686325,-16.13223742394171,True,ok
32003002000,las_vegas,32,3,2000,20.0,Census Tract 20,2575738,0,2.575446607416195,5085,46875.0,1402,5085,0.2757128810226155,,,46.825841708542754,33.556548276154764,17.102215073828965,31.627775852444717,-15.198065856098037,True,ok
32003003239,las_vegas,32,3,3239,32.39,Census Tract 32.39,1111075,0,1.110808589960152,3732,81750.0,342,3732,0.0916398713826366,,,44.93018105849586,30.50620134878768,19.1824593293042,28.819043333904688,-16.111137724591174,True,ok
32003003245,las_vegas,32,3,3245,32.45,Census Tract 32.45,1374698,0,1.374419386892694,4988,92500.0,328,4988,0.065757818765036,,,46.05105494505497,32.66904403023068,18.768250151127596,30.8977331107037,-15.15332183435127,True,ok
32003005824,las_vegas,32,3,5824,58.24,Census Tract 58.24,1502122,0,1.5017421786773424,4183,140203.0,211,4183,0.0504422663160411,,,44.84593530239103,,,,,False,missing
32003005852,las_vegas,32,3,5852,58.52,Census Tract 58.52,1975664,0,1.9752081197573923,6329,100816.0,619,6329,0.0978037604676884,,,46.05327466666669,30.415487184385487,17.179651233799596,28.611279124944655,-17.441995541722033,True,ok
32003003320,las_vegas,32,3,3320,33.2,Census Tract 33.20,4150862,0,4.150041437809159,7019,73216.0,935,6884,0.1358221963974433,,,46.12325325325329,32.66904403023068,18.768250151127596,30.8977331107037,-15.225520142549588,True,ok
32003003640,las_vegas,32,3,3640,36.4,Census Tract 36.40,4047981,0,4.047475953463719,6793,69667.0,906,6628,0.1366928183464091,,,46.91019321766565,32.588198100656385,17.971032467531902,30.765369059195162,-16.144824158470488,True,ok
32003003641,las_vegas,32,3,3641,36.41,Census Tract 36.41,2752724,0,2.752415195950036,6482,73793.0,906,6472,0.1399876390605686,,,47.007108020959315,32.588198100656385,17.971032467531902,30.765369059195162,-16.241738961764153,True,ok
32003003638,las_vegas,32,3,3638,36.38,Census Tract 36.38,1389111,0,1.3889504018079386,4455,89341.0,769,4370,0.1759725400457666,,,46.81954884414618,32.588198100656385,17.971032467531902,30.765369059195162,-16.05417978495102,True,ok
32003002976,las_vegas,32,3,2976,29.76,Census Tract 29.76,6754050,0,6.7527306055902665,7504,91314.0,1031,7442,0.138538027411986,,,45.571722563375864,32.73324063066096,17.15745094530203,30.816047771731157,-14.755674791644708,True,ok
32003003254,las_vegas,32,3,3254,32.54,Census Tract 32.54,1246402,0,1.2461504202078042,4304,54971.0,486,4304,0.1129182156133829,,,45.33147222222226,,,,,False,missing
32003003233,las_vegas,32,3,3233,32.33,Census Tract 32.33,3062878,0,3.0621777491970317,7014,96274.0,572,6995,0.0817726947819871,,,46.10641774891779,31.338063918573447,19.023148106928588,29.618539401904307,-16.487878347013485,True,ok
32003003234,las_vegas,32,3,3234,32.34,Census Tract 32.34,978749,0,0.9785339030341922,5344,72553.0,536,5344,0.1002994011976047,,,46.14911703239293,32.66904403023068,18.768250151127596,30.8977331107037,-15.251383921689229,True,ok
32003003428,las_vegas,32,3,3428,34.28,Census Tract 34.28,663150,0,0.6630469925343667,1954,49784.0,502,1954,0.2569089048106448,,,47.93558451816749,32.66904403023068,18.768250151127596,30.8977331107037,-17.037851407463787,True,ok
32003003617,las_vegas,32,3,3617,36.17,Census Tract 36.17,1339424,0,1.3392589064672795,1987,47337.0,449,1968,0.228150406504065,,,47.707073365231295,32.588198100656385,17.971032467531902,30.765369059195162,-16.941704306036133,True,ok
32003003639,las_vegas,32,3,3639,36.39,Census Tract 36.39,1392410,0,1.3922504268766531,3832,75865.0,380,3814,0.0996329313057157,,,46.80044159544162,32.588198100656385,17.971032467531902,30.765369059195162,-16.035072536246457,True,ok
32003003636,las_vegas,32,3,3636,36.36,Census Tract 36.36,1111088,0,1.1109485598489803,3300,108875.0,130,3300,0.0393939393939393,,,46.66007374631272,32.588198100656385,17.971032467531902,30.765369059195162,-15.894704687117557,True,ok
32003003630,las_vegas,32,3,3630,36.3,Census Tract 36.30,2690222,0,2.689805899594433,7314,96208.0,626,7298,0.0857769251849821,,,46.19532302814113,32.620536472486094,18.28991954097018,30.818314679798576,-15.377008348342557,True,ok
32003003312,las_vegas,32,3,3312,33.12,Census Tract 33.12,2511167,0,2.5107315385071867,4702,157313.0,42,4702,0.0089323692045937,,,46.84327943078916,31.341727524908794,19.238969995708572,29.637118028827103,-17.206161401962056,True,ok
32003002977,las_vegas,32,3,2977,29.77,Census Tract 29.77,2583058,0,2.58255467969895,4440,116139.0,281,4397,0.0639072094609961,,,45.57566252587994,32.73324063066096,17.15745094530203,30.816047771731157,-14.759614754148785,True,ok
32003002982,las_vegas,32,3,2982,29.82,Census Tract 29.82,2005830,0,2.005483417455895,7266,75668.0,1365,7258,0.1880683383852301,,,46.216496272630486,32.73324063066096,17.15745094530203,30.816047771731157,-15.40044850089933,True,ok
