city,i,j,class_i,class_j,pair_label,same_class
las_vegas,276,449,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,276,443,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,277,441,LST-only hotspot,Both LST and HI hotspot,Both | LST-only,False
las_vegas,278,369,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,278,305,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,279,306,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,279,437,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,279,385,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,280,281,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,280,288,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,280,343,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,280,344,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,281,288,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,281,287,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,282,363,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,282,283,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,283,293,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,284,285,HI-only hotspot,HI-only hotspot,HI-only | HI-only,True
las_vegas,285,419,HI-only hotspot,Both LST and HI hotspot,Both | HI-only,False
las_vegas,285,294,HI-only hotspot,Both LST and HI hotspot,Both | HI-only,False
las_vegas,285,452,HI-only hotspot,Both LST and HI hotspot,Both | HI-only,False
las_vegas,285,400,HI-only hotspot,LST-only hotspot,HI-only | LST-only,False
las_vegas,285,428,HI-only hotspot,HI-only hotspot,HI-only | HI-only,True
las_vegas,286,386,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,286,385,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,286,334,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,286,436,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,286,443,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,287,288,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,287,344,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,287,422,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,287,386,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,288,343,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,288,344,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,289,428,Both LST and HI hotspot,HI-only hotspot,Both | HI-only,False
las_vegas,290,316,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,290,381,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,290,368,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,291,415,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,291,413,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,291,329,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,291,303,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,292,328,Neither hotspot,HI-only hotspot,HI-only | Neither,False
las_vegas,292,318,Neither hotspot,LST-only hotspot,LST-only | Neither,False
las_vegas,292,336,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,292,351,Neither hotspot,HI-only hotspot,HI-only | Neither,False
las_vegas,293,387,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,293,425,Neither hotspot,LST-only hotspot,LST-only | Neither,False
las_vegas,293,407,Neither hotspot,LST-only hotspot,LST-only | Neither,False
las_vegas,294,348,Both LST and HI hotspot,Both LST and HI hotspot,Both | Both,True
las_vegas,294,419,Both LST and HI hotspot,Both LST and HI hotspot,Both | Both,True
las_vegas,294,428,Both LST and HI hotspot,HI-only hotspot,Both | HI-only,False
las_vegas,296,335,Both LST and HI hotspot,HI-only hotspot,Both | HI-only,False
las_vegas,297,370,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,297,371,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,298,451,HI-only hotspot,Both LST and HI hotspot,Both | HI-only,False
las_vegas,298,450,HI-only hotspot,Both LST and HI hotspot,Both | HI-only,False
las_vegas,299,457,LST-only hotspot,Both LST and HI hotspot,Both | LST-only,False
las_vegas,299,400,LST-only hotspot,LST-only hotspot,LST-only | LST-only,True
las_vegas,300,301,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,300,355,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,301,321,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,302,368,HI-only hotspot,Neither hotspot,HI-only | Neither,False
las_vegas,302,434,HI-only hotspot,HI-only hotspot,HI-only | HI-only,True
las_vegas,305,379,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,305,446,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,306,319,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,306,445,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,306,437,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,307,309,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,307,324,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,307,308,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,307,325,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,308,310,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,308,311,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,308,445,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,308,309,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,308,324,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,309,310,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,309,312,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,309,324,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,310,363,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,310,439,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,310,438,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,310,311,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,310,445,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,311,363,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,311,438,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,311,319,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,311,445,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,312,439,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,312,377,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,312,324,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,313,370,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,313,371,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,313,369,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,314,417,HI-only hotspot,HI-only hotspot,HI-only | HI-only,True
las_vegas,314,408,HI-only hotspot,HI-only hotspot,HI-only | HI-only,True
las_vegas,314,396,HI-only hotspot,Both LST and HI hotspot,Both | HI-only,False
las_vegas,315,404,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,316,384,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,316,381,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,317,372,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,317,416,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,317,340,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,317,341,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,318,328,LST-only hotspot,HI-only hotspot,HI-only | LST-only,False
las_vegas,318,359,LST-only hotspot,Neither hotspot,LST-only | Neither,False
las_vegas,318,336,LST-only hotspot,Neither hotspot,LST-only | Neither,False
las_vegas,318,351,LST-only hotspot,HI-only hotspot,HI-only | LST-only,False
las_vegas,319,445,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,319,343,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,320,404,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,320,366,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,320,414,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,324,377,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,324,325,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,325,432,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,326,327,HI-only hotspot,Both LST and HI hotspot,Both | HI-only,False
las_vegas,326,347,HI-only hotspot,Both LST and HI hotspot,Both | HI-only,False
las_vegas,326,328,HI-only hotspot,HI-only hotspot,HI-only | HI-only,True
las_vegas,326,351,HI-only hotspot,HI-only hotspot,HI-only | HI-only,True
las_vegas,327,403,Both LST and HI hotspot,HI-only hotspot,Both | HI-only,False
las_vegas,328,347,HI-only hotspot,Both LST and HI hotspot,Both | HI-only,False
las_vegas,328,351,HI-only hotspot,HI-only hotspot,HI-only | HI-only,True
las_vegas,330,332,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,331,390,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,332,402,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,333,385,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,333,334,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,334,436,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,335,347,HI-only hotspot,Both LST and HI hotspot,Both | HI-only,False
las_vegas,336,359,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,336,351,Neither hotspot,HI-only hotspot,HI-only | Neither,False
las_vegas,336,358,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,337,364,LST-only hotspot,Neither hotspot,LST-only | Neither,False
las_vegas,338,418,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,338,399,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,338,421,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,340,341,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,341,372,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,343,344,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,343,422,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,344,422,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,345,394,LST-only hotspot,LST-only hotspot,LST-only | LST-only,True
las_vegas,345,401,LST-only hotspot,LST-only hotspot,LST-only | LST-only,True
las_vegas,346,454,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,346,429,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,347,351,Both LST and HI hotspot,HI-only hotspot,Both | HI-only,False
las_vegas,348,442,Both LST and HI hotspot,Both LST and HI hotspot,Both | Both,True
las_vegas,348,353,Both LST and HI hotspot,Both LST and HI hotspot,Both | Both,True
las_vegas,348,428,Both LST and HI hotspot,HI-only hotspot,Both | HI-only,False
las_vegas,349,363,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,349,350,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,350,363,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,354,375,LST-only hotspot,Neither hotspot,LST-only | Neither,False
las_vegas,354,374,LST-only hotspot,Neither hotspot,LST-only | Neither,False
las_vegas,354,355,LST-only hotspot,Neither hotspot,LST-only | Neither,False
las_vegas,356,360,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,356,357,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,356,375,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,357,360,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,357,358,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,358,360,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,359,360,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,361,383,HI-only hotspot,HI-only hotspot,HI-only | HI-only,True
las_vegas,361,408,HI-only hotspot,HI-only hotspot,HI-only | HI-only,True
las_vegas,362,379,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,362,446,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,362,378,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,363,438,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,364,440,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,365,418,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,365,389,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,365,406,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,366,367,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,366,414,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,367,405,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,367,390,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,367,388,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,367,423,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,370,371,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,372,412,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,372,416,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,376,377,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,378,446,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,379,446,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,380,404,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,381,384,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,381,382,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,383,391,HI-only hotspot,HI-only hotspot,HI-only | HI-only,True
las_vegas,383,408,HI-only hotspot,HI-only hotspot,HI-only | HI-only,True
las_vegas,385,437,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,386,433,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,386,407,Neither hotspot,LST-only hotspot,LST-only | Neither,False
las_vegas,386,443,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,389,406,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,389,405,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,390,405,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,390,423,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,391,430,HI-only hotspot,HI-only hotspot,HI-only | HI-only,True
las_vegas,391,417,HI-only hotspot,HI-only hotspot,HI-only | HI-only,True
las_vegas,391,408,HI-only hotspot,HI-only hotspot,HI-only | HI-only,True
las_vegas,392,396,Both LST and HI hotspot,Both LST and HI hotspot,Both | Both,True
las_vegas,393,396,Both LST and HI hotspot,Both LST and HI hotspot,Both | Both,True
las_vegas,393,411,Both LST and HI hotspot,Both LST and HI hotspot,Both | Both,True
las_vegas,393,419,Both LST and HI hotspot,Both LST and HI hotspot,Both | Both,True
las_vegas,394,401,LST-only hotspot,LST-only hotspot,LST-only | LST-only,True
las_vegas,395,431,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,395,404,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,396,417,Both LST and HI hotspot,HI-only hotspot,Both | HI-only,False
las_vegas,396,424,Both LST and HI hotspot,Both LST and HI hotspot,Both | Both,True
las_vegas,396,411,Both LST and HI hotspot,Both LST and HI hotspot,Both | Both,True
las_vegas,398,433,LST-only hotspot,Neither hotspot,LST-only | Neither,False
las_vegas,399,418,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,399,421,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,399,409,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,400,448,LST-only hotspot,Neither hotspot,LST-only | Neither,False
las_vegas,400,428,LST-only hotspot,HI-only hotspot,HI-only | LST-only,False
las_vegas,400,425,LST-only hotspot,LST-only hotspot,LST-only | LST-only,True
las_vegas,400,407,LST-only hotspot,LST-only hotspot,LST-only | LST-only,True
las_vegas,400,443,LST-only hotspot,Neither hotspot,LST-only | Neither,False
las_vegas,402,432,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,403,455,HI-only hotspot,HI-only hotspot,HI-only | HI-only,True
las_vegas,403,435,HI-only hotspot,HI-only hotspot,HI-only | HI-only,True
las_vegas,403,424,HI-only hotspot,Both LST and HI hotspot,Both | HI-only,False
las_vegas,404,431,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,404,414,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,405,406,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,405,423,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,407,425,LST-only hotspot,LST-only hotspot,LST-only | LST-only,True
las_vegas,407,443,LST-only hotspot,Neither hotspot,LST-only | Neither,False
