city,path,rows,geoid_col,overlap,reason
las_vegas,/Users/yufeizhou/Desktop/heat-exposure-compare/city_intake/las_vegas/working/las_vegas_heat_master_template_before_era5_backup.csv,0,,0,no readable geometry
las_vegas,/Users/yufeizhou/Desktop/heat-exposure-compare/city_intake/las_vegas/working/las_vegas_heat_extraction_input_summary.csv,0,,0,no readable geometry
las_vegas,/Users/yufeizhou/Desktop/heat-exposure-compare/city_intake/las_vegas/working/las_vegas_acs_baseline_summary.csv,0,,0,no readable geometry
las_vegas,/Users/yufeizhou/Desktop/heat-exposure-compare/city_intake/las_vegas/working/las_vegas_heat_extraction_input.csv,0,,0,no readable geometry
las_vegas,/Users/yufeizhou/Desktop/heat-exposure-compare/city_intake/las_vegas/working/las_vegas_era5_heat_tracts_summer2024.csv,0,,0,no readable geometry
las_vegas,/Users/yufeizhou/Desktop/heat-exposure-compare/city_intake/las_vegas/working/las_vegas_missing_climate_tracts.csv,0,,0,no readable geometry
las_vegas,/Users/yufeizhou/Desktop/heat-exposure-compare/city_intake/las_vegas/working/las_vegas_heat_ready_input.csv,0,,0,no readable geometry
las_vegas,/Users/yufeizhou/Desktop/heat-exposure-compare/city_intake/las_vegas/working/las_vegas_analysis_ready.csv,0,,0,no readable geometry
las_vegas,/Users/yufeizhou/Desktop/heat-exposure-compare/city_intake/las_vegas/final/las_vegas_tract_inventory.csv,0,,0,no readable geometry
las_vegas,/Users/yufeizhou/Desktop/heat-exposure-compare/outputs/pilot/alphaearth/las_vegas_old_heat_workflow_snippet_index.csv,0,,0,no readable geometry
las_vegas,/Users/yufeizhou/Desktop/heat-exposure-compare/outputs/pilot/alphaearth/las_vegas_heat_formula_cell_summary.csv,0,,0,no readable geometry
las_vegas,/Users/yufeizhou/Desktop/heat-exposure-compare/outputs/pilot/alphaearth/las_vegas_tract_summary.csv,0,,0,no readable geometry
las_vegas,/Users/yufeizhou/Desktop/heat-exposure-compare/outputs/pilot/alphaearth/las_vegas_era5_heat_tracts_summer2024_summary.csv,0,,0,no readable geometry
las_vegas,/Users/yufeizhou/Desktop/heat-exposure-compare/outputs/pilot/alphaearth/las_vegas_heat_candidates_top.csv,0,,0,no readable geometry
las_vegas,/Users/yufeizhou/Desktop/heat-exposure-compare/outputs/pilot/alphaearth/las_vegas_county_filter_summary.csv,0,,0,no readable geometry
las_vegas,/Users/yufeizhou/Desktop/heat-exposure-compare/outputs/pilot/alphaearth/las_vegas_heat_master_template_summary.csv,0,,0,no readable geometry
las_vegas,/Users/yufeizhou/Desktop/heat-exposure-compare/outputs/pilot/alphaearth/las_vegas_candidate_files_scored.csv,0,,0,no readable geometry
las_vegas,/Users/yufeizhou/Desktop/heat-exposure-compare/outputs/pilot/alphaearth/las_vegas_mismatch_class_counts.csv,0,,0,no readable geometry
las_vegas,/Users/yufeizhou/Desktop/heat-exposure-compare/outputs/pilot/alphaearth/las_vegas_heat_source_inventory.csv,0,,0,no readable geometry
las_vegas,/Users/yufeizhou/Desktop/heat-exposure-compare/outputs/pilot/alphaearth/las_vegas_embed_candidates_top.csv,0,,0,no readable geometry
las_vegas,/Users/yufeizhou/Desktop/heat-exposure-compare/outputs/pilot/alphaearth/las_vegas_heat_master_template_after_era5_summary.csv,0,,0,no readable geometry
las_vegas,/Users/yufeizhou/Desktop/heat-exposure-compare/outputs/pilot/alphaearth/las_vegas_priority_heat_cells_index.csv,0,,0,no readable geometry
las_vegas,/Users/yufeizhou/Desktop/heat-exposure-compare/outputs/pilot/alphaearth/las_vegas_pc_candidates_top.csv,0,,0,no readable geometry
las_vegas,/Users/yufeizhou/Desktop/heat-exposure-compare/outputs/pilot/alphaearth/las_vegas_heat_master_template_preview.csv,0,,0,no readable geometry
las_vegas,/Users/yufeizhou/Desktop/heat-exposure-compare/outputs/pilot/alphaearth/las_vegas_heat_master_template_after_lst_summary.csv,0,,0,no readable geometry
las_vegas,/Users/yufeizhou/Desktop/heat-exposure-compare/outputs/pilot/alphaearth/las_vegas_heat_source_top_candidates.csv,0,,0,no readable geometry
las_vegas,/Users/yufeizhou/Desktop/heat-exposure-compare/outputs/pilot/alphaearth/las_vegas_heat_workflow_text_hits.csv,0,,0,no readable geometry
las_vegas,/Users/yufeizhou/Desktop/heat-exposure-compare/outputs/pilot/alphaearth/las_vegas_heat_formula_snippets_index.csv,0,,0,no readable geometry
las_vegas,/Users/yufeizhou/Desktop/heat-exposure-compare/outputs/pilot/alphaearth/las_vegas_intake_recursive_inventory.csv,0,,0,no readable geometry
las_vegas,/Users/yufeizhou/Desktop/heat-exposure-compare/outputs/pilot/alphaearth/las_vegas_existing_climate_table_candidates.csv,0,,0,no readable geometry
las_vegas,/Users/yufeizhou/Desktop/heat-exposure-compare/outputs/pilot/alphaearth/las_vegas_recommended_input_slots.csv,0,,0,no readable geometry
las_vegas,/Users/yufeizhou/Desktop/heat-exposure-compare/outputs/pilot/alphaearth/las_vegas_analysis_ready_summary.csv,0,,0,no readable geometry
