embedding_dim,PC1,PC2,PC3,PC4,PC5,PC6,PC7
A00,-0.11030192969893128,0.07672652001111034,0.06940833891575977,0.31543749897804346,0.11960810196136135,0.19015681353434377,-0.14796220047686268
A01,0.15524573661748597,-0.027584072810786786,-0.18807512755406047,0.11225104023743589,0.007933718102509056,0.15095168507177506,-0.04486323804943611
A02,-0.17964471853878844,0.04382251596189571,0.008829440638888159,0.005236618293874673,-0.16655781877239875,-0.07107588607268797,-0.06382899039062083
A03,0.00866107663601784,-0.19562812060115065,-0.2007015304903604,0.052214935739060164,-0.02672596535640094,-0.038764489053214946,0.09024079955040394
A04,-0.09159653860209557,-0.16065628329195492,-0.03934247216087017,0.08999899405794404,-0.013970718192104242,-0.27052960504187323,0.0029538246189939055
A05,0.16046418310760827,-0.10468034112716913,0.08337622331638694,0.06363055529367351,0.055087245021367276,-0.03427588194176094,-0.026282814209015515
A06,0.06512669973736201,0.1625219339247299,-0.16606417810564103,0.19589534741943387,0.09287276130040262,-0.04710318408198566,-0.012474249841882612
A07,0.17811951920657915,0.05626294037036417,-0.10907391375103181,0.07119970637290388,-0.07784860898001367,0.04507469437628675,-0.01073194119885762
A08,0.08102501374529436,-0.20757362321051992,0.04472532791868925,-0.016947474881579563,0.01251156375895246,0.09774251225117248,0.002360989603493735
A09,0.061885203027920124,0.2131359028966382,-0.050113072236255156,-0.08283612498694365,0.012851369987439187,-0.028562406791846684,-0.05558325818379467
A10,0.025303435494364108,-0.107685744969917,-0.001102153330592717,-0.13035519308126894,0.10420136894122034,0.33366671205752646,0.5172828307874391
A11,-0.1795168380966843,-0.02784889402125562,-0.04553045130106044,0.12340609750252439,-0.01702232389897501,0.05979181064960917,-0.0137728159427494
A12,0.0663260818788481,0.21448555251424511,-0.019675668841880958,0.028633080396455766,-0.07406565472141809,-0.07503594632554952,0.05529090204791659
A13,0.07423225527596668,0.04261684675361059,-0.2709044913886329,0.038908118071969436,-0.3102132846653097,-0.014792492770567375,-0.01874265858905174
A14,0.1804322957838819,-0.04838041291971839,0.10775613061887107,-0.02083082637421796,0.009299403858310571,0.01829905020155583,-0.0082208021691713
A15,0.09536659860911335,-0.1918395110477188,-0.029561665254630682,-0.02210618353768493,-0.055136676804962086,-0.04179929307741075,0.08728363682291315
A16,-0.09126791673266593,0.19428135691015633,0.025659319553652016,-0.044569788821969346,-0.037534826758058644,-0.042689675457371824,-0.015683046856537597
A17,-0.18174100571780347,-0.06515135899018863,0.07009861401448349,0.02253186152812918,-0.09257779702706441,-0.037719251206743395,-0.018547794132474045
A18,0.013115319622210745,-0.12297262712312824,0.20044430300530425,0.22537027590943418,-0.22770805113029222,-0.09495757496930472,-0.11912951760854529
A19,-0.11466532318463184,-0.04447684247339836,-0.122242126396225,0.07148522331148151,0.4208447927547219,-0.05499027120404813,-0.07873797461983004
