embedding_dim,PC1,PC2,PC3,PC4,PC5,PC6,PC7
A00,-0.15781581927711966,0.08813562172024687,-0.04219848111478452,-0.015739102950497984,0.02245361604302857,0.09373611451380721,0.09764609799049287
A01,0.19879264265430874,0.03463079127451685,0.023392025356159404,0.08289242318026128,0.11894845137189358,0.028302393747906197,-0.05073983121637575
A02,-0.17602235445913067,-0.03666298029310355,-0.09406380938639414,-0.03538213713965169,0.152164083666912,0.02782736296846139,0.09365925716977075
A03,-0.057387268288182594,0.058130952990388174,-0.14334491200653698,-0.2456784878762768,0.03747053642977212,-0.23503823929789447,0.2652741148843826
A04,-0.00765602475051975,0.28583366635723506,-0.045915172037199914,-0.056926127815348365,0.0325151016471012,-0.037446465905826676,-0.05526923278463107
A05,0.14344290420869674,0.1669422901661414,-0.12325219399719356,-0.01934273554186085,0.01191434693538513,0.1228985533720518,0.06048077837238949
A06,0.043327345766233635,-0.17701965080320983,-0.011050253850793001,0.13987237408915437,0.26747761850646823,0.03857571420249489,-0.20118678636523274
A07,0.14301227035153516,-0.03860154767501556,-0.1739700667185495,0.14321249419417326,-0.1309412112741048,-0.07648485746807493,-0.09371720281829689
A08,0.08893313738530544,0.1739540438464519,0.07748237690177838,-0.11972146170750933,-0.2435513910894298,-0.009252168267184585,0.0009103541122426062
A09,0.051901121768685374,0.024405112149015428,0.26279540597207957,-0.15365786326284703,-0.050111131754320026,-0.04673426736188799,0.02643155337382136
A10,0.03205769302316761,-0.07398235879392111,0.1287484040300738,0.06022153039505823,-0.273158898618272,0.09090711481083517,0.3568087188585918
A11,-0.15165298473592223,-0.014235645993049259,0.15223727366050366,0.1852073327946412,-0.015204713740387604,0.07380978276307888,0.017157729197645688
A12,-0.1420795128427375,-0.09062755438643767,0.016419446173591527,-0.03430550644505992,-0.12021217770711809,0.09164760123147508,-0.34035443632575113
A13,0.09815784749994352,-0.18505596053511772,-0.1370643398343485,0.0742331083904822,0.16779859976692615,0.14986568120570365,0.011978704390559917
A14,0.13056006463896605,0.006556082492373623,-0.1760553763244537,0.1430879110977756,-0.1829498650217504,-0.06514005016118646,0.11655954681389898
A15,0.07953120257449386,0.14376357920002836,-0.2104863188242173,-0.015392758736104654,-0.2031514635026052,-0.06452382256161113,0.04620147884697957
A16,-0.09705131559659215,0.10057970354123243,0.21046337310894353,0.17314815302515818,0.05900773385900925,-0.16404846339648066,0.048464432170941006
A17,-0.01555553860904626,0.20593056204412416,0.017060640994944136,0.26666111427962014,-0.10752727522088416,-0.05872820441982978,0.022833824975013683
A18,-0.05118077973753391,0.09114574889279567,-0.1466891476433648,0.017734124096241956,0.2878979178798052,0.02995901007641005,0.1979421692711871
A19,0.01666198222578848,-0.051069905024987594,-0.08123106776051012,0.3487902938592881,-0.007553689738753431,-0.05350526232153896,0.0503963731188017
A20,-0.11179801352121362,-0.13208801354918448,0.021363224841005175,0.027886182712670446,0.07274786933395226,-0.3138592367330121,0.06767694766516721
A21,0.02917304699443221,0.18955220307212486,0.17111603657180197,-0.022635860733286408,-0.02249823752031862,0.14403659680564807,0.14039426786813192
A22,-0.08258460347908783,0.06309320303994494,-0.26039121389640907,-0.03234893614827095,0.013227436110336974,-0.012817993433974826,-0.11683575046223571
A23,0.09434163488690274,0.23599916114855413,0.025968966259863547,0.012773531231389674,-0.11599240579192072,-0.05189521179476761,-0.17129736947753066
A24,-0.05573388022250924,0.06190912303668487,-0.18700525132397208,0.18032363059390583,-0.11094050404970374,0.0351764654191564,-0.29963449735532816
A25,-0.13569579824178013,0.16738560525820706,-0.09904225693490293,-0.01690792860028879,0.1817264665724899,0.08480252127446651,0.07821390910002453
A26,-0.060041267736096346,-0.14510180421176166,-0.0794159084940107,-0.2308611634816378,-0.1846240806182479,-0.040103040542863136,0.04223488415336707
