city,n_mapped,pearson_lst_hi,spearman_lst_hi,priority_pct,n_priority,n_priority_patches,largest_patch_n,largest_patch_area_km2,largest_patch_share_of_priority,pct_neighborhood_hi_shift_cluster,pct_neighborhood_lst_shift_cluster,core_edge_slope_hi_minus_lst_z_per_km,median_hi_minus_lst_z,pct_hi_more_extreme_than_lst
houston,549,0.34127547794388347,0.24760796531712534,36.247723132969035,199,28,30,197.68207905522863,0.1507537688442211,23.31511839708561,20.58287795992714,0.03329199171280171,-0.05794606424707338,47.17668488160292
phoenix,332,0.2912812422021387,0.3229825972033425,38.855421686746986,129,11,114,442.75511315577694,0.8837209302325582,31.626506024096386,31.024096385542173,0.03831672237600207,-0.00368880939054661,50.0
las_vegas,458,0.7502048289967429,0.6721319423595772,27.947598253275107,128,13,74,2629.850565327137,0.578125,19.65065502183406,17.46724890829694,0.007296962697578642,-0.014565790112314653,48.90829694323144
